arm,coverage,mean_excess_bp,matched_event_mean_net_bp,control_mean_net_bp,month_cluster_p,control_rows,unique_control_times,control_time_reuse_allowed,identical_control_assignment_verified
colour15,0.9819819819819819,4.0706749327018015,-10.545990905445915,-14.616665838147721,0.3526,327,327,False,True
half1r_colour15,0.9819819819819819,6.793342807399853,-9.882565742393096,-16.675908549792947,0.2205,327,327,False,True
half1r_runner1h,0.9819819819819819,5.372920381813153,-8.817073260160173,-14.189993641973327,0.3667,327,327,False,True
quarter1r_quarter2r_runner1h,0.9819819819819819,7.6331123150420135,-6.768623299624897,-14.401735614666912,0.3229,327,327,False,True
quarter1r_quarter2r_colour15,0.9819819819819819,6.819660444668405,-9.314938734199925,-16.13459917886833,0.2308,327,327,False,True
no_partial_runner1h,0.9819819819819819,1.2298300815283474,-8.41500594098013,-9.644836022508477,0.4819,327,327,False,True
