event_key,asset_old,venue_old,symbol_old,timeframe_min_old,entry_time_old,exit_time_old,censored_old,net_r_old,mfe_r_old,net_return_old,exit_reason_old,asset_new,venue_new,symbol_new,timeframe_min_new,entry_time_new,exit_time_new,censored_new,net_r_new,mfe_r_new,net_return_new,exit_reason_new,_merge,tail_status
binance_30m_955e5706f7db528b:10295:1,ORCA,binance,ORCAUSDT,30,2025-07-09 03:00:00+00:00,2025-07-11 22:00:00+00:00,False,9.79491666666666,14.541666666666654,0.1198765935747068,trailing_stop,ORCA,binance,ORCAUSDT,30,2025-07-09 03:00:00+00:00,2025-07-11 22:00:00+00:00,False,10.128249999999992,14.541666666666654,0.1239561448240693,trailing_stop,both,gained
binance_30m_955e5706f7db528b:24188:1,ORCA,binance,ORCAUSDT,30,2026-04-24 13:30:00+00:00,2026-04-25 14:00:00+00:00,False,15.126222222222207,26.222222222222182,0.146068669527897,trailing_stop,ORCA,binance,ORCAUSDT,30,2026-04-24 13:30:00+00:00,2026-04-25 14:00:00+00:00,False,16.792888888888857,26.222222222222182,0.1621630901287551,trailing_stop,both,retained
binance_30m_9590178b9210ae87:8316:1,BULLA,binance,BULLAUSDT,30,2025-12-24 15:30:00+00:00,2025-12-30 04:30:00+00:00,False,15.725578378378335,24.324324324324262,0.5118282899366642,trailing_stop,BULLA,binance,BULLAUSDT,30,2025-12-24 15:30:00+00:00,2025-12-26 01:00:00+00:00,False,1.5926054054053986,3.048648648648641,0.0518353272343419,trailing_stop,both,lost
binance_30m_992fcc2fdd81b1eb:52109:1,LTC,binance,LTCUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,12.583849056603745,19.264150943396185,0.1472932862190812,trailing_stop,LTC,binance,LTCUSDT,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,False,12.998943396226387,19.264150943396185,0.1521519434628975,trailing_stop,both,retained
binance_30m_9e5a9c9d47999cad:28766:1,MYRO,binance,MYROUSDT,30,2025-10-25 16:00:00+00:00,2025-10-27 09:30:00+00:00,False,18.96656000000012,39.520000000000245,0.3343892806770099,trailing_stop,MYRO,binance,MYROUSDT,30,2025-10-25 16:00:00+00:00,2025-10-27 09:30:00+00:00,False,22.046560000000134,39.520000000000245,0.3886911142454161,trailing_stop,both,retained
binance_30m_9f4020b1cf4bb33e:2447:1,OPG,binance,OPGUSDT,30,2026-06-12 15:30:00+00:00,2026-06-15 02:00:00+00:00,False,11.590953488372095,21.709302325581405,0.6273266205160477,trailing_stop,OPG,binance,OPGUSDT,30,2026-06-12 15:30:00+00:00,2026-06-14 22:00:00+00:00,False,10.730488372093026,16.83720930232559,0.5807564505978602,trailing_stop,both,retained
binance_30m_9fa69bba0bb3aad9:33968:1,LDO,binance,LDOUSDT,30,2025-08-06 16:30:00+00:00,2025-08-10 08:00:00+00:00,False,14.822937198067676,21.236714975845477,0.3290100793480592,trailing_stop,LDO,binance,LDOUSDT,30,2025-08-06 16:30:00+00:00,2025-08-10 07:00:00+00:00,False,16.687671497584592,21.236714975845477,0.3703997426549432,trailing_stop,both,retained
binance_30m_9fa69bba0bb3aad9:52097:1,LDO,binance,LDOUSDT,30,2026-08-19 09:00:00+00:00,2026-08-22 05:00:00+00:00,False,16.96989189189173,25.486486486486232,0.2053928688256461,trailing_stop,LDO,binance,LDOUSDT,30,2026-08-19 09:00:00+00:00,2026-08-19 18:00:00+00:00,False,3.2401621621621266,6.756756756756681,0.0392168792934248,trailing_stop,both,lost
binance_30m_a3a291a0a1e80904:51989:1,ETH,binance,ETHUSDT,30,2026-08-17 03:00:00+00:00,2026-08-22 05:00:00+00:00,False,16.907111979166665,21.082031249999982,0.2731083207134446,trailing_stop,ETH,binance,ETHUSDT,30,2026-08-17 03:00:00+00:00,2026-08-20 03:00:00+00:00,False,10.644091145833324,14.162109374999991,0.1719388776712098,trailing_stop,both,retained
binance_30m_a4eefd9097db76cd:24011:1,RAYSOL,binance,RAYSOLUSDT,30,2026-04-24 18:00:00+00:00,2026-04-26 05:30:00+00:00,False,11.72079452054798,29.13698630136997,0.1278759527723807,trailing_stop,RAYSOL,binance,RAYSOLUSDT,30,2026-04-24 18:00:00+00:00,2026-04-25 14:30:00+00:00,False,1.926273972602733,5.205479452054803,0.0210159916305483,trailing_stop,both,lost
binance_30m_a4eefd9097db76cd:30425:1,RAYSOL,binance,RAYSOLUSDT,30,2026-09-05 09:00:00+00:00,2026-09-07 06:00:00+00:00,False,28.256762711864617,51.44915254237322,0.399269309064783,trailing_stop,RAYSOL,binance,RAYSOLUSDT,30,2026-09-05 09:00:00+00:00,2026-09-06 07:00:00+00:00,False,20.129644067796743,30.91525423728834,0.284432762543408,trailing_stop,both,retained
binance_30m_a5f8e2378e69e746:52092:1,NEO,binance,NEOUSDT,30,2026-08-19 06:30:00+00:00,2026-08-22 05:00:00+00:00,False,21.980199999999986,28.899999999999967,0.2588951707891638,trailing_stop,NEO,binance,NEOUSDT,30,2026-08-19 06:30:00+00:00,2026-08-22 05:00:00+00:00,False,22.230199999999968,28.899999999999967,0.2618398115429916,trailing_stop,both,retained
binance_30m_a79071ba1ad4d203:14551:1,ETHW,binance,ETHWUSDT,30,2024-09-26 16:30:00+00:00,2024-09-30 14:00:00+00:00,False,25.125205273069827,35.83804143126197,0.5862327093769226,trailing_stop,ETHW,binance,ETHWUSDT,30,2024-09-26 16:30:00+00:00,2024-09-28 08:00:00+00:00,False,3.84083615819212,6.964218455743921,0.0896161349854998,trailing_stop,both,lost
binance_30m_ab2ff7bb55c2525c:24791:1,JTO,binance,JTOUSDT,30,2025-05-07 22:00:00+00:00,2025-05-10 02:00:00+00:00,False,10.011305623471904,14.897310513447454,0.2529419322955277,trailing_stop,JTO,binance,JTOUSDT,30,2025-05-07 22:00:00+00:00,2025-05-09 16:00:00+00:00,False,7.250914425427884,10.56234718826408,0.1831989127748949,trailing_stop,both,lost
binance_30m_ac678d3e0e03ac81:4555:1,AVAAI,binance,AVAAIUSDT,30,2025-04-22 11:30:00+00:00,2025-04-23 16:00:00+00:00,False,7.988597785977845,17.85055350553503,0.2822568448500651,trailing_stop,AVAAI,binance,AVAAIUSDT,30,2025-04-22 11:30:00+00:00,2025-04-23 06:30:00+00:00,False,10.132509225092235,17.85055350553503,0.358006518904824,trailing_stop,both,gained
binance_30m_add2da30b26f6d3c:25371:1,GMX,binance,GMXUSDT,30,2025-02-08 14:00:00+00:00,2025-02-11 16:30:00+00:00,False,11.973770547945218,14.422945205479463,0.3959840308058215,trailing_stop,GMX,binance,GMXUSDT,30,2025-02-08 14:00:00+00:00,2025-02-09 13:00:00+00:00,False,8.636441780821926,13.845890410958916,0.2856153802593579,trailing_stop,both,lost
binance_30m_aec0ab7eddf969a3:37960:1,XAI,binance,XAIUSDT,30,2026-03-10 10:30:00+00:00,2026-03-11 16:30:00+00:00,False,17.253286713286617,42.30769230769208,0.2627497337593183,trailing_stop,XAI,binance,XAIUSDT,30,2026-03-10 10:30:00+00:00,2026-03-10 19:30:00+00:00,False,5.686853146853106,11.958041958041893,0.0866048988285408,trailing_stop,both,lost
binance_30m_b0727bda4d9436bb:28975:1,LEVER,binance,LEVERUSDT,30,2025-04-24 16:00:00+00:00,2025-04-27 01:00:00+00:00,False,13.92299487179484,24.323076923076872,0.5421293929712458,trailing_stop,LEVER,binance,LEVERUSDT,30,2025-04-24 16:00:00+00:00,2025-04-26 00:00:00+00:00,False,14.466584615384578,23.384615384615337,0.5632955271565492,trailing_stop,both,retained
binance_30m_b1b2bb9e634c344f:32603:1,VET,binance,VETUSDT,30,2025-07-09 06:00:00+00:00,2025-07-11 21:30:00+00:00,False,10.466611842105175,14.71052631578937,0.1509774614472121,trailing_stop,VET,binance,VETUSDT,30,2025-07-09 06:00:00+00:00,2025-07-11 21:00:00+00:00,False,10.710032894736756,14.71052631578937,0.154488730723606,trailing_stop,both,retained
binance_30m_b1b2bb9e634c344f:52107:1,VET,binance,VETUSDT,30,2026-08-19 14:00:00+00:00,2026-08-22 05:00:00+00:00,False,29.588130434782023,37.23913043478186,0.3042821372680526,trailing_stop,VET,binance,VETUSDT,30,2026-08-19 14:00:00+00:00,2026-08-22 05:00:00+00:00,False,30.153347826086357,37.23913043478186,0.3100947909680303,trailing_stop,both,retained
binance_30m_b2a66d257dbc41e4:43451:1,RIF,binance,RIFUSDT,30,2026-04-13 18:30:00+00:00,2026-04-16 01:00:00+00:00,False,14.614363636363782,26.872727272727523,0.2229653259361999,trailing_stop,RIF,binance,RIFUSDT,30,2026-04-13 18:30:00+00:00,2026-04-15 21:30:00+00:00,False,17.632545454545628,26.872727272727523,0.2690124826629683,trailing_stop,both,retained
binance_30m_b45329642b8ba069:33996:1,ARB,binance,ARBUSDT,30,2025-08-07 06:30:00+00:00,2025-08-10 07:30:00+00:00,False,11.95400352733684,16.79012345679009,0.1736147540983605,trailing_stop,ARB,binance,ARBUSDT,30,2025-08-07 06:30:00+00:00,2025-08-07 16:30:00+00:00,False,1.283809523809529,3.686067019400342,0.0186454918032787,trailing_stop,both,lost
binance_30m_b45329642b8ba069:52052:1,ARB,binance,ARBUSDT,30,2026-08-18 10:30:00+00:00,2026-08-22 05:00:00+00:00,False,25.87797979798005,34.63636363636395,0.3397771883289127,trailing_stop,ARB,binance,ARBUSDT,30,2026-08-18 10:30:00+00:00,2026-08-22 05:00:00+00:00,False,27.231515151515403,34.63636363636395,0.3575490716180372,trailing_stop,both,retained
binance_30m_b63b0d10c3d61fb2:29623:1,XVS,binance,XVSUSDT,30,2025-05-08 04:00:00+00:00,2025-05-11 02:30:00+00:00,False,10.206018518518553,13.36111111111115,0.1876170212765957,trailing_stop,XVS,binance,XVSUSDT,30,2025-05-08 04:00:00+00:00,2025-05-11 02:30:00+00:00,False,10.446759259259304,13.36111111111115,0.1920425531914895,trailing_stop,both,retained
binance_30m_b64ef3b092c6b8f3:21840:1,SAGA,binance,SAGAUSDT,30,2025-07-08 11:00:00+00:00,2025-07-11 21:30:00+00:00,False,13.316549413735338,23.517587939698476,0.3783902903379343,trailing_stop,SAGA,binance,SAGAUSDT,30,2025-07-08 11:00:00+00:00,2025-07-09 01:30:00+00:00,False,1.0049916247906234,2.763819095477383,0.0285568776772966,trailing_stop,both,lost
binance_30m_b987d2ee009c8805:52108:1,INJ,binance,INJUSDT,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,False,10.20611428571438,14.9714285714287,0.1666887540830612,trailing_stop,INJ,binance,INJUSDT,30,2026-08-19 14:30:00+00:00,2026-08-21 04:00:00+00:00,False,6.220400000000064,8.571428571428653,0.1015930937937472,trailing_stop,both,lost
binance_30m_bb64e70fa6232678:32580:1,ADA,binance,ADAUSDT,30,2025-07-08 18:30:00+00:00,2025-07-11 16:30:00+00:00,False,11.885767857142875,16.750000000000018,0.2257429201288792,trailing_stop,ADA,binance,ADAUSDT,30,2025-07-08 18:30:00+00:00,2025-07-09 14:30:00+00:00,False,0.975053571428568,2.79464285714286,0.0185189079192809,trailing_stop,both,lost
binance_30m_bb8c7cc118aca1d6:28732:1,OGN,binance,OGNUSDT,30,2025-04-19 14:30:00+00:00,2025-04-20 10:30:00+00:00,False,17.260000000000165,28.400000000000247,0.2465714285714288,trailing_stop,OGN,binance,OGNUSDT,30,2025-04-19 14:30:00+00:00,2025-04-19 21:30:00+00:00,False,0.7933333333333458,3.333333333333364,0.0113333333333334,trailing_stop,both,lost
binance_30m_bb8c7cc118aca1d6:32093:1,OGN,binance,OGNUSDT,30,2025-06-28 15:00:00+00:00,2025-06-29 17:00:00+00:00,False,8.199666666666715,20.16666666666679,0.0981996007984031,trailing_stop,OGN,binance,OGNUSDT,30,2025-06-28 15:00:00+00:00,2025-06-29 15:30:00+00:00,False,11.199666666666738,20.16666666666679,0.1341277445109781,trailing_stop,both,gained
binance_30m_c239a68a92bd51d4:22207:1,ALCH,binance,ALCHUSDT,30,2026-04-15 04:00:00+00:00,2026-04-15 23:00:00+00:00,False,8.103502183406166,16.777292576419317,0.2790949014889459,trailing_stop,ALCH,binance,ALCHUSDT,30,2026-04-15 04:00:00+00:00,2026-04-15 16:00:00+00:00,False,10.889528384279544,16.777292576419317,0.375049180327869,trailing_stop,both,gained
binance_30m_c470e42fcbb51529:9027:1,GRIFFAIN,binance,GRIFFAINUSDT,30,2025-07-09 15:30:00+00:00,2025-07-11 21:30:00+00:00,False,9.488094885100054,14.974054855448449,0.3063532790809,trailing_stop,GRIFFAIN,binance,GRIFFAINUSDT,30,2025-07-09 15:30:00+00:00,2025-07-11 15:30:00+00:00,False,10.592616753150454,14.974054855448449,0.3420162757300142,trailing_stop,both,gained
binance_30m_c5605f3ca4af54aa:13173:1,AIN,binance,AINUSDT,30,2026-04-10 22:00:00+00:00,2026-04-12 03:00:00+00:00,False,19.375462686567264,41.61194029850765,0.4442696783025328,trailing_stop,AIN,binance,AINUSDT,30,2026-04-10 22:00:00+00:00,2026-04-11 14:30:00+00:00,False,4.77844776119406,10.298507462686612,0.1095674195756333,trailing_stop,both,lost
binance_30m_c58b4d745094b794:11463:1,ESPORTS,binance,ESPORTSUSDT,30,2026-03-25 06:00:00+00:00,2026-03-30 21:00:00+00:00,False,21.18868041237148,31.10567010309328,0.2947092056208777,trailing_stop,ESPORTS,binance,ESPORTSUSDT,30,2026-03-25 06:00:00+00:00,2026-03-25 20:30:00+00:00,False,8.776309278350661,16.458762886598205,0.122067966733582,trailing_stop,both,lost
binance_30m_c6d56eb449a0b269:10617:1,PLAY,binance,PLAYUSDT,30,2026-03-09 14:30:00+00:00,2026-03-11 03:00:00+00:00,False,26.86226666666673,40.91111111111119,0.5758942353501668,trailing_stop,PLAY,binance,PLAYUSDT,30,2026-03-09 14:30:00+00:00,2026-03-11 03:00:00+00:00,False,27.77337777777785,40.91111111111119,0.5954273463554074,trailing_stop,both,retained
binance_30m_ceaae31e12bb13fb:9029:1,JELLYJELLY,binance,JELLYJELLYUSDT,30,2025-09-30 19:00:00+00:00,2025-10-05 04:00:00+00:00,False,15.404474708171232,27.95719844357981,0.7878507462686568,trailing_stop,JELLYJELLY,binance,JELLYJELLYUSDT,30,2025-09-30 19:00:00+00:00,2025-10-04 10:30:00+00:00,False,20.10486381322961,27.95719844357981,1.0282487562189058,trailing_stop,both,retained
binance_30m_cfec06e4c02a3f35:40823:1,STORJ,binance,STORJUSDT,30,2025-12-27 12:00:00+00:00,2025-12-28 18:00:00+00:00,False,10.574365079365108,20.674603174603217,0.2291263972484953,trailing_stop,STORJ,binance,STORJUSDT,30,2025-12-27 12:00:00+00:00,2025-12-28 03:00:00+00:00,False,11.963253968254,19.44444444444449,0.2592209802235599,trailing_stop,both,retained
binance_30m_d49a3e8178d20e4e:21780:1,TAO,binance,TAOUSDT,30,2025-07-09 09:00:00+00:00,2025-07-12 12:30:00+00:00,False,13.795680798005016,19.466334164588577,0.17039573707879,trailing_stop,TAO,binance,TAOUSDT,30,2025-07-09 09:00:00+00:00,2025-07-12 12:00:00+00:00,False,15.232089775561125,19.466334164588577,0.1881373744840755,trailing_stop,both,retained
binance_30m_d69366faba0289ce:52063:1,RSR,binance,RSRUSDT,30,2026-08-18 16:00:00+00:00,2026-08-22 05:00:00+00:00,False,19.92352941176459,26.294117647058684,0.2945217391304346,trailing_stop,RSR,binance,RSRUSDT,30,2026-08-18 16:00:00+00:00,2026-08-19 17:00:00+00:00,False,4.452941176470563,9.058823529411722,0.0658260869565217,trailing_stop,both,lost
binance_30m_dd6217e4a2f79027:2730:1,TAIKO,binance,TAIKOUSDT,30,2025-08-07 10:00:00+00:00,2025-08-09 04:30:00+00:00,False,10.31969868173262,17.344632768361635,0.1270816326530612,trailing_stop,TAIKO,binance,TAIKOUSDT,30,2025-08-07 10:00:00+00:00,2025-08-09 00:00:00+00:00,False,13.60218455743884,17.344632768361635,0.1675037105751391,trailing_stop,both,retained
binance_30m_ddd25a308094e076:29618:1,CFX,binance,CFXUSDT,30,2025-05-08 01:30:00+00:00,2025-05-11 07:00:00+00:00,False,14.812165680473528,18.502958579881845,0.3395626695604994,trailing_stop,CFX,binance,CFXUSDT,30,2025-05-08 01:30:00+00:00,2025-05-11 07:00:00+00:00,False,14.824000000000154,18.502958579881845,0.3398339663591971,trailing_stop,both,retained
binance_30m_df5121d068f93285:44599:1,ENJ,binance,ENJUSDT,30,2026-03-16 04:00:00+00:00,2026-03-18 13:00:00+00:00,False,16.30164705882353,32.11764705882352,0.2960769230769231,trailing_stop,ENJ,binance,ENJUSDT,30,2026-03-16 04:00:00+00:00,2026-03-17 13:00:00+00:00,False,5.4192941176470635,9.647058823529406,0.0984273504273505,trailing_stop_gap,both,lost
binance_30m_e1a0b237a006a19a:19246:1,ACT,binance,ACTUSDT,30,2025-12-17 12:00:00+00:00,2025-12-21 11:30:00+00:00,False,20.80761494252867,30.905172413793004,0.6751561771561772,trailing_stop,ACT,binance,ACTUSDT,30,2025-12-17 12:00:00+00:00,2025-12-17 15:30:00+00:00,False,3.45416666666665,7.715517241379286,0.1120792540792539,trailing_stop,both,lost
binance_30m_e533d64f9fe71488:13292:1,EVAA,binance,EVAAUSDT,30,2026-07-07 09:00:00+00:00,2026-07-09 09:00:00+00:00,False,8.549846761453393,20.96603475513427,0.906010379174688,trailing_stop,EVAA,binance,EVAAUSDT,30,2026-07-07 09:00:00+00:00,2026-07-08 12:30:00+00:00,False,12.032469194312794,20.96603475513427,1.2750570017577636,trailing_stop,both,gained
binance_30m_e8e88d26854ee1b0:23162:1,VANRY,binance,VANRYUSDT,30,2025-07-09 07:00:00+00:00,2025-07-11 22:00:00+00:00,False,10.985847589424544,21.52410575427679,0.2611423290203325,trailing_stop,VANRY,binance,VANRYUSDT,30,2025-07-09 07:00:00+00:00,2025-07-09 20:30:00+00:00,False,3.0200622083981266,5.878693623639178,0.0717892791127541,trailing_stop,both,lost
binance_30m_e8e88d26854ee1b0:35149:1,VANRY,binance,VANRYUSDT,30,2026-03-16 00:30:00+00:00,2026-03-17 02:30:00+00:00,False,9.435315068493129,20.60273972602736,0.1347638426922324,trailing_stop,VANRY,binance,VANRYUSDT,30,2026-03-16 00:30:00+00:00,2026-03-17 00:00:00+00:00,False,12.243534246575306,20.60273972602736,0.1748734102915279,trailing_stop,both,gained
binance_30m_e93e324b9e4d517d:13169:1,COW,binance,COWUSDT,30,2025-08-07 22:30:00+00:00,2025-08-10 02:30:00+00:00,False,8.994128205128243,17.3461538461539,0.1881314025207832,trailing_stop,COW,binance,COWUSDT,30,2025-08-07 22:30:00+00:00,2025-08-09 15:00:00+00:00,False,10.673615384615427,17.3461538461539,0.2232614641995174,trailing_stop,both,gained
binance_30m_f06f29b79f3969f0:20243:1,BB,binance,BBUSDT,30,2025-07-09 06:30:00+00:00,2025-07-11 22:00:00+00:00,False,10.990455445544589,22.564356435643628,0.278763435459568,trailing_stop,BB,binance,BBUSDT,30,2025-07-09 06:30:00+00:00,2025-07-10 08:00:00+00:00,False,3.1439207920792196,5.465346534653479,0.0797428427925666,trailing_stop,both,lost
binance_30m_f15f3978f9548209:46495:1,AXS,binance,AXSUSDT,30,2026-04-24 16:00:00+00:00,2026-04-26 03:30:00+00:00,False,11.848290598290667,27.777777777777935,0.2464444444444444,trailing_stop,AXS,binance,AXSUSDT,30,2026-04-24 16:00:00+00:00,2026-04-25 04:30:00+00:00,False,4.326923076923105,7.649572649572695,0.09,trailing_stop,both,lost
binance_30m_f5d7cb71517f81df:37789:1,PHB,binance,PHBUSDT,30,2025-10-25 07:00:00+00:00,2025-10-28 18:30:00+00:00,False,17.84973333333332,34.46666666666664,0.5080569259962049,trailing_stop,PHB,binance,PHBUSDT,30,2025-10-25 07:00:00+00:00,2025-10-27 09:00:00+00:00,False,1.189733333333333,2.8199999999999976,0.0338633776091081,trailing_stop,both,lost
binance_30m_f75668bbf9af4de5:23145:1,AEVO,binance,AEVOUSDT,30,2025-07-08 18:30:00+00:00,2025-07-11 15:30:00+00:00,False,10.099130434782664,14.16666666666675,0.3350192307692308,trailing_stop,AEVO,binance,AEVOUSDT,30,2025-07-08 18:30:00+00:00,2025-07-11 07:00:00+00:00,False,10.352753623188466,14.16666666666675,0.3434326923076924,trailing_stop,both,retained
binance_30m_f888c14e7000f7df:6347:1,TAC,binance,TACUSDT,30,2025-11-24 16:30:00+00:00,2025-11-26 14:30:00+00:00,False,16.785319148936175,53.93617021276596,0.933621301775148,trailing_stop,TAC,binance,TACUSDT,30,2025-11-24 16:30:00+00:00,2025-11-26 14:30:00+00:00,False,33.66191489361704,53.93617021276596,1.8723195266272197,trailing_stop_gap,both,retained
binance_30m_fb594d42614a17b9:36476:1,LISTA,binance,LISTAUSDT,30,2026-07-20 11:00:00+00:00,2026-07-22 15:30:00+00:00,False,9.265740000000063,16.170000000000094,0.1965996180776577,trailing_stop,LISTA,binance,LISTAUSDT,30,2026-07-20 11:00:00+00:00,2026-07-22 15:30:00+00:00,False,10.815740000000066,16.170000000000094,0.229487375344791,trailing_stop,both,gained
binance_60m_00f7619b6bb861a3:12170:1,VIRTUAL,binance,VIRTUALUSDT,60,2026-05-01 16:00:00+00:00,2026-05-10 01:00:00+00:00,False,10.35756470588234,15.976470588235276,0.2477537638947515,trailing_stop,VIRTUAL,binance,VIRTUALUSDT,60,2026-05-01 16:00:00+00:00,2026-05-03 02:00:00+00:00,False,1.239917647058827,3.5117647058823485,0.0296589278176446,trailing_stop,both,lost
binance_60m_0abcdf9ffc4b9a39:2145:1,XCN,binance,XCNUSDT,60,2025-07-10 02:00:00+00:00,2025-07-15 03:00:00+00:00,False,15.02308300395247,25.375494071146097,0.2699460227272725,trailing_stop,XCN,binance,XCNUSDT,60,2025-07-10 02:00:00+00:00,2025-07-11 22:00:00+00:00,False,9.1535177865612,16.640316205533498,0.1644772727272725,trailing_stop,both,lost
binance_60m_0cb7147f1b1b57aa:10438:1,REZ,binance,REZUSDT,60,2025-07-09 13:00:00+00:00,2025-07-11 14:00:00+00:00,False,14.781986301369916,31.57534246575355,0.4888267270668176,trailing_stop,REZ,binance,REZUSDT,60,2025-07-09 13:00:00+00:00,2025-07-11 05:00:00+00:00,False,19.43952054794528,31.57534246575355,0.6428471121177803,trailing_stop,both,retained
binance_60m_1064c25ac2bb39e7:9288:1,ZK,binance,ZKUSDT,60,2025-07-09 12:00:00+00:00,2025-07-11 22:00:00+00:00,False,9.337792836398783,14.898354307841153,0.2073058241994412,trailing_stop,ZK,binance,ZKUSDT,60,2025-07-09 12:00:00+00:00,2025-07-11 21:00:00+00:00,False,10.10255566311707,14.898354307841153,0.2242841177734793,trailing_stop,both,gained
binance_60m_17492d1e62a42fe8:8021:1,ASTER,binance,ASTERUSDT,60,2026-08-19 18:00:00+00:00,2026-08-21 19:00:00+00:00,False,8.664861111111131,19.68055555555559,0.1028639736191261,trailing_stop,ASTER,binance,ASTERUSDT,60,2026-08-19 18:00:00+00:00,2026-08-21 19:00:00+00:00,False,10.428750000000026,19.68055555555559,0.1238037922506183,trailing_stop,both,gained
binance_60m_17fc0404607781cd:6593:1,OM,binance,OMUSDT,60,2024-11-14 08:00:00+00:00,2024-11-20 15:00:00+00:00,False,15.322164444444478,21.400788530465988,1.371007575223056,trailing_stop,OM,binance,OMUSDT,60,2024-11-14 08:00:00+00:00,2024-11-16 09:00:00+00:00,False,5.005533620071697,8.598853046595,0.4478887128535054,trailing_stop,both,lost
binance_60m_19f53764769ed18b:23415:1,ZEC,binance,ZECUSDT,60,2026-05-01 16:00:00+00:00,2026-05-10 20:00:00+00:00,False,14.43858025520485,19.01276024177302,0.597577507852239,trailing_stop,ZEC,binance,ZECUSDT,60,2026-05-01 16:00:00+00:00,2026-05-04 10:00:00+00:00,False,2.6259543317662906,4.64069845533916,0.1086818244989855,trailing_stop,both,lost
binance_60m_19f53764769ed18b:26053:1,ZEC,binance,ZECUSDT,60,2026-08-19 14:00:00+00:00,2026-08-22 05:00:00+00:00,False,21.644008121827493,35.230456852791995,0.4153713127849434,trailing_stop,ZEC,binance,ZECUSDT,60,2026-08-19 14:00:00+00:00,2026-08-22 05:00:00+00:00,False,24.06837360406099,35.230456852791995,0.4618974398940108,trailing_stop,both,retained
binance_60m_1f53a7ab12a787b7:11056:1,TRX,binance,TRXUSDT,60,2024-12-02 17:00:00+00:00,2024-12-04 16:00:00+00:00,False,14.843852513966503,26.496089385474903,0.6215029940119761,trailing_stop,TRX,binance,TRXUSDT,60,2024-12-02 17:00:00+00:00,2024-12-04 14:00:00+00:00,False,16.690779888268178,26.496089385474903,0.6988327095808382,trailing_stop,both,retained
binance_60m_1fbe33302d31ab83:1853:1,HYPER,binance,HYPERUSDT,60,2025-07-08 19:00:00+00:00,2025-07-10 09:00:00+00:00,False,14.934536464771355,25.105067985166915,1.1003679417122043,trailing_stop,HYPER,binance,HYPERUSDT,60,2025-07-08 19:00:00+00:00,2025-07-10 08:00:00+00:00,False,16.605735475896207,25.105067985166915,1.223500910746813,trailing_stop,both,retained
binance_60m_25192df3da65ee93:1613:1,INX,binance,INXUSDT,60,2026-04-08 01:00:00+00:00,2026-04-13 08:00:00+00:00,False,11.728378082191783,24.186301369863024,0.7051322681601053,trailing_stop,INX,binance,INXUSDT,60,2026-04-08 01:00:00+00:00,2026-04-13 08:00:00+00:00,False,13.757145205479455,24.186301369863024,0.827105583923571,trailing_stop,both,retained
binance_60m_26b3b1e15474b595:9924:1,ZETA,binance,ZETAUSDT,60,2025-03-21 22:00:00+00:00,2025-03-23 11:00:00+00:00,False,15.19783050847461,31.542372881355995,0.4143585951940851,trailing_stop,ZETA,binance,ZETAUSDT,60,2025-03-21 22:00:00+00:00,2025-03-23 05:00:00+00:00,False,17.72664406779665,31.542372881355995,0.4833049907578559,trailing_stop,both,retained
binance_60m_27e3a96151742b9a:17274:1,ARK,binance,ARKUSDT,60,2025-09-08 10:00:00+00:00,2025-09-14 07:00:00+00:00,False,10.787160000000108,19.400000000000205,0.124822494792872,trailing_stop,ARK,binance,ARKUSDT,60,2025-09-08 10:00:00+00:00,2025-09-09 14:00:00+00:00,False,2.0071600000000207,5.320000000000057,0.0232256422124508,trailing_stop,both,lost
binance_60m_27e3a96151742b9a:8770:1,ARK,binance,ARKUSDT,60,2024-09-19 02:00:00+00:00,2024-09-23 00:00:00+00:00,False,11.569254545454593,21.790909090909174,0.3988147916013789,trailing_stop,ARK,binance,ARKUSDT,60,2024-09-19 02:00:00+00:00,2024-09-22 12:00:00+00:00,False,14.578345454545518,21.790909090909174,0.5025440300846131,trailing_stop,both,retained
binance_60m_29e67266a4abbc7a:3853:1,GUN,binance,GUNUSDT,60,2025-09-08 03:00:00+00:00,2025-09-13 13:00:00+00:00,False,5.568406304728524,18.458844133099753,0.143094509450945,trailing_stop,GUN,binance,GUNUSDT,60,2025-09-08 03:00:00+00:00,2025-09-10 15:00:00+00:00,False,10.342486865148825,18.458844133099753,0.2657767776777677,trailing_stop_gap,both,gained
binance_60m_29e67266a4abbc7a:6646:1,GUN,binance,GUNUSDT,60,2026-01-02 12:00:00+00:00,2026-01-08 11:00:00+00:00,False,36.71514285714284,54.99999999999998,0.6757388255915864,trailing_stop,GUN,binance,GUNUSDT,60,2026-01-02 12:00:00+00:00,2026-01-05 09:00:00+00:00,False,11.91514285714285,16.952380952380945,0.2192971078001753,trailing_stop,both,retained
binance_60m_31038877cede2224:14338:1,MAGIC,binance,MAGICUSDT,60,2025-04-18 11:00:00+00:00,2025-04-23 16:00:00+00:00,False,37.56975609756108,60.48780487804895,1.6300105820105824,trailing_stop,MAGIC,binance,MAGICUSDT,60,2025-04-18 11:00:00+00:00,2025-04-22 22:00:00+00:00,False,42.652073170731825,60.48780487804895,1.8505132275132277,trailing_stop,both,retained
