bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
15m,5ed876eb72ab7502,matched_exact,3,0.004438435552037491,-0.0012545147272787014,0.005692950279316193
15m,a24c257ea60d3b1c,matched_exact,3,1.734723475976807e-18,-0.005722598576814414,0.005722598576814415
15m,10b9adfc760a10d2,matched_exact,3,1.734723475976807e-18,-0.0010032405695002949,0.0010032405695002966
15m,b75026e99475ac56,matched_exact,3,-0.0038474921373642373,-0.003929892803108291,8.240066574405347e-05
15m,e4ff76ddb697f751,matched_exact,3,-0.010749997298716616,-0.0009021630977489667,-0.00984783420096765
15m,fdb031dfd9f1e18a,matched_exact,3,-1.0928757898653885e-16,-0.0007840026810617481,0.0007840026810616388
15m,5d0c9883810447fe,matched_exact,3,1.734723475976807e-18,-0.0036485585080658894,0.003648558508065891
15m,f70b7ee318327dbb,matched_exact,3,-0.004012930559754045,-0.0039580952094822024,-5.483535027184239e-05
15m,e4c9dacd4bea77ff,matched_exact,3,-0.007285556739025754,-0.007356101356644697,7.054461761894261e-05
15m,b5497194abc2e10c,matched_exact,3,-0.0048621151901413456,0.0009692722713550168,-0.005831387461496362
15m,067f3341a8926818,matched_exact,3,-0.008734994741586675,-0.0044357414723840876,-0.004299253269202588
15m,456bbd5f724053d0,matched_exact,3,0.004346813402178242,-0.0024938896068863073,0.0068407030090645495
15m,8144b9892c96dad8,matched_exact,3,-0.0037628834271454786,-0.00020147746879761556,-0.003561405958347863
15m,38119fc54c6041d0,matched_exact,3,1.734723475976807e-18,0.0006500438739587665,-0.0006500438739587647
15m,230d5ac4b5a5decf,matched_exact,3,-0.004567637026307246,-0.002739252091659074,-0.0018283849346481715
15m,ab699336d7dfd25a,matched_exact,3,-0.004078611848782774,0.00029427488617946664,-0.004372886734962241
15m,5d838e03dccc1f4b,matched_exact,3,-0.003981103677759166,-0.00025529555254806834,-0.0037258081252110977
15m,41965a060d56f0e5,matched_exact,3,-0.004334229914629837,-0.003953919264953956,-0.0003803106496758817
15m,574e1a3878b38f50,matched_exact,3,-0.0050646566102070505,0.00048457389750574477,-0.005549230507712795
15m,142c54171ffe0d02,matched_exact,3,-0.004307790386331776,-0.004263997124756445,-4.3793261575331144e-05
15m,a9cdc33307a5b0df,matched_exact,3,1.734723475976807e-18,-0.003764440031068052,0.003764440031068054
15m,0fc922ed14678b50,matched_exact,3,1.734723475976807e-18,0.0043907119239442105,-0.004390711923944209
15m,e4d34b0c18c3765c,matched_exact,3,-0.004395937839896112,-0.0010502497174027497,-0.003345688122493362
15m,298a9c68dc70490a,matched_exact,3,-0.0036645089698539284,-0.003771126733257485,0.00010661776340355677
15m,f4731e1368e8f6c3,matched_exact,3,-0.004100540194068246,-0.0013467587712226246,-0.0027537814228456208
15m,b3b483a21574db4d,matched_exact,3,-0.006133292856642434,-0.004622837152262266,-0.0015104557043801687
15m,0c0959e1a72cf638,matched_exact,3,-0.0045409373235461,-0.001195779938536514,-0.0033451573850095855
15m,e790b107f666541e,matched_exact,3,1.734723475976807e-18,-0.003135574829998709,0.0031355748299987107
15m,7f05bda117f8cf00,matched_exact,3,-0.006140793410765453,-0.005393102768373345,-0.0007476906423921079
15m,ccd215204e2caa1d,matched_exact,3,-0.005905750501370209,-0.005649517721331004,-0.00025623278003920457
15m,762875264f1a9fe9,matched_exact,3,-0.00490964431577323,-0.0024514813176331734,-0.0024581629981400566
15m,5e60e0e9254a7676,matched_exact,3,0.0714551855977773,-0.012424193707302819,0.08387937930508012
