entry_month,timeframe_min,trades,net_r,gross_r,gross_r_per_trade,net_r_per_trade
2024-09,30,820,-3.535912520377495,72.3785506302384,0.08826652515882731,-0.00431208843948475
2024-09,60,408,140.24823200322155,164.73222672996545,0.40375545767148396,0.34374566667456263
2024-09,240,380,-26.924667453890063,-15.172013075203992,-0.03992635019790524,-0.07085438803655279
2024-10,30,940,8.15476526001896,87.07189827465567,0.09262967901559113,0.008675282191509532
2024-10,60,658,-119.94504674588659,-81.47477991445571,-0.12382185397333695,-0.18228730508493401
2024-10,240,383,-247.07327572865432,-235.11902867940304,-0.6138878033404779,-0.6450999366283403
2024-11,30,1071,115.43056370271648,176.51008557098137,0.1648086700009163,0.10777830411084639
2024-11,60,350,-17.507557835285574,-4.614976449626933,-0.013185646998934096,-0.05002159381510164
2024-11,240,217,723.5590084726542,728.9961765478776,3.359429385013261,3.3343733109338904
2024-12,30,1565,695.0062959861868,782.4588723554112,0.49997372035489535,0.44409347986337816
2024-12,60,927,-70.57244609848385,-35.286936801270016,-0.038065735492200665,-0.07612993106632562
2024-12,240,22,4.824486041191086,5.134654277803409,0.2333933762637913,0.21929482005414028
2025-01,30,1228,338.60462158968244,421.30317296439586,0.34308075974299335,0.2757366625323147
2025-01,60,499,61.151953051265075,84.44024567571087,0.1692189292098414,0.12254900411075165
2025-01,240,147,103.00909785689804,106.0559960931663,0.7214693611780021,0.7007421622918234
2025-02,30,1414,-106.38548289048,-22.23865457142352,-0.01572747848049754,-0.07523725805550213
2025-02,60,1147,-371.17705305523083,-322.650474605846,-0.2812994547566225,-0.3236068466043861
2025-02,240,38,-22.926518615226392,-22.076821266647716,-0.5809689807012557,-0.6033294372427997
2025-03,30,1413,-24.85249902859367,80.77235799730133,0.05716373531302288,-0.01758846357296084
2025-03,60,906,-71.29370106771094,-20.180973438829614,-0.022274805120120988,-0.07869061928003415
2025-03,240,194,-0.16758287393639848,4.206090004046039,0.021680876309515665,-0.0008638292470948375
2025-04,30,1608,219.3480952799221,334.22980060976494,0.2078543536130379,0.13641050701487692
2025-04,60,649,449.5282409392133,487.270071003797,0.7508013420705655,0.6926475207075705
2025-04,240,159,2.8883420987068162,6.5911823314436475,0.04145397692731854,0.01816567357677243
2025-05,30,1996,802.3649423115166,943.6237272918534,0.47275737840273213,0.40198644404384604
2025-05,60,752,142.16591064137,181.95444882039286,0.24196070321860752,0.1890504130869282
2025-05,240,406,152.00495132837187,161.91356320935236,0.398801879825991,0.3743964318432805
2025-06,30,1504,897.010009399057,1035.1443669248658,0.6882608822638736,0.5964162296536284
2025-06,60,668,70.46925583714938,110.23571948710118,0.16502353216631913,0.10549289795980446
2025-06,240,162,-21.426020086195038,-16.236632451333975,-0.10022612624280232,-0.1322593832481175
2025-07,30,1369,1755.7758920618066,1865.4756108115898,1.3626556689639078,1.2825243915718092
2025-07,60,947,306.44944682931975,363.0443021991224,0.3833625155217766,0.32360026064342107
2025-07,240,426,432.3951247144712,445.7680179745122,1.0464037980622352,1.0150120298461764
2025-08,30,2047,-125.55848770865128,16.39172301676993,0.008007681004772805,-0.06133780542679594
2025-08,60,1286,-319.1175285634065,-257.60840566728,-0.20031757827937793,-0.24814737835412637
2025-08,240,727,-513.6414835418394,-496.8061536659048,-0.6833647230617672,-0.7065219856146346
2025-09,30,2554,-852.6419786662569,-593.3735175988261,-0.23233105622506894,-0.3338457238317373
2025-09,60,1242,52.398702624009594,145.03295321611512,0.11677371434469816,0.04218897151691594
2025-09,240,818,-36.93472908837606,-10.186132038356718,-0.012452484154470315,-0.04515248054813699
2025-10,30,2004,-399.80136944555227,-260.2037660842954,-0.129842198644858,-0.19950168136005603
2025-10,60,1272,625.8398277231576,686.6553640530359,0.539823399412764,0.492012443178583
2025-10,240,92,106.94452184209305,109.8395139591393,1.1939077604254271,1.1624404548053593
2025-11,30,2581,95.78404882553896,251.7862202684374,0.09755374671384634,0.037111216127678794
2025-11,60,846,189.7640494528971,231.34139560289498,0.273453186291838,0.22430738706016207
2025-11,240,42,10.494495979481739,11.677236498821607,0.2780294404481335,0.24986895189242236
2025-12,30,2491,-775.7661489257122,-561.2644452842303,-0.22531691902217194,-0.31142759892641997
2025-12,60,1694,-362.6559414897727,-266.4696713419584,-0.15730204919832255,-0.21408261008841364
2025-12,240,228,-73.61528473146795,-67.59353611498645,-0.296462877697309,-0.32287405583977175
2026-01,30,1819,-142.6341886540115,10.056739312439374,0.005528718698427364,-0.07841351767675178
2026-01,60,877,633.3343544056942,682.8388053678292,0.778607531776316,0.7221600392311222
2026-01,240,840,256.393347948398,277.57610145149664,0.3304477398232103,0.30523017612904524
2026-02,30,1811,-144.42997558914078,-13.003519535833368,-0.0071802979214982705,-0.07975150501885189
2026-02,60,972,-239.32713260241866,-191.04307830996262,-0.19654637686210147,-0.24622132983787928
2026-02,240,55,-10.50806998497951,-9.282952232961536,-0.16878094969020974,-0.19105581790871837
2026-03,30,3137,-66.0781409926875,205.81808042302754,0.06560984393465973,-0.021064118901079853
2026-03,60,1352,-239.22807801586598,-161.74474852778212,-0.11963368973948382,-0.1769438446862914
2026-03,240,605,-178.7312916665363,-159.91582337803143,-0.26432367500501064,-0.2954236225893162
2026-04,30,2752,4.927292676535981,279.83987406639164,0.10168600075086906,0.0017904406528110395
2026-04,60,1613,-244.87375084384692,-132.3064762515181,-0.082025093770315,-0.15181261676617913
2026-04,240,404,-35.94866709981934,-20.764378109726447,-0.05139697551912487,-0.08898184925697857
2026-05,30,2699,-487.3483696833716,-232.9885282565168,-0.08632401936143638,-0.18056627257627697
2026-05,60,1173,315.27941751514317,390.3304514754184,0.3327625332271256,0.2687804070887836
2026-05,240,395,274.7148909253857,288.9734416649219,0.7315783333289162,0.6954807365199638
2026-06,30,2867,-477.64997095695327,-247.37225269483633,-0.08628261342687002,-0.16660271048376465
2026-06,60,1037,-230.3834432276754,-174.83212013347477,-0.16859413706217433,-0.22216339751945555
2026-06,240,79,-20.241869857094844,-18.53739859482412,-0.23465061512435592,-0.25622620072271957
2026-07,30,2913,-285.3510541408805,14.550576832824454,0.004995048689606747,-0.0979577940751392
2026-07,60,2019,-530.5414819461859,-385.21692971408066,-0.1907959037712138,-0.2627743843220336
2026-07,240,621,-119.89638893798276,-96.50388746701199,-0.1554007849710338,-0.19306986946535065
2026-08,30,3167,602.5708089493196,978.8698307673934,0.3090842534788107,0.19026549066918838
2026-08,60,1306,606.4654145290056,713.1350567484672,0.5460452195623792,0.4643686175566658
2026-08,240,433,181.19933281838948,199.20309344539922,0.460053333592146,0.418474209742239
2026-09,30,1167,-419.2406434761447,-268.5163110736487,-0.23009109774948475,-0.35924648112780183
2026-09,60,416,-156.20102651385955,-124.70151932709017,-0.2997632676131975,-0.3754832368121624
2026-09,240,28,-26.199124641645703,-24.860112638439517,-0.8878611656585542,-0.935683022915918
