split,key,trades,net_r,net_r_per_trade,gross_r,gross_r_per_trade,cost_r_per_trade,win_rate,avg_win_r,avg_loss_r,share_net_ge_2r,realized_ge_10r,share_mfe_ge_2r,mean_mfe_r,median_initial_risk_frac,breakeven_roundtrip_bp,share_of_period_trades
period,earlier,31295,4282.938426873348,0.13685695564382006,6254.929797231486,0.19986994079666037,0.06301298515284032,0.3281993928742611,2.3968968439641944,-0.9672559483201529,0.13433455823613996,176,0.34136443521329285,2.0762778575747385,0.0368126440566349,63.437699487452775,1.0
period,later,50021,-2089.1872998146705,-0.04176620419053339,1743.0748524197995,0.03484686136662201,0.07661306555715539,0.29427640391035764,2.228978307215239,-0.9886334093091693,0.10669518802103117,275,0.31568741128725936,1.9460969206553478,0.0315238298781791,9.096845587160411,1.0
period_x_timeframe,earlier_30m,18299,3901.161464472592,0.21318987182209911,5267.60624973691,0.287863066273398,0.07467319445129889,0.332641127930488,2.6000197541180503,-0.9765115279105784,0.15126509645335812,116,0.34564730313131864,2.147354046308316,0.0307786384019567,77.09943799475178,0.5847259945678224
period_x_timeframe,earlier_60m,9868,-251.1115492290787,-0.02544705606293866,270.10472160908364,0.027371779652318975,0.052818835715257625,0.31738954195379004,1.9753799293401137,-0.9557603159029564,0.10680989055533036,34,0.33015808674503444,1.9000189477728398,0.0431968295904887,10.36440098751066,0.31532193641156736
period_x_timeframe,earlier_240m,3128,632.8885116298359,0.20233008683818282,717.2188258854933,0.22928990597362317,0.026959819135440315,0.33631713554987214,2.476537359644898,-0.9501102074742761,0.1221227621483376,26,0.3516624040920716,2.2165271364396384,0.08389811691305099,170.09751053723332,0.09995206902061032
period_x_timeframe,later_30m,30578,-2757.9687527293495,-0.09019454355187878,3.8644838860381725,0.00012638118536327335,0.09032092473724207,0.28271960232847143,2.219126938624768,-1.000424982316166,0.09810975210935967,163,0.30221073974753093,1.8651635666139668,0.0263741946727639,0.027984918385398804,0.6113032526338937
period_x_timeframe,later_60m,14913,355.93808076978155,0.02386763768321475,1278.5756054252847,0.08573564040939347,0.06186800272617872,0.312009656004828,2.218150671680444,-0.9712589663313181,0.11728022530677933,83,0.33386977804600015,2.0436012715222693,0.0376102512897321,27.715664521723905,0.29813478339097577
period_x_timeframe,later_240m,4530,312.84337214489756,0.06906034705185377,460.6347631084765,0.10168537816964161,0.03262503111778784,0.31390728476821195,2.324299031271514,-0.9627766571181454,0.12980132450331125,29,0.3467991169977925,2.1714165046286262,0.0694959396378565,62.335804556030375,0.09056196397513044
period_x_side,earlier_short,15488,929.8681685977838,0.06003797576173707,1887.312591849342,0.12185644317209078,0.061818467410353704,0.3262525826446281,2.178052016343331,-0.9655801312875002,0.1350077479338843,30,0.3283186983471074,1.8785764909304392,0.0375940682961431,39.423961245497196,0.49490333919156415
period_x_side,earlier_long,15807,3353.070258275565,0.2121256568783175,4367.617205382145,0.27630905329171535,0.06418339641339785,0.3301069146580629,2.608821511263586,-0.9689073932852799,0.13367495413424432,146,0.3541468969443917,2.2699894262839746,0.0361593768723786,86.09985408439299,0.5050966608084358
