trade_id,candidate_id,side,signal_i,signal_time,entry_time,exit_time,exit_reason,pre_cross_path_efficiency_32,project_net_return,net_positive,training_eligible
v9_path_efficiency_lineage|development_continuous_2023_2024|70909|70910|long,pine-v9|long|70909|2024-01-12T06:45:00+00:00,long,70909,2024-01-12 06:45:00+00:00,2024-01-12 07:00:00+00:00,2024-01-12 16:45:00+00:00,stop,0.09272581934452531,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|71505|71506|short,pine-v9|short|71505|2024-01-18T11:45:00+00:00,short,71505,2024-01-18 11:45:00+00:00,2024-01-18 12:00:00+00:00,2024-01-27 15:15:00+00:00,reverse,0.13219248880211482,0.09813753304558415,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|72382|72383|long,pine-v9|long|72382|2024-01-27T15:00:00+00:00,long,72382,2024-01-27 15:00:00+00:00,2024-01-27 15:15:00+00:00,2024-01-28 12:15:00+00:00,stop,0.06653809064609337,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|72582|72583|long,pine-v9|long|72582|2024-01-29T17:00:00+00:00,long,72582,2024-01-29 17:00:00+00:00,2024-01-29 17:15:00+00:00,2024-01-31 10:30:00+00:00,stop,0.2577693973042831,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|72775|72776|long,pine-v9|long|72775|2024-01-31T17:15:00+00:00,long,72775,2024-01-31 17:15:00+00:00,2024-01-31 17:30:00+00:00,2024-01-31 20:00:00+00:00,stop,0.07758041872672876,-0.019602969031259465,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|73167|73168|short,pine-v9|short|73167|2024-02-04T19:15:00+00:00,short,73167,2024-02-04 19:15:00+00:00,2024-02-04 19:30:00+00:00,2024-02-04 20:45:00+00:00,stop,0.3390103567318706,-0.013464576609804933,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|73291|73292|long,pine-v9|long|73291|2024-02-06T02:15:00+00:00,long,73291,2024-02-06 02:15:00+00:00,2024-02-06 02:30:00+00:00,2024-02-17 09:15:00+00:00,reverse,0.17634173055859667,0.19454231119199283,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|74374|74375|short,pine-v9|short|74374|2024-02-17T09:00:00+00:00,short,74374,2024-02-17 09:00:00+00:00,2024-02-17 09:15:00+00:00,2024-02-17 17:45:00+00:00,stop,0.23055934515688858,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|74705|74706|long,pine-v9|long|74705|2024-02-20T19:45:00+00:00,long,74705,2024-02-20 19:45:00+00:00,2024-02-20 20:00:00+00:00,2024-02-21 01:45:00+00:00,stop,0.07139805769942689,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|74883|74884|long,pine-v9|long|74883|2024-02-22T16:15:00+00:00,long,74883,2024-02-22 16:15:00+00:00,2024-02-22 16:30:00+00:00,2024-02-22 23:30:00+00:00,stop,0.11842237649663089,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|75007|75008|short,pine-v9|short|75007|2024-02-23T23:15:00+00:00,short,75007,2024-02-23 23:15:00+00:00,2024-02-23 23:30:00+00:00,2024-02-24 10:15:00+00:00,stop,0.10994371482176196,-0.016398429510966483,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|75265|75266|long,pine-v9|long|75265|2024-02-26T15:45:00+00:00,long,75265,2024-02-26 15:45:00+00:00,2024-02-26 16:00:00+00:00,2024-03-14 05:15:00+00:00,reverse,0.08390982339057704,0.25106500997319303,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|76854|76855|short,pine-v9|short|76854|2024-03-14T05:00:00+00:00,short,76854,2024-03-14 05:00:00+00:00,2024-03-14 05:15:00+00:00,2024-03-27 01:15:00+00:00,reverse,0.12171002586338088,0.07906813342796304,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|78086|78087|long,pine-v9|long|78086|2024-03-27T01:00:00+00:00,long,78086,2024-03-27 01:00:00+00:00,2024-03-27 01:15:00+00:00,2024-03-27 07:45:00+00:00,stop,0.2672147001934228,-0.0195182119342302,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|78385|78386|short,pine-v9|short|78385|2024-03-30T03:45:00+00:00,short,78385,2024-03-30 03:45:00+00:00,2024-03-30 04:00:00+00:00,2024-03-30 05:00:00+00:00,stop,0.009781395654170435,-0.012044521352486457,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|78666|78667|short,pine-v9|short|78666|2024-04-02T02:00:00+00:00,short,78666,2024-04-02 02:00:00+00:00,2024-04-02 02:15:00+00:00,2024-04-07 21:30:00+00:00,reverse,0.22354408947110305,0.019265540810145976,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|79223|79224|long,pine-v9|long|79223|2024-04-07T21:15:00+00:00,long,79223,2024-04-07 21:15:00+00:00,2024-04-07 21:30:00+00:00,2024-04-08 03:00:00+00:00,stop,0.029748890214008093,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|79476|79477|short,pine-v9|short|79476|2024-04-10T12:30:00+00:00,short,79476,2024-04-10 12:30:00+00:00,2024-04-10 12:45:00+00:00,2024-04-10 17:15:00+00:00,stop,0.007893203369178212,-0.029861789255634097,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|79657|79658|short,pine-v9|short|79657|2024-04-12T09:45:00+00:00,short,79657,2024-04-12 09:45:00+00:00,2024-04-12 10:00:00+00:00,2024-04-19 07:45:00+00:00,reverse,0.008332729512354906,0.12138033617891619,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|80320|80321|long,pine-v9|long|80320|2024-04-19T07:30:00+00:00,long,80320,2024-04-19 07:30:00+00:00,2024-04-19 07:45:00+00:00,2024-04-25 09:00:00+00:00,reverse,0.012669569736393564,0.016649039803223076,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|80901|80902|short,pine-v9|short|80901|2024-04-25T08:45:00+00:00,short,80901,2024-04-25 08:45:00+00:00,2024-04-25 09:00:00+00:00,2024-04-25 12:00:00+00:00,stop,0.12765574360821016,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|81470|81471|short,pine-v9|short|81470|2024-05-01T07:00:00+00:00,short,81470,2024-05-01 07:00:00+00:00,2024-05-01 07:15:00+00:00,2024-05-01 11:00:00+00:00,stop,0.2180415617128464,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|81772|81773|long,pine-v9|long|81772|2024-05-04T10:30:00+00:00,long,81772,2024-05-04 10:30:00+00:00,2024-05-04 10:45:00+00:00,2024-05-05 00:30:00+00:00,stop,0.08280254777070155,-0.01320208458404115,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|81926|81927|long,pine-v9|long|81926|2024-05-06T01:00:00+00:00,long,81926,2024-05-06 01:00:00+00:00,2024-05-06 01:15:00+00:00,2024-05-06 10:30:00+00:00,stop,0.004149377593362945,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|82032|82033|short,pine-v9|short|82032|2024-05-07T03:30:00+00:00,short,82032,2024-05-07 03:30:00+00:00,2024-05-07 03:45:00+00:00,2024-05-07 08:15:00+00:00,stop,0.13519610356318762,-0.021695575128481526,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|82180|82181|short,pine-v9|short|82180|2024-05-08T16:30:00+00:00,short,82180,2024-05-08 16:30:00+00:00,2024-05-08 16:45:00+00:00,2024-05-09 02:30:00+00:00,stop,0.010873972501750153,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|82582|82583|short,pine-v9|short|82582|2024-05-12T21:00:00+00:00,short,82582,2024-05-12 21:00:00+00:00,2024-05-12 21:15:00+00:00,2024-05-13 06:45:00+00:00,stop,0.054855669080449886,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|83330|83331|long,pine-v9|long|83330|2024-05-20T16:00:00+00:00,long,83330,2024-05-20 16:00:00+00:00,2024-05-20 16:15:00+00:00,2024-05-29 08:30:00+00:00,reverse,0.14650522839845853,0.2191849203623888,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|84163|84164|short,pine-v9|short|84163|2024-05-29T08:15:00+00:00,short,84163,2024-05-29 08:15:00+00:00,2024-05-29 08:30:00+00:00,2024-05-30 04:30:00+00:00,stop,0.20964161116397143,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|86826|86827|long,pine-v9|long|86826|2024-06-26T02:00:00+00:00,long,86826,2024-06-26 02:00:00+00:00,2024-06-26 02:15:00+00:00,2024-06-26 05:15:00+00:00,stop,0.16232366167683254,-0.014043822311934127,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|86917|86918|short,pine-v9|short|86917|2024-06-27T00:45:00+00:00,short,86917,2024-06-27 00:45:00+00:00,2024-06-27 01:00:00+00:00,2024-06-27 10:30:00+00:00,stop,0.05907059874888211,-0.014002217801115434,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|87059|87060|long,pine-v9|long|87059|2024-06-28T12:15:00+00:00,long,87059,2024-06-28 12:15:00+00:00,2024-06-28 12:30:00+00:00,2024-06-28 13:00:00+00:00,stop,0.00024807740015050136,-0.01166871944272174,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|87166|87167|short,pine-v9|short|87166|2024-06-29T15:00:00+00:00,short,87166,2024-06-29 15:00:00+00:00,2024-06-29 15:15:00+00:00,2024-06-30 17:15:00+00:00,stop,0.003891050583654076,-0.008940342587123505,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|87592|87593|short,pine-v9|short|87592|2024-07-04T01:30:00+00:00,short,87592,2024-07-04 01:30:00+00:00,2024-07-04 01:45:00+00:00,2024-07-08 22:00:00+00:00,reverse,0.08857883015952245,0.06850167429572052,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|88057|88058|long,pine-v9|long|88057|2024-07-08T21:45:00+00:00,long,88057,2024-07-08 21:45:00+00:00,2024-07-08 22:00:00+00:00,2024-07-09 01:30:00+00:00,stop,0.043731778425656107,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|88478|88479|long,pine-v9|long|88478|2024-07-13T07:00:00+00:00,long,88478,2024-07-13 07:00:00+00:00,2024-07-13 07:15:00+00:00,2024-07-19 08:45:00+00:00,reverse,0.0910433070866171,0.08006283169490125,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|89060|89061|short,pine-v9|short|89060|2024-07-19T08:30:00+00:00,short,89060,2024-07-19 08:30:00+00:00,2024-07-19 08:45:00+00:00,2024-07-19 14:00:00+00:00,stop,0.14020988938262446,-0.019731446453857826,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|89402|89403|short,pine-v9|short|89402|2024-07-22T22:00:00+00:00,short,89402,2024-07-22 22:00:00+00:00,2024-07-22 22:15:00+00:00,2024-07-23 08:30:00+00:00,stop,0.027453740949316716,-0.01933576113240587,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|89515|89516|short,pine-v9|short|89515|2024-07-24T02:15:00+00:00,short,89515,2024-07-24 02:15:00+00:00,2024-07-24 02:30:00+00:00,2024-07-27 07:30:00+00:00,reverse,0.04918252031161199,0.044527818234780026,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|89823|89824|long,pine-v9|long|89823|2024-07-27T07:15:00+00:00,long,89823,2024-07-27 07:15:00+00:00,2024-07-27 07:30:00+00:00,2024-07-27 15:45:00+00:00,stop,0.1312611012433422,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|90110|90111|long,pine-v9|long|90110|2024-07-30T07:00:00+00:00,long,90110,2024-07-30 07:00:00+00:00,2024-07-30 07:15:00+00:00,2024-07-30 15:00:00+00:00,stop,0.006483652917645214,-0.015788724632819773,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|90844|90845|short,pine-v9|short|90844|2024-08-06T22:30:00+00:00,short,90844,2024-08-06 22:30:00+00:00,2024-08-06 22:45:00+00:00,2024-08-07 00:30:00+00:00,stop,0.19682466899753542,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|91691|91692|short,pine-v9|short|91691|2024-08-15T18:15:00+00:00,short,91691,2024-08-15 18:15:00+00:00,2024-08-15 18:30:00+00:00,2024-08-15 21:00:00+00:00,stop,0.22620193164403385,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|91806|91807|short,pine-v9|short|91806|2024-08-16T23:00:00+00:00,short,91806,2024-08-16 23:00:00+00:00,2024-08-16 23:15:00+00:00,2024-08-18 02:45:00+00:00,stop,0.06448517416754697,-0.020993679082983885,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|92232|92233|short,pine-v9|short|92232|2024-08-21T09:30:00+00:00,short,92232,2024-08-21 09:30:00+00:00,2024-08-21 09:45:00+00:00,2024-08-21 13:45:00+00:00,stop,0.028436449532117228,-0.0009999999999998881,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|92323|92324|long,pine-v9|long|92323|2024-08-22T08:15:00+00:00,long,92323,2024-08-22 08:15:00+00:00,2024-08-22 08:30:00+00:00,2024-08-22 14:00:00+00:00,stop,0.005517374891101653,-0.014026084319077923,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|92802|92803|short,pine-v9|short|92802|2024-08-27T08:00:00+00:00,short,92802,2024-08-27 08:00:00+00:00,2024-08-27 08:15:00+00:00,2024-09-09 17:30:00+00:00,reverse,0.043002734277902736,0.12437782223066574,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|94087|94088|long,pine-v9|long|94087|2024-09-09T17:15:00+00:00,long,94087,2024-09-09 17:15:00+00:00,2024-09-09 17:30:00+00:00,2024-09-10 00:15:00+00:00,stop,0.0715484363081625,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|94164|94165|long,pine-v9|long|94164|2024-09-10T12:30:00+00:00,long,94164,2024-09-10 12:30:00+00:00,2024-09-10 12:45:00+00:00,2024-09-10 13:45:00+00:00,stop,0.10745233968804145,-0.014912378774403877,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|94188|94189|long,pine-v9|long|94188|2024-09-10T18:30:00+00:00,long,94188,2024-09-10 18:30:00+00:00,2024-09-10 18:45:00+00:00,2024-09-11 01:30:00+00:00,stop,0.09756496159503171,-0.022804293135420428,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|94446|94447|long,pine-v9|long|94446|2024-09-13T11:00:00+00:00,long,94446,2024-09-13 11:00:00+00:00,2024-09-13 11:15:00+00:00,2024-09-13 12:15:00+00:00,stop,0.14969939879759206,-0.01157492558457218,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|94733|94734|short,pine-v9|short|94733|2024-09-16T10:45:00+00:00,short,94733,2024-09-16 10:45:00+00:00,2024-09-16 11:00:00+00:00,2024-09-16 17:45:00+00:00,stop,0.1929275135382005,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|95089|95090|long,pine-v9|long|95089|2024-09-20T03:45:00+00:00,long,95089,2024-09-20 03:45:00+00:00,2024-09-20 04:00:00+00:00,2024-09-20 13:30:00+00:00,stop,0.06568740716289782,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|95200|95201|long,pine-v9|long|95200|2024-09-21T07:30:00+00:00,long,95200,2024-09-21 07:30:00+00:00,2024-09-21 07:45:00+00:00,2024-09-22 14:30:00+00:00,stop,0.0235815349435486,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|95365|95366|long,pine-v9|long|95365|2024-09-23T00:45:00+00:00,long,95365,2024-09-23 00:45:00+00:00,2024-09-23 01:00:00+00:00,2024-09-24 14:15:00+00:00,stop,0.029084725068678534,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|96035|96036|short,pine-v9|short|96035|2024-09-30T00:15:00+00:00,short,96035,2024-09-30 00:15:00+00:00,2024-09-30 00:30:00+00:00,2024-09-30 06:00:00+00:00,stop,0.08669354838709645,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|96266|96267|short,pine-v9|short|96266|2024-10-02T10:00:00+00:00,short,96266,2024-10-02 10:00:00+00:00,2024-10-02 10:15:00+00:00,2024-10-06 14:30:00+00:00,stop,0.221886432320662,-0.0009999999999998881,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|96708|96709|long,pine-v9|long|96708|2024-10-07T00:30:00+00:00,long,96708,2024-10-07 00:30:00+00:00,2024-10-07 00:45:00+00:00,2024-10-07 10:15:00+00:00,stop,0.0983995257854189,-0.018306079884461646,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|96961|96962|long,pine-v9|long|96961|2024-10-09T15:45:00+00:00,long,96961,2024-10-09 15:45:00+00:00,2024-10-09 16:00:00+00:00,2024-10-09 18:15:00+00:00,stop,0.19902790580742338,-0.018202687988559063,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|96971|96972|short,pine-v9|short|96971|2024-10-09T18:15:00+00:00,short,96971,2024-10-09 18:15:00+00:00,2024-10-09 18:30:00+00:00,2024-10-11 10:00:00+00:00,stop,0.043429921478701734,-0.0009999999999998881,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|97228|97229|long,pine-v9|long|97228|2024-10-12T10:30:00+00:00,long,97228,2024-10-12 10:30:00+00:00,2024-10-12 10:45:00+00:00,2024-10-13 15:15:00+00:00,stop,0.24097076246894533,-0.008543639191797457,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|97369|97370|long,pine-v9|long|97369|2024-10-13T21:45:00+00:00,long,97369,2024-10-13 21:45:00+00:00,2024-10-13 22:00:00+00:00,2024-10-23 01:00:00+00:00,reverse,0.0015974440894554185,0.05843459037605836,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|98245|98246|short,pine-v9|short|98245|2024-10-23T00:45:00+00:00,short,98245,2024-10-23 00:45:00+00:00,2024-10-23 01:00:00+00:00,2024-10-28 08:15:00+00:00,reverse,0.0768880800727903,0.03455280572237329,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|98754|98755|long,pine-v9|long|98754|2024-10-28T08:00:00+00:00,long,98754,2024-10-28 08:00:00+00:00,2024-10-28 08:15:00+00:00,2024-10-31 18:15:00+00:00,stop,0.028759736369084278,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|99432|99433|short,pine-v9|short|99432|2024-11-04T09:30:00+00:00,short,99432,2024-11-04 09:30:00+00:00,2024-11-04 09:45:00+00:00,2024-11-05 14:15:00+00:00,stop,0.031132869272544564,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|99571|99572|short,pine-v9|short|99571|2024-11-05T20:15:00+00:00,short,99571,2024-11-05 20:15:00+00:00,2024-11-05 20:30:00+00:00,2024-11-06 00:45:00+00:00,stop,0.05740953842219771,-0.026319322201201034,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|99590|99591|long,pine-v9|long|99590|2024-11-06T01:00:00+00:00,long,99590,2024-11-06 01:00:00+00:00,2024-11-06 01:15:00+00:00,2024-11-14 11:30:00+00:00,reverse,0.09535047406119397,0.2656575036169935,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|100399|100400|short,pine-v9|short|100399|2024-11-14T11:15:00+00:00,short,100399,2024-11-14 11:15:00+00:00,2024-11-14 11:30:00+00:00,2024-11-14 16:45:00+00:00,stop,0.0838208189758801,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|101806|101807|long,pine-v9|long|101806|2024-11-29T03:00:00+00:00,long,101806,2024-11-29 03:00:00+00:00,2024-11-29 03:15:00+00:00,2024-11-29 16:15:00+00:00,stop,0.11710568073627625,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|101881|101882|long,pine-v9|long|101881|2024-11-29T21:45:00+00:00,long,101881,2024-11-29 21:45:00+00:00,2024-11-29 22:00:00+00:00,2024-12-02 08:30:00+00:00,stop,0.036019884280010364,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|102153|102154|short,pine-v9|short|102153|2024-12-02T17:45:00+00:00,short,102153,2024-12-02 17:45:00+00:00,2024-12-02 18:00:00+00:00,2024-12-03 06:30:00+00:00,stop,0.00820529067004643,-0.03012621759276124,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|102213|102214|short,pine-v9|short|102213|2024-12-03T08:45:00+00:00,short,102213,2024-12-03 08:45:00+00:00,2024-12-03 09:00:00+00:00,2024-12-03 20:45:00+00:00,stop,0.0945723684210527,-0.0009999999999999992,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|103155|103156|long,pine-v9|long|103155|2024-12-13T04:15:00+00:00,long,103155,2024-12-13 04:15:00+00:00,2024-12-13 04:30:00+00:00,2024-12-14 13:15:00+00:00,stop,0.10958193386308293,-0.02176731454296843,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|103425|103426|long,pine-v9|long|103425|2024-12-15T23:45:00+00:00,long,103425,2024-12-15 23:45:00+00:00,2024-12-16 00:00:00+00:00,2024-12-16 02:15:00+00:00,stop,0.2204492404239867,-0.0010000000000001102,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|103534|103535|long,pine-v9|long|103534|2024-12-17T03:00:00+00:00,long,103534,2024-12-17 03:00:00+00:00,2024-12-17 03:15:00+00:00,2024-12-17 15:15:00+00:00,stop,0.24233358264771937,-0.022206216340592833,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|103678|103679|short,pine-v9|short|103678|2024-12-18T15:00:00+00:00,short,103678,2024-12-18 15:00:00+00:00,2024-12-18 15:15:00+00:00,2024-12-26 00:15:00+00:00,reverse,0.04383116883116804,0.08822119045022303,True,False
v9_path_efficiency_lineage|development_continuous_2023_2024|104386|104387|long,pine-v9|long|104386|2024-12-26T00:00:00+00:00,long,104386,2024-12-26 00:00:00+00:00,2024-12-26 00:15:00+00:00,2024-12-26 04:00:00+00:00,stop,0.13102696812857617,-0.017504318489299453,False,False
v9_path_efficiency_lineage|development_continuous_2023_2024|104858|104859|short,pine-v9|short|104858|2024-12-30T22:00:00+00:00,short,104858,2024-12-30 22:00:00+00:00,2024-12-30 22:15:00+00:00,2024-12-31 13:15:00+00:00,stop,0.06172676586057726,-0.028032179039654048,False,False
