profile,arm,kind,time_utc,price,quantity,total_quantity,common_stop,net_at_stop,committed_floor,equity_after_exit_fee,entry_notional,entry_fees,funding_paid,margin,maintenance_ratio,rate,payment,frozen_high,pullback_low,raised,prior_stop,deferred,reason,exit_window_end,risk_quantity_cap,retained_target,floor_before
original_base_repaired_margin,none,entry,2026-08-19T18:00:00+00:00,0.1402,25000.0,25000.0,0.1362,-106.91000000000045,-106.91000000000045,92.99,3505.0,3.505,0.0,87.5625,0.01,,,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,25000.0,0.1362,-107.08712500000046,-106.91000000000045,130.275375,3505.0,3.505,0.177125,,,5e-05,0.177125,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,25000.0,0.1362,-107.27025000000044,-106.91000000000045,249.97225,3505.0,3.505,0.36025,,,5e-05,0.183125,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,25000.0,0.1362,-107.45200000000045,-106.91000000000045,222.31799999999998,3505.0,3.505,0.542,,,5e-05,0.18175,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,-106.91000000000045,344.6954999999996,3505.0,3.505,0.542,,,,,0.1485,0.1446,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,99.84050000000046,344.6954999999996,3505.0,3.505,0.542,,,,,,,,0.1362,False,,,,,
original_base_repaired_margin,none,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.65262500000046,99.84050000000046,344.50762499999956,3505.0,3.505,0.729875,,,5e-05,0.187875,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-20T11:00:00+00:00,0.1565,0.0,25000.0,0.1517,279.472625,99.84050000000046,499.352625,3505.0,3.505,0.729875,,,,,0.1543,0.1518,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,25000.0,0.1517,279.472625,279.472625,499.352625,3505.0,3.505,0.729875,,,,,,,,0.14450000000000002,False,,,,,
original_base_repaired_margin,none,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,25000.0,0.1517,279.27412499999997,279.472625,556.5966249999999,3505.0,3.505,0.9283750000000001,,,5e-05,0.1985,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,25000.0,0.1517,279.0755,279.472625,558.8955000000004,3505.0,3.505,1.127,,,5e-05,0.19862500000000002,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-20T17:00:00+00:00,0.1616,0.0,25000.0,0.15360000000000001,326.5280000000005,279.472625,626.3280000000001,3505.0,3.505,1.127,,,,,0.159,0.1537,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,25000.0,0.15360000000000001,326.5280000000005,326.5280000000005,626.3280000000001,3505.0,3.505,1.127,,,,,,,,0.1517,False,,,,,
original_base_repaired_margin,none,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,25000.0,0.15360000000000001,326.3263750000005,326.5280000000005,618.633875,3505.0,3.505,1.328625,,,5e-05,0.201625,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,25000.0,0.15360000000000001,326.1212500000005,326.5280000000005,688.35875,3505.0,3.505,1.53375,,,5e-05,0.205125,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,25000.0,0.15360000000000001,325.91412500000047,326.5280000000005,728.111625,3505.0,3.505,1.740875,,,5e-05,0.207125,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-21T05:00:00+00:00,0.1669,0.0,25000.0,0.1582,440.799125,326.5280000000005,758.081625,3505.0,3.505,1.740875,,,,,0.1659,0.1583,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,25000.0,0.1582,440.799125,440.799125,758.081625,3505.0,3.505,1.740875,,,,,,,,0.15360000000000001,False,,,,,
original_base_repaired_margin,none,structure,2026-08-21T08:00:00+00:00,0.1753,0.0,25000.0,0.167,660.5791250000001,440.799125,967.871625,3505.0,3.505,1.740875,,,,,0.1705,0.1671,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,25000.0,0.167,660.5791250000001,660.5791250000001,967.871625,3505.0,3.505,1.740875,,,,,,,,0.1582,False,,,,,
original_base_repaired_margin,none,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,25000.0,0.167,660.36,660.5791250000001,967.6524999999999,3505.0,3.505,1.96,,,5e-05,0.21912500000000001,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,25000.0,0.167,660.128875,660.5791250000001,1207.181375,3505.0,3.505,2.191125,,,5e-05,0.23112500000000002,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,25000.0,0.167,659.8993750000001,660.5791250000001,1174.484375,3505.0,3.505,2.420625,,,5e-05,0.2295,,,,,,,,,,
original_base_repaired_margin,none,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,25000.0,0.167,659.6655000000001,660.5791250000001,1261.6629999999998,3505.0,3.505,2.6544999999999996,,,5e-05,0.233875,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-21T21:00:00+00:00,0.1925,0.0,25000.0,0.18080000000000002,1004.3205,660.5791250000001,1396.5279999999998,3505.0,3.505,2.6544999999999996,,,,,0.1896,0.1809,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,25000.0,0.18080000000000002,1004.3205,1004.3205,1396.5279999999998,3505.0,3.505,2.6544999999999996,,,,,,,,0.167,False,,,,,
original_base_repaired_margin,none,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,25000.0,0.18080000000000002,1004.0715,1004.3205,1563.6115,3505.0,3.505,2.9034999999999997,,,5e-05,0.249,,,,,,,,,,
original_base_repaired_margin,none,structure,2026-08-22T01:00:00+00:00,0.207,0.0,25000.0,0.1967,1401.174,1004.3205,1758.4165,3505.0,3.505,2.9034999999999997,,,,,0.204,0.1968,True,,,,,,,
original_base_repaired_margin,none,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,25000.0,0.1967,1401.174,1401.174,1758.4165,3505.0,3.505,2.9034999999999997,,,,,,,,0.18080000000000002,False,,,,,
original_base_repaired_margin,none,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,25000.0,0.1967,1400.9019999999998,1401.174,2022.8794999999998,3505.0,3.505,3.1754999999999995,,,5e-05,0.272,,,,,,,,,,
original_base_repaired_margin,none,exit,2026-08-22T05:00:00+00:00,0.1967,25000.0,25000.0,0.1967,1400.9019999999998,1401.174,1500.9019999999998,3505.0,3.505,3.1754999999999995,,,,,,,,,,intrabar_stop,2026-08-22T06:00:00+00:00,,,
original_base_repaired_margin,two,entry,2026-08-19T18:00:00+00:00,0.1402,25000.0,25000.0,0.1362,-106.91000000000045,-106.91000000000045,92.99,3505.0,3.505,0.0,87.5625,0.01,,,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,25000.0,0.1362,-107.08712500000046,-106.91000000000045,130.275375,3505.0,3.505,0.177125,,,5e-05,0.177125,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,25000.0,0.1362,-107.27025000000044,-106.91000000000045,249.97225,3505.0,3.505,0.36025,,,5e-05,0.183125,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,25000.0,0.1362,-107.45200000000045,-106.91000000000045,222.31799999999998,3505.0,3.505,0.542,,,5e-05,0.18175,,,,,,,,,,
original_base_repaired_margin,two,structure,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,-106.91000000000045,344.6954999999996,3505.0,3.505,0.542,,,,,0.1485,0.1446,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,-106.91000000000045,344.6954999999996,3505.0,3.505,0.542,,,,,,,,0.1362,True,,,,,
original_base_repaired_margin,two,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.65262500000046,-106.91000000000045,344.50762499999956,3505.0,3.505,0.729875,,,5e-05,0.187875,,,,,,,,,,
original_base_repaired_margin,two,add,2026-08-20T08:00:00+00:00,0.1503,8175.0,33175.0,0.14450000000000002,49.827635000000946,49.827635000000946,342.05022,4733.702499999999,4.7337025,0.729875,124.65506249999999,0.01,,,,,,,,,,8175.0,49.82631250000023,-106.91000000000045
original_base_repaired_margin,two,structure,2026-08-20T11:00:00+00:00,0.1565,0.0,33175.0,0.1517,288.44877500000064,49.827635000000946,547.5295350000004,4733.702499999999,4.7337025,0.729875,,,,,0.1543,0.1518,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,33175.0,0.1517,288.44877500000064,49.827635000000946,547.5295350000004,4733.702499999999,4.7337025,0.729875,,,,,,,,0.14450000000000002,True,,,,,
original_base_repaired_margin,two,add,2026-08-20T11:00:00+00:00,0.1564,28798.0,61973.0,0.1517,144.22551119999994,144.22551119999994,535.2073381000021,9237.7097,9.2377097,0.729875,242.31443000000004,0.015,,,,,,,,,,28798.0,144.22438750000032,49.827635000000946
original_base_repaired_margin,two,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,61973.0,0.1517,143.73344557999994,144.22551119999994,683.3017372799994,9237.7097,9.2377097,1.22194062,,,5e-05,0.49206562,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,61973.0,0.1517,143.24107009499994,144.22551119999994,689.0004644950011,9237.7097,9.2377097,1.714316105,,,5e-05,0.49237548500000006,,,,,,,,,,
original_base_repaired_margin,two,structure,2026-08-20T17:00:00+00:00,0.1616,0.0,61973.0,0.15360000000000001,260.87202139500187,144.22551119999994,856.1602373949997,9237.7097,9.2377097,1.714316105,,,,,0.159,0.1537,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,61973.0,0.15360000000000001,260.87202139500187,260.87202139500187,856.1602373949997,9237.7097,9.2377097,1.714316105,,,,,,,,0.1517,False,,,,,
original_base_repaired_margin,two,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,61973.0,0.15360000000000001,260.3722091500019,260.87202139500187,837.0871170500003,9237.7097,9.2377097,2.21412835,,,5e-05,0.499812245,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,61973.0,0.15360000000000001,259.8637206850019,260.87202139500187,1009.9295041850005,9237.7097,9.2377097,2.7226168150000003,,,5e-05,0.508488465,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,61973.0,0.15360000000000001,259.3502743800019,260.87202139500187,1108.4737010799993,9237.7097,9.2377097,3.2360631200000003,,,5e-05,0.513446305,,,,,,,,,,
original_base_repaired_margin,two,structure,2026-08-21T05:00:00+00:00,0.1669,0.0,61973.0,0.1582,544.1409985800005,260.87202139500187,1182.7669334800007,9237.7097,9.2377097,3.2360631200000003,,,,,0.1659,0.1583,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,61973.0,0.1582,544.1409985800005,544.1409985800005,1182.7669334800007,9237.7097,9.2377097,3.2360631200000003,,,,,,,,0.15360000000000001,False,,,,,
original_base_repaired_margin,two,structure,2026-08-21T08:00:00+00:00,0.1753,0.0,61973.0,0.167,1088.9580361800006,544.1409985800005,1702.8195602800015,9237.7097,9.2377097,3.2360631200000003,,,,,0.1705,0.1671,True,,,,,,,
