stream_key_repeat,venue_repeat,symbol_repeat,asset_repeat,timeframe_min_repeat,local_i_repeat,signal_i_repeat,signal_bar_open_repeat,side_repeat,base_asset_repeat,scheduled_open_utc_repeat,v9_bundle_allowed_repeat,v9_bundle_reasons_repeat,v8_repeat,v9_repeat,strategy_version_repeat,asset_type_repeat,signal_atr_pct_repeat,reference_price_repeat,reference_initial_stop_repeat,reference_initial_risk_repeat,reference_cost_r_repeat,risk_basis_repeat,available_at_repeat,event_key,reference_risk_fraction_repeat,atr_fraction_repeat,risk_atr_repeat,volume_ratio_repeat,expansion_repeat,body_fraction_repeat,close_location_repeat,rope_width_atr_repeat,past_width_atr_repeat,rope_distance_atr_repeat,breakout20_atr_repeat,momentum20_atr_repeat,momentum60_atr_repeat,trend_slope20_atr_repeat,trend_alignment_repeat,atr_relative100_repeat,volatility_ratio20_100_repeat,efficiency20_repeat,prior_range20_atr_repeat,volume_trend20_repeat,entry_i_repeat,entry_time_repeat,valid_entry_repeat,censored_repeat,label_gt10_repeat,entry_price_repeat,initial_stop_repeat,initial_risk_repeat,initial_risk_frac_repeat,exit_i_repeat,exit_time_repeat,exit_price_repeat,exit_reason_repeat,gross_return_repeat,net_return_repeat,gross_r_repeat,net_r_repeat,mfe_r_repeat,exit_time_precision_repeat,quarter_repeat,bucket_repeat,cohort_repeat,pair_id_repeat,episode_id_repeat,repeat_repeat,visual_id_repeat,sheet_no_repeat,sheet_position_repeat,class_repeat,reason_repeat,reviewer_repeat,stream_key_original,venue_original,symbol_original,asset_original,timeframe_min_original,local_i_original,signal_i_original,signal_bar_open_original,side_original,base_asset_original,scheduled_open_utc_original,v9_bundle_allowed_original,v9_bundle_reasons_original,v8_original,v9_original,strategy_version_original,asset_type_original,signal_atr_pct_original,reference_price_original,reference_initial_stop_original,reference_initial_risk_original,reference_cost_r_original,risk_basis_original,available_at_original,reference_risk_fraction_original,atr_fraction_original,risk_atr_original,volume_ratio_original,expansion_original,body_fraction_original,close_location_original,rope_width_atr_original,past_width_atr_original,rope_distance_atr_original,breakout20_atr_original,momentum20_atr_original,momentum60_atr_original,trend_slope20_atr_original,trend_alignment_original,atr_relative100_original,volatility_ratio20_100_original,efficiency20_original,prior_range20_atr_original,volume_trend20_original,entry_i_original,entry_time_original,valid_entry_original,censored_original,label_gt10_original,entry_price_original,initial_stop_original,initial_risk_original,initial_risk_frac_original,exit_i_original,exit_time_original,exit_price_original,exit_reason_original,gross_return_original,net_return_original,gross_r_original,net_r_original,mfe_r_original,exit_time_precision_original,quarter_original,bucket_original,cohort_original,pair_id_original,episode_id_original,repeat_original,visual_id_original,sheet_no_original,sheet_position_original,class_original,reason_original,reviewer_original,same_reader
okx_30m_843d0b813938bedd,okx,JELLYJELLY-USDT-SWAP,JELLYJELLY,30,9029,9029,2025-09-30 18:30:00+00:00,1,JELLYJELLY,2025-09-30 19:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0167492240032085,0.05011,0.04765,0.0024599999999999,0.040739837398374,confirmation_close_reference_not_fill,2025-09-30 19:00:00+00:00,okx_30m_843d0b813938bedd:9029:1,0.0490919976052683,0.0167492240032085,2.931001316590193,2.3653603707583857,1.4239511942929854,-0.4655172413793088,0.4827586206896589,0.4468472921183876,0.3492604626902176,1.2854420022769082,-3.2407819435468843,1.8110252037467889,2.513988934148503,0.0974466810915563,1.0,1.989785576213146,1.426088151647671,0.2082191780821912,6.31475893411709,1.214446792265213,9030,2025-09-30 19:00:00+00:00,True,False,True,0.05012,0.04765,0.0024699999999999,0.0492817238627293,9240,2025-10-05 04:00:00+00:00,0.08941,trailing_stop,0.7839185953711094,0.7819185953711094,15.906882591093163,15.866299595141747,28.23076923076931,bar_open_or_intrabar_window,2025Q3,2,winner_gt10,P0372,JELLYJELLY:2,True,V0037,5,5,D,Compact bundle but sharp spike and long upper wick,astra,okx_30m_843d0b813938bedd,okx,JELLYJELLY-USDT-SWAP,JELLYJELLY,30,9029,9029,2025-09-30 18:30:00+00:00,1,JELLYJELLY,2025-09-30 19:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0167492240032085,0.05011,0.04765,0.0024599999999999,0.040739837398374,confirmation_close_reference_not_fill,2025-09-30 19:00:00+00:00,0.0490919976052683,0.0167492240032085,2.931001316590193,2.3653603707583857,1.4239511942929854,-0.4655172413793088,0.4827586206896589,0.4468472921183876,0.3492604626902176,1.2854420022769082,-3.2407819435468843,1.8110252037467889,2.513988934148503,0.0974466810915563,1.0,1.989785576213146,1.426088151647671,0.2082191780821912,6.31475893411709,1.214446792265213,9030,2025-09-30 19:00:00+00:00,True,False,True,0.05012,0.04765,0.0024699999999999,0.0492817238627293,9240,2025-10-05 04:00:00+00:00,0.08941,trailing_stop,0.7839185953711094,0.7819185953711094,15.906882591093163,15.866299595141747,28.23076923076931,bar_open_or_intrabar_window,2025Q3,2,winner_gt10,P0372,JELLYJELLY:2,False,V0594,75,2,D,compact lines with endpoint spike,budget-mapper-luna-max,False
binance_30m_7a6ba8888a359cb1,binance,SKYAIUSDT,SKYAI,30,14451,14451,2026-03-10 11:30:00+00:00,1,SKYAI,2026-03-10 12:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0114895393988261,0.04483,0.04306,0.00177,0.0506553672316384,confirmation_close_reference_not_fill,2026-03-10 12:00:00+00:00,binance_30m_7a6ba8888a359cb1:14451:1,0.0394824894044167,0.0114895393988261,3.4363857447976063,6.605971405482967,2.569313024498721,0.5210084033613451,0.5462184873949604,2.819324764069819,2.747743284939529,1.9307828379667944,0.8542427840174893,3.805263310623343,5.164285921560247,1.38793792712448,1.0,1.1326406294862614,1.043924030087967,0.4049586776859502,3.397556527342268,1.01833102395412,14452,2026-03-10 12:00:00+00:00,True,False,False,0.04483,0.04306,0.00177,0.0394824894044167,14476,2026-03-11 00:00:00+00:00,0.04306,initial_stop,-0.0394824894044166,-0.0414824894044166,-0.9999999999999994,-1.050655367231638,0.6440677966101666,bar_open_or_intrabar_window,2026Q1,2,matched_nonwinner,P0112,SKYAI:6,True,V0052,7,4,N,Established rising stack with distant slow SMA,astra,binance_30m_7a6ba8888a359cb1,binance,SKYAIUSDT,SKYAI,30,14451,14451,2026-03-10 11:30:00+00:00,1,SKYAI,2026-03-10 12:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0114895393988261,0.04483,0.04306,0.00177,0.0506553672316384,confirmation_close_reference_not_fill,2026-03-10 12:00:00+00:00,0.0394824894044167,0.0114895393988261,3.4363857447976063,6.605971405482967,2.569313024498721,0.5210084033613451,0.5462184873949604,2.819324764069819,2.747743284939529,1.9307828379667944,0.8542427840174893,3.805263310623343,5.164285921560247,1.38793792712448,1.0,1.1326406294862614,1.043924030087967,0.4049586776859502,3.397556527342268,1.01833102395412,14452,2026-03-10 12:00:00+00:00,True,False,False,0.04483,0.04306,0.00177,0.0394824894044167,14476,2026-03-11 00:00:00+00:00,0.04306,initial_stop,-0.0394824894044166,-0.0414824894044166,-0.9999999999999994,-1.050655367231638,0.6440677966101666,bar_open_or_intrabar_window,2026Q1,2,matched_nonwinner,P0112,SKYAI:6,False,V0033,5,1,N,Established rise with separate fast-mid-slow tiers,astra,True
binance_30m_945f5a836eff0a10,binance,OMNIUSDT,OMNI,30,14656,21516,2025-07-09 20:00:00+00:00,1,OMNI,2025-07-09 20:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0080167875259339,1.505,1.462,0.0429999999999999,0.0700000000000001,confirmation_close_reference_not_fill,2025-07-09 20:30:00+00:00,binance_30m_945f5a836eff0a10:21516:1,0.0285714285714285,0.0080167875259339,3.563949833895601,2.1439046184601085,1.360244255966871,-0.3125000000000069,0.25,2.963994507080503,2.4379771422559084,2.244483341254108,-0.7459429884897881,3.398184725342317,5.967543907918213,1.2517582680084545,1.0,0.987478030771391,0.8036802076066252,0.3980582524271864,4.724305593768591,1.027093545557611,21517,2025-07-09 20:30:00+00:00,True,False,True,1.504,1.462,0.042,0.0279255319148936,21597,2025-07-11 12:30:00+00:00,3.79,trailing_stop,1.5199468085106385,1.517946808510639,54.42857142857138,54.35695238095234,94.3809523809523,bar_open_or_intrabar_window,2025Q3,1,winner_gt10,P0138,OMNI:1,True,V0067,9,3,N,Established trend with fast-mid-slow tiers,astra,binance_30m_945f5a836eff0a10,binance,OMNIUSDT,OMNI,30,14656,21516,2025-07-09 20:00:00+00:00,1,OMNI,2025-07-09 20:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0080167875259339,1.505,1.462,0.0429999999999999,0.0700000000000001,confirmation_close_reference_not_fill,2025-07-09 20:30:00+00:00,0.0285714285714285,0.0080167875259339,3.563949833895601,2.1439046184601085,1.360244255966871,-0.3125000000000069,0.25,2.963994507080503,2.4379771422559084,2.244483341254108,-0.7459429884897881,3.398184725342317,5.967543907918213,1.2517582680084545,1.0,0.987478030771391,0.8036802076066252,0.3980582524271864,4.724305593768591,1.027093545557611,21517,2025-07-09 20:30:00+00:00,True,False,True,1.504,1.462,0.042,0.0279255319148936,21597,2025-07-11 12:30:00+00:00,3.79,trailing_stop,1.5199468085106385,1.517946808510639,54.42857142857138,54.35695238095234,94.3809523809523,bar_open_or_intrabar_window,2025Q3,1,winner_gt10,P0138,OMNI:1,False,V0461,58,5,N,widely separated lines under extended rise,budget-mapper-luna-max,False
binance_30m_54988914cfaabd43,binance,ARIAUSDT,ARIA,30,8893,8893,2026-03-07 17:30:00+00:00,1,ARIA,2026-03-07 18:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0127589880371847,0.07796,0.07389,0.0040699999999999,0.0383095823095824,confirmation_close_reference_not_fill,2026-03-07 18:00:00+00:00,binance_30m_54988914cfaabd43:8893:1,0.0522062596203179,0.0127589880371847,4.091724160894903,2.253140429483807,2.192910697597665,0.7512437810945268,0.9054726368159224,1.9197105409379185,1.525134364129162,2.6480409885525,1.015391007986204,4.262631558278737,3.9409235161444927,0.9377098417254792,1.0,1.120122784267465,0.8774900510252568,0.4371134020618551,4.443592331979249,1.1337413847660385,8894,2026-03-07 18:00:00+00:00,True,False,True,0.07782,0.07389,0.0039299999999999,0.0505011565150345,9106,2026-03-12 04:00:00+00:00,0.13526,trailing_stop,0.7381135954767415,0.7361135954767415,14.615776081424984,14.576173027989867,19.384223918575117,bar_open_or_intrabar_window,2026Q1,2,winner_gt10,P0076,ARIA:3,True,V0071,9,7,N,Extended rising fast pair above lower slow group,astra,binance_30m_54988914cfaabd43,binance,ARIAUSDT,ARIA,30,8893,8893,2026-03-07 17:30:00+00:00,1,ARIA,2026-03-07 18:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0127589880371847,0.07796,0.07389,0.0040699999999999,0.0383095823095824,confirmation_close_reference_not_fill,2026-03-07 18:00:00+00:00,0.0522062596203179,0.0127589880371847,4.091724160894903,2.253140429483807,2.192910697597665,0.7512437810945268,0.9054726368159224,1.9197105409379185,1.525134364129162,2.6480409885525,1.015391007986204,4.262631558278737,3.9409235161444927,0.9377098417254792,1.0,1.120122784267465,0.8774900510252568,0.4371134020618551,4.443592331979249,1.1337413847660385,8894,2026-03-07 18:00:00+00:00,True,False,True,0.07782,0.07389,0.0039299999999999,0.0505011565150345,9106,2026-03-12 04:00:00+00:00,0.13526,trailing_stop,0.7381135954767415,0.7361135954767415,14.615776081424984,14.576173027989867,19.384223918575117,bar_open_or_intrabar_window,2026Q1,2,winner_gt10,P0076,ARIA:3,False,V0442,56,2,N,separated lines beneath extended rebound,budget-mapper-luna-max,False
binance_30m_2f9ade18c2b746f7,binance,GWEIUSDT,GWEI,30,7117,7117,2026-06-26 12:00:00+00:00,1,GWEI,2026-06-26 12:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0176353432577187,0.1299,0.12444,0.0054599999999999,0.0475824175824177,confirmation_close_reference_not_fill,2026-06-26 12:30:00+00:00,binance_30m_2f9ade18c2b746f7:7117:1,0.0420323325635102,0.0176353432577187,2.383414484723076,1.594213431269541,1.9055017529903768,0.7560975609756091,0.8780487804878045,1.221436521578411,0.9434047927750572,1.8804022498303172,0.8730455987996536,4.234271154178368,1.6151343577793718,0.4966992368226879,1.0,0.9338264514740602,0.5307189733459304,0.5606936416184978,3.666791514958601,1.0682038459604817,7118,2026-06-26 12:30:00+00:00,True,False,True,0.1298,0.12444,0.0053599999999999,0.0412942989214174,7268,2026-06-29 15:30:00+00:00,0.18545,trailing_stop,0.4287365177195685,0.4267365177195685,10.382462686567184,10.334029850746289,22.4253731343284,bar_open_or_intrabar_window,2026Q2,2,winner_gt10,P0044,GWEI:3,True,V0072,9,8,B,Partial fast-mid meeting with slow pair below,astra,binance_30m_2f9ade18c2b746f7,binance,GWEIUSDT,GWEI,30,7117,7117,2026-06-26 12:00:00+00:00,1,GWEI,2026-06-26 12:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0176353432577187,0.1299,0.12444,0.0054599999999999,0.0475824175824177,confirmation_close_reference_not_fill,2026-06-26 12:30:00+00:00,0.0420323325635102,0.0176353432577187,2.383414484723076,1.594213431269541,1.9055017529903768,0.7560975609756091,0.8780487804878045,1.221436521578411,0.9434047927750572,1.8804022498303172,0.8730455987996536,4.234271154178368,1.6151343577793718,0.4966992368226879,1.0,0.9338264514740602,0.5307189733459304,0.5606936416184978,3.666791514958601,1.0682038459604817,7118,2026-06-26 12:30:00+00:00,True,False,True,0.1298,0.12444,0.0053599999999999,0.0412942989214174,7268,2026-06-29 15:30:00+00:00,0.18545,trailing_stop,0.4287365177195685,0.4267365177195685,10.382462686567184,10.334029850746289,22.4253731343284,bar_open_or_intrabar_window,2026Q2,2,winner_gt10,P0044,GWEI:3,False,V0680,85,8,N,separated lines under rebound,budget-mapper-luna-max,False
okx_240m_2907048cd63583ec,okx,LQTY-USDT-SWAP,LQTY,240,464,1793,2024-11-06 08:00:00+00:00,1,LQTY,2024-11-06 12:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0319790222473498,0.9106,0.8008000000000001,0.1097999999999999,0.0165865209471767,confirmation_close_reference_not_fill,2024-11-06 12:00:00+00:00,okx_240m_2907048cd63583ec:1793:1,0.1205798374698,0.0319790222473498,3.7705917503400994,0.8164522439696628,1.01035904255793,0.2891156462585019,0.95238095238095,1.7126201722135264,1.911251776184595,1.176449809171838,-0.2266475915504997,2.32485484060132,1.3118087874589437,-0.8873874257943325,0.25,1.0578594244233344,1.226087364558874,0.2817311693716189,4.725258878386142,1.4269854578045045,1794,2024-11-06 12:00:00+00:00,True,False,True,0.9103,0.8008000000000001,0.1094999999999999,0.1202900142810061,1994,2024-12-09 20:00:00+00:00,2.1741,trailing_stop,1.3883335164231574,1.3863335164231576,11.541552511415532,11.524926027397273,17.98812785388129,bar_open_or_intrabar_window,2024Q4,3,winner_gt10,P0315,LQTY:1,True,V0076,10,4,N,Fast group far below slow-mid lines during sharp rebound,astra,okx_240m_2907048cd63583ec,okx,LQTY-USDT-SWAP,LQTY,240,464,1793,2024-11-06 08:00:00+00:00,1,LQTY,2024-11-06 12:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0319790222473498,0.9106,0.8008000000000001,0.1097999999999999,0.0165865209471767,confirmation_close_reference_not_fill,2024-11-06 12:00:00+00:00,0.1205798374698,0.0319790222473498,3.7705917503400994,0.8164522439696628,1.01035904255793,0.2891156462585019,0.95238095238095,1.7126201722135264,1.911251776184595,1.176449809171838,-0.2266475915504997,2.32485484060132,1.3118087874589437,-0.8873874257943325,0.25,1.0578594244233344,1.226087364558874,0.2817311693716189,4.725258878386142,1.4269854578045045,1794,2024-11-06 12:00:00+00:00,True,False,True,0.9103,0.8008000000000001,0.1094999999999999,0.1202900142810061,1994,2024-12-09 20:00:00+00:00,2.1741,trailing_stop,1.3883335164231574,1.3863335164231576,11.541552511415532,11.524926027397273,17.98812785388129,bar_open_or_intrabar_window,2024Q4,3,winner_gt10,P0315,LQTY:1,False,V0242,31,2,N,Fast pair far below overhead mid-slow group,astra,True
binance_30m_7a45c05822f546d7,binance,ZETAUSDT,ZETA,30,9030,19501,2025-03-14 15:00:00+00:00,1,ZETA,2025-03-14 15:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0092323257254582,0.2149,0.2092,0.0056999999999999,0.07540350877193,confirmation_close_reference_not_fill,2025-03-14 15:30:00+00:00,binance_30m_7a45c05822f546d7:19501:1,0.0265239646347137,0.0092323257254582,2.8729450653559065,1.9169737826939364,1.5740801356300809,0.8275862068965524,0.8275862068965524,1.1600985775603894,1.1156951192057531,1.5271971136891995,0.2520127250312208,2.570529795318462,0.9576483551186448,0.752591111453321,0.5,0.816896030354559,0.6543610604238878,0.3422818791946336,3.074555245380889,1.5827193171017224,19502,2025-03-14 15:30:00+00:00,True,False,False,0.215,0.2092,0.0057999999999999,0.0269767441860463,19510,2025-03-14 19:30:00+00:00,0.2092,initial_stop,-0.0269767441860463,-0.0289767441860463,-0.9999999999999986,-1.074137931034482,0.0689655172413816,bar_open_or_intrabar_window,2025Q1,1,matched_nonwinner,P0111,ZETA:2,True,V0081,11,1,B,Fast-slow meeting with mid SMA still below,astra,binance_30m_7a45c05822f546d7,binance,ZETAUSDT,ZETA,30,9030,19501,2025-03-14 15:00:00+00:00,1,ZETA,2025-03-14 15:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0092323257254582,0.2149,0.2092,0.0056999999999999,0.07540350877193,confirmation_close_reference_not_fill,2025-03-14 15:30:00+00:00,0.0265239646347137,0.0092323257254582,2.8729450653559065,1.9169737826939364,1.5740801356300809,0.8275862068965524,0.8275862068965524,1.1600985775603894,1.1156951192057531,1.5271971136891995,0.2520127250312208,2.570529795318462,0.9576483551186448,0.752591111453321,0.5,0.816896030354559,0.6543610604238878,0.3422818791946336,3.074555245380889,1.5827193171017224,19502,2025-03-14 15:30:00+00:00,True,False,False,0.215,0.2092,0.0057999999999999,0.0269767441860463,19510,2025-03-14 19:30:00+00:00,0.2092,initial_stop,-0.0269767441860463,-0.0289767441860463,-0.9999999999999986,-1.074137931034482,0.0689655172413816,bar_open_or_intrabar_window,2025Q1,1,matched_nonwinner,P0111,ZETA:2,False,V0632,79,8,D,compact recent core with late rise,budget-mapper-luna-max,False
binance_30m_d49a3e8178d20e4e,binance,TAOUSDT,TAO,30,17299,24446,2025-09-02 21:30:00+00:00,1,TAO,2025-09-02 22:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0087922092796737,323.8,312.58,11.220000000000027,0.0577183600713011,confirmation_close_reference_not_fill,2025-09-02 22:00:00+00:00,binance_30m_d49a3e8178d20e4e:24446:1,0.034651019147622,0.0087922092796737,3.9411049083794856,3.4103653768244504,2.173846635492217,0.9701754385964888,0.9701754385964888,1.001636411834941,1.1609396788273267,2.622224772561949,1.524455909301876,3.403681511782274,4.819247713276873,0.3051056185179166,0.5,1.1621447508100748,1.3617263800523902,0.2662819455894464,3.5968729288596832,0.9130001529895048,24447,2025-09-02 22:00:00+00:00,True,False,False,323.83,312.58,11.25,0.034740450236235,24530,2025-09-04 15:30:00+00:00,313.26,opposite_v6_next_open,-0.0326405830219559,-0.0346405830219559,-0.9395555555555548,-0.9971253333333324,0.4346666666666705,bar_open_or_intrabar_window,2025Q3,1,matched_nonwinner,P0180,TAO:2,True,V0107,14,3,B,Mid SMA below otherwise gathering lines,astra,binance_30m_d49a3e8178d20e4e,binance,TAOUSDT,TAO,30,17299,24446,2025-09-02 21:30:00+00:00,1,TAO,2025-09-02 22:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0087922092796737,323.8,312.58,11.220000000000027,0.0577183600713011,confirmation_close_reference_not_fill,2025-09-02 22:00:00+00:00,0.034651019147622,0.0087922092796737,3.9411049083794856,3.4103653768244504,2.173846635492217,0.9701754385964888,0.9701754385964888,1.001636411834941,1.1609396788273267,2.622224772561949,1.524455909301876,3.403681511782274,4.819247713276873,0.3051056185179166,0.5,1.1621447508100748,1.3617263800523902,0.2662819455894464,3.5968729288596832,0.9130001529895048,24447,2025-09-02 22:00:00+00:00,True,False,False,323.83,312.58,11.25,0.034740450236235,24530,2025-09-04 15:30:00+00:00,313.26,opposite_v6_next_open,-0.0326405830219559,-0.0346405830219559,-0.9395555555555548,-0.9971253333333324,0.4346666666666705,bar_open_or_intrabar_window,2025Q3,1,matched_nonwinner,P0180,TAO:2,False,V0392,49,8,B,Mid SMA below other converging lines amid wide reversal,astra,True
okx_30m_2d38917e9f4b41c4,okx,RSR-USDT-SWAP,RSR,30,34042,52018,2026-08-17 17:00:00+00:00,1,RSR,2026-08-17 17:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0045583760928089,0.001154,0.001143,1.100000000000016e-05,0.2098181818181788,confirmation_close_reference_not_fill,2026-08-17 17:30:00+00:00,okx_30m_2d38917e9f4b41c4:52018:1,0.0095320623916812,0.0045583760928089,2.0911092453995836,1.6757311065941511,1.3654412254943349,0.2857142857142901,0.4285714285714507,0.9858092849600684,1.241890913978373,1.437976431298538,-0.1901008404908525,2.6614117668721824,0.3802016809817462,0.2579684843225615,0.5,1.3254508577237576,1.1440378207380022,0.2333333333333347,5.322823533744324,1.5242176198062591,52019,2026-08-17 17:30:00+00:00,True,False,False,0.001155,0.001143,1.2000000000000077e-05,0.0103896103896104,52037,2026-08-18 02:30:00+00:00,0.001143,initial_stop,-0.0103896103896105,-0.0123896103896105,-1.0000000000000049,-1.192500000000004,1.2499999999999956,bar_open_or_intrabar_window,2026Q3,0,matched_nonwinner,P0339,RSR:3,True,V0108,14,4,B,Fast group stays below slow group during recovery,astra,okx_30m_2d38917e9f4b41c4,okx,RSR-USDT-SWAP,RSR,30,34042,52018,2026-08-17 17:00:00+00:00,1,RSR,2026-08-17 17:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0045583760928089,0.001154,0.001143,1.100000000000016e-05,0.2098181818181788,confirmation_close_reference_not_fill,2026-08-17 17:30:00+00:00,0.0095320623916812,0.0045583760928089,2.0911092453995836,1.6757311065941511,1.3654412254943349,0.2857142857142901,0.4285714285714507,0.9858092849600684,1.241890913978373,1.437976431298538,-0.1901008404908525,2.6614117668721824,0.3802016809817462,0.2579684843225615,0.5,1.3254508577237576,1.1440378207380022,0.2333333333333347,5.322823533744324,1.5242176198062591,52019,2026-08-17 17:30:00+00:00,True,False,False,0.001155,0.001143,1.2000000000000077e-05,0.0103896103896104,52037,2026-08-18 02:30:00+00:00,0.001143,initial_stop,-0.0103896103896105,-0.0123896103896105,-1.0000000000000049,-1.192500000000004,1.2499999999999956,bar_open_or_intrabar_window,2026Q3,0,matched_nonwinner,P0339,RSR:3,False,V0713,90,1,D,compact lines with endpoint rise,budget-mapper-luna-max,False
okx_60m_d567226c051c9c20,okx,WIF-USDT-SWAP,WIF,60,17129,20551,2026-08-19 17:00:00+00:00,1,WIF,2026-08-19 18:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0095832130299326,0.1402,0.1362,0.0039999999999999,0.0701000000000004,confirmation_close_reference_not_fill,2026-08-19 18:00:00+00:00,okx_60m_d567226c051c9c20:20551:1,0.0285306704707558,0.0095832130299326,2.9771508137867566,4.045180397812884,0.965166593098274,-0.3846153846153862,0.6153846153846138,0.576314277313641,0.7451826371810409,1.9182900087385084,-2.456149421374087,3.3492946655101243,2.60500696206343,0.2266550727984233,0.5,1.5258753863183012,1.0376560908363732,0.4205607476635501,6.103159168262877,4.061388939114249,20552,2026-08-19 18:00:00+00:00,True,False,True,0.1402,0.1362,0.0039999999999999,0.0285306704707558,20611,2026-08-22 05:00:00+00:00,0.1978,trailing_stop,0.4108416547788873,0.4088416547788873,14.400000000000087,14.329900000000086,22.350000000000136,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0444,WIF:4,True,V0146,19,2,D,Tight recent core but extended multi-bar rise and large upper wick,astra,okx_60m_d567226c051c9c20,okx,WIF-USDT-SWAP,WIF,60,17129,20551,2026-08-19 17:00:00+00:00,1,WIF,2026-08-19 18:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0095832130299326,0.1402,0.1362,0.0039999999999999,0.0701000000000004,confirmation_close_reference_not_fill,2026-08-19 18:00:00+00:00,0.0285306704707558,0.0095832130299326,2.9771508137867566,4.045180397812884,0.965166593098274,-0.3846153846153862,0.6153846153846138,0.576314277313641,0.7451826371810409,1.9182900087385084,-2.456149421374087,3.3492946655101243,2.60500696206343,0.2266550727984233,0.5,1.5258753863183012,1.0376560908363732,0.4205607476635501,6.103159168262877,4.061388939114249,20552,2026-08-19 18:00:00+00:00,True,False,True,0.1402,0.1362,0.0039999999999999,0.0285306704707558,20611,2026-08-22 05:00:00+00:00,0.1978,trailing_stop,0.4108416547788873,0.4088416547788873,14.400000000000087,14.329900000000086,22.350000000000136,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0444,WIF:4,False,V0083,11,3,D,Tight recent core but extended rising sequence and tall wicks,astra,True
