cohort,episode_id,n,strict,broad
matched_nonwinner,TRUMP:6,1,0.0,0.0
matched_nonwinner,TRX:2,1,0.0,0.0
matched_nonwinner,TSLA:1,1,0.0,0.0
matched_nonwinner,TURBO:2,2,0.0,0.0
matched_nonwinner,TWT:1,1,0.0,1.0
matched_nonwinner,USUAL:1,1,0.0,1.0
matched_nonwinner,USUAL:2,1,0.0,1.0
matched_nonwinner,VANRY:2,1,0.0,0.0
matched_nonwinner,VELVET:1,1,0.0,0.0
matched_nonwinner,VELVET:3,1,0.0,1.0
matched_nonwinner,VET:2,1,0.0,0.0
matched_nonwinner,VET:3,1,0.0,1.0
matched_nonwinner,VET:4,1,0.0,0.0
matched_nonwinner,VINE:2,1,0.0,0.0
matched_nonwinner,VIRTUAL:1,1,0.0,0.0
matched_nonwinner,VVV:2,1,0.0,0.0
matched_nonwinner,WAXP:2,1,0.0,0.0
matched_nonwinner,WIF:1,1,0.0,1.0
matched_nonwinner,WIF:2,1,0.0,1.0
matched_nonwinner,WIF:3,1,0.0,0.0
matched_nonwinner,WLD:1,2,0.0,0.0
matched_nonwinner,WLD:3,2,0.0,0.0
matched_nonwinner,XAI:1,2,0.0,0.5
matched_nonwinner,XLM:1,1,0.0,0.0
matched_nonwinner,XTZ:1,1,0.0,0.0
matched_nonwinner,XVG:1,1,0.0,1.0
matched_nonwinner,XVS:2,1,0.0,0.0
matched_nonwinner,ZAMA:1,1,0.0,0.0
matched_nonwinner,ZAMA:2,1,0.0,0.0
matched_nonwinner,ZEC:1,2,0.0,0.0
matched_nonwinner,ZETA:1,1,0.0,0.0
matched_nonwinner,ZETA:2,2,0.0,0.5
matched_nonwinner,ZKP:1,1,0.0,1.0
winner_gt10,1000000MOG:1,1,0.0,0.0
winner_gt10,1000BONK:1,1,0.0,1.0
winner_gt10,1000CAT:1,1,1.0,1.0
winner_gt10,1000PEPE:1,1,0.0,1.0
winner_gt10,1000RATS:1,1,0.0,0.0
winner_gt10,1MBABYDOGE:2,1,0.0,0.0
winner_gt10,AAVE:1,2,0.0,1.0
winner_gt10,ACE:1,1,0.0,0.0
winner_gt10,ACH:3,2,0.0,1.0
winner_gt10,ACT:3,2,0.0,1.0
winner_gt10,ACU:2,1,0.0,0.0
winner_gt10,ACX:2,1,0.0,1.0
winner_gt10,ADA:1,3,0.0,0.0
winner_gt10,ADA:2,6,0.0,0.5
winner_gt10,AEVO:1,4,0.0,0.5
winner_gt10,AI16Z:1,1,0.0,0.0
winner_gt10,AIGENSYN:2,1,0.0,0.0
winner_gt10,AIN:1,1,0.0,1.0
winner_gt10,AIOT:1,2,0.0,0.5
winner_gt10,ALCH:2,2,0.0,0.0
winner_gt10,ALGO:1,3,0.0,0.0
winner_gt10,ALGO:10,2,0.0,1.0
winner_gt10,ALGO:2,3,0.0,0.0
winner_gt10,ALGO:4,3,0.0,0.0
winner_gt10,ALICE:1,1,0.0,1.0
winner_gt10,ALPACA:1,1,0.0,0.0
winner_gt10,ALPINE:2,2,0.0,0.5
winner_gt10,ALT:1,1,0.0,0.0
winner_gt10,ANIME:2,1,0.0,0.0
winner_gt10,APE:1,1,0.0,1.0
winner_gt10,APE:2,1,0.0,0.0
winner_gt10,AR:1,1,0.0,0.0
winner_gt10,ARB:1,2,0.0,0.0
winner_gt10,ARB:2,1,0.0,1.0
winner_gt10,ARB:8,2,0.0,0.5
winner_gt10,ARC:1,1,0.0,0.0
winner_gt10,ARIA:3,2,0.0,0.0
winner_gt10,ARK:1,1,0.0,1.0
winner_gt10,ARK:3,1,0.0,1.0
winner_gt10,ARKM:1,1,0.0,1.0
winner_gt10,ARPA:1,1,0.0,0.0
winner_gt10,ARPA:3,1,0.0,0.0
winner_gt10,ARPA:5,2,0.0,0.0
winner_gt10,ASTER:3,2,1.0,1.0
winner_gt10,ATH:2,3,0.0,0.6666666666666666
winner_gt10,AUCTION:1,1,0.0,0.0
winner_gt10,AVAX:1,2,0.0,0.5
winner_gt10,AXL:1,1,0.0,1.0
winner_gt10,AXS:2,2,0.0,0.5
winner_gt10,B2:2,1,0.0,1.0
winner_gt10,B3:1,1,0.0,0.0
winner_gt10,BAN:1,1,0.0,0.0
winner_gt10,BB:1,1,0.0,0.0
winner_gt10,BEAT:1,3,0.0,0.0
winner_gt10,BERA:1,2,0.0,0.0
winner_gt10,BILL:1,1,0.0,0.0
winner_gt10,BIO:1,1,0.0,0.0
winner_gt10,BIO:3,2,0.0,0.0
winner_gt10,BIO:6,3,0.0,1.0
winner_gt10,BLESS:1,1,0.0,0.0
winner_gt10,BLESS:3,1,0.0,0.0
winner_gt10,BLESS:5,3,0.0,0.0
winner_gt10,BLUR:2,1,0.0,1.0
winner_gt10,BLUR:4,5,0.2,0.6
winner_gt10,BMT:1,1,0.0,0.0
winner_gt10,BOME:1,1,0.0,0.0
winner_gt10,BOME:3,2,0.0,0.0
winner_gt10,BONK:1,1,0.0,0.0
winner_gt10,BROCCOLI714:2,1,0.0,1.0
winner_gt10,BROCCOLIF3B:1,1,0.0,0.0
winner_gt10,BSV:2,1,0.0,0.0
winner_gt10,BTR:1,1,0.0,0.0
winner_gt10,BULLA:2,2,0.0,1.0
winner_gt10,BZ:1,1,0.0,0.0
winner_gt10,C98:1,1,0.0,0.0
winner_gt10,CFG:1,1,0.0,0.0
winner_gt10,CFG:2,1,0.0,0.0
winner_gt10,CFX:1,2,0.0,1.0
winner_gt10,CFX:4,2,0.0,0.0
winner_gt10,CGPT:1,1,0.0,0.0
winner_gt10,CGPT:2,1,0.0,0.0
winner_gt10,CKB:1,1,0.0,0.0
winner_gt10,COOKIE:1,1,0.0,0.0
winner_gt10,CORE:1,1,0.0,0.0
winner_gt10,COTI:1,2,0.0,0.0
winner_gt10,CRO:1,1,0.0,0.0
winner_gt10,CRV:2,1,0.0,0.0
winner_gt10,CTSI:2,1,0.0,1.0
winner_gt10,DASH:1,1,0.0,0.0
winner_gt10,DASH:2,2,0.0,0.0
winner_gt10,DODOX:2,1,0.0,1.0
winner_gt10,DOGS:1,1,0.0,0.0
winner_gt10,DOGS:4,2,0.0,0.5
winner_gt10,DOGS:5,1,0.0,0.0
winner_gt10,DOGS:7,1,0.0,1.0
winner_gt10,DRIFT:1,1,0.0,0.0
winner_gt10,DYDX:1,2,0.0,0.5
winner_gt10,DYM:1,1,0.0,0.0
winner_gt10,EDEN:1,1,0.0,0.0
winner_gt10,EDEN:3,2,0.0,0.0
winner_gt10,EDGE:4,3,0.0,0.0
winner_gt10,EDGEX:2,1,0.0,0.0
winner_gt10,ENA:1,1,0.0,0.0
winner_gt10,ENA:4,2,0.0,0.5
winner_gt10,ENJ:3,6,0.0,0.3333333333333333
winner_gt10,ESPORTS:2,1,0.0,0.0
winner_gt10,ETH:1,2,0.0,1.0
winner_gt10,ETH:2,5,0.0,0.8
winner_gt10,ETHW:1,1,0.0,0.0
winner_gt10,ETHW:2,1,0.0,0.0
winner_gt10,EUL:1,1,0.0,0.0
winner_gt10,EUL:2,1,0.0,1.0
winner_gt10,FF:1,1,0.0,0.0
winner_gt10,FLOCK:2,1,0.0,0.0
winner_gt10,FLOCK:4,1,0.0,1.0
winner_gt10,GALA:1,1,0.0,1.0
winner_gt10,GMX:1,2,0.0,0.0
winner_gt10,GUN:1,1,0.0,0.0
winner_gt10,GWEI:3,2,0.0,0.5
winner_gt10,H:2,1,0.0,1.0
winner_gt10,HBAR:1,1,0.0,0.0
winner_gt10,HBAR:2,3,0.0,0.0
winner_gt10,HBAR:7,3,0.0,0.0
winner_gt10,HMSTR:2,2,0.0,0.5
winner_gt10,HNT:1,1,0.0,0.0
winner_gt10,HOT:2,1,0.0,1.0
winner_gt10,HYPE:1,1,0.0,0.0
winner_gt10,HYPER:1,2,0.0,0.0
winner_gt10,HYPER:5,1,0.0,1.0
winner_gt10,HYUNDAI:1,1,0.0,0.0
winner_gt10,IMX:3,2,0.0,1.0
winner_gt10,INIT:1,2,0.0,1.0
winner_gt10,INJ:3,2,0.0,0.0
winner_gt10,INX:1,1,0.0,0.0
winner_gt10,IO:1,2,0.0,0.5
winner_gt10,IOTA:1,3,0.0,0.0
winner_gt10,IOTA:4,3,0.0,0.3333333333333333
winner_gt10,JASMY:1,1,0.0,1.0
winner_gt10,JELLYJELLY:2,2,0.0,1.0
winner_gt10,JELLYJELLY:3,3,0.0,0.3333333333333333
winner_gt10,JTO:2,2,0.0,0.0
winner_gt10,KAIA:1,1,0.0,0.0
winner_gt10,KAS:1,1,0.0,0.0
winner_gt10,KAT:2,1,0.0,0.0
winner_gt10,KGEN:2,2,0.0,1.0
winner_gt10,KMNO:1,1,0.0,0.0
winner_gt10,LDO:1,2,0.0,1.0
winner_gt10,LDO:5,2,0.0,0.5
winner_gt10,LEVER:1,2,0.0,0.0
winner_gt10,LINK:1,3,0.0,0.3333333333333333
winner_gt10,LQTY:1,3,0.0,0.0
winner_gt10,LRC:2,2,0.0,0.0
winner_gt10,LRC:3,1,0.0,1.0
winner_gt10,LSK:1,1,0.0,1.0
winner_gt10,LTC:2,1,0.0,0.0
winner_gt10,LUMIA:1,1,0.0,0.0
winner_gt10,LYN:2,1,0.0,1.0
winner_gt10,M:2,2,0.0,0.0
winner_gt10,MAGIC:1,4,0.0,0.0
winner_gt10,MANTA:1,1,0.0,0.0
winner_gt10,MAVIA:1,1,0.0,0.0
winner_gt10,MBABYDOGE:1,1,0.0,0.0
winner_gt10,ME:1,1,0.0,0.0
winner_gt10,MET:2,2,0.0,1.0
winner_gt10,MOODENG:2,1,0.0,0.0
winner_gt10,MOODENG:3,2,0.0,0.0
winner_gt10,MORPHO:1,2,0.0,0.0
winner_gt10,MOVR:1,1,0.0,0.0
winner_gt10,MUBARAK:2,1,0.0,1.0
winner_gt10,MYRO:1,1,0.0,0.0
winner_gt10,NEIRO:1,2,0.0,0.5
winner_gt10,NEIROETH:1,1,0.0,0.0
winner_gt10,NEO:1,3,0.0,0.3333333333333333
winner_gt10,NIGHT:2,1,0.0,1.0
winner_gt10,NKN:1,2,0.0,0.0
winner_gt10,NXPC:1,1,0.0,0.0
winner_gt10,NXPC:4,1,0.0,1.0
winner_gt10,OGN:1,2,0.0,0.5
winner_gt10,OKB:1,1,0.0,1.0
winner_gt10,OL:1,1,0.0,0.0
winner_gt10,OM:1,2,0.0,0.5
winner_gt10,OMNI:1,1,0.0,0.0
winner_gt10,ONE:1,1,0.0,0.0
winner_gt10,OP:1,2,0.0,0.0
winner_gt10,OP:2,2,0.0,0.5
winner_gt10,OPG:1,3,0.0,0.0
winner_gt10,ORCA:2,2,0.0,0.0
winner_gt10,ORDI:1,3,0.0,0.0
winner_gt10,PENGU:1,2,0.0,0.0
winner_gt10,PENGU:3,2,0.0,0.0
winner_gt10,PENGU:6,2,0.0,0.5
winner_gt10,PEPE:1,1,0.0,1.0
winner_gt10,PHB:1,1,0.0,1.0
winner_gt10,PIXEL:1,2,0.0,0.0
winner_gt10,PLAY:1,3,0.0,0.3333333333333333
winner_gt10,PLUME:2,1,0.0,1.0
winner_gt10,PROM:2,1,0.0,0.0
winner_gt10,PROM:3,3,0.0,0.0
winner_gt10,PYTH:1,1,0.0,0.0
winner_gt10,QTUM:3,2,0.0,1.0
winner_gt10,RAVE:1,3,0.3333333333333333,1.0
winner_gt10,RAY:1,1,0.0,0.0
winner_gt10,RAY:2,1,0.0,0.0
winner_gt10,RAY:5,1,0.0,1.0
winner_gt10,RAYSOL:1,1,0.0,0.0
winner_gt10,RAYSOL:4,1,0.0,1.0
winner_gt10,RED:2,2,0.0,0.0
winner_gt10,REZ:1,1,0.0,0.0
winner_gt10,RIF:1,1,0.0,0.0
winner_gt10,RSR:3,6,0.16666666666666666,0.6666666666666666
winner_gt10,SAGA:1,1,0.0,0.0
winner_gt10,SEI:1,1,0.0,1.0
winner_gt10,SHAZ:1,1,0.0,0.0
winner_gt10,SHELL:1,1,0.0,0.0
winner_gt10,SHELL:2,1,0.0,0.0
winner_gt10,SIREN:1,1,0.0,0.0
winner_gt10,SIREN:2,1,0.0,0.0
winner_gt10,SKYAI:1,1,0.0,0.0
winner_gt10,SKYAI:4,1,0.0,0.0
winner_gt10,SKYAI:5,2,0.0,0.5
winner_gt10,SLP:2,1,0.0,0.0
winner_gt10,SOLV:1,1,0.0,0.0
winner_gt10,SOLV:4,1,0.0,0.0
winner_gt10,SOMI:1,1,0.0,1.0
winner_gt10,SONIC:1,1,0.0,0.0
winner_gt10,SOON:1,1,0.0,1.0
winner_gt10,SOON:2,1,0.0,0.0
winner_gt10,SPACE:1,1,0.0,1.0
winner_gt10,SPELL:1,1,0.0,1.0
winner_gt10,SPX:1,1,0.0,1.0
winner_gt10,SPX:4,1,0.0,0.0
winner_gt10,SSV:2,2,0.0,0.0
winner_gt10,STG:1,1,0.0,0.0
winner_gt10,STORJ:1,1,0.0,1.0
winner_gt10,STRK:1,2,0.0,0.0
winner_gt10,STRK:4,3,0.0,0.6666666666666666
winner_gt10,SUSHI:1,1,0.0,0.0
winner_gt10,T:2,1,0.0,0.0
winner_gt10,T:3,1,1.0,1.0
winner_gt10,TAC:1,1,0.0,0.0
winner_gt10,TAIKO:1,1,0.0,0.0
winner_gt10,TAO:1,4,0.0,0.0
winner_gt10,THE:1,1,0.0,1.0
winner_gt10,THETA:2,1,0.0,0.0
winner_gt10,TRADOOR:1,1,0.0,0.0
winner_gt10,TRUMP:1,1,0.0,0.0
winner_gt10,TRUMP:2,2,0.0,0.0
winner_gt10,TRUMP:5,1,0.0,1.0
winner_gt10,TRX:1,3,0.0,0.0
winner_gt10,TSLA:2,1,0.0,1.0
winner_gt10,TURBO:1,2,0.0,0.0
winner_gt10,TWT:2,1,0.0,1.0
winner_gt10,USUAL:2,1,0.0,1.0
winner_gt10,USUAL:3,1,0.0,1.0
winner_gt10,VANRY:1,1,0.0,0.0
winner_gt10,VELVET:2,1,0.0,0.0
winner_gt10,VELVET:4,2,0.0,1.0
winner_gt10,VET:1,2,0.0,0.0
winner_gt10,VET:5,1,0.0,1.0
winner_gt10,VINE:1,1,0.0,1.0
winner_gt10,VIRTUAL:2,1,0.0,1.0
winner_gt10,VVV:1,1,0.0,0.0
winner_gt10,WAXP:1,1,0.0,1.0
winner_gt10,WIF:4,5,0.0,0.8
winner_gt10,WLD:2,1,0.0,1.0
winner_gt10,WLD:4,2,0.0,0.5
winner_gt10,WLD:5,2,0.0,0.0
winner_gt10,WOO:1,1,0.0,0.0
winner_gt10,XAI:2,2,0.0,0.5
winner_gt10,XCN:1,1,0.0,0.0
winner_gt10,XLM:2,1,0.0,0.0
winner_gt10,XNY:1,1,0.0,0.0
winner_gt10,XRP:1,2,0.0,0.0
winner_gt10,XRP:2,4,0.25,0.75
winner_gt10,XTZ:2,1,0.0,0.0
winner_gt10,XVG:2,1,0.0,1.0
winner_gt10,XVS:1,1,0.0,0.0
winner_gt10,ZAMA:3,2,0.0,0.0
winner_gt10,ZEC:2,2,0.0,0.0
winner_gt10,ZEC:3,3,0.0,0.0
winner_gt10,ZEC:4,2,0.0,0.0
winner_gt10,ZEN:1,1,0.0,0.0
winner_gt10,ZETA:3,3,0.0,0.3333333333333333
winner_gt10,ZKP:2,1,0.0,0.0
