cohort,episode_id,n,strict,broad
matched_nonwinner,1000000MOG:2,1,0.0,0.0
matched_nonwinner,1000PEPE:2,1,0.0,1.0
matched_nonwinner,1000RATS:2,1,0.0,0.0
matched_nonwinner,1MBABYDOGE:1,1,0.0,0.0
matched_nonwinner,ACE:2,1,0.0,1.0
matched_nonwinner,ACH:1,1,0.0,1.0
matched_nonwinner,ACH:2,1,0.0,1.0
matched_nonwinner,ACT:1,1,0.0,1.0
matched_nonwinner,ACT:2,1,0.0,0.0
matched_nonwinner,ACU:1,1,0.0,1.0
matched_nonwinner,ACX:1,1,0.0,1.0
matched_nonwinner,ADA:3,1,0.0,0.0
matched_nonwinner,ADA:4,1,0.0,0.0
matched_nonwinner,ADA:5,2,0.0,0.0
matched_nonwinner,ADA:6,2,0.0,0.5
matched_nonwinner,AEVO:2,2,0.0,0.0
matched_nonwinner,AEVO:3,2,0.0,0.5
matched_nonwinner,AI16Z:2,1,0.0,0.0
matched_nonwinner,AIGENSYN:1,1,0.0,0.0
matched_nonwinner,AIN:2,1,0.0,0.0
matched_nonwinner,AIOT:2,1,0.0,0.0
matched_nonwinner,ALCH:1,1,0.0,1.0
matched_nonwinner,ALCH:3,1,0.0,0.0
matched_nonwinner,ALGO:3,1,0.0,0.0
matched_nonwinner,ALGO:5,1,0.0,1.0
matched_nonwinner,ALGO:6,1,0.0,0.0
matched_nonwinner,ALGO:7,1,0.0,0.0
matched_nonwinner,ALGO:8,1,0.0,0.0
matched_nonwinner,ALGO:9,1,0.0,0.0
matched_nonwinner,ALICE:2,1,0.0,1.0
matched_nonwinner,ALPINE:1,1,0.0,1.0
matched_nonwinner,ALT:2,1,0.0,0.0
matched_nonwinner,ANIME:1,1,0.0,0.0
matched_nonwinner,APE:3,1,0.0,1.0
matched_nonwinner,APE:4,1,0.0,0.0
matched_nonwinner,AR:2,1,0.0,1.0
matched_nonwinner,ARB:3,1,0.0,0.0
matched_nonwinner,ARB:4,1,0.0,1.0
matched_nonwinner,ARB:5,1,0.0,0.0
matched_nonwinner,ARB:6,1,0.0,0.0
matched_nonwinner,ARB:7,1,0.0,0.0
matched_nonwinner,ARC:2,1,0.0,0.0
matched_nonwinner,ARIA:1,1,0.0,0.0
matched_nonwinner,ARIA:2,1,0.0,0.0
matched_nonwinner,ARK:2,1,0.0,1.0
matched_nonwinner,ARPA:2,1,0.0,1.0
matched_nonwinner,ARPA:4,1,0.0,0.0
matched_nonwinner,ARPA:6,1,0.0,0.0
matched_nonwinner,ASTER:1,1,0.0,0.0
matched_nonwinner,ASTER:2,1,0.0,0.0
matched_nonwinner,ATH:1,1,0.0,0.0
matched_nonwinner,AUCTION:2,1,0.0,0.0
matched_nonwinner,AXL:2,1,0.0,0.0
matched_nonwinner,AXS:1,1,0.0,1.0
matched_nonwinner,AXS:3,1,0.0,0.0
matched_nonwinner,B2:1,1,0.0,0.0
matched_nonwinner,BAN:2,1,0.0,0.0
matched_nonwinner,BERA:2,1,0.0,0.0
matched_nonwinner,BERA:3,1,0.0,0.0
matched_nonwinner,BILL:2,1,0.0,0.0
matched_nonwinner,BIO:2,1,0.0,0.0
matched_nonwinner,BIO:4,2,0.0,0.0
matched_nonwinner,BIO:5,1,0.0,1.0
matched_nonwinner,BLESS:2,1,0.0,1.0
matched_nonwinner,BLESS:4,2,0.0,0.0
matched_nonwinner,BLESS:6,1,0.0,1.0
matched_nonwinner,BLUR:1,1,0.0,1.0
matched_nonwinner,BLUR:3,3,0.0,0.3333333333333333
matched_nonwinner,BOME:2,1,0.0,0.0
matched_nonwinner,BROCCOLI714:1,1,0.0,0.0
matched_nonwinner,BROCCOLIF3B:2,1,0.0,1.0
matched_nonwinner,BSV:1,1,0.0,0.0
matched_nonwinner,BULLA:1,1,0.0,0.0
matched_nonwinner,BZ:2,1,0.0,1.0
matched_nonwinner,CFG:3,1,0.0,0.0
matched_nonwinner,CFG:4,1,0.0,0.0
matched_nonwinner,CFX:2,1,0.0,0.0
matched_nonwinner,CFX:3,1,0.0,0.0
matched_nonwinner,CFX:5,2,0.0,1.0
matched_nonwinner,COOKIE:2,1,0.0,0.0
matched_nonwinner,CORE:2,1,0.0,0.0
matched_nonwinner,COTI:2,1,0.0,1.0
matched_nonwinner,COTI:3,1,0.0,0.0
matched_nonwinner,CRO:2,1,0.0,0.0
matched_nonwinner,CRV:1,1,0.0,0.0
matched_nonwinner,CTSI:1,1,0.0,1.0
matched_nonwinner,DASH:3,2,0.0,0.0
matched_nonwinner,DODOX:1,1,0.0,0.0
matched_nonwinner,DOGS:2,1,0.0,0.0
matched_nonwinner,DOGS:3,1,0.0,0.0
matched_nonwinner,DOGS:6,1,0.0,1.0
matched_nonwinner,DRIFT:2,1,0.0,0.0
matched_nonwinner,DYDX:2,1,0.0,1.0
matched_nonwinner,DYM:2,1,0.0,0.0
matched_nonwinner,EDEN:2,1,0.0,0.0
matched_nonwinner,EDEN:4,2,0.0,0.0
matched_nonwinner,EDGE:1,1,0.0,0.0
matched_nonwinner,EDGE:2,1,0.0,1.0
matched_nonwinner,EDGE:3,1,0.0,0.0
matched_nonwinner,EDGEX:1,1,0.0,0.0
matched_nonwinner,ENA:2,1,0.0,0.0
matched_nonwinner,ENA:3,2,0.0,0.5
matched_nonwinner,ENJ:1,2,0.0,0.0
matched_nonwinner,ENJ:2,1,0.0,1.0
matched_nonwinner,ESPORTS:1,1,0.0,1.0
matched_nonwinner,ETH:3,2,0.0,1.0
matched_nonwinner,EUL:3,1,0.0,1.0
matched_nonwinner,FLOCK:1,1,0.0,1.0
matched_nonwinner,FLOCK:3,1,0.0,1.0
matched_nonwinner,GALA:2,1,0.0,1.0
matched_nonwinner,GMX:2,1,0.0,0.0
matched_nonwinner,GMX:3,1,0.0,0.0
matched_nonwinner,GWEI:1,1,0.0,0.0
matched_nonwinner,GWEI:2,1,0.0,0.0
matched_nonwinner,H:1,1,0.0,0.0
matched_nonwinner,HBAR:3,1,0.0,0.0
matched_nonwinner,HBAR:4,2,0.0,0.5
matched_nonwinner,HBAR:5,1,0.0,0.0
matched_nonwinner,HBAR:6,2,0.0,0.5
matched_nonwinner,HMSTR:1,1,1.0,1.0
matched_nonwinner,HMSTR:3,1,0.0,0.0
matched_nonwinner,HOT:1,1,0.0,0.0
matched_nonwinner,HYPE:2,1,0.0,0.0
matched_nonwinner,HYPER:2,1,0.0,0.0
matched_nonwinner,HYPER:3,1,0.0,0.0
matched_nonwinner,HYPER:4,1,0.0,1.0
matched_nonwinner,IMX:1,1,0.0,1.0
matched_nonwinner,IMX:2,1,0.0,0.0
matched_nonwinner,INIT:2,1,0.0,0.0
matched_nonwinner,INIT:3,1,0.0,1.0
matched_nonwinner,INJ:1,1,0.0,0.0
matched_nonwinner,INJ:2,1,0.0,0.0
matched_nonwinner,INX:2,1,0.0,0.0
matched_nonwinner,IO:2,1,0.0,0.0
matched_nonwinner,IO:3,1,0.0,0.0
matched_nonwinner,IOTA:2,2,0.0,0.5
matched_nonwinner,IOTA:3,1,0.0,1.0
matched_nonwinner,JASMY:2,1,0.0,0.0
matched_nonwinner,JELLYJELLY:1,1,0.0,1.0
matched_nonwinner,JELLYJELLY:4,1,0.0,0.0
matched_nonwinner,JELLYJELLY:5,1,0.0,0.0
matched_nonwinner,JELLYJELLY:6,1,0.0,0.0
matched_nonwinner,JTO:1,1,0.0,0.0
matched_nonwinner,KAT:1,1,0.0,1.0
matched_nonwinner,KGEN:1,1,0.0,0.0
matched_nonwinner,LDO:2,1,0.0,0.0
matched_nonwinner,LDO:3,1,0.0,0.0
matched_nonwinner,LDO:4,2,0.0,0.0
matched_nonwinner,LEVER:2,1,0.0,0.0
matched_nonwinner,LINK:2,2,0.0,0.0
matched_nonwinner,LINK:3,1,0.0,1.0
matched_nonwinner,LRC:1,1,0.0,1.0
matched_nonwinner,LSK:2,1,0.0,1.0
matched_nonwinner,LTC:1,1,0.0,1.0
matched_nonwinner,LUMIA:2,1,0.0,1.0
matched_nonwinner,LYN:1,1,0.0,0.0
matched_nonwinner,M:1,2,0.0,0.0
matched_nonwinner,MANTA:2,1,0.0,0.0
matched_nonwinner,ME:2,1,0.0,1.0
matched_nonwinner,MET:1,2,0.0,1.0
matched_nonwinner,MOODENG:1,1,0.0,0.0
matched_nonwinner,MORPHO:2,1,0.0,0.0
matched_nonwinner,MORPHO:3,1,0.0,0.0
matched_nonwinner,MOVR:2,1,0.0,1.0
matched_nonwinner,MUBARAK:1,1,0.0,0.0
matched_nonwinner,NEIRO:2,1,0.0,0.0
matched_nonwinner,NEIRO:3,1,0.0,0.0
matched_nonwinner,NEIROETH:2,1,0.0,0.0
matched_nonwinner,NIGHT:1,1,0.0,1.0
matched_nonwinner,NKN:2,1,0.0,0.0
matched_nonwinner,NKN:3,1,0.0,0.0
matched_nonwinner,NXPC:2,1,0.0,1.0
matched_nonwinner,NXPC:3,1,0.0,1.0
matched_nonwinner,OGN:2,1,0.0,0.0
matched_nonwinner,OKB:2,1,0.0,0.0
matched_nonwinner,OL:2,1,0.0,0.0
matched_nonwinner,OM:2,1,0.0,0.0
matched_nonwinner,OMNI:2,1,0.0,0.0
matched_nonwinner,ONE:2,1,0.0,1.0
matched_nonwinner,OP:3,1,0.0,0.0
matched_nonwinner,OP:4,2,0.0,0.0
matched_nonwinner,OP:5,1,0.0,1.0
matched_nonwinner,OPG:2,1,0.0,0.0
matched_nonwinner,ORCA:1,1,0.0,1.0
matched_nonwinner,ORCA:3,1,0.0,1.0
matched_nonwinner,ORDI:1,1,0.0,0.0
matched_nonwinner,ORDI:2,1,0.0,0.0
matched_nonwinner,ORDI:3,1,0.0,1.0
matched_nonwinner,PENGU:2,2,0.0,0.0
matched_nonwinner,PENGU:4,1,0.0,0.0
matched_nonwinner,PENGU:5,1,0.0,0.0
matched_nonwinner,PIXEL:2,1,0.0,0.0
matched_nonwinner,PLUME:1,1,0.0,1.0
matched_nonwinner,PROM:1,1,0.0,0.0
matched_nonwinner,PROM:4,1,0.0,0.0
matched_nonwinner,PYTH:2,1,0.0,0.0
matched_nonwinner,QTUM:1,1,0.0,1.0
matched_nonwinner,QTUM:2,1,0.0,0.0
matched_nonwinner,RAVE:2,1,0.0,1.0
matched_nonwinner,RAY:3,1,0.0,0.0
matched_nonwinner,RAY:4,1,0.0,0.0
matched_nonwinner,RAYSOL:2,1,0.0,0.0
matched_nonwinner,RAYSOL:3,1,0.0,0.0
matched_nonwinner,RED:1,1,0.0,1.0
matched_nonwinner,REZ:2,1,0.0,0.0
matched_nonwinner,RIF:2,1,0.0,0.0
matched_nonwinner,RSR:1,2,0.0,1.0
matched_nonwinner,RSR:2,2,0.0,1.0
matched_nonwinner,RSR:3,2,0.0,1.0
matched_nonwinner,SEI:2,1,0.0,0.0
matched_nonwinner,SHAZ:2,1,0.0,0.0
matched_nonwinner,SIREN:3,1,0.0,0.0
matched_nonwinner,SKYAI:2,1,0.0,0.0
matched_nonwinner,SKYAI:3,1,0.0,0.0
matched_nonwinner,SKYAI:6,1,0.0,0.0
matched_nonwinner,SLP:1,1,0.0,1.0
matched_nonwinner,SOLV:2,1,0.0,1.0
matched_nonwinner,SOLV:3,1,0.0,0.0
matched_nonwinner,SOMI:2,1,0.0,1.0
matched_nonwinner,SOON:3,1,0.0,0.0
matched_nonwinner,SPACE:2,1,0.0,1.0
matched_nonwinner,SPELL:2,1,0.0,0.0
matched_nonwinner,SPX:2,1,0.0,0.0
matched_nonwinner,SPX:3,1,0.0,1.0
matched_nonwinner,SSV:1,2,0.0,1.0
matched_nonwinner,STRK:2,1,0.0,0.0
matched_nonwinner,STRK:3,1,0.0,1.0
matched_nonwinner,STRK:5,2,0.0,0.0
matched_nonwinner,STRK:6,1,0.0,1.0
matched_nonwinner,T:1,1,0.0,0.0
matched_nonwinner,T:4,1,0.0,1.0
matched_nonwinner,TAC:2,1,0.0,1.0
matched_nonwinner,TAIKO:2,1,0.0,0.0
matched_nonwinner,TAO:2,1,0.0,0.0
matched_nonwinner,TAO:3,1,0.0,0.0
matched_nonwinner,TAO:4,1,0.0,0.0
matched_nonwinner,THE:2,1,0.0,0.0
matched_nonwinner,THETA:1,1,0.0,1.0
matched_nonwinner,TRADOOR:2,1,0.0,1.0
matched_nonwinner,TRUMP:3,2,0.0,0.5
matched_nonwinner,TRUMP:4,1,0.0,0.0
