outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,11,-69.24476203120462,-64.89182854217732,-761.6923823432508,0.0,False,0.0,11,0
transition_colour_exit,110,-13.925014354466866,-32.78446122738253,-1531.7515789913552,0.644433573645648,False,0.2727272727272727,80,0
