event_id,mother_decision_time,fold,event_net_return,assigned_controls,control_mean_return,excess
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,2023H1,0.0,3,-0.0018031445979799943,0.0018031445979799943
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,2023H1,-0.003791062479613359,0,,
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,2023H1,-0.003397842486154377,0,,
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,2023H1,0.011641801071308635,0,,
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,2023H1,0.0,0,,
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,2023H1,-0.0030387524495789613,0,,
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023H1,-0.007567063135359596,3,-0.00589521000723488,-0.0016718531281247158
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,2023H1,0.001666357140677423,3,0.0003059778377366348,0.0013603793029407882
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,2023H1,-0.0008026902728310841,0,,
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,2023H1,0.0,0,,
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,2023H1,0.0,0,,
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,0.0,3,-0.0014836389861579962,0.0014836389861579962
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,2023H1,0.0,0,,
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,2023H1,0.0,0,,
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023H1,-0.004289004029936814,0,,
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023H1,0.00210622793247728,0,,
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023H1,-0.0034656876979024514,3,-0.002924998618369847,-0.0005406890795326045
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,2023H1,0.0,0,,
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,2023H1,0.0,0,,
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023H1,-0.004699651696722927,0,,
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,2023H1,0.0,3,-0.0016742264208400293,0.0016742264208400293
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023H1,-0.015878374968458342,3,-0.003111979592662627,-0.012766395375795716
