primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,8,-11.250432042953905,-10.703493531330471,-90.00345634363124,0.0,False,0.0,8,0
early_reversal,10,-44.5279731458743,-34.017533879481235,-445.27973145874296,0.0,False,0.0,10,0
giveback,7,-35.022775899210856,-29.746730059089217,-245.15943129447598,0.0,False,0.0,7,0
hard_stop,11,-69.24476203120462,-64.89182854217732,-761.6923823432508,0.0,False,0.0,11,0
other_loss,55,-64.13594519924408,-50.956960340573495,-3527.4769859584244,0.0,False,0.0,55,0
