fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,26,-26.574740870041516,-37.94815301159547,-690.9432626210794,0.4193187798852519,False,0.2692307692307692,19,0
2023H2,25,-30.960940933129223,-29.746730059089217,-774.0235233282306,0.07532825691461281,False,0.16,21,0
2024H1,29,-6.869177367234945,-33.61339865208144,-199.2061436498134,0.8240479626117576,False,0.3103448275862069,20,0
2024H2,41,-15.348073944767847,-38.5967854917446,-629.2710317354818,0.6706227397966464,False,0.24390243902439024,31,0
