direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,50,-17.793900281956276,-30.438634424935202,-889.6950140978138,0.5192936043135821,False,0.26,37,0
1,71,-19.77111193291256,-37.954182570737444,-1403.7489472367918,0.5638912014340248,False,0.23943661971830985,54,0
