signal_i,signal_bar_open,entry_i,entry_time,side,entry_price,initial_stop,initial_risk,initial_risk_frac,protection,mfe_r,trail_armed,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,exit_time_precision,cost_r,protection_armed,be_armed,protection_trigger_i,trigger_i,activation_timing,cost_protection,activation_price,target_price,net_take_profit_r,exit_at_open,full_initial_stop,ambiguous_stop_tp,ambiguous_stop_tp_count,entry_side_source,side_override,final_protection,mfe_precision,mfe_r_strategy_usable,arm,trade_no,carry_in,signal_id,direction,signal_open_bj,signal_confirm_bj,entry_bj,exit_bar_open_bj,exit_bj_from,exit_bj_to,status,price_risk_1u_quantity_eth,be_trigger_bar_bj,favorable_r_lower,favorable_r_upper
541327,2026-09-01 05:33:00+00:00,541328,2026-09-01 05:36:00+00:00,1,2477.9,2468.79,9.110000000000127,0.0036765002623189505,2482.86,0.36333699231612504,False,541332,2026-09-01 05:48:00+00:00,2482.86,cost_be,0.002001694983655433,1.6949836554331493e-06,0.5444566410537834,0.0004610318331281824,False,bar_open_or_intrabar_window,0.5439956092206291,True,True,541332.0,541332.0,olhc,2482.86,2482.88,2491.9700000000003,1.0,False,False,False,0,raw_v6_signal,,2482.86,legacy_excludes_stopped_exit_bar,False,olhc,1,False,2026-09-01 13:36:00,多,2026-09-01 13:33:00,2026-09-01 13:36:00,2026-09-01 13:36:00,2026-09-01 13:48:00,2026-09-01 13:48:00,2026-09-01 13:51:00,已平仓,0.10976948408342327,2026-09-01 13:48:00,0.5444566410537834,0.7047200878155854
541378,2026-09-01 08:06:00+00:00,541379,2026-09-01 08:09:00+00:00,-1,2462.1,2473.23,11.13000000000011,0.0045205312538077694,2457.17,0.15813117699907872,False,541382,2026-09-01 08:18:00+00:00,2457.17,cost_be,0.002002355712602988,2.3557126029877945e-06,0.4429469901167824,0.0005211141060032518,False,bar_open_or_intrabar_window,0.4424258760107773,True,True,541382.0,541382.0,olhc,2457.17,2457.15,2446.04,1.0,False,False,False,0,raw_v6_signal,,2457.17,legacy_excludes_stopped_exit_bar,False,olhc,2,False,2026-09-01 16:09:00,空,2026-09-01 16:06:00,2026-09-01 16:09:00,2026-09-01 16:09:00,2026-09-01 16:18:00,2026-09-01 16:18:00,2026-09-01 16:21:00,已平仓,0.08984725965857954,2026-09-01 16:18:00,0.4429469901167824,0.5660377358490265
542187,2026-09-03 00:33:00+00:00,542188,2026-09-03 00:36:00+00:00,-1,2380.52,2385.6,5.079999999999927,0.0021339875321358054,2375.75,1.9389763779527658,False,542196,2026-09-03 01:00:00+00:00,2370.67,take_profit,0.004137751415657087,0.002137751415657087,1.9389763779527658,1.0017637795275751,False,bar_open_or_intrabar_window,0.9372125984252102,True,True,542196.0,542196.0,olhc,2375.75,2375.73,2370.67,1.0,False,False,False,0,raw_v6_signal,,2375.75,capped_at_fixed_take_profit,False,olhc,3,False,2026-09-03 08:36:00,空,2026-09-03 08:33:00,2026-09-03 08:36:00,2026-09-03 08:36:00,2026-09-03 09:00:00,2026-09-03 09:00:00,2026-09-03 09:03:00,已平仓,0.19685039370079022,2026-09-03 09:00:00,1.9389763779527658,2.3208661417323095
542196,2026-09-03 01:00:00+00:00,542197,2026-09-03 01:03:00+00:00,-1,2375.88,2384.87,8.989999999999782,0.003783861137767809,2384.87,0.17352614015572673,False,542198,2026-09-03 01:06:00+00:00,2384.87,initial_stop,-0.003783861137767852,-0.005783861137767852,-1.0,-1.5285606229143736,False,bar_open_or_intrabar_window,0.5285606229143621,False,False,,,olhc,2371.12,2371.1,2362.13,1.0,False,True,False,0,raw_v6_signal,,2384.87,legacy_excludes_stopped_exit_bar,False,olhc,4,False,2026-09-03 09:03:00,空,2026-09-03 09:00:00,2026-09-03 09:03:00,2026-09-03 09:03:00,2026-09-03 09:06:00,2026-09-03 09:06:00,2026-09-03 09:09:00,已平仓,0.11123470522803384,,0.17352614015572673,0.17352614015572673
542201,2026-09-03 01:15:00+00:00,542202,2026-09-03 01:18:00+00:00,1,2388.62,2373.57,15.049999999999727,0.00630070919610475,2393.4,0.3122923588040105,False,542224,2026-09-03 02:24:00+00:00,2393.4,cost_be,0.0020011554788958996,1.1554788958995782e-06,0.31760797342194597,0.0001833887043404452,False,bar_open_or_intrabar_window,0.3174245847176137,True,True,542224.0,542224.0,olhc,2393.4,2393.42,2408.4500000000003,1.0,False,False,False,0,raw_v6_signal,,2393.4,legacy_excludes_stopped_exit_bar,False,olhc,5,False,2026-09-03 09:18:00,多,2026-09-03 09:15:00,2026-09-03 09:18:00,2026-09-03 09:18:00,2026-09-03 10:24:00,2026-09-03 10:24:00,2026-09-03 10:27:00,已平仓,0.06644518272425369,2026-09-03 10:24:00,0.31760797342194597,0.33421926910300936
542226,2026-09-03 02:30:00+00:00,542227,2026-09-03 02:33:00+00:00,1,2398.18,2387.21,10.9699999999998,0.004574302179152441,2402.98,0.0,False,542227,2026-09-03 02:33:00+00:00,2402.98,cost_be,0.002001517817678433,1.5178176784331338e-06,0.43755697356429074,0.00033181403829214576,False,bar_open_or_intrabar_window,0.4372251595259879,True,True,542227.0,542227.0,olhc,2402.98,2403.0,2413.9500000000003,1.0,False,False,False,0,raw_v6_signal,,2402.98,legacy_excludes_stopped_exit_bar,False,olhc,6,False,2026-09-03 10:33:00,多,2026-09-03 10:30:00,2026-09-03 10:33:00,2026-09-03 10:33:00,2026-09-03 10:33:00,2026-09-03 10:33:00,2026-09-03 10:36:00,已平仓,0.09115770282589045,2026-09-03 10:33:00,0.43755697356429074,0.7584320875114234
542428,2026-09-03 12:36:00+00:00,542429,2026-09-03 12:39:00+00:00,1,2416.41,2405.26,11.149999999999636,0.0046142831721436494,2421.25,0.9076233183857109,False,542436,2026-09-03 13:00:00+00:00,2421.25,cost_be,0.002002971350060667,2.9713500606671356e-06,0.43408071748881644,0.0006439461883494984,False,bar_open_or_intrabar_window,0.4334367713004626,True,True,542434.0,542434.0,olhc,2421.25,2421.27,2432.4,1.0,False,False,False,0,raw_v6_signal,,2421.25,legacy_excludes_stopped_exit_bar,False,olhc,7,False,2026-09-03 20:39:00,多,2026-09-03 20:36:00,2026-09-03 20:39:00,2026-09-03 20:39:00,2026-09-03 21:00:00,2026-09-03 21:00:00,2026-09-03 21:03:00,已平仓,0.08968609865471144,2026-09-03 20:54:00,0.9076233183857109,0.9076233183857109
542720,2026-09-04 03:12:00+00:00,542721,2026-09-04 03:15:00+00:00,1,2510.13,2503.84,6.289999999999964,0.002505846310748831,2503.84,0.1096979332273543,False,542736,2026-09-04 04:00:00+00:00,2503.84,initial_stop,-0.002505846310748794,-0.004505846310748794,-1.0,-1.7981335453100056,False,bar_open_or_intrabar_window,0.7981335453100206,False,False,,,olhc,2515.16,2515.17,2521.4500000000003,1.0,False,True,False,0,raw_v6_signal,,2503.84,legacy_excludes_stopped_exit_bar,False,olhc,8,False,2026-09-04 11:15:00,多,2026-09-04 11:12:00,2026-09-04 11:15:00,2026-09-04 11:15:00,2026-09-04 12:00:00,2026-09-04 12:00:00,2026-09-04 12:03:00,已平仓,0.1589825119236893,,0.1096979332273543,0.1096979332273543
542773,2026-09-04 05:51:00+00:00,542774,2026-09-04 05:54:00+00:00,-1,2504.0,2513.85,9.849999999999909,0.003933706070287504,2513.85,0.050761421319797426,False,542780,2026-09-04 06:12:00+00:00,2513.85,initial_stop,-0.003933706070287535,-0.005933706070287535,-1.0,-1.5084263959390989,False,bar_open_or_intrabar_window,0.508426395939091,False,False,,,olhc,2498.9900000000002,2498.98,2489.14,1.0,False,True,False,0,raw_v6_signal,,2513.85,legacy_excludes_stopped_exit_bar,False,olhc,9,False,2026-09-04 13:54:00,空,2026-09-04 13:51:00,2026-09-04 13:54:00,2026-09-04 13:54:00,2026-09-04 14:12:00,2026-09-04 14:12:00,2026-09-04 14:15:00,已平仓,0.10152284263959485,,0.050761421319797426,0.050761421319797426
542826,2026-09-04 08:30:00+00:00,542827,2026-09-04 08:33:00+00:00,1,2513.8,2508.21,5.5900000000001455,0.0022237250377914494,2518.83,0.0,False,542827,2026-09-04 08:33:00+00:00,2518.83,cost_be,0.0020009547298909247,9.547298909246688e-07,0.8998211091233658,0.00042933810372206975,False,bar_open_or_intrabar_window,0.8993917710196546,True,True,542827.0,542827.0,olhc,2518.83,2518.84,2524.42,1.0,False,False,False,0,raw_v6_signal,,2518.83,legacy_excludes_stopped_exit_bar,False,olhc,10,False,2026-09-04 16:33:00,多,2026-09-04 16:30:00,2026-09-04 16:33:00,2026-09-04 16:33:00,2026-09-04 16:33:00,2026-09-04 16:33:00,2026-09-04 16:36:00,已平仓,0.1788908765652905,2026-09-04 16:33:00,0.8998211091233658,1.025044722719118
542841,2026-09-04 09:15:00+00:00,542842,2026-09-04 09:18:00+00:00,1,2542.5,2524.83,17.670000000000073,0.00694985250737466,2547.59,0.0,False,542842,2026-09-04 09:18:00+00:00,2547.59,cost_be,0.002001966568338398,1.966568338397992e-06,0.2880588568194751,0.00028296547823298667,False,bar_open_or_intrabar_window,0.2877758913412552,True,True,542842.0,542842.0,olhc,2547.59,2547.61,2565.26,1.0,False,False,False,0,raw_v6_signal,,2547.59,legacy_excludes_stopped_exit_bar,False,olhc,11,False,2026-09-04 17:18:00,多,2026-09-04 17:15:00,2026-09-04 17:18:00,2026-09-04 17:18:00,2026-09-04 17:18:00,2026-09-04 17:18:00,2026-09-04 17:21:00,已平仓,0.0565930956423314,2026-09-04 17:18:00,0.2880588568194751,0.3322014714204792
543137,2026-09-05 00:03:00+00:00,543138,2026-09-05 00:06:00+00:00,1,2454.01,2452.08,1.930000000000291,0.0007864678628042636,2452.08,0.968911917098243,False,543144,2026-09-05 00:24:00+00:00,2452.08,initial_stop,-0.0007864678628042299,-0.00278646786280423,-1.0,-3.5430155440410247,False,bar_open_or_intrabar_window,2.5430155440410678,False,False,,,olhc,2458.92,2458.94,2460.85,1.0,False,True,False,0,raw_v6_signal,,2452.08,legacy_excludes_stopped_exit_bar,False,olhc,12,False,2026-09-05 08:06:00,多,2026-09-05 08:03:00,2026-09-05 08:06:00,2026-09-05 08:06:00,2026-09-05 08:24:00,2026-09-05 08:24:00,2026-09-05 08:27:00,已平仓,0.5181347150258286,,0.968911917098243,0.968911917098243
543182,2026-09-05 02:18:00+00:00,543183,2026-09-05 02:21:00+00:00,-1,2451.01,2453.65,2.6399999999998727,0.0010771069885475264,2453.65,0.6628787878788198,False,543205,2026-09-05 03:27:00+00:00,2453.65,initial_stop,-0.0010771069885475715,-0.0030771069885475715,-1.0,-2.8568257575758893,False,bar_open_or_intrabar_window,1.8568257575758471,False,False,,,olhc,2446.1,2446.08,2443.46,1.0,False,True,False,0,raw_v6_signal,,2453.65,legacy_excludes_stopped_exit_bar,False,olhc,13,False,2026-09-05 10:21:00,空,2026-09-05 10:18:00,2026-09-05 10:21:00,2026-09-05 10:21:00,2026-09-05 11:27:00,2026-09-05 11:27:00,2026-09-05 11:30:00,已平仓,0.37878787878789705,,0.6628787878788198,0.6628787878788198
