trade_no,bar_i,open_bj,active_stop,next_stop,trail_armed,raw_v6_side
4,542228,2026-09-03 10:36:00,2373.57,2373.57,False,0
4,542229,2026-09-03 10:39:00,2373.57,2373.57,False,0
4,542230,2026-09-03 10:42:00,2373.57,2373.57,False,0
4,542231,2026-09-03 10:45:00,2373.57,2373.57,False,0
4,542232,2026-09-03 10:48:00,2373.57,2373.57,False,0
4,542233,2026-09-03 10:51:00,2373.57,2373.57,False,0
4,542234,2026-09-03 10:54:00,2373.57,2373.57,False,0
4,542235,2026-09-03 10:57:00,2373.57,2373.57,False,0
4,542236,2026-09-03 11:00:00,2373.57,2373.57,False,0
4,542237,2026-09-03 11:03:00,2373.57,2373.57,False,0
4,542238,2026-09-03 11:06:00,2373.57,2373.57,False,0
4,542239,2026-09-03 11:09:00,2373.57,2373.57,False,0
4,542240,2026-09-03 11:12:00,2373.57,2373.57,False,0
4,542241,2026-09-03 11:15:00,2373.57,2373.57,False,0
4,542242,2026-09-03 11:18:00,2373.57,2373.57,False,0
4,542243,2026-09-03 11:21:00,2373.57,2373.57,False,0
4,542244,2026-09-03 11:24:00,2373.57,2373.57,False,0
4,542245,2026-09-03 11:27:00,2373.57,2373.57,False,0
4,542246,2026-09-03 11:30:00,2373.57,2373.57,False,0
4,542247,2026-09-03 11:33:00,2373.57,2373.57,False,0
4,542248,2026-09-03 11:36:00,2373.57,2373.57,False,0
4,542249,2026-09-03 11:39:00,2373.57,2373.57,False,0
4,542250,2026-09-03 11:42:00,2373.57,2373.57,False,0
4,542251,2026-09-03 11:45:00,2373.57,2373.57,False,0
4,542252,2026-09-03 11:48:00,2373.57,2373.57,False,0
4,542253,2026-09-03 11:51:00,2373.57,2373.57,False,0
4,542254,2026-09-03 11:54:00,2373.57,2373.57,False,0
4,542255,2026-09-03 11:57:00,2373.57,2373.57,False,0
4,542256,2026-09-03 12:00:00,2373.57,2373.57,False,0
4,542257,2026-09-03 12:03:00,2373.57,2373.57,False,0
4,542258,2026-09-03 12:06:00,2373.57,2373.57,False,0
4,542259,2026-09-03 12:09:00,2373.57,2373.57,False,0
4,542260,2026-09-03 12:12:00,2373.57,2373.57,False,0
4,542261,2026-09-03 12:15:00,2373.57,2373.57,False,0
4,542262,2026-09-03 12:18:00,2373.57,2373.57,False,0
4,542263,2026-09-03 12:21:00,2373.57,2373.57,False,0
4,542264,2026-09-03 12:24:00,2373.57,2373.57,False,0
4,542265,2026-09-03 12:27:00,2373.57,2373.57,False,0
4,542266,2026-09-03 12:30:00,2373.57,2373.57,False,0
4,542267,2026-09-03 12:33:00,2373.57,2373.57,False,0
4,542268,2026-09-03 12:36:00,2373.57,2373.57,False,0
4,542269,2026-09-03 12:39:00,2373.57,2373.57,False,0
4,542270,2026-09-03 12:42:00,2373.57,2373.57,False,0
4,542271,2026-09-03 12:45:00,2373.57,2373.57,False,0
4,542272,2026-09-03 12:48:00,2373.57,2373.57,False,0
4,542273,2026-09-03 12:51:00,2373.57,2373.57,False,0
4,542274,2026-09-03 12:54:00,2373.57,2373.57,False,0
4,542275,2026-09-03 12:57:00,2373.57,2373.57,False,0
4,542276,2026-09-03 13:00:00,2373.57,2373.57,False,0
4,542277,2026-09-03 13:03:00,2373.57,2373.57,False,0
4,542278,2026-09-03 13:06:00,2373.57,2373.57,False,0
4,542279,2026-09-03 13:09:00,2373.57,2373.57,False,0
4,542280,2026-09-03 13:12:00,2373.57,2373.57,False,0
4,542281,2026-09-03 13:15:00,2373.57,2373.57,False,0
4,542282,2026-09-03 13:18:00,2373.57,2373.57,False,0
4,542283,2026-09-03 13:21:00,2373.57,2373.57,False,0
4,542284,2026-09-03 13:24:00,2373.57,2373.57,False,0
4,542285,2026-09-03 13:27:00,2373.57,2373.57,False,0
4,542286,2026-09-03 13:30:00,2373.57,2373.57,False,0
4,542287,2026-09-03 13:33:00,2373.57,2373.57,False,0
4,542288,2026-09-03 13:36:00,2373.57,2373.57,False,0
4,542289,2026-09-03 13:39:00,2373.57,2373.57,False,0
4,542290,2026-09-03 13:42:00,2373.57,2373.57,False,0
4,542291,2026-09-03 13:45:00,2373.57,2373.57,False,0
4,542292,2026-09-03 13:48:00,2373.57,2373.57,False,0
4,542293,2026-09-03 13:51:00,2373.57,2373.57,False,0
4,542294,2026-09-03 13:54:00,2373.57,2373.57,False,0
4,542295,2026-09-03 13:57:00,2373.57,2373.57,False,0
4,542296,2026-09-03 14:00:00,2373.57,2373.57,False,0
4,542297,2026-09-03 14:03:00,2373.57,2373.57,False,0
4,542298,2026-09-03 14:06:00,2373.57,2373.57,False,0
4,542299,2026-09-03 14:09:00,2373.57,2373.57,False,0
4,542300,2026-09-03 14:12:00,2373.57,2373.57,False,0
4,542301,2026-09-03 14:15:00,2373.57,2373.57,False,0
4,542302,2026-09-03 14:18:00,2373.57,2373.57,False,0
4,542303,2026-09-03 14:21:00,2373.57,2373.57,False,0
4,542304,2026-09-03 14:24:00,2373.57,2373.57,False,0
4,542305,2026-09-03 14:27:00,2373.57,2373.57,False,0
4,542306,2026-09-03 14:30:00,2373.57,2373.57,False,0
4,542307,2026-09-03 14:33:00,2373.57,2373.57,False,0
4,542308,2026-09-03 14:36:00,2373.57,2373.57,False,0
4,542309,2026-09-03 14:39:00,2373.57,2373.57,False,0
4,542310,2026-09-03 14:42:00,2373.57,2373.57,False,0
4,542311,2026-09-03 14:45:00,2373.57,2373.57,False,0
4,542312,2026-09-03 14:48:00,2373.57,2373.57,False,0
4,542313,2026-09-03 14:51:00,2373.57,2373.57,False,0
4,542314,2026-09-03 14:54:00,2373.57,2373.57,False,0
4,542315,2026-09-03 14:57:00,2373.57,2373.57,False,0
4,542316,2026-09-03 15:00:00,2373.57,2373.57,False,0
4,542317,2026-09-03 15:03:00,2373.57,2373.57,False,1
4,542318,2026-09-03 15:06:00,2373.57,2373.57,False,0
4,542319,2026-09-03 15:09:00,2373.57,2373.57,False,0
4,542320,2026-09-03 15:12:00,2373.57,2373.57,False,0
4,542321,2026-09-03 15:15:00,2373.57,2373.57,False,0
4,542322,2026-09-03 15:18:00,2373.57,2373.57,False,0
4,542323,2026-09-03 15:21:00,2373.57,2373.57,False,0
4,542324,2026-09-03 15:24:00,2373.57,2373.57,False,0
4,542325,2026-09-03 15:27:00,2373.57,2373.57,False,0
4,542326,2026-09-03 15:30:00,2373.57,2373.57,False,0
4,542327,2026-09-03 15:33:00,2373.57,2373.57,False,0
4,542328,2026-09-03 15:36:00,2373.57,2373.57,False,0
4,542329,2026-09-03 15:39:00,2373.57,2373.57,False,0
4,542330,2026-09-03 15:42:00,2373.57,2373.57,False,0
4,542331,2026-09-03 15:45:00,2373.57,2373.57,False,0
4,542332,2026-09-03 15:48:00,2373.57,2373.57,False,0
4,542333,2026-09-03 15:51:00,2373.57,2373.57,False,-1
4,542334,2026-09-03 15:54:00,2373.57,2373.57,False,0
5,542429,2026-09-03 20:39:00,2405.26,2405.26,False,0
5,542430,2026-09-03 20:42:00,2405.26,2405.26,False,0
5,542431,2026-09-03 20:45:00,2405.26,2405.26,False,0
5,542432,2026-09-03 20:48:00,2405.26,2405.26,False,0
5,542433,2026-09-03 20:51:00,2405.26,2405.26,False,0
5,542434,2026-09-03 20:54:00,2405.26,2405.26,False,0
5,542435,2026-09-03 20:57:00,2405.26,2405.26,False,0
5,542436,2026-09-03 21:00:00,2405.26,2405.26,False,0
5,542437,2026-09-03 21:03:00,2405.26,2405.26,False,0
5,542438,2026-09-03 21:06:00,2405.26,2405.26,False,0
5,542439,2026-09-03 21:09:00,2405.26,2405.26,False,0
5,542440,2026-09-03 21:12:00,2405.26,2405.26,False,0
5,542441,2026-09-03 21:15:00,2405.26,2405.26,False,0
5,542442,2026-09-03 21:18:00,2405.26,2405.26,False,0
5,542443,2026-09-03 21:21:00,2405.26,2405.26,False,0
5,542444,2026-09-03 21:24:00,2405.26,2405.26,False,0
5,542445,2026-09-03 21:27:00,2405.26,2405.26,False,0
5,542446,2026-09-03 21:30:00,2405.26,2405.26,False,0
5,542447,2026-09-03 21:33:00,2405.26,2405.26,False,0
5,542448,2026-09-03 21:36:00,2405.26,2405.26,False,0
5,542449,2026-09-03 21:39:00,2405.26,2405.26,False,0
5,542450,2026-09-03 21:42:00,2405.26,2405.26,False,1
5,542451,2026-09-03 21:45:00,2405.26,2405.26,False,0
5,542452,2026-09-03 21:48:00,2405.26,2405.26,False,0
5,542453,2026-09-03 21:51:00,2405.26,2405.26,False,0
5,542454,2026-09-03 21:54:00,2405.26,2405.26,False,0
5,542455,2026-09-03 21:57:00,2405.26,2405.26,False,0
5,542456,2026-09-03 22:00:00,2405.26,2405.26,False,0
5,542457,2026-09-03 22:03:00,2405.26,2405.26,False,0
5,542458,2026-09-03 22:06:00,2405.26,2405.26,False,0
5,542459,2026-09-03 22:09:00,2405.26,2405.26,False,0
5,542460,2026-09-03 22:12:00,2405.26,2405.26,False,0
5,542461,2026-09-03 22:15:00,2405.26,2420.7400000000002,True,0
5,542462,2026-09-03 22:18:00,2420.7400000000002,2420.7400000000002,True,0
5,542463,2026-09-03 22:21:00,2420.7400000000002,2422.79,True,0
5,542464,2026-09-03 22:24:00,2422.79,2426.38,True,0
5,542465,2026-09-03 22:27:00,2426.38,2428.3,True,0
5,542466,2026-09-03 22:30:00,2428.3,2436.52,True,0
5,542467,2026-09-03 22:33:00,2436.52,2436.52,True,0
5,542468,2026-09-03 22:36:00,2436.52,2436.52,True,0
5,542469,2026-09-03 22:39:00,2436.52,2436.52,True,0
5,542470,2026-09-03 22:42:00,2436.52,2436.52,True,0
5,542471,2026-09-03 22:45:00,2436.52,2437.2200000000003,True,0
5,542472,2026-09-03 22:48:00,2437.2200000000003,2446.35,True,0
5,542473,2026-09-03 22:51:00,2446.35,2446.36,True,0
5,542474,2026-09-03 22:54:00,2446.36,2447.62,True,0
5,542475,2026-09-03 22:57:00,2447.62,2455.84,True,0
5,542476,2026-09-03 23:00:00,2455.84,2460.46,True,0
5,542477,2026-09-03 23:03:00,2460.46,2460.46,True,0
5,542478,2026-09-03 23:06:00,2460.46,2460.46,True,0
5,542479,2026-09-03 23:09:00,2460.46,2460.46,True,0
5,542480,2026-09-03 23:12:00,2460.46,2460.46,True,0
5,542481,2026-09-03 23:15:00,2460.46,2460.46,True,0
5,542482,2026-09-03 23:18:00,2460.46,2460.46,True,0
5,542483,2026-09-03 23:21:00,2460.46,2460.46,True,0
5,542484,2026-09-03 23:24:00,2460.46,2460.46,True,0
5,542485,2026-09-03 23:27:00,2460.46,2460.46,True,0
5,542486,2026-09-03 23:30:00,2460.46,2460.46,True,0
5,542487,2026-09-03 23:33:00,2460.46,2461.04,True,0
5,542488,2026-09-03 23:36:00,2461.04,2462.48,True,0
5,542489,2026-09-03 23:39:00,2462.48,2464.51,True,0
5,542490,2026-09-03 23:42:00,2464.51,2464.51,True,0
5,542491,2026-09-03 23:45:00,2464.51,2464.51,True,0
5,542492,2026-09-03 23:48:00,2464.51,2464.51,True,0
5,542493,2026-09-03 23:51:00,2464.51,2477.91,True,0
5,542494,2026-09-03 23:54:00,2477.91,2477.91,True,0
5,542495,2026-09-03 23:57:00,2477.91,2484.14,True,0
5,542496,2026-09-04 00:00:00,2484.14,2484.14,True,0
5,542497,2026-09-04 00:03:00,2484.14,2484.14,True,0
5,542498,2026-09-04 00:06:00,2484.14,2484.14,True,0
5,542499,2026-09-04 00:09:00,2484.14,2484.14,True,0
5,542500,2026-09-04 00:12:00,2484.14,2484.14,True,0
5,542501,2026-09-04 00:15:00,2484.14,2484.14,True,0
5,542502,2026-09-04 00:18:00,2484.14,2484.14,True,0
5,542503,2026-09-04 00:21:00,2484.14,2484.14,True,0
5,542504,2026-09-04 00:24:00,2484.14,2484.14,True,0
5,542505,2026-09-04 00:27:00,2484.14,2484.14,True,0
5,542506,2026-09-04 00:30:00,2484.14,2484.14,True,0
5,542507,2026-09-04 00:33:00,2484.14,2484.14,True,0
5,542508,2026-09-04 00:36:00,2484.14,2484.14,True,0
5,542509,2026-09-04 00:39:00,2484.14,2484.14,True,0
5,542510,2026-09-04 00:42:00,2484.14,2484.14,True,0
5,542511,2026-09-04 00:45:00,2484.14,2484.14,True,0
5,542512,2026-09-04 00:48:00,2484.14,2484.14,True,0
5,542513,2026-09-04 00:51:00,2484.14,2484.14,True,0
5,542514,2026-09-04 00:54:00,2484.14,2484.14,True,0
5,542515,2026-09-04 00:57:00,2484.14,2484.14,True,0
5,542516,2026-09-04 01:00:00,2484.14,2484.14,True,0
5,542517,2026-09-04 01:03:00,2484.14,2484.14,True,0
5,542518,2026-09-04 01:06:00,2484.14,2484.14,True,0
5,542519,2026-09-04 01:09:00,2484.14,2484.14,True,0
5,542520,2026-09-04 01:12:00,2484.14,2484.14,True,0
5,542521,2026-09-04 01:15:00,2484.14,2484.14,True,0
5,542522,2026-09-04 01:18:00,2484.14,2484.14,True,0
5,542523,2026-09-04 01:21:00,2484.14,2484.14,True,0
5,542524,2026-09-04 01:24:00,2484.14,2484.14,True,0
5,542525,2026-09-04 01:27:00,2484.14,2484.14,True,0
5,542526,2026-09-04 01:30:00,2484.14,2484.14,True,0
5,542527,2026-09-04 01:33:00,2484.14,2484.14,True,0
5,542528,2026-09-04 01:36:00,2484.14,2485.17,True,0
5,542529,2026-09-04 01:39:00,2485.17,2485.17,True,0
5,542530,2026-09-04 01:42:00,2485.17,2485.17,True,0
5,542531,2026-09-04 01:45:00,2485.17,2486.75,True,0
5,542532,2026-09-04 01:48:00,2486.75,2486.75,True,0
5,542533,2026-09-04 01:51:00,2486.75,2486.75,True,0
5,542534,2026-09-04 01:54:00,2486.75,2486.75,True,0
5,542535,2026-09-04 01:57:00,2486.75,2486.75,True,0
5,542536,2026-09-04 02:00:00,2486.75,2486.75,True,0
5,542537,2026-09-04 02:03:00,2486.75,2486.75,True,0
5,542538,2026-09-04 02:06:00,2486.75,2489.93,True,0
5,542539,2026-09-04 02:09:00,2489.93,2489.93,True,0
5,542540,2026-09-04 02:12:00,2489.93,2489.93,True,0
5,542541,2026-09-04 02:15:00,2489.93,2489.93,True,0
5,542542,2026-09-04 02:18:00,2489.93,2489.93,True,0
5,542543,2026-09-04 02:21:00,2489.93,2489.93,True,0
5,542544,2026-09-04 02:24:00,2489.93,2489.93,True,0
5,542545,2026-09-04 02:27:00,2489.93,2489.93,True,0
5,542546,2026-09-04 02:30:00,2489.93,2489.93,True,0
5,542547,2026-09-04 02:33:00,2489.93,2489.93,True,0
5,542548,2026-09-04 02:36:00,2489.93,2489.93,True,0
5,542549,2026-09-04 02:39:00,2489.93,2489.93,True,0
5,542550,2026-09-04 02:42:00,2489.93,2489.93,True,0
5,542551,2026-09-04 02:45:00,2489.93,2489.93,True,0
5,542552,2026-09-04 02:48:00,2489.93,2491.55,True,0
5,542553,2026-09-04 02:51:00,2491.55,2495.04,True,0
5,542554,2026-09-04 02:54:00,2495.04,2495.09,True,0
5,542555,2026-09-04 02:57:00,2495.09,2497.28,True,0
5,542556,2026-09-04 03:00:00,2497.28,2498.84,True,0
