trade_no,bar_i,open_bj,active_stop,next_stop,trail_armed,raw_v6_side
1,541328,2026-09-01 13:36:00,2468.79,2468.79,False,0
1,541329,2026-09-01 13:39:00,2468.79,2468.79,False,0
1,541330,2026-09-01 13:42:00,2468.79,2468.79,False,0
1,541331,2026-09-01 13:45:00,2468.79,2468.79,False,0
1,541332,2026-09-01 13:48:00,2468.79,2468.79,False,0
1,541333,2026-09-01 13:51:00,2468.79,2468.79,False,0
1,541334,2026-09-01 13:54:00,2468.79,2468.79,False,0
1,541335,2026-09-01 13:57:00,2468.79,2468.79,False,0
1,541336,2026-09-01 14:00:00,2468.79,2468.79,False,0
1,541337,2026-09-01 14:03:00,2468.79,2468.79,False,0
1,541338,2026-09-01 14:06:00,2468.79,2468.79,False,0
1,541339,2026-09-01 14:09:00,2468.79,2468.79,False,0
1,541340,2026-09-01 14:12:00,2468.79,2468.79,False,0
1,541341,2026-09-01 14:15:00,2468.79,2468.79,False,0
1,541342,2026-09-01 14:18:00,2468.79,2468.79,False,0
1,541343,2026-09-01 14:21:00,2468.79,2468.79,False,0
1,541344,2026-09-01 14:24:00,2468.79,2468.79,False,0
1,541345,2026-09-01 14:27:00,2468.79,2468.79,False,0
1,541346,2026-09-01 14:30:00,2468.79,2468.79,False,0
1,541347,2026-09-01 14:33:00,2468.79,2468.79,False,0
1,541348,2026-09-01 14:36:00,2468.79,2468.79,False,0
1,541349,2026-09-01 14:39:00,2468.79,2468.79,False,0
1,541350,2026-09-01 14:42:00,2468.79,2468.79,False,0
1,541351,2026-09-01 14:45:00,2468.79,2468.79,False,0
1,541352,2026-09-01 14:48:00,2468.79,2468.79,False,0
1,541353,2026-09-01 14:51:00,2468.79,2468.79,False,0
1,541354,2026-09-01 14:54:00,2468.79,2468.79,False,0
1,541355,2026-09-01 14:57:00,2468.79,2468.79,False,0
1,541356,2026-09-01 15:00:00,2468.79,2468.79,False,0
1,541357,2026-09-01 15:03:00,2468.79,2468.79,False,0
1,541358,2026-09-01 15:06:00,2468.79,2468.79,False,0
1,541359,2026-09-01 15:09:00,2468.79,2468.79,False,0
1,541360,2026-09-01 15:12:00,2468.79,2468.79,False,0
1,541361,2026-09-01 15:15:00,2468.79,2468.79,False,0
1,541362,2026-09-01 15:18:00,2468.79,2468.79,False,0
1,541363,2026-09-01 15:21:00,2468.79,2468.79,False,0
1,541364,2026-09-01 15:24:00,2468.79,2468.79,False,0
1,541365,2026-09-01 15:27:00,2468.79,2468.79,False,0
1,541366,2026-09-01 15:30:00,2468.79,2468.79,False,0
1,541367,2026-09-01 15:33:00,2468.79,2468.79,False,0
1,541368,2026-09-01 15:36:00,2468.79,2468.79,False,0
2,541379,2026-09-01 16:09:00,2473.23,2473.23,False,0
2,541380,2026-09-01 16:12:00,2473.23,2473.23,False,0
2,541381,2026-09-01 16:15:00,2473.23,2473.23,False,0
2,541382,2026-09-01 16:18:00,2473.23,2473.23,False,0
2,541383,2026-09-01 16:21:00,2473.23,2473.23,False,0
2,541384,2026-09-01 16:24:00,2473.23,2473.23,False,-1
2,541385,2026-09-01 16:27:00,2473.23,2473.23,False,0
2,541386,2026-09-01 16:30:00,2473.23,2473.23,False,0
2,541387,2026-09-01 16:33:00,2473.23,2473.23,False,0
2,541388,2026-09-01 16:36:00,2473.23,2473.23,False,0
2,541389,2026-09-01 16:39:00,2473.23,2473.23,False,0
2,541390,2026-09-01 16:42:00,2473.23,2473.23,False,0
2,541391,2026-09-01 16:45:00,2473.23,2473.23,False,0
2,541392,2026-09-01 16:48:00,2473.23,2473.23,False,0
2,541393,2026-09-01 16:51:00,2473.23,2473.23,False,0
2,541394,2026-09-01 16:54:00,2473.23,2473.23,False,0
2,541395,2026-09-01 16:57:00,2473.23,2473.23,False,0
2,541396,2026-09-01 17:00:00,2473.23,2473.23,False,0
2,541397,2026-09-01 17:03:00,2473.23,2473.23,False,0
2,541398,2026-09-01 17:06:00,2473.23,2473.23,False,0
2,541399,2026-09-01 17:09:00,2473.23,2473.23,False,0
2,541400,2026-09-01 17:12:00,2473.23,2473.23,False,0
2,541401,2026-09-01 17:15:00,2473.23,2473.23,False,0
2,541402,2026-09-01 17:18:00,2473.23,2473.23,False,0
2,541403,2026-09-01 17:21:00,2473.23,2473.23,False,0
2,541404,2026-09-01 17:24:00,2473.23,2473.23,False,0
2,541405,2026-09-01 17:27:00,2473.23,2473.23,False,0
2,541406,2026-09-01 17:30:00,2473.23,2473.23,False,0
2,541407,2026-09-01 17:33:00,2473.23,2473.23,False,0
2,541408,2026-09-01 17:36:00,2473.23,2473.23,False,0
2,541409,2026-09-01 17:39:00,2473.23,2473.23,False,0
2,541410,2026-09-01 17:42:00,2473.23,2473.23,False,0
2,541411,2026-09-01 17:45:00,2473.23,2473.23,False,0
2,541412,2026-09-01 17:48:00,2473.23,2473.23,False,0
2,541413,2026-09-01 17:51:00,2473.23,2473.23,False,0
2,541414,2026-09-01 17:54:00,2473.23,2473.23,False,0
2,541415,2026-09-01 17:57:00,2473.23,2473.23,False,0
2,541416,2026-09-01 18:00:00,2473.23,2473.23,False,0
2,541417,2026-09-01 18:03:00,2473.23,2473.23,False,0
2,541418,2026-09-01 18:06:00,2473.23,2473.23,False,0
2,541419,2026-09-01 18:09:00,2473.23,2473.23,False,0
2,541420,2026-09-01 18:12:00,2473.23,2473.23,False,0
2,541421,2026-09-01 18:15:00,2473.23,2473.23,False,0
2,541422,2026-09-01 18:18:00,2473.23,2473.23,False,0
2,541423,2026-09-01 18:21:00,2473.23,2473.23,False,0
2,541424,2026-09-01 18:24:00,2473.23,2473.23,False,0
2,541425,2026-09-01 18:27:00,2473.23,2473.23,False,0
2,541426,2026-09-01 18:30:00,2473.23,2473.23,False,0
2,541427,2026-09-01 18:33:00,2473.23,2473.23,False,0
2,541428,2026-09-01 18:36:00,2473.23,2473.23,False,0
2,541429,2026-09-01 18:39:00,2473.23,2473.23,False,0
2,541430,2026-09-01 18:42:00,2473.23,2473.23,False,0
2,541431,2026-09-01 18:45:00,2473.23,2473.23,False,0
2,541432,2026-09-01 18:48:00,2473.23,2473.23,False,0
2,541433,2026-09-01 18:51:00,2473.23,2473.23,False,0
2,541434,2026-09-01 18:54:00,2473.23,2473.23,False,0
2,541435,2026-09-01 18:57:00,2473.23,2473.23,False,0
2,541436,2026-09-01 19:00:00,2473.23,2473.23,False,0
2,541437,2026-09-01 19:03:00,2473.23,2473.23,False,0
2,541438,2026-09-01 19:06:00,2473.23,2473.23,False,0
2,541439,2026-09-01 19:09:00,2473.23,2473.23,False,0
2,541440,2026-09-01 19:12:00,2473.23,2473.23,False,0
2,541441,2026-09-01 19:15:00,2473.23,2473.23,False,0
2,541442,2026-09-01 19:18:00,2473.23,2473.23,False,0
2,541443,2026-09-01 19:21:00,2473.23,2473.23,False,0
2,541444,2026-09-01 19:24:00,2473.23,2473.23,False,0
2,541445,2026-09-01 19:27:00,2473.23,2473.23,False,0
2,541446,2026-09-01 19:30:00,2473.23,2473.23,False,0
2,541447,2026-09-01 19:33:00,2473.23,2473.23,False,0
2,541448,2026-09-01 19:36:00,2473.23,2473.23,False,0
2,541449,2026-09-01 19:39:00,2473.23,2473.23,False,0
2,541450,2026-09-01 19:42:00,2473.23,2473.23,False,0
2,541451,2026-09-01 19:45:00,2473.23,2473.23,False,0
2,541452,2026-09-01 19:48:00,2473.23,2473.23,False,0
2,541453,2026-09-01 19:51:00,2473.23,2473.23,False,0
2,541454,2026-09-01 19:54:00,2473.23,2473.23,False,0
2,541455,2026-09-01 19:57:00,2473.23,2473.23,False,0
2,541456,2026-09-01 20:00:00,2473.23,2473.23,False,0
2,541457,2026-09-01 20:03:00,2473.23,2473.23,False,0
2,541458,2026-09-01 20:06:00,2473.23,2473.23,False,0
2,541459,2026-09-01 20:09:00,2473.23,2473.23,False,0
2,541460,2026-09-01 20:12:00,2473.23,2473.23,False,0
2,541461,2026-09-01 20:15:00,2473.23,2473.23,False,0
2,541462,2026-09-01 20:18:00,2473.23,2473.23,False,0
2,541463,2026-09-01 20:21:00,2473.23,2473.23,False,0
2,541464,2026-09-01 20:24:00,2473.23,2473.23,False,0
2,541465,2026-09-01 20:27:00,2473.23,2473.23,False,0
2,541466,2026-09-01 20:30:00,2473.23,2473.23,False,0
2,541467,2026-09-01 20:33:00,2473.23,2473.23,False,0
2,541468,2026-09-01 20:36:00,2473.23,2473.23,False,-1
2,541469,2026-09-01 20:39:00,2473.23,2473.23,False,0
2,541470,2026-09-01 20:42:00,2473.23,2473.23,False,0
2,541471,2026-09-01 20:45:00,2473.23,2473.23,False,0
2,541472,2026-09-01 20:48:00,2473.23,2473.23,False,0
2,541473,2026-09-01 20:51:00,2473.23,2473.23,False,0
2,541474,2026-09-01 20:54:00,2473.23,2473.23,False,0
2,541475,2026-09-01 20:57:00,2473.23,2473.23,False,0
2,541476,2026-09-01 21:00:00,2473.23,2473.23,False,0
2,541477,2026-09-01 21:03:00,2473.23,2473.23,False,0
2,541478,2026-09-01 21:06:00,2473.23,2473.23,False,0
2,541479,2026-09-01 21:09:00,2473.23,2473.23,False,0
2,541480,2026-09-01 21:12:00,2473.23,2473.23,False,0
2,541481,2026-09-01 21:15:00,2473.23,2473.23,False,0
2,541482,2026-09-01 21:18:00,2473.23,2459.38,True,0
2,541483,2026-09-01 21:21:00,2459.38,2458.87,True,0
2,541484,2026-09-01 21:24:00,2458.87,2458.87,True,0
2,541485,2026-09-01 21:27:00,2458.87,2458.87,True,0
2,541486,2026-09-01 21:30:00,2458.87,2458.87,True,0
2,541487,2026-09-01 21:33:00,2458.87,2458.87,True,0
2,541488,2026-09-01 21:36:00,2458.87,2454.54,True,0
2,541489,2026-09-01 21:39:00,2454.54,2453.53,True,0
2,541490,2026-09-01 21:42:00,2453.53,2453.53,True,0
2,541491,2026-09-01 21:45:00,2453.53,2453.53,True,0
2,541492,2026-09-01 21:48:00,2453.53,2453.53,True,0
2,541493,2026-09-01 21:51:00,2453.53,2453.53,True,0
2,541494,2026-09-01 21:54:00,2453.53,2453.53,True,0
2,541495,2026-09-01 21:57:00,2453.53,2453.53,True,0
2,541496,2026-09-01 22:00:00,2453.53,2453.53,True,0
2,541497,2026-09-01 22:03:00,2453.53,2453.53,True,0
2,541498,2026-09-01 22:06:00,2453.53,2453.53,True,0
2,541499,2026-09-01 22:09:00,2453.53,2453.53,True,0
3,542188,2026-09-03 08:36:00,2385.6,2385.6,False,0
3,542189,2026-09-03 08:39:00,2385.6,2385.6,False,0
3,542190,2026-09-03 08:42:00,2385.6,2385.6,False,0
3,542191,2026-09-03 08:45:00,2385.6,2385.6,False,0
3,542192,2026-09-03 08:48:00,2385.6,2385.6,False,0
3,542193,2026-09-03 08:51:00,2385.6,2385.6,False,0
3,542194,2026-09-03 08:54:00,2385.6,2385.6,False,0
3,542195,2026-09-03 08:57:00,2385.6,2385.6,False,0
3,542196,2026-09-03 09:00:00,2385.6,2385.6,False,-1
3,542197,2026-09-03 09:03:00,2385.6,2385.6,False,0
3,542198,2026-09-03 09:06:00,2385.6,2385.6,False,0
4,542202,2026-09-03 09:18:00,2373.57,2373.57,False,0
4,542203,2026-09-03 09:21:00,2373.57,2373.57,False,0
4,542204,2026-09-03 09:24:00,2373.57,2373.57,False,0
4,542205,2026-09-03 09:27:00,2373.57,2373.57,False,0
4,542206,2026-09-03 09:30:00,2373.57,2373.57,False,0
4,542207,2026-09-03 09:33:00,2373.57,2373.57,False,0
4,542208,2026-09-03 09:36:00,2373.57,2373.57,False,0
4,542209,2026-09-03 09:39:00,2373.57,2373.57,False,0
4,542210,2026-09-03 09:42:00,2373.57,2373.57,False,0
4,542211,2026-09-03 09:45:00,2373.57,2373.57,False,0
4,542212,2026-09-03 09:48:00,2373.57,2373.57,False,0
4,542213,2026-09-03 09:51:00,2373.57,2373.57,False,0
4,542214,2026-09-03 09:54:00,2373.57,2373.57,False,0
4,542215,2026-09-03 09:57:00,2373.57,2373.57,False,0
4,542216,2026-09-03 10:00:00,2373.57,2373.57,False,0
4,542217,2026-09-03 10:03:00,2373.57,2373.57,False,0
4,542218,2026-09-03 10:06:00,2373.57,2373.57,False,0
4,542219,2026-09-03 10:09:00,2373.57,2373.57,False,0
4,542220,2026-09-03 10:12:00,2373.57,2373.57,False,0
4,542221,2026-09-03 10:15:00,2373.57,2373.57,False,0
4,542222,2026-09-03 10:18:00,2373.57,2373.57,False,0
4,542223,2026-09-03 10:21:00,2373.57,2373.57,False,0
4,542224,2026-09-03 10:24:00,2373.57,2373.57,False,0
4,542225,2026-09-03 10:27:00,2373.57,2373.57,False,0
4,542226,2026-09-03 10:30:00,2373.57,2373.57,False,1
4,542227,2026-09-03 10:33:00,2373.57,2373.57,False,0
