open_utc,bar_i,open_bj,open,high,low,close,volume,atr
2026-09-02 17:12:00+00:00,542040,2026-09-03 01:12:00,2380.28,2381.28,2378.09,2379.49,46473.13,4.857091025014614
2026-09-02 17:15:00+00:00,542041,2026-09-03 01:15:00,2379.49,2380.39,2375.78,2375.78,36970.0,4.8394416660849755
2026-09-02 17:18:00+00:00,542042,2026-09-03 01:18:00,2375.79,2376.43,2372.52,2373.12,114463.02,4.773052975650324
2026-09-02 17:21:00+00:00,542043,2026-09-03 01:21:00,2373.12,2377.5,2371.07,2377.34,102150.82,4.891406334532432
2026-09-02 17:24:00+00:00,542044,2026-09-03 01:24:00,2377.34,2377.99,2376.0,2376.5,40816.23,4.684163024922957
2026-09-02 17:27:00+00:00,542045,2026-09-03 01:27:00,2376.49,2378.79,2375.08,2378.79,30649.13,4.614579951714177
2026-09-02 17:30:00+00:00,542046,2026-09-03 01:30:00,2378.79,2381.44,2377.5,2380.85,120297.11,4.566395669448882
2026-09-02 17:33:00+00:00,542047,2026-09-03 01:33:00,2380.85,2384.13,2380.74,2382.62,57700.72,4.482367407345413
2026-09-02 17:36:00+00:00,542048,2026-09-03 01:36:00,2382.62,2385.44,2382.62,2383.23,46267.07,4.363626878249324
2026-09-02 17:39:00+00:00,542049,2026-09-03 01:39:00,2383.23,2384.72,2381.98,2383.18,31484.64,4.247653529802927
2026-09-02 17:42:00+00:00,542050,2026-09-03 01:42:00,2383.17,2388.72,2382.6,2388.7,73996.26,4.381392563388425
2026-09-02 17:45:00+00:00,542051,2026-09-03 01:45:00,2388.71,2393.0,2388.71,2390.99,116675.65,4.375578808860693
2026-09-02 17:48:00+00:00,542052,2026-09-03 01:48:00,2390.99,2393.0,2390.99,2392.32,48590.29,4.206608893942088
2026-09-02 17:51:00+00:00,542053,2026-09-03 01:51:00,2392.33,2393.0,2391.13,2391.24,31400.6,4.039708258660502
2026-09-02 17:54:00+00:00,542054,2026-09-03 01:54:00,2391.24,2391.81,2389.61,2389.86,39563.24,3.908300525899025
2026-09-02 17:57:00+00:00,542055,2026-09-03 01:57:00,2389.85,2392.94,2389.85,2392.65,20198.25,3.8498504883348192
2026-09-02 18:00:00+00:00,542056,2026-09-03 02:00:00,2392.65,2393.92,2390.41,2393.76,27560.07,3.8255754534537765
2026-09-02 18:03:00+00:00,542057,2026-09-03 02:03:00,2393.76,2393.99,2391.41,2392.09,34296.4,3.7366057782070734
2026-09-02 18:06:00+00:00,542058,2026-09-03 02:06:00,2392.09,2393.48,2390.59,2392.69,36871.07,3.676133936906559
2026-09-02 18:09:00+00:00,542059,2026-09-03 02:09:00,2392.68,2396.4,2392.68,2393.43,86276.79,3.679267227127537
2026-09-02 18:12:00+00:00,542060,2026-09-03 02:12:00,2393.44,2394.54,2392.57,2394.54,28009.74,3.5571767109041272
2026-09-02 18:15:00+00:00,542061,2026-09-03 02:15:00,2394.54,2396.97,2393.44,2393.67,51238.55,3.5552355172680996
2026-09-02 18:18:00+00:00,542062,2026-09-03 02:18:00,2393.67,2399.0,2393.67,2394.73,83669.43,3.682004408891802
2026-09-02 18:21:00+00:00,542063,2026-09-03 02:21:00,2394.73,2396.86,2392.71,2394.59,43171.51,3.7154326653995366
2026-09-02 18:24:00+00:00,542064,2026-09-03 02:24:00,2394.59,2396.83,2394.42,2396.33,13132.74,3.622187475013845
2026-09-02 18:27:00+00:00,542065,2026-09-03 02:27:00,2396.33,2397.61,2394.5,2395.47,50701.6,3.5856026553700078
2026-09-02 18:30:00+00:00,542066,2026-09-03 02:30:00,2395.46,2395.74,2393.79,2394.43,19180.7,3.468773894272137
2026-09-02 18:33:00+00:00,542067,2026-09-03 02:33:00,2394.43,2396.88,2393.79,2394.99,60951.27,3.441718616109852
2026-09-02 18:36:00+00:00,542068,2026-09-03 02:36:00,2394.99,2395.0,2391.29,2391.66,71854.02,3.4608815721020076
2026-09-02 18:39:00+00:00,542069,2026-09-03 02:39:00,2391.65,2392.8,2390.0,2392.8,36026.69,3.4136757455233058
2026-09-02 18:42:00+00:00,542070,2026-09-03 02:42:00,2392.79,2392.79,2390.93,2391.1,24701.18,3.3034131922716656
2026-09-02 18:45:00+00:00,542071,2026-09-03 02:45:00,2391.11,2391.8,2389.53,2390.65,13245.91,3.22959796425226
2026-09-02 18:48:00+00:00,542072,2026-09-03 02:48:00,2390.66,2394.87,2390.65,2393.33,22717.56,3.300340966805656
2026-09-02 18:51:00+00:00,542073,2026-09-03 02:51:00,2393.34,2393.56,2391.72,2392.99,13945.31,3.1960308977481193
2026-09-02 18:54:00+00:00,542074,2026-09-03 02:54:00,2393.0,2394.62,2392.65,2394.62,7517.46,3.1084572621946682
2026-09-02 18:57:00+00:00,542075,2026-09-03 02:57:00,2394.62,2394.62,2392.44,2394.14,29212.98,3.0421388863236087
2026-09-02 19:00:00+00:00,542076,2026-09-03 03:00:00,2394.14,2394.61,2392.42,2393.32,11456.26,2.9812718230147834
2026-09-02 19:03:00+00:00,542077,2026-09-03 03:03:00,2393.32,2394.48,2392.76,2393.52,9850.84,2.891180978513713
2026-09-02 19:06:00+00:00,542078,2026-09-03 03:06:00,2393.52,2395.53,2393.52,2394.73,12482.31,2.8282394800484636
2026-09-02 19:09:00+00:00,542079,2026-09-03 03:09:00,2394.74,2395.84,2393.23,2393.24,63934.06,2.8126509457592968
2026-09-02 19:12:00+00:00,542080,2026-09-03 03:12:00,2393.24,2395.58,2393.17,2395.07,15316.66,2.7838901639193367
2026-09-02 19:15:00+00:00,542081,2026-09-03 03:15:00,2395.06,2395.91,2392.02,2392.03,13655.21,2.862898009353661
2026-09-02 19:18:00+00:00,542082,2026-09-03 03:18:00,2392.03,2392.32,2390.17,2390.42,26622.6,2.811976722971263
2026-09-02 19:21:00+00:00,542083,2026-09-03 03:21:00,2390.42,2392.32,2390.12,2391.31,20681.03,2.7682640999019066
2026-09-02 19:24:00+00:00,542084,2026-09-03 03:24:00,2391.32,2391.47,2388.03,2388.72,32509.67,2.8162452356231706
2026-09-02 19:27:00+00:00,542085,2026-09-03 03:27:00,2388.71,2388.72,2385.64,2385.68,39469.51,2.8350848616500817
2026-09-02 19:30:00+00:00,542086,2026-09-03 03:30:00,2385.69,2386.14,2382.81,2384.82,114286.44,2.870435942960785
2026-09-02 19:33:00+00:00,542087,2026-09-03 03:33:00,2384.82,2385.76,2382.88,2383.93,30363.05,2.8711190898921655
2026-09-02 19:36:00+00:00,542088,2026-09-03 03:36:00,2383.93,2384.12,2382.2,2383.0,19964.49,2.80318201204273
2026-09-02 19:39:00+00:00,542089,2026-09-03 03:39:00,2383.01,2386.67,2382.7,2385.56,21156.09,2.886526154039696
2026-09-02 19:42:00+00:00,542090,2026-09-03 03:42:00,2385.55,2387.6,2385.33,2385.94,27710.69,2.842488571608288
2026-09-02 19:45:00+00:00,542091,2026-09-03 03:45:00,2385.94,2387.78,2385.63,2385.94,20796.87,2.793025102207703
2026-09-02 19:48:00+00:00,542092,2026-09-03 03:48:00,2385.94,2387.49,2385.26,2386.8,35396.3,2.7528090234785503
2026-09-02 19:51:00+00:00,542093,2026-09-03 03:51:00,2386.8,2388.95,2386.3,2386.3,25525.44,2.745465521801485
2026-09-02 19:54:00+00:00,542094,2026-09-03 03:54:00,2386.31,2387.36,2384.8,2386.81,15400.7,2.7322179845299464
2026-09-02 19:57:00+00:00,542095,2026-09-03 03:57:00,2386.81,2392.43,2386.81,2392.31,38125.01,2.9384881284920854
2026-09-02 20:00:00+00:00,542096,2026-09-03 04:00:00,2392.31,2394.37,2390.31,2393.73,34213.11,3.0185961193140756
2026-09-02 20:03:00+00:00,542097,2026-09-03 04:03:00,2393.73,2397.93,2393.4,2396.17,78988.74,3.126553539363052
2026-09-02 20:06:00+00:00,542098,2026-09-03 04:06:00,2396.16,2399.19,2394.28,2394.28,47915.21,3.253942572265681
2026-09-02 20:09:00+00:00,542099,2026-09-03 04:09:00,2394.29,2394.59,2393.32,2393.32,14425.09,3.1122323885324166
2026-09-02 20:12:00+00:00,542100,2026-09-03 04:12:00,2393.32,2393.33,2389.79,2392.05,39593.09,3.1427872179229555
2026-09-02 20:15:00+00:00,542101,2026-09-03 04:15:00,2392.05,2392.05,2388.49,2388.5,29846.18,3.1725881309284873
2026-09-02 20:18:00+00:00,542102,2026-09-03 04:18:00,2388.5,2391.38,2385.6,2391.19,46649.41,3.358831835862181
2026-09-02 20:21:00+00:00,542103,2026-09-03 04:21:00,2391.2,2394.54,2391.01,2393.8,33850.32,3.3710581333005787
2026-09-02 20:24:00+00:00,542104,2026-09-03 04:24:00,2393.79,2396.17,2392.59,2392.83,41578.23,3.3859825523505322
2026-09-02 20:27:00+00:00,542105,2026-09-03 04:27:00,2392.82,2392.82,2390.67,2390.67,12066.92,3.29841237003977
2026-09-02 20:30:00+00:00,542106,2026-09-03 04:30:00,2390.67,2393.67,2390.2,2393.67,24477.56,3.3106686293226617
2026-09-02 20:33:00+00:00,542107,2026-09-03 04:33:00,2393.67,2394.96,2392.19,2394.81,14459.12,3.272049441513899
2026-09-02 20:36:00+00:00,542108,2026-09-03 04:36:00,2394.8,2394.81,2392.91,2394.16,13171.93,3.1740459099771985
2026-09-02 20:39:00+00:00,542109,2026-09-03 04:39:00,2394.15,2394.27,2390.54,2390.99,25188.69,3.2137569164074002
2026-09-02 20:42:00+00:00,542110,2026-09-03 04:42:00,2391.0,2391.82,2389.46,2389.68,19525.58,3.1527742795211666
2026-09-02 20:45:00+00:00,542111,2026-09-03 04:45:00,2389.68,2390.64,2387.64,2390.52,46633.03,3.141861830983941
2026-09-02 20:48:00+00:00,542112,2026-09-03 04:48:00,2390.52,2392.12,2390.3,2390.91,10309.05,3.047443128770781
2026-09-02 20:51:00+00:00,542113,2026-09-03 04:51:00,2390.91,2394.0,2390.47,2393.69,9493.36,3.0819114767157396
2026-09-02 20:54:00+00:00,542114,2026-09-03 04:54:00,2393.7,2394.54,2390.45,2393.09,31832.44,3.153917799807483
2026-09-02 20:57:00+00:00,542115,2026-09-03 04:57:00,2393.09,2393.7,2392.38,2392.69,12558.55,3.022923671249785
2026-09-02 21:00:00+00:00,542116,2026-09-03 05:00:00,2392.69,2392.7,2390.77,2391.72,11664.43,2.944857694731932
2026-09-02 21:03:00+00:00,542117,2026-09-03 05:03:00,2391.73,2392.1,2390.9,2391.08,12213.57,2.8202250022510666
2026-09-02 21:06:00+00:00,542118,2026-09-03 05:06:00,2391.08,2392.63,2390.1,2392.63,15928.11,2.7994946449474334
2026-09-02 21:09:00+00:00,542119,2026-09-03 05:09:00,2392.62,2392.92,2390.65,2392.92,12024.03,2.761673598879758
2026-09-02 21:12:00+00:00,542120,2026-09-03 05:12:00,2392.92,2393.57,2391.72,2391.72,12642.54,2.6965540561026584
2026-09-02 21:15:00+00:00,542121,2026-09-03 05:15:00,2391.71,2392.2,2390.16,2390.16,8368.24,2.6496573378096087
2026-09-02 21:18:00+00:00,542122,2026-09-03 05:18:00,2390.16,2391.36,2389.72,2391.05,7140.27,2.577538956537517
2026-09-02 21:21:00+00:00,542123,2026-09-03 05:21:00,2391.05,2391.82,2391.0,2391.74,9883.2,2.4520004596419915
2026-09-02 21:24:00+00:00,542124,2026-09-03 05:24:00,2391.73,2392.34,2390.18,2390.58,12197.31,2.4311432839533
2026-09-02 21:27:00+00:00,542125,2026-09-03 05:27:00,2390.57,2391.39,2390.22,2390.22,4115.21,2.3410616208137833
2026-09-02 21:30:00+00:00,542126,2026-09-03 05:30:00,2390.22,2390.7,2389.0,2389.0,19022.28,2.295271505041357
2026-09-02 21:33:00+00:00,542127,2026-09-03 05:33:00,2389.0,2389.78,2388.26,2389.78,12498.73,2.239894968966973
2026-09-02 21:36:00+00:00,542128,2026-09-03 05:36:00,2389.78,2391.55,2389.47,2391.54,14972.77,2.2284738997550737
2026-09-02 21:39:00+00:00,542129,2026-09-03 05:39:00,2391.55,2393.86,2391.54,2392.87,13041.13,2.235011478344009
2026-09-02 21:42:00+00:00,542130,2026-09-03 05:42:00,2392.9,2394.24,2392.77,2393.05,14323.74,2.1803678013194228
2026-09-02 21:45:00+00:00,542131,2026-09-03 05:45:00,2393.05,2393.05,2390.21,2390.21,28716.96,2.2274843869394743
2026-09-02 21:48:00+00:00,542132,2026-09-03 05:48:00,2390.2,2390.79,2389.34,2390.49,7757.64,2.171949787872356
2026-09-02 21:51:00+00:00,542133,2026-09-03 05:51:00,2390.49,2391.49,2389.24,2390.76,18675.63,2.1775248030243306
2026-09-02 21:54:00+00:00,542134,2026-09-03 05:54:00,2390.75,2391.82,2389.66,2390.98,6539.07,2.1762730313797576
2026-09-02 21:57:00+00:00,542135,2026-09-03 05:57:00,2390.98,2390.98,2389.25,2389.41,4737.0,2.1443963862812048
2026-09-02 22:00:00+00:00,542136,2026-09-03 06:00:00,2389.42,2389.42,2386.28,2386.68,37985.75,2.2155109301182523
2026-09-02 22:03:00+00:00,542137,2026-09-03 06:03:00,2386.68,2386.68,2383.14,2383.55,46089.57,2.31011729225266
2026-09-02 22:06:00+00:00,542138,2026-09-03 06:06:00,2383.56,2384.36,2382.72,2382.73,26602.95,2.2622517713774934
2026-09-02 22:09:00+00:00,542139,2026-09-03 06:09:00,2382.73,2383.82,2380.87,2383.77,40639.91,2.3113766448505495
2026-09-02 22:12:00+00:00,542140,2026-09-03 06:12:00,2383.77,2385.0,2383.0,2383.89,15649.26,2.289135455932653
2026-09-02 22:15:00+00:00,542141,2026-09-03 06:15:00,2383.89,2385.47,2382.01,2383.99,50244.41,2.372768637651719
2026-09-02 22:18:00+00:00,542142,2026-09-03 06:18:00,2384.0,2384.21,2381.33,2381.59,22973.9,2.4089994492480327
2026-09-02 22:21:00+00:00,542143,2026-09-03 06:21:00,2381.59,2381.66,2380.47,2381.28,15803.14,2.3219280600160346
2026-09-02 22:24:00+00:00,542144,2026-09-03 06:24:00,2381.27,2381.76,2378.95,2380.38,36638.63,2.356790341443489
2026-09-02 22:27:00+00:00,542145,2026-09-03 06:27:00,2380.37,2380.64,2377.5,2378.32,36852.12,2.4127338884832312
2026-09-02 22:30:00+00:00,542146,2026-09-03 06:30:00,2378.32,2380.45,2378.31,2379.95,84020.95,2.3932528964487054
2026-09-02 22:33:00+00:00,542147,2026-09-03 06:33:00,2379.96,2380.57,2379.28,2380.01,14358.01,2.314449118130938
2026-09-02 22:36:00+00:00,542148,2026-09-03 06:36:00,2380.02,2384.13,2380.02,2382.5,31977.73,2.443417038264435
2026-09-02 22:39:00+00:00,542149,2026-09-03 06:39:00,2382.5,2384.37,2382.49,2382.78,25524.32,2.4031729641026973
2026-09-02 22:42:00+00:00,542150,2026-09-03 06:42:00,2382.79,2384.01,2382.34,2382.36,11264.56,2.350803466666796
2026-09-02 22:45:00+00:00,542151,2026-09-03 06:45:00,2382.37,2382.85,2380.58,2381.75,28761.96,2.3450317904763094
2026-09-02 22:48:00+00:00,542152,2026-09-03 06:48:00,2381.76,2381.76,2379.97,2380.6,15246.15,2.305386662585174
2026-09-02 22:51:00+00:00,542153,2026-09-03 06:51:00,2380.6,2381.35,2378.78,2378.78,13362.82,2.324287615257641
2026-09-02 22:54:00+00:00,542154,2026-09-03 06:54:00,2378.79,2379.79,2378.61,2378.87,19450.15,2.242552785596369
2026-09-02 22:57:00+00:00,542155,2026-09-03 06:57:00,2378.87,2379.0,2378.6,2378.97,12574.36,2.110941872339492
2026-09-02 23:00:00+00:00,542156,2026-09-03 07:00:00,2378.96,2379.37,2376.1,2378.42,39954.47,2.1937317386009556
2026-09-02 23:03:00+00:00,542157,2026-09-03 07:03:00,2378.41,2384.18,2378.41,2383.05,39051.35,2.4491794715580286
2026-09-02 23:06:00+00:00,542158,2026-09-03 07:06:00,2383.06,2385.38,2383.05,2384.89,30352.84,2.4406666521610214
2026-09-02 23:09:00+00:00,542159,2026-09-03 07:09:00,2384.9,2385.82,2384.44,2385.8,24693.68,2.3649047484352415
2026-09-02 23:12:00+00:00,542160,2026-09-03 07:12:00,2385.81,2386.0,2385.18,2385.99,15510.62,2.2545544092613072
2026-09-02 23:15:00+00:00,542161,2026-09-03 07:15:00,2385.99,2386.0,2382.57,2383.26,63120.53,2.3385148085997733
2026-09-02 23:18:00+00:00,542162,2026-09-03 07:18:00,2383.25,2384.35,2383.05,2383.74,25164.28,2.2643351794140556
2026-09-02 23:21:00+00:00,542163,2026-09-03 07:21:00,2383.73,2383.74,2382.72,2383.47,7654.91,2.1754540951701933
2026-09-02 23:24:00+00:00,542164,2026-09-03 07:24:00,2383.46,2384.51,2382.33,2384.41,11826.77,2.1757788026580576
2026-09-02 23:27:00+00:00,542165,2026-09-03 07:27:00,2384.41,2385.2,2384.4,2385.19,8103.9,2.0775088881824626
2026-09-02 23:30:00+00:00,542166,2026-09-03 07:30:00,2385.2,2387.61,2383.36,2383.36,34600.09,2.2326868247408584
2026-09-02 23:33:00+00:00,542167,2026-09-03 07:33:00,2383.36,2384.5,2383.0,2383.47,11288.49,2.180352051545083
2026-09-02 23:36:00+00:00,542168,2026-09-03 07:36:00,2383.48,2384.22,2383.14,2383.15,11904.84,2.1017554764347146
2026-09-02 23:39:00+00:00,542169,2026-09-03 07:39:00,2383.15,2383.27,2382.28,2382.67,11201.28,2.0223443709750764
2026-09-02 23:42:00+00:00,542170,2026-09-03 07:42:00,2382.67,2383.66,2382.48,2383.66,10117.6,1.9621769159054163
2026-09-02 23:45:00+00:00,542171,2026-09-03 07:45:00,2383.66,2385.5,2383.65,2385.5,9040.83,1.9541642790550229
2026-09-02 23:48:00+00:00,542172,2026-09-03 07:48:00,2385.5,2388.73,2385.15,2388.64,21679.25,2.070295401979659
2026-09-02 23:51:00+00:00,542173,2026-09-03 07:51:00,2388.64,2391.39,2387.88,2389.58,77050.61,2.173131444695381
2026-09-02 23:54:00+00:00,542174,2026-09-03 07:54:00,2389.58,2390.85,2388.79,2390.5,39258.66,2.1650506272171355
2026-09-02 23:57:00+00:00,542175,2026-09-03 07:57:00,2390.51,2392.6,2390.5,2390.96,29268.38,2.1604041538444765
2026-09-03 00:00:00+00:00,542176,2026-09-03 08:00:00,2390.96,2394.4,2390.25,2393.94,39228.93,2.302518142855592
2026-09-03 00:03:00+00:00,542177,2026-09-03 08:03:00,2393.94,2394.4,2392.18,2392.8,40505.85,2.2966239897944964
2026-09-03 00:06:00+00:00,542178,2026-09-03 08:06:00,2392.8,2392.81,2387.8,2387.8,65813.44,2.4904365619520155
2026-09-03 00:09:00+00:00,542179,2026-09-03 08:09:00,2387.79,2389.92,2386.86,2389.41,35220.7,2.5311196646697245
2026-09-03 00:12:00+00:00,542180,2026-09-03 08:12:00,2389.41,2389.42,2386.67,2386.68,15653.55,2.546753974336173
2026-09-03 00:15:00+00:00,542181,2026-09-03 08:15:00,2386.67,2386.68,2384.62,2385.1,26625.19,2.5119858333121567
2026-09-03 00:18:00+00:00,542182,2026-09-03 08:18:00,2385.11,2386.0,2382.36,2382.53,52223.23,2.5925582737898507
2026-09-03 00:21:00+00:00,542183,2026-09-03 08:21:00,2382.53,2384.31,2382.29,2383.44,25275.94,2.5516612542334314
2026-09-03 00:24:00+00:00,542184,2026-09-03 08:24:00,2383.44,2384.6,2380.95,2381.16,74936.48,2.6301140217881924
2026-09-03 00:27:00+00:00,542185,2026-09-03 08:27:00,2381.16,2381.28,2379.7,2380.02,46464.48,2.5551058773747775
2026-09-03 00:30:00+00:00,542186,2026-09-03 08:30:00,2380.02,2381.04,2378.05,2380.55,120828.68,2.5861697432765633
2026-09-03 00:33:00+00:00,542187,2026-09-03 08:33:00,2380.55,2380.97,2379.0,2380.51,23131.2,2.5421576187567942
2026-09-03 00:36:00+00:00,542188,2026-09-03 08:36:00,2380.52,2383.33,2378.8,2381.95,32016.5,2.684146360274148
2026-09-03 00:39:00+00:00,542189,2026-09-03 08:39:00,2381.94,2384.89,2381.82,2383.78,26346.4,2.7117073345402596
2026-09-03 00:42:00+00:00,542190,2026-09-03 08:42:00,2383.78,2383.78,2382.23,2383.18,14930.74,2.628728239215968
2026-09-03 00:45:00+00:00,542191,2026-09-03 08:45:00,2383.2,2383.96,2381.69,2383.12,12799.86,2.603104793557683
2026-09-03 00:48:00+00:00,542192,2026-09-03 08:48:00,2383.11,2384.21,2381.67,2382.79,14052.9,2.5985973083035603
2026-09-03 00:51:00+00:00,542193,2026-09-03 08:51:00,2382.8,2382.8,2379.72,2381.23,20910.83,2.632983214853333
2026-09-03 00:54:00+00:00,542194,2026-09-03 08:54:00,2381.23,2381.41,2379.6,2379.6,17338.66,2.574198699506663
2026-09-03 00:57:00+00:00,542195,2026-09-03 08:57:00,2379.61,2382.18,2378.63,2379.01,60806.24,2.6438987923990247
2026-09-03 01:00:00+00:00,542196,2026-09-03 09:00:00,2379.0,2380.2,2368.73,2375.88,403335.82,3.2743345929419374
2026-09-03 01:03:00+00:00,542197,2026-09-03 09:03:00,2375.88,2382.82,2374.32,2382.29,179698.0,3.647596407731799
2026-09-03 01:06:00+00:00,542198,2026-09-03 09:06:00,2382.29,2386.6,2382.29,2385.61,99093.14,3.694910950036667
2026-09-03 01:09:00+00:00,542199,2026-09-03 09:09:00,2385.61,2387.0,2383.18,2385.77,62951.76,3.7038458821769167
2026-09-03 01:12:00+00:00,542200,2026-09-03 09:12:00,2385.78,2390.5,2385.78,2389.62,90167.32,3.777142604878567
2026-09-03 01:15:00+00:00,542201,2026-09-03 09:15:00,2389.62,2389.74,2386.38,2388.63,104062.08,3.747346704530074
2026-09-03 01:18:00+00:00,542202,2026-09-03 09:18:00,2388.62,2388.62,2385.04,2387.26,60058.92,3.7361076542065077
2026-09-03 01:21:00+00:00,542203,2026-09-03 09:21:00,2387.26,2390.52,2386.23,2390.31,31585.34,3.7756713931917543
2026-09-03 01:24:00+00:00,542204,2026-09-03 09:24:00,2390.32,2390.32,2387.5,2388.21,32050.36,3.707409150820926
2026-09-03 01:27:00+00:00,542205,2026-09-03 09:27:00,2388.21,2391.47,2387.76,2391.47,57060.36,3.707594211476544
2026-09-03 01:30:00+00:00,542206,2026-09-03 09:30:00,2391.47,2393.0,2389.73,2391.89,73228.51,3.676337482085361
2026-09-03 01:33:00+00:00,542207,2026-09-03 09:33:00,2391.89,2393.32,2389.07,2389.37,75366.73,3.7173133762221213
2026-09-03 01:36:00+00:00,542208,2026-09-03 09:36:00,2389.36,2390.5,2386.43,2390.07,58416.55,3.742505277920553
2026-09-03 01:39:00+00:00,542209,2026-09-03 09:39:00,2390.07,2391.93,2389.88,2390.5,25745.83,3.6216120437833514
2026-09-03 01:42:00+00:00,542210,2026-09-03 09:42:00,2390.5,2392.98,2388.0,2388.0,42669.3,3.7186397549416847
2026-09-03 01:45:00+00:00,542211,2026-09-03 09:45:00,2388.0,2388.02,2385.24,2385.29,45807.59,3.6515940581601503
2026-09-03 01:48:00+00:00,542212,2026-09-03 09:48:00,2385.29,2386.3,2383.55,2383.69,22500.03,3.5871944825772824
2026-09-03 01:51:00+00:00,542213,2026-09-03 09:51:00,2383.69,2390.52,2383.56,2388.84,56936.71,3.8281091623931935
2026-09-03 01:54:00+00:00,542214,2026-09-03 09:54:00,2388.84,2389.99,2386.69,2388.04,32850.65,3.7903870793650887
2026-09-03 01:57:00+00:00,542215,2026-09-03 09:57:00,2388.05,2388.54,2385.55,2385.59,12726.49,3.733216573696138
2026-09-03 02:00:00+00:00,542216,2026-09-03 10:00:00,2385.58,2386.35,2383.64,2383.81,28673.09,3.660129675574988
2026-09-03 02:03:00+00:00,542217,2026-09-03 10:03:00,2383.81,2385.45,2382.01,2383.87,37264.3,3.644406127319603
2026-09-03 02:06:00+00:00,542218,2026-09-03 10:06:00,2383.88,2386.42,2382.01,2382.04,20206.55,3.699091403939621
2026-09-03 02:09:00+00:00,542219,2026-09-03 10:09:00,2382.04,2386.32,2381.09,2386.28,43219.06,3.808442017943935
2026-09-03 02:12:00+00:00,542220,2026-09-03 10:12:00,2386.28,2390.32,2385.69,2390.0,32471.76,3.8671247309479475
2026-09-03 02:15:00+00:00,542221,2026-09-03 10:15:00,2389.99,2390.23,2387.86,2388.46,18629.56,3.7601872501659437
2026-09-03 02:18:00+00:00,542222,2026-09-03 10:18:00,2388.45,2389.88,2388.02,2389.66,14183.49,3.6244595894398137
2026-09-03 02:21:00+00:00,542223,2026-09-03 10:21:00,2389.67,2390.8,2388.84,2390.1,24444.45,3.505569618765544
2026-09-03 02:24:00+00:00,542224,2026-09-03 10:24:00,2390.11,2393.65,2389.95,2391.13,53974.93,3.5194575031394533
2026-09-03 02:27:00+00:00,542225,2026-09-03 10:27:00,2391.12,2395.66,2390.77,2394.62,64772.04,3.6173533957723403
2026-09-03 02:30:00+00:00,542226,2026-09-03 10:30:00,2394.61,2402.55,2392.9,2398.17,228109.79,4.048256724645751
2026-09-03 02:33:00+00:00,542227,2026-09-03 10:33:00,2398.18,2406.5,2398.17,2402.94,212306.45,4.354095530028192
2026-09-03 02:36:00+00:00,542228,2026-09-03 10:36:00,2402.93,2404.01,2399.22,2399.72,67685.28,4.385231563597637
2026-09-03 02:39:00+00:00,542229,2026-09-03 10:39:00,2399.73,2404.5,2399.07,2404.07,69270.58,4.459857880483509
2026-09-03 02:42:00+00:00,542230,2026-09-03 10:42:00,2404.06,2405.0,2402.37,2403.84,71242.35,4.329153746163266
2026-09-03 02:45:00+00:00,542231,2026-09-03 10:45:00,2403.83,2403.97,2401.54,2403.6,39549.2,4.193499907151592
2026-09-03 02:48:00+00:00,542232,2026-09-03 10:48:00,2403.61,2406.86,2403.36,2406.85,72885.26,4.143964199497907
2026-09-03 02:51:00+00:00,542233,2026-09-03 10:51:00,2406.85,2408.88,2405.08,2405.08,96888.04,4.119395328105212
2026-09-03 02:54:00+00:00,542234,2026-09-03 10:54:00,2405.09,2406.55,2403.72,2404.27,38905.54,4.02729566181201
2026-09-03 02:57:00+00:00,542235,2026-09-03 10:57:00,2404.27,2404.93,2403.7,2404.92,26208.62,3.8274888288254396
2026-09-03 03:00:00+00:00,542236,2026-09-03 11:00:00,2404.93,2405.3,2402.66,2403.79,39272.98,3.7426681981950742
2026-09-03 03:03:00+00:00,542237,2026-09-03 11:03:00,2403.79,2403.94,2402.4,2402.93,33797.79,3.585334755466852
2026-09-03 03:06:00+00:00,542238,2026-09-03 11:06:00,2402.94,2404.15,2402.1,2403.34,21019.23,3.4756679872192326
2026-09-03 03:09:00+00:00,542239,2026-09-03 11:09:00,2403.34,2403.5,2402.0,2402.0,17402.55,3.334548845275002
2026-09-03 03:12:00+00:00,542240,2026-09-03 11:12:00,2402.0,2407.68,2402.0,2406.63,39726.63,3.50208107061249
2026-09-03 03:15:00+00:00,542241,2026-09-03 11:15:00,2406.63,2407.0,2403.6,2406.5,27181.05,3.4947895655687473
2026-09-03 03:18:00+00:00,542242,2026-09-03 11:18:00,2406.5,2410.0,2406.02,2406.45,131224.7,3.5294474537424096
2026-09-03 03:21:00+00:00,542243,2026-09-03 11:21:00,2406.45,2406.77,2403.12,2403.12,37381.14,3.5380583499036726
2026-09-03 03:24:00+00:00,542244,2026-09-03 11:24:00,2403.13,2404.9,2402.83,2403.56,27155.46,3.4331970391962794
2026-09-03 03:27:00+00:00,542245,2026-09-03 11:27:00,2403.56,2404.19,2402.7,2402.7,24673.77,3.2943972506822763
2026-09-03 03:30:00+00:00,542246,2026-09-03 11:30:00,2402.7,2404.5,2401.5,2403.26,32863.98,3.2733688756335426
2026-09-03 03:33:00+00:00,542247,2026-09-03 11:33:00,2403.26,2403.27,2400.01,2400.62,33378.08,3.272413955945416
2026-09-03 03:36:00+00:00,542248,2026-09-03 11:36:00,2400.63,2401.18,2399.49,2399.58,37107.85,3.1593843876636045
