timeframe_min,arm,policy,group,taken,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,matched,weeks,mean_excess_bp,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,random_coverage,random_mean_net_bp,paired_target_mean_net_bp,random_win_rate,random_mean_net_r,random_ge5r
15,v9_both,baseline,week:2026-08-31,536,536,172,364,0.0,0.3208955223880597,0.28277035542926765,0.36156966914409827,0.3246268656716418,-0.001299839468909118,-0.6967139553352872,-1.0693778462112715,-1.9722508326974515,18.027749167302556,0.9981578414452867,2.194816813156792,-1.0390252907096251,13.603205479452162,-1.414115384615383,181.86328894999423,15.752798507462687,12.625,171.235139693211,477.0,314.0,3.0,13.0,5.0,258.0,307.0,11.0,521.0,299.0,349.0,6.0,366.0,151.0,194.0,1.0,288.0,83.0,118.0,1.0,181.0,14.0,18.0,0.0,123.0,3.0,3.0,0.0,49.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,33,0.061567164179104475,13,0.024253731343283583,5,0.009328358208955223,536,1,1.431353324273013,,,,,1.0,-3.4036041569704585,-1.9722508326974462,0.2873134328358209,0.0057957395503160395,23
15,v9_both,baseline,week:2026-09-07,683,683,168,515,0.0,0.24597364568081992,0.2151555489314395,0.27963324764880504,0.25329428989751096,-0.14808941618945448,-101.1450712573974,-1.0891111111111158,-9.013313638129237,10.986686361870767,0.8116716480271932,2.5947774388432485,-1.0428498659865306,14.213583333333082,-1.407820359281455,435.81589890784073,13.863836017569547,6.0,175.51020408163203,604.0,451.0,5.0,26.0,3.0,326.0,388.0,10.0,658.0,426.0,490.0,2.0,377.0,161.0,209.0,0.0,286.0,87.0,118.0,1.0,183.0,23.0,27.0,0.0,121.0,2.0,2.0,0.0,57.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,53,0.07759882869692533,26,0.03806734992679356,3,0.004392386530014641,683,1,0.6084582033764411,,,,,1.0,-9.621771841505684,-9.013313638129244,0.2840409956076135,-0.07678897652200423,21
15,v9_both,baseline,week:2026-09-14,502,500,177,323,0.0,0.354,0.31334230488712544,0.3968840025625018,0.364,0.3214010005503485,160.70050027517425,-1.0492284312085207,22.805867997356128,42.80586799735613,1.4881336677590529,2.7678792615377534,-1.019238789526341,19.689782608695932,-1.4978173076922772,144.38834237809002,15.528,10.25,187.67218350906649,447.0,277.0,8.0,21.0,4.0,230.0,276.0,8.0,490.0,267.0,313.0,0.0,339.0,125.0,162.0,0.0,271.0,76.0,94.0,1.0,187.0,13.0,15.0,0.0,128.0,4.0,4.0,0.0,74.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,66,0.132,21,0.042,4,0.008,499,1,14.939988385430338,,,,,0.998,7.203870686529495,22.143859071959824,0.2665330661322645,0.1409916637037496,30
15,v9_both,baseline,week:2026-09-21,254,187,49,138,0.0,0.2620320855614973,0.20424958653133246,0.3293947247115497,0.26737967914438504,-0.3776219521954858,-70.61530506055584,-1.0829387755102051,-93.92524760730241,-73.9252476073024,0.5232099353599647,1.5814357233034446,-1.073229387698729,6.448785714285746,-1.7192578512396628,87.05395311955452,9.872994652406417,4.0,195.72953736654802,176.0,128.0,1.0,1.0,0.0,101.0,111.0,1.0,184.0,125.0,135.0,0.0,105.0,47.0,56.0,0.0,76.0,21.0,27.0,0.0,53.0,2.0,5.0,0.0,33.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8,0.0427807486631016,1,0.0053475935828877,0,0.0,145,1,-70.07246680452099,,,,,0.7754010695187166,-18.017777037035707,-88.0902438415567,0.27586206896551724,-0.09798805242549723,2
15,v9_both,wait3,long,3001,2940,779,2161,0.0,0.2649659863945578,0.24932785068873453,0.2812175202820306,0.2755102040816326,0.05635662986979125,165.68849181718628,-1.0698382849300847,-0.5316704326121401,19.468329567387862,1.0716087360061806,3.18291561370017,-1.0707092879478235,174.76633962264407,-14.974000000005484,497.35097654926307,13.549744897959183,7.75,173.62134836922152,2564.0,1824.0,35.0,92.0,38.0,1422.0,1744.0,68.0,2793.0,1677.0,2014.0,71.0,1901.0,873.0,1122.0,30.0,1385.0,461.0,609.0,14.0,941.0,169.0,191.0,7.0,614.0,61.0,63.0,3.0,299.0,13.0,13.0,0.0,88.0,1.0,1.0,0.0,185,0.06292517006802721,92,0.031292517006802724,38,0.01292517006802721,2667,10,-24.36569437220806,0.8759765625,-58.899690777685265,10.249801225809282,0.0009765625,0.9071428571428571,24.01672503363333,-0.34896933857472257,0.28308961379827524,0.27800685616764487,120
15,v9_both,wait3,short,2779,2770,767,2003,0.0,0.27689530685920577,0.26054944384123446,0.2938591197619339,0.292057761732852,-0.18404151356811396,-509.7949925836757,-1.076925201970444,-28.799902384328114,-8.799902384328115,0.7642427992686635,2.1545996779422874,-1.0795671220995557,60.69566666666203,-6.699999999997274,1057.3304338370165,15.727436823104693,9.5,153.32699947656948,2340.0,1678.0,50.0,67.0,9.0,1268.0,1588.0,81.0,2639.0,1547.0,1872.0,65.0,1833.0,821.0,1066.0,26.0,1361.0,447.0,601.0,17.0,875.0,162.0,188.0,9.0,511.0,57.0,58.0,8.0,220.0,16.0,17.0,6.0,45.0,2.0,2.0,1.0,164,0.0592057761732852,67,0.024187725631768953,9,0.003249097472924188,2492,10,4.446893336733749,0.375,-20.802638713907523,36.429006004591,0.0009765625,0.8996389891696751,-30.146434328546135,-25.699540991812388,0.25441412520064205,-0.2886013804142889,48
15,v9_both,wait3,BTCUSDT,8,8,2,6,0.0,0.25,0.07147921209795555,0.5907245720727483,0.375,-0.2642861699511723,-2.1142893596093786,-0.7488708545264744,-16.88772823792425,3.1122717620756237,0.6257385573430293,1.7674708410990105,-0.9415385069679001,2.692855464833107,-1.4803521288837846,2.6694519378161115,13.75,17.0,81.762196033778,6.0,4.0,1.0,0.0,0.0,4.0,6.0,0.0,8.0,4.0,6.0,0.0,7.0,3.0,5.0,0.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,7,6,95.33096609623486,0.078125,10.778725330364333,177.04375891787566,0.015625,0.875,-101.12440448289543,-5.793438386660572,0.0,-1.1002161832569175,0
15,v9_both,wait3,ETHUSDT,8,8,2,6,0.0,0.25,0.07147921209795555,0.5907245720727483,0.25,-0.18750909061677984,-1.5000727249342387,-0.7741199580444413,-18.971857519867875,1.0281424801321286,0.7733472450562258,2.5591506917700158,-1.1030623514123785,4.611748538011573,-2.0100321715817913,3.6622479401318664,37.71875,19.375,88.35190343545499,5.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,3.0,5.0,0.0,6.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,0,0.0,0,0.0,7,5,-28.18657325133086,0.75,-94.5541829682335,35.11770038029486,0.03125,0.875,-5.706389832520138,-33.89296308385101,0.42857142857142855,-0.578337708596367,0
15,v9_both,wait3,week:2026-07-20,275,275,74,201,0.0,0.2690909090909091,0.22012133400081552,0.3244227215728414,0.29818181818181816,-0.2961575022129721,-81.44331310856732,-1.0771627906976748,-45.19773702690455,-25.197737026904566,0.6240976709284962,1.8272638313983833,-1.07791461010969,8.769640287769771,-3.4124999999997008,105.58961222573767,14.282727272727273,9.75,140.324963072379,238.0,170.0,9.0,6.0,0.0,134.0,162.0,10.0,259.0,154.0,185.0,10.0,188.0,92.0,114.0,2.0,138.0,48.0,64.0,2.0,97.0,23.0,27.0,1.0,49.0,6.0,7.0,2.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,12,0.04363636363636364,6,0.02181818181818182,0,0.0,258,1,-44.78043775417787,,,,,0.9381818181818182,2.0544052466108473,-42.726032507567005,0.27906976744186046,-0.17897609445824988,9
15,v9_both,wait3,week:2026-07-27,601,601,181,420,0.0,0.3011647254575707,0.2658448698572661,0.3390102595479665,0.31114808652246256,0.14594998912392862,87.7159434634811,-1.0667999999999982,4.943873142225725,24.94387314222573,1.1917852578785006,3.011499200832141,-1.0889652663979439,174.76633962264407,-3.963333333332975,200.44530648937118,14.698835274542429,9.5,157.563025210084,523.0,359.0,7.0,14.0,2.0,270.0,331.0,17.0,565.0,323.0,384.0,17.0,402.0,170.0,221.0,5.0,303.0,92.0,123.0,5.0,213.0,38.0,44.0,4.0,131.0,14.0,14.0,1.0,68.0,8.0,8.0,0.0,11.0,0.0,0.0,0.0,40,0.06655574043261231,14,0.02329450915141431,2,0.0033277870216306157,543,1,24.502587755536677,,,,,0.9034941763727121,-17.165932738111803,7.336655017424881,0.27992633517495397,-0.22296406053958745,16
15,v9_both,wait3,week:2026-08-03,768,768,206,562,0.0,0.2682291666666667,0.23810604612298059,0.30065933645184906,0.2877604166666667,-0.21136400963030014,-162.3275593960705,-1.094364642929257,-10.738758441230283,9.261241558769706,0.7491438692429131,2.353236354528908,-1.1514132534324297,19.191759999999935,-7.040000000000326,335.5779352344001,15.136067708333334,8.0,126.19806572108149,664.0,471.0,15.0,23.0,9.0,343.0,429.0,15.0,724.0,427.0,518.0,23.0,505.0,239.0,299.0,9.0,376.0,133.0,170.0,4.0,243.0,43.0,48.0,2.0,166.0,23.0,23.0,1.0,67.0,7.0,7.0,0.0,25.0,2.0,2.0,0.0,39,0.05078125,23,0.029947916666666668,9,0.01171875,699,1,-9.138751343704614,,,,,0.91015625,3.6550042092382227,-5.483747134466396,0.2632331902718169,-0.16126809137320608,22
15,v9_both,wait3,week:2026-08-10,579,579,139,440,0.0,0.24006908462867013,0.2070640481290825,0.2765004865940678,0.2556131260794473,-0.11118568047697132,-64.3765089961664,-1.057722222222231,-8.581461300794784,11.418538699205204,0.8577472716829844,2.792616904117566,-1.0285233151557003,67.11771428571414,-2.9968571428574733,83.01023677448434,15.279360967184802,9.25,162.962962962963,467.0,344.0,10.0,12.0,4.0,254.0,347.0,14.0,556.0,321.0,417.0,10.0,365.0,159.0,226.0,6.0,266.0,84.0,130.0,2.0,160.0,32.0,36.0,1.0,95.0,9.0,9.0,1.0,43.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,24,0.04145077720207254,12,0.02072538860103627,4,0.0069084628670120895,537,1,-69.68404398354119,,,,,0.927461139896373,63.814601274864785,-5.86944270867639,0.2644320297951583,0.6234271149612928,15
15,v9_both,wait3,week:2026-08-17,485,485,140,345,0.0,0.28865979381443296,0.2501167980021505,0.3305243356915045,0.2927835051546392,0.7465417760548364,362.07276138659563,-1.064944444444443,73.83952147776257,93.83952147776259,1.9394624530295859,5.339121048193168,-1.1171135807549217,98.36336842105484,-14.974000000005484,197.71206243199077,15.725773195876288,9.25,156.067108856808,419.0,285.0,2.0,33.0,16.0,219.0,278.0,7.0,465.0,265.0,325.0,9.0,314.0,132.0,174.0,2.0,231.0,70.0,91.0,2.0,156.0,20.0,22.0,2.0,116.0,6.0,6.0,2.0,67.0,2.0,2.0,1.0,27.0,0.0,0.0,0.0,54,0.11134020618556702,33,0.06804123711340206,16,0.032989690721649485,441,1,22.800935455688844,,,,,0.9092783505154639,66.4002237022492,89.20115915793805,0.2947845804988662,0.9556102128815831,35
15,v9_both,wait3,week:2026-08-24,1156,1154,260,894,0.0,0.22530329289428075,0.20213312644007653,0.2502962237642515,0.2365684575389948,-0.43554387073060646,-502.61762682311985,-1.0743838497652602,-90.12305809737751,-70.12305809737751,0.4540622192093147,1.607816882880887,-1.029809861713815,38.64399999999942,-2.2894216867469384,558.6763904704512,13.57344020797227,7.5,197.9476871201305,967.0,754.0,16.0,7.0,3.0,611.0,747.0,41.0,1111.0,711.0,851.0,19.0,719.0,355.0,459.0,9.0,503.0,192.0,246.0,4.0,316.0,78.0,92.0,2.0,178.0,30.0,31.0,1.0,59.0,4.0,5.0,0.0,8.0,1.0,1.0,0.0,28,0.024263431542461005,7,0.006065857885615251,3,0.0025996533795493936,1047,1,-36.951313827624816,,,,,0.9072790294627383,-61.46260524143683,-98.41391906906166,0.24832855778414517,-0.37176837601815477,16
15,v9_both,wait3,week:2026-08-31,512,512,162,350,0.0,0.31640625,0.2776162705424156,0.3579306658986468,0.33203125,-0.03295758176417306,-16.874281863256606,-1.0588319601381035,14.358081930108284,34.35808193010829,0.9543293414757459,2.176563227427346,-1.055650070589962,14.894235294117705,-3.4066666666664287,175.25036393481923,16.76806640625,13.75,159.40695583335503,441.0,290.0,10.0,12.0,4.0,232.0,291.0,12.0,489.0,267.0,327.0,21.0,371.0,157.0,209.0,8.0,271.0,79.0,111.0,5.0,181.0,23.0,27.0,2.0,115.0,8.0,8.0,2.0,52.0,4.0,4.0,3.0,12.0,0.0,0.0,0.0,32,0.0625,12,0.0234375,4,0.0078125,463,1,13.94161191951284,,,,,0.904296875,-3.592288264297671,10.349323655215173,0.2915766738660907,-0.03024487756964754,16
15,v9_both,wait3,week:2026-09-07,670,670,173,497,0.0,0.2582089552238806,0.22651439610371366,0.2926603359795554,0.2656716417910448,-0.06947134772332586,-46.54580297462833,-1.0918009602793544,8.623457040129304,28.623457040129306,0.9147265096066624,2.8861018250582795,-1.098272472252939,60.69566666666203,-3.2023333333331605,437.7438863474602,13.599253731343284,5.75,159.7442974084235,589.0,433.0,8.0,25.0,5.0,310.0,373.0,16.0,634.0,397.0,461.0,12.0,418.0,192.0,245.0,7.0,319.0,111.0,147.0,3.0,212.0,43.0,48.0,1.0,125.0,15.0,15.0,1.0,62.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,51,0.07611940298507462,25,0.03731343283582089,5,0.007462686567164179,602,1,16.29954115076147,,,,,0.8985074626865671,-3.1449960692643715,13.154545081497105,0.27906976744186046,-0.09459662711342373,15
15,v9_both,wait3,week:2026-09-14,497,496,170,326,0.0,0.34274193548387094,0.30232432871174264,0.38557671025139906,0.35685483870967744,0.323893933371954,160.65139095248918,-1.046448499359113,20.839481979361764,40.839481979361786,1.4705534262133466,2.9532991208477686,-1.0472682809559246,18.429090909090853,-2.4249999999999865,165.25588247621522,15.292842741935484,9.75,181.799229531776,441.0,281.0,8.0,25.0,4.0,229.0,272.0,13.0,472.0,257.0,302.0,11.0,362.0,160.0,192.0,6.0,275.0,84.0,105.0,3.0,193.0,26.0,30.0,1.0,127.0,6.0,7.0,0.0,76.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,67,0.1350806451612903,25,0.05040322580645161,4,0.008064516129032258,458,1,13.998751395471407,,,,,0.9233870967741935,1.1443313132930832,15.143082708764489,0.25327510917030566,0.05530503122939185,23
15,v9_both,wait3,week:2026-09-21,237,170,41,129,0.0,0.2411764705882353,0.18304615274502872,0.31074548610627106,0.2411764705882353,-0.4727147259249775,-80.36150340724618,-1.0941976190476235,-82.00173103370088,-62.00173103370087,0.42484863953584645,1.4478256842991593,-1.083119042352804,7.403833333333299,-1.930862326574204,82.49808893489649,9.385294117647058,4.75,190.20055345275898,155.0,115.0,0.0,2.0,0.0,88.0,102.0,4.0,157.0,102.0,116.0,4.0,90.0,38.0,49.0,2.0,64.0,15.0,23.0,1.0,45.0,5.0,5.0,0.0,23.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0.011764705882352941,2,0.011764705882352941,0,0.0,111,1,-53.07015573747867,,,,,0.6529411764705882,-9.038470198706959,-62.10862593618563,0.2702702702702703,-0.17225921504704128,1
15,v9_both,retest,long,432,413,141,272,0.0,0.3414043583535109,0.29732200497107647,0.38840983093705755,0.34624697336561744,0.20282186988693382,83.76543226330367,-0.8464235294117639,50.01183473239742,70.01183473239742,1.3330604189482098,2.377784714668536,-0.9246404871505881,34.76084999999998,-1.600869565217407,61.501206562747086,21.694309927360774,16.5,310.27253668763,317.0,195.0,3.0,12.0,4.0,169.0,241.0,3.0,408.0,191.0,267.0,0.0,271.0,81.0,130.0,0.0,213.0,39.0,73.0,0.0,140.0,4.0,12.0,0.0,77.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,28,0.06779661016949153,12,0.029055690072639227,4,0.009685230024213076,70,10,-42.15653385748308,0.685546875,-231.70601775030616,123.62777385815679,0.0009765625,0.1694915254237288,470.45613328984234,428.2995994323594,0.35714285714285715,1.0418343434424389,4
15,v9_both,retest,short,363,363,112,251,0.0,0.3085399449035813,0.2632364347918462,0.35785328493642976,0.32231404958677684,-0.13070095502757478,-47.44444667500965,-0.8045057915057917,-35.10210461836274,-15.102104618362747,0.7940543488557646,1.6332962553310613,-0.9178232162234603,11.496825396825416,-1.533669902912633,115.15871843980398,23.086088154269973,18.25,262.950302392847,252.0,166.0,5.0,2.0,1.0,135.0,212.0,1.0,355.0,160.0,243.0,1.0,226.0,63.0,114.0,0.0,162.0,26.0,54.0,0.0,92.0,1.0,4.0,0.0,42.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0.027548209366391185,2,0.005509641873278237,1,0.0027548209366391185,68,10,23.962669706088096,0.3720703125,-113.94259101457064,182.10320606394404,0.0009765625,0.18732782369146006,-4.437466226908893,19.525203479179215,0.3235294117647059,-0.062002230904544514,2
15,v9_both,retest,BTCUSDT,2,2,1,1,0.0,0.5,0.09453120463920084,0.9054687953607992,0.5,0.3117106677370484,0.6234213354740968,0.3117106677370484,-9.049210789970488,10.950789210029498,1.9054180493707273,1.311966627792247,-0.6885452923181502,1.311966627792247,-0.6885452923181502,0.6885452923181502,24.25,24.25,218.44539531473652,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,,,,,0.0,,,,,0
