timeframe_min,arm,policy,period,pairs,delayed_net_bp,immediate_same_anchor_net_bp,delayed_net_r,immediate_same_anchor_net_r,delayed_anchor_r,median_delay_bars,median_chase_anchor_r,worse_entry_fraction,median_risk_ratio
15,joint,wait3,later,1315,-40.84614794231539,-32.09234627918558,-0.2362049902410695,-0.14861144714051686,-0.20097275250186653,3.0,-0.0485436893203969,0.43802281368821294,0.951456310679603
15,joint,retest,later,159,-65.57324290950409,147.96877357657297,-0.15497110304106668,0.7489860796794064,-0.3020575288001516,6.0,0.645833333333328,1.0,1.645833333333328
15,joint,wait3,cross_split,2,-597.4283191340625,-844.9910248539824,-0.3841469120817655,-0.5652945105382968,-0.3354021097577606,3.0,-0.22943353371311034,0.0,0.7705664662868895
15,joint,retest,cross_split,0,,,,,,,,,
60,v9_both,wait3,all,1262,34.38111300092258,55.19416857909961,0.1673742072812002,0.3035347594498953,0.2272673040677248,3.0,-0.01934395743375065,0.4611727416798732,0.9806560425662492
60,v9_both,retest,all,183,-0.34580156755099084,312.4491370467325,0.14373191059298124,1.3007457144578456,0.30392275168512894,7.0,0.6137931034482729,1.0,1.6137931034482729
60,v9_both,wait3,earlier,774,141.201925109686,162.12751976237942,0.4110129359258395,0.5930264687630094,0.5134566079569488,3.0,-0.0179600886917968,0.4599483204134367,0.982039911308203
60,v9_both,retest,earlier,119,128.82389481633473,446.3954010631907,0.3989221731002426,1.7665945485845984,0.6895499603653554,7.0,0.6666666666666666,1.0,1.6666666666666667
60,v9_both,wait3,later,479,-144.7217749885776,-123.7411910932059,-0.261912056270448,-0.19719952272503177,-0.26684451103157075,3.0,-0.0294117647058811,0.4592901878914405,0.9705882352941188
60,v9_both,retest,later,63,-273.29468729850083,46.352527413175764,-0.36434072423936464,0.4048171731123644,-0.4819158413360073,6.0,0.5724637681159496,1.0,1.5724637681159497
60,v9_both,wait3,cross_split,9,380.0449768662204,382.2634427097413,2.062012459535499,2.0574389987209862,1.912715995434748,3.0,0.0918580375782884,0.6666666666666666,1.0918580375782885
60,v9_both,retest,cross_split,1,1824.240129799894,1136.930126002291,1.78466666666667,2.3082325581395366,3.922116279069775,9.0,1.1976744186046513,1.0,2.197674418604651
60,joint,wait3,all,622,133.9378712226623,156.5529420927084,0.4744737470431356,0.6629007152885048,0.5758780763675954,3.0,-0.01027768548796025,0.4790996784565916,0.9897223145120397
60,joint,retest,all,76,112.83163385344473,563.6618280688505,0.5058497655950333,2.367342659442179,0.8593500058618576,6.0,0.6826484018264852,1.0,1.6826484018264853
60,joint,wait3,earlier,387,249.5602448699778,268.097783986436,0.7400469068671283,0.9795278102176311,0.8989695421089349,3.0,0.0,0.4883720930232558,1.0
60,joint,retest,earlier,48,241.99177476715138,750.3344839794017,0.6417470587347222,2.7931902906292554,1.0010108184902076,6.0,0.7064579256360073,1.0,1.7064579256360073
60,joint,wait3,later,234,-67.13844004743244,-37.54205647068428,-0.056035883173854564,0.06750650045978496,-0.03140151775908893,3.0,-0.022200615783506,0.4658119658119658,0.977799384216494
60,joint,retest,later,27,-198.38877511113645,163.53018182101323,-0.12546427577682057,1.0516461822134948,0.012834259789034675,6.0,0.6648936170212755,1.0,1.6648936170212754
60,joint,wait3,cross_split,1,2439.936106913736,2406.928793053999,21.83691436593368,17.45046124763703,17.642905860113405,3.0,-0.1920604914933892,0.0,0.8079395085066108
60,joint,retest,cross_split,1,2316.09591203922,2406.928793053999,11.028258811930025,17.45046124763703,16.91555614366728,21.0,0.5338374291115261,1.0,1.5338374291115262
