timeframe_min,arm,policy,period,pairs,delayed_net_bp,immediate_same_anchor_net_bp,delayed_net_r,immediate_same_anchor_net_r,delayed_anchor_r,median_delay_bars,median_chase_anchor_r,worse_entry_fraction,median_risk_ratio
15,v9_both,wait3,all,5705,-14.508211199702336,-16.456471112829142,-0.06117505758509643,-0.03915460249882812,-0.03496624285862255,3.0,-0.0516605166051664,0.43102541630148994,0.9483394833948336
15,v9_both,retest,all,776,10.196937845379457,166.50979051834517,0.04680539379934793,0.9366204076485544,0.154045207442776,6.0,0.5978842129737292,1.0,1.597884212973729
15,v9_both,wait3,earlier,2701,4.539895435254715,6.711992094330348,0.05207777925848496,0.08820976951067022,0.07575660840090943,3.0,-0.0108303249097456,0.4698259903739356,0.9891696750902544
15,v9_both,retest,earlier,395,74.9617451180384,201.07374032644168,0.2298937827184023,1.2033080157733922,0.5231304626053104,6.0,0.6250000000000132,1.0,1.625000000000013
15,v9_both,wait3,later,2997,-32.001124561585094,-38.22185797549052,-0.1637120543450943,-0.15445530820556078,-0.13581771008241195,3.0,-0.0789473684210406,0.39606272939606274,0.9210526315789592
15,v9_both,retest,later,379,-65.30595461116921,126.23050609699177,-0.15397083442509982,0.6590437484343911,-0.24685975666780577,7.0,0.5534167468719939,1.0,1.553416746871994
15,v9_both,wait3,cross_split,7,125.1096923065346,362.52142958122243,0.13989165315780222,0.181566283990129,0.42066604538435154,3.0,-0.0653846153846166,0.42857142857142855,0.9346153846153834
15,v9_both,retest,cross_split,2,1526.9456220112074,973.0541012657395,1.93394383081896,0.86659472407701,3.2311980117974746,6.5,0.6535916399676706,1.0,1.6535916399676704
15,joint,wait3,all,2596,-0.8706430838829939,4.080421754207396,0.06397326692208705,0.07900855587098762,0.06006524732798239,3.0,-0.0346832397754621,0.44992295839753466,0.9653167602245378
15,joint,retest,all,327,56.658245916930895,235.04444208856304,0.16230186303984218,1.199611591105288,0.36937539396950786,6.0,0.6694915254237356,1.0,1.6694915254237357
15,joint,wait3,earlier,1279,41.1629020614954,42.59905573163362,0.3733013736676371,0.3140428874526506,0.3290690819569292,3.0,-0.0291262135922319,0.4628616106333073,0.970873786407768
15,joint,retest,earlier,168,172.34161927052116,317.4553426445535,0.46257806308070243,1.6260964501333544,1.0048386958765068,5.5,0.7390930951563097,1.0,1.7390930951563097
