setup_id,match_status,matched_control_count
0116cd2ec095d1ac,matched_exact,3
026df83769235588,matched_exact,3
038178a14b9e5ce7,matched_exact,3
055b09bcbce6f22d,matched_exact,3
057124db31a06b88,matched_exact,3
0704d1d80cd16a72,matched_exact,3
085b286c43071c67,matched_exact,3
0ad3ebb1e9336921,matched_exact,3
0b3c9d3ae2c430d5,matched_exact,3
0d043fd0c37ce960,matched_exact,3
13fd5b711b85e159,matched_exact,3
157efca5bd131e84,matched_exact,3
173d94d1d8805a93,matched_exact,3
18d56f7fde35017c,matched_exact,3
19a4ff81652ec980,matched_exact,3
1bd3b04752c5686d,matched_exact,3
1c58de9fadaec1a6,matched_exact,3
1e9fe70dd632c8a3,matched_exact,3
23b1e6fe51329039,matched_exact,3
29ac53251ef5beab,matched_exact,3
2b873aab6d56f01b,matched_exact,3
32319dfd054fed3b,matched_exact,3
32367de4d7574f75,matched_exact,3
3388b100b0c5fd21,matched_exact,3
339f0250fd7d00b7,matched_exact,3
345efb879d508e5e,matched_exact,3
379b8579ff78e825,matched_exact,3
390d5832dee64419,matched_exact,3
39b89f5e75eb40ad,matched_exact,3
3aadf487eec0050c,matched_exact,3
3e2076f6732b7b19,matched_exact,3
3ee025451ec5e4b6,matched_exact,3
42696d9615b0ff88,matched_exact,3
42afbe1a5b8da419,matched_exact,3
45e6175aec61d5f5,matched_exact,3
46d739c9d5f320e5,matched_exact,3
4c3bb065f443cb67,matched_exact,3
4e1c7a9b7563d011,matched_exact,3
51acb04a45c0209e,matched_exact,3
538dd848a03e0436,matched_exact,3
561d9869a360bae2,matched_exact,3
58c88523c4b44336,matched_exact,3
5eddda96fa100d29,matched_exact,3
64854ab13cbc8bf0,matched_exact,3
64fd937b026003f5,matched_exact,3
65fde4358f097e99,matched_exact,3
6aea144334acaa64,matched_exact,3
6ecc0117b63318e8,matched_exact,3
7066cd9547fa4b82,matched_exact,3
784e87cf25abbc39,matched_exact,3
7a17662fbfce4486,matched_exact,3
7b7d2f89677dd989,matched_exact,3
7c9feb071450a7fb,matched_exact,3
844309b79b497fb9,matched_exact,3
87bbaae2801fc2f4,matched_exact,3
8d23f71a58024170,matched_exact,3
8d829c7a981599e7,matched_exact,3
905bcab0c65c9321,matched_exact,3
91564be577184e48,matched_exact,3
922f8b5e5b15d734,matched_exact,3
9cb3ae70ced3ee15,matched_exact,3
9f58e9ffe778e970,matched_exact,3
a12a5a888daf7a75,matched_exact,3
a3074efd8cf246cb,matched_exact,3
a34e08958820b8a8,matched_exact,3
a581c496753d64e7,matched_exact,3
a76d9f3ca5e9d332,matched_exact,3
a7ea8a5f14795d89,matched_exact,3
a803d604673fab5a,matched_exact,3
a82fe0bb1315d634,matched_exact,3
ac3d120f2237e4cc,matched_exact,3
ac7d4a95acb2f6f9,matched_exact,3
accf4565740d1c00,matched_exact,3
ae8aa2ea1497e0cf,matched_exact,3
b0e8d50faae1f57a,matched_exact,3
b365cd7dc4477e33,matched_exact,3
b40e4071d5e8368f,matched_exact,3
b6aa818c7026dd7b,matched_exact,3
b7ebf7b29be0f6a5,matched_exact,3
bfe9d99067961803,matched_exact,3
c0d0a4018f8596a3,matched_exact,3
c2adb1fdc85acf10,matched_exact,3
c4493438317b77a9,matched_exact,3
c897cb5f20b39639,matched_exact,3
cb6c4cde9e2403a6,matched_exact,3
cc528f4f7b9276cc,matched_exact,3
cc6411b2dc5d50a9,matched_exact,3
cecbd4d541bc8dca,matched_exact,3
e27874d55bfa6538,matched_exact,3
e6b43690f8bb62ce,matched_exact,3
e6ca7b776d6af604,matched_exact,3
e9404beefe4f682a,matched_exact,3
ec57b3ef9bb7714a,matched_exact,3
ee9f2bec3b59178f,matched_exact,3
f020ac87aaedc2bb,matched_exact,3
f511efbfab145c01,matched_exact,3
f667ca23941a0626,matched_exact,3
f7cf6d9d5c2a5618,matched_exact,3
fe3e8eeb30505a48,matched_exact,3
febc122eede7771d,matched_exact,3
