open_time,open,high,low,close,volume
2026-04-29 15:00:00+00:00,0.001067,0.001067,0.001063,0.001063,1795
2026-04-29 15:15:00+00:00,0.001063,0.001067,0.001063,0.001067,2239
2026-04-29 15:30:00+00:00,0.001067,0.001067,0.001059,0.00106,3392
2026-04-29 15:45:00+00:00,0.00106,0.00106,0.001057,0.001059,2645
2026-04-29 16:00:00+00:00,0.001058,0.001067,0.001056,0.001067,41456
2026-04-29 16:15:00+00:00,0.001066,0.001066,0.001059,0.001061,2296
2026-04-29 16:30:00+00:00,0.00106,0.00106,0.001056,0.001059,1272
2026-04-29 16:45:00+00:00,0.001058,0.001058,0.001056,0.001057,587
2026-04-29 17:00:00+00:00,0.001058,0.001063,0.001058,0.001063,286
2026-04-29 17:15:00+00:00,0.001064,0.001067,0.001063,0.001063,987
2026-04-29 17:30:00+00:00,0.001065,0.001067,0.001064,0.001067,659
2026-04-29 17:45:00+00:00,0.001067,0.00107,0.001066,0.00107,677
2026-04-29 18:00:00+00:00,0.001069,0.001069,0.00104,0.001048,25535
2026-04-29 18:15:00+00:00,0.001048,0.001054,0.001044,0.001046,5004
2026-04-29 18:30:00+00:00,0.001046,0.001052,0.001043,0.001048,17295
2026-04-29 18:45:00+00:00,0.001048,0.001054,0.001047,0.001054,2660
2026-04-29 19:00:00+00:00,0.001055,0.001055,0.001052,0.001055,1789
2026-04-29 19:15:00+00:00,0.001056,0.001056,0.001054,0.001055,509
2026-04-29 19:30:00+00:00,0.001054,0.001054,0.001052,0.001053,667
2026-04-29 19:45:00+00:00,0.001053,0.001053,0.00105,0.001052,771
2026-04-29 20:00:00+00:00,0.001052,0.001054,0.001052,0.001052,1914
2026-04-29 20:15:00+00:00,0.001052,0.00106,0.001052,0.001058,5742
2026-04-29 20:30:00+00:00,0.001058,0.001063,0.001057,0.001062,1851
2026-04-29 20:45:00+00:00,0.001063,0.001066,0.001063,0.001065,732
2026-04-29 21:00:00+00:00,0.001064,0.001064,0.001063,0.001063,1189
2026-04-29 21:15:00+00:00,0.001064,0.001068,0.001064,0.001067,766
2026-04-29 21:30:00+00:00,0.001068,0.00107,0.001068,0.001068,913
