class_id,class_name,confidence,confirmation_bars,core_end_i,core_end_local,core_end_time,core_high,core_length_bars,core_low,core_start_i,core_start_local,core_start_time,daily_return,day,input_height,input_n_bars,input_pixel_sha256,input_width,inst_id,prediction_cx_norm,prediction_cy_norm,prediction_h_norm,prediction_w_norm,rank,symbol,window_end_i,window_end_time,window_len,window_start_i,event_order,global_x0_bar,global_x1_bar,context_start_i,raw_x0_px,raw_x1_px,raw_y0_px,raw_y1_px,episode_id,direction,aligned_daily_direction,predicted_width_bars,box_to_detection_gap_bars,box_left_minus_core_start_bars,box_right_minus_core_end_bars,naive_fullchart_center_bar,correct_box_center_bar,naive_projection_error_bars
0,dense_long,0.9609341025352478,6,631,13,2026-08-27T13:45:00+00:00,0.02133,4,0.02079,628,10,2026-08-27T13:00:00+00:00,0.1040076335877864,2026-08-27T00:00:00+00:00,742,20,37bcd9b88502a31ed46213d23079bc604fec0e44986afdd8ac6ad94fa331e8a9,1280,MERL-USDT-SWAP,0.6035758852958679,0.699155867099762,0.3927020728588104,0.190449520945549,5,MERL_USDT_SWAP,637,2026-08-27T15:15:00+00:00,20,618,11,627.6664012738853,631.3423566878981,568,651,894,373,664,20260827_MERL_02,LONG,True,3.675955414012833,5.657643312101868,-0.3335987261147011,0.3423566878981319,633.7897714972496,629.5043789808917,4.285392516357888
0,dense_long,0.8696771860122681,4,639,18,2026-08-27T15:45:00+00:00,0.02232,5,0.02154,635,14,2026-08-27T14:45:00+00:00,0.1040076335877864,2026-08-27T00:00:00+00:00,742,23,81c56eee4b89ef493f3aa5d0f437fea37c41c540ee13b3b19b6a6c0d47da7c96,1280,MERL-USDT-SWAP,0.7236241102218628,0.5798494219779968,0.624274492263794,0.2092478722333908,5,MERL_USDT_SWAP,643,2026-08-27T16:45:00+00:00,23,621,12,634.6624203821656,639.3566878980891,568,792,1060,199,662,20260827_MERL_02,LONG,True,4.6942675159235705,3.643312101910851,-0.3375796178344217,0.3566878980891488,646.875028014183,637.0095541401274,9.865473874055624
0,dense_long,0.9701087474822998,5,610,13,2026-08-27T08:30:00+00:00,0.02047,4,0.019825,607,10,2026-08-27T07:45:00+00:00,0.0972863302054272,2026-08-27T00:00:00+00:00,742,19,88699ec12e741865255baed2e80b801d8f4f0dbf2dd55d8ad89e5e4783f4974d,1280,MUBARAK-USDT-SWAP,0.6356122493743896,0.6534584164619446,0.5225067734718323,0.2017689794301986,6,MUBARAK_USDT_SWAP,615,2026-08-27T09:45:00+00:00,19,597,13,606.6305732484077,610.3423566878981,568,684,943,291,679,20260827_MUBARAK_01,LONG,True,3.711783439490432,4.657643312101868,-0.3694267515923002,0.3423566878981319,637.2817351818085,608.4864649681529,28.795270213655613
0,dense_long,0.6835741996765137,6,631,17,2026-08-27T13:45:00+00:00,0.03891,4,0.03647,628,14,2026-08-27T13:00:00+00:00,0.0969833662249788,2026-08-27T00:00:00+00:00,742,24,aa708c7dc4beef0b9710409547dae61b39e2a38e4d52c3340e37f3c0eb93ccf8,1280,CHIP-USDT-SWAP,0.6697629690170288,0.6644513607025146,0.4531760811805725,0.1574910134077072,7,CHIP_USDT_SWAP,637,2026-08-27T15:15:00+00:00,24,614,14,627.6425159235669,631.3232484076433,568,757,958,325,661,20260827_CHIP_01,LONG,True,3.6807324840764295,5.676751592356709,-0.3574840764331384,0.3232484076432911,641.0041636228561,629.4828821656051,11.521281457251007
0,dense_long,0.6368836760520935,4,650,14,2026-08-27T18:30:00+00:00,0.06038,5,0.05907,646,10,2026-08-27T17:30:00+00:00,-0.096300733862513,2026-08-27T00:00:00+00:00,742,19,76070624563004fb837eff6c03dfdfe9692ed2f42e1bab90c95e98dbd61dac7f,1280,EDEN-USDT-SWAP,0.6624130606651306,0.4800238013267517,0.3323564529418945,0.2554517388343811,8,EDEN_USDT_SWAP,654,2026-08-27T19:30:00+00:00,19,636,15,645.6305732484077,650.3168789808917,568,684,1011,233,479,20260827_EDEN_01,LONG,False,4.686305732484016,3.6831210191082846,-0.3694267515923002,0.3168789808917154,640.2030236124992,647.9737261146497,-7.7707025021504705
0,dense_long,0.9635453224182128,4,670,19,2026-08-27T23:30:00+00:00,0.06049,5,0.05907,666,15,2026-08-27T22:30:00+00:00,-0.096300733862513,2026-08-27T00:00:00+00:00,742,24,0674e8df5bca0e73a630229dccdd8d51ddcdc0ca50ab2e3e628bb979339eaba4,1280,EDEN-USDT-SWAP,0.7342084646224976,0.6852498650550842,0.3223765790462494,0.2000363320112228,8,EDEN_USDT_SWAP,674,2026-08-28T00:30:00+00:00,24,651,16,665.6496815286624,670.3375796178344,568,812,1068,389,628,20260827_EDEN_02,LONG,False,4.687898089171995,3.6624203821655783,-0.3503184713375731,0.3375796178344217,648.0287226438522,667.9936305732484,-19.96490792939619
0,dense_long,0.8952288031578064,6,607,18,2026-08-27T07:45:00+00:00,2.255,5,2.242,603,14,2026-08-27T06:45:00+00:00,0.0955660783469651,2026-08-27T00:00:00+00:00,742,25,bf9740fe40a700c88294e3d10cb63e6894e564556d714f891c8cc65e01c97962,1280,TRUMP-USDT-SWAP,0.663273274898529,0.7355039119720459,0.1303871273994445,0.1929982751607895,9,TRUMP_USDT_SWAP,613,2026-08-27T09:15:00+00:00,25,589,17,602.624203821656,607.3630573248407,568,725,973,497,594,20260827_TRUMP_01,LONG,True,4.738853503184714,5.6369426751592755,-0.3757961783439896,0.3630573248407245,640.2967869639397,604.9936305732483,35.303156390691356
0,dense_long,0.9192301034927368,4,630,18,2026-08-27T13:30:00+00:00,2.4,5,2.342,626,14,2026-08-27T12:30:00+00:00,0.0955660783469651,2026-08-27T00:00:00+00:00,742,23,8be89de2cdb4589a1e2238593322a574a32c30afb961b5464ff021b1d6c3c413,1280,TRUMP-USDT-SWAP,0.7220063805580139,0.7274748086929321,0.3625310659408569,0.2103159874677658,9,TRUMP_USDT_SWAP,634,2026-08-27T14:30:00+00:00,23,612,18,625.6273885350319,630.3391719745223,568,790,1059,405,674,20260827_TRUMP_02,LONG,True,4.711783439490432,3.660828025477713,-0.3726114649681449,0.3391719745222872,646.6986954808235,627.9832802547771,18.71541522604639
0,dense_long,0.8037692308425903,4,638,14,2026-08-27T15:30:00+00:00,2.668,4,2.483,635,11,2026-08-27T14:45:00+00:00,0.0955660783469651,2026-08-27T00:00:00+00:00,742,19,fbc1f5b6855a29f51afb988dd99b2f6330f40e04384b18a2dcc1db5e004ec8a5,1280,TRUMP-USDT-SWAP,0.6894656419754028,0.6074811816215515,0.6465233564376831,0.200783684849739,9,TRUMP_USDT_SWAP,642,2026-08-27T16:30:00+00:00,19,624,19,634.6337579617834,638.3168789808917,568,754,1011,211,691,20260827_TRUMP_02,LONG,True,3.6831210191082846,3.6831210191082846,-0.3662420382165692,0.3168789808917154,643.1517549753189,636.4753184713376,6.676436503981336
0,dense_long,0.5545032024383545,4,671,13,2026-08-27T23:45:00+00:00,2.558,4,2.524,668,10,2026-08-27T23:00:00+00:00,0.0955660783469651,2026-08-27T00:00:00+00:00,742,18,a655e38d5c67e0f6ec34524690f04ac4526e8914f352de72e1527ebc47a9fb0f,1280,TRUMP-USDT-SWAP,0.6729626059532166,0.50542813539505,0.1557509452104568,0.2143425047397613,9,TRUMP_USDT_SWAP,675,2026-08-28T00:45:00+00:00,18,658,20,667.6369426751593,671.359076433121,568,724,999,317,433,20260827_TRUMP_03,LONG,True,3.7221337579617284,3.640923566878996,-0.3630573248407245,0.3590764331210039,641.3529240489006,669.4980095541401,-28.145085505239535
0,dense_long,0.441647857427597,4,581,16,2026-08-27T01:15:00+00:00,0.2171,4,0.2144,578,13,2026-08-27T00:30:00+00:00,0.08937528499772,2026-08-27T00:00:00+00:00,742,21,3c9c0262abf03265257a21db863f6c26457db62006d60b023176a380cc2ad4d9,1280,JUP-USDT-SWAP,0.7203595638275146,0.6221663951873779,0.2054587304592132,0.1815447807312011,10,JUP_USDT_SWAP,585,2026-08-27T02:15:00+00:00,21,565,21,577.6433121019109,581.3375796178344,568,806,1038,385,538,20260827_JUP_01,LONG,True,3.6942675159235705,3.6624203821655783,-0.3566878980891488,0.3375796178344217,646.5191924571991,579.4904458598726,67.02874659732652
0,dense_long,0.8128330707550049,4,607,18,2026-08-27T07:45:00+00:00,0.2167,5,0.2147,603,14,2026-08-27T06:45:00+00:00,0.08937528499772,2026-08-27T00:00:00+00:00,742,23,7bdb6de3f87fd10167efd45303690533ef4726e1f520b0468bab6c3cca4a4cd3,1280,JUP-USDT-SWAP,0.7232632040977478,0.6994642019271851,0.1185347959399223,0.2087821960449218,10,JUP_USDT_SWAP,611,2026-08-27T08:45:00+00:00,23,589,22,602.6624203821656,607.3391719745223,568,792,1059,475,563,20260827_JUP_02,LONG,True,4.676751592356709,3.660828025477713,-0.3375796178344217,0.3391719745222872,646.8356892466545,605.000796178344,41.83489306831052
1,dense_short,0.5736718773841858,4,616,13,2026-08-27T10:00:00+00:00,0.2288,4,0.2247,613,10,2026-08-27T09:15:00+00:00,0.08937528499772,2026-08-27T00:00:00+00:00,742,18,bc574f46ce68803e4f0a4a099d9e9c4c48e001edc92066baa31b6907585e1204,1280,JUP-USDT-SWAP,0.6724970936775208,0.1900516003370285,0.2728341817855835,0.2130663394927978,10,JUP_USDT_SWAP,620,2026-08-27T11:00:00+00:00,18,603,23,612.6369426751593,616.3320063694267,568,724,997,40,242,20260827_JUP_02,SHORT,False,3.6950636942674464,3.667993630573278,-0.3630573248407245,0.3320063694267219,641.3021832108498,614.484474522293,26.817708688556763
0,dense_long,0.87149578332901,4,632,13,2026-08-27T14:00:00+00:00,0.2299,4,0.2224,629,10,2026-08-27T13:15:00+00:00,0.08937528499772,2026-08-27T00:00:00+00:00,742,18,c3aca8bfd642a1821b55bdf25df01751b548ff68341ba3dd73715375d81005ff,1280,JUP-USDT-SWAP,0.6737935543060303,0.5139319896697998,0.598613440990448,0.21022330224514,10,JUP_USDT_SWAP,636,2026-08-27T15:00:00+00:00,18,619,24,628.6910828025477,632.3320063694267,568,728,997,159,603,20260827_JUP_03,LONG,True,3.640923566878996,3.667993630573278,-0.3089171974522742,0.3320063694267219,641.4434974193573,630.5115445859872,10.931952833370133
0,dense_long,0.7282461524009705,4,634,16,2026-08-27T14:30:00+00:00,0.02837,5,0.02788,630,12,2026-08-27T13:30:00+00:00,0.0874906924795235,2026-08-27T00:00:00+00:00,742,21,de496df43e3670998f3d2148167daf0fa92d87dbb91dfd1544d31d211beda618,1280,KMNO-USDT-SWAP,0.695436418056488,0.4260192215442657,0.2638480961322784,0.2313673049211502,11,KMNO_USDT_SWAP,638,2026-08-27T15:30:00+00:00,21,618,25,629.624203821656,634.3375796178344,568,742,1038,218,414,20260827_KMNO_01,LONG,True,4.713375796178411,3.6624203821655783,-0.3757961783439896,0.3375796178344217,643.8025695681572,631.9808917197452,11.821677848412037
1,dense_short,0.691102921962738,4,666,14,2026-08-27T22:30:00+00:00,0.03015,5,0.02967,662,10,2026-08-27T21:30:00+00:00,0.0874906924795235,2026-08-27T00:00:00+00:00,742,19,05d97d404ef47bc42fd6d5a34d38928fac54cd1a7b7031a6fbf70e4547a0b776,1280,KMNO-USDT-SWAP,0.6625440120697021,0.2580551207065582,0.1506486237049102,0.2553467750549316,11,KMNO_USDT_SWAP,670,2026-08-27T23:30:00+00:00,19,652,26,661.6449044585987,666.3168789808917,568,685,1011,136,247,20260827_KMNO_02,SHORT,False,4.671974522292999,3.6831210191082846,-0.3550955414012833,0.3168789808917154,640.2172973155975,663.9808917197452,-23.763594404147625
0,dense_long,0.956634759902954,4,577,20,2026-08-27T00:15:00+00:00,235.4,5,231.4,573,16,2026-08-26T23:15:00+00:00,0.0823027718550106,2026-08-27T00:00:00+00:00,742,25,a08857ac1bfedcae34646eba76b95171d131b4c7047d6adc95db59925b36ef42,1280,TAO-USDT-SWAP,0.7451376914978027,0.5174766778945923,0.3762208521366119,0.1924540102481842,12,TAO_USDT_SWAP,581,2026-08-27T01:15:00+00:00,25,557,27,572.6496815286624,577.3503184713376,568,831,1077,244,524,20260827_TAO_01,LONG,True,4.700636942675146,3.649681528662427,-0.3503184713375731,0.3503184713375731,649.2200083732605,575.0,74.2200083732605
0,dense_long,0.3080177307128906,4,582,14,2026-08-27T01:30:00+00:00,239.9,5,233.5,578,10,2026-08-27T00:30:00+00:00,0.0823027718550106,2026-08-27T00:00:00+00:00,742,19,6e1a7f3c37dc38961fa5710d058b2a958bd24fd8b00e681051763e44f64ff2d3,1280,TAO-USDT-SWAP,0.662196934223175,0.6231792569160461,0.4847478568553924,0.2572366297245025,12,TAO_USDT_SWAP,586,2026-08-27T02:30:00+00:00,19,568,28,577.6162420382166,582.3312101910828,568,683,1012,283,642,20260827_TAO_01,LONG,True,4.714968152866277,3.668789808917154,-0.3837579617834308,0.331210191082846,640.1794658303261,579.9737261146497,60.20573971567637
0,dense_long,0.8720396161079407,5,606,13,2026-08-27T07:30:00+00:00,248.6,4,242.4,603,10,2026-08-27T06:45:00+00:00,0.0823027718550106,2026-08-27T00:00:00+00:00,742,19,47e4773486ed1ab4fb88cd6c51da0e64187ee2019c322df3360827975462be92,1280,TAO-USDT-SWAP,0.6362608075141907,0.6724433302879333,0.4872971773147583,0.2016323059797287,12,TAO_USDT_SWAP,611,2026-08-27T08:45:00+00:00,19,593,29,602.6449044585987,606.3423566878981,568,685,943,318,680,20260827_TAO_02,LONG,True,3.697452229299415,4.657643312101868,-0.3550955414012833,0.3423566878981319,637.3524280190468,604.4936305732484,32.85879744579836
0,dense_long,0.9810804724693298,4,606,18,2026-08-27T07:30:00+00:00,3.3877,5,3.3281,602,14,2026-08-27T06:30:00+00:00,0.0740119206064464,2026-08-27T00:00:00+00:00,742,23,481cb0bbb1be04b6acfdaf0b74ad6f2e7a9e010f848328c153639d9aecf91cc2,1280,LIT-USDT-SWAP,0.7224500179290771,0.5529929995536804,0.2749223411083221,0.210406020283699,13,LIT_USDT_SWAP,610,2026-08-27T08:30:00+00:00,23,588,30,601.6273885350319,606.3391719745223,568,790,1059,308,512,20260827_LIT_01,LONG,True,4.711783439490432,3.660828025477713,-0.3726114649681449,0.3391719745222872,646.7470519542694,603.9832802547771,42.76377169949228
0,dense_long,0.4923470914363861,6,616,17,2026-08-27T10:00:00+00:00,3.5195,5,3.4385,612,13,2026-08-27T09:00:00+00:00,0.0740119206064464,2026-08-27T00:00:00+00:00,742,24,5695b6b24e408e8bac4931a07cc32a064b909e9ebe671af6c217109b43cafc51,1280,LIT-USDT-SWAP,0.6487234234809875,0.2217761874198913,0.3675701022148132,0.2010194361209869,13,LIT_USDT_SWAP,622,2026-08-27T11:30:00+00:00,24,599,31,611.6353503184713,616.3415605095541,568,702,959,28,301,20260827_LIT_01,LONG,True,4.706210191082846,5.658439490445858,-0.3646496815287037,0.3415605095541423,638.7108531594276,613.9884554140127,24.722397745414924
0,dense_long,0.9449031352996826,5,634,13,2026-08-27T14:30:00+00:00,3.51,4,3.4017,631,10,2026-08-27T13:45:00+00:00,0.0740119206064464,2026-08-27T00:00:00+00:00,742,19,17df48db3e6edb847db7063c02fa506808755c27610166238e8830b5343471af,1280,LIT-USDT-SWAP,0.6352617144584656,0.7005992531776428,0.4708417952060699,0.2033981382846832,13,LIT_USDT_SWAP,639,2026-08-27T15:45:00+00:00,19,621,32,630.6162420382166,634.3423566878981,568,683,943,345,695,20260827_LIT_02,LONG,True,3.7261146496815627,4.657643312101868,-0.3837579617834308,0.3423566878981319,637.2435268759727,632.4792993630574,4.76422751291534
0,dense_long,0.849474310874939,5,584,12,2026-08-27T02:00:00+00:00,0.2279,4,0.2243,581,9,2026-08-27T01:15:00+00:00,-0.0700406687754179,2026-08-27T00:00:00+00:00,742,18,fada172e0c8e09b8d5424ae4d78059659ef2a87a25f6660aa81312a15ea95d9b,1280,APR-USDT-SWAP,0.6146720051765442,0.5619198083877563,0.4522904455661773,0.2135724574327469,14,APR_USDT_SWAP,589,2026-08-27T03:15:00+00:00,18,572,33,580.6353503184713,584.3304140127389,568,650,923,249,585,20260827_APR_01,LONG,False,3.69506369426756,4.669585987261144,-0.3646496815287037,0.3304140127388564,634.9992485642433,582.4828821656051,52.51636639863818
0,dense_long,0.970073103904724,4,620,13,2026-08-27T11:00:00+00:00,0.2346,4,0.2282,617,10,2026-08-27T10:15:00+00:00,-0.0700406687754179,2026-08-27T00:00:00+00:00,742,18,37dde2b31f511610f1cc1a454f73c4d1b42195f1cb0d91cb710f196c206d52e8,1280,APR-USDT-SWAP,0.6729236841201782,0.1962988078594207,0.2753832638263702,0.2126319855451584,14,APR_USDT_SWAP,624,2026-08-27T12:00:00+00:00,18,607,34,616.6504777070064,620.3320063694267,568,725,997,43,248,20260827_APR_02,LONG,False,3.6815286624203054,3.667993630573278,-0.3495222929935835,0.3320063694267219,641.3486815690994,618.4912420382166,22.857439530882857
1,dense_short,0.8680358529090881,6,647,16,2026-08-27T17:45:00+00:00,0.2221,4,0.2151,644,13,2026-08-27T17:00:00+00:00,-0.0700406687754179,2026-08-27T00:00:00+00:00,742,23,49cdfde57f75c597aba222780a528424f21f184d4cefdd7b16f49d89432c2f3f,1280,APR-USDT-SWAP,0.6559863090515137,0.434329092502594,0.3910980522632599,0.1652033329010009,14,APR_USDT_SWAP,653,2026-08-27T19:15:00+00:00,23,631,35,643.6464968152866,647.3423566878981,568,734,945,177,467,20260827_APR_03,SHORT,True,3.6958598726115497,5.657643312101868,-0.3535031847134178,0.3423566878981319,639.502507686615,645.4944267515923,-5.99191906497731
0,dense_long,0.739578127861023,6,606,18,2026-08-27T07:30:00+00:00,4.405,5,4.351,602,14,2026-08-27T06:30:00+00:00,0.0691780821917809,2026-08-27T00:00:00+00:00,742,25,75ec8fd3c65d817e0b6896698e0e17c0d907ae7b1c01a6d1b9e2be629eb76fa7,1280,UNI-USDT-SWAP,0.6635701656341553,0.5956287384033203,0.3706421554088592,0.193336009979248,15,UNI_USDT_SWAP,612,2026-08-27T09:00:00+00:00,25,588,36,601.6433121019109,606.3630573248407,568,726,973,304,579,20260827_UNI_01,LONG,True,4.719745222929873,5.6369426751592755,-0.3566878980891488,0.3630573248407245,640.3291480541229,604.0031847133757,36.325963340747194
0,dense_long,0.7012939453125,4,607,13,2026-08-27T07:45:00+00:00,102.04,4,100.99,604,10,2026-08-27T07:00:00+00:00,0.0690973243163775,2026-08-27T00:00:00+00:00,742,18,6385a9e9894ab67ef3fda44b160e23148661f1ce4bd8a8920098076fc024d755,1280,SOL-USDT-SWAP,0.6721991896629333,0.4865667521953583,0.1296815723180771,0.2128196805715561,16,SOL_USDT_SWAP,611,2026-08-27T08:45:00+00:00,18,594,37,603.6369426751593,607.3320063694267,568,724,997,313,409,20260827_SOL_01,LONG,True,3.6950636942674464,3.667993630573278,-0.3630573248407245,0.3320063694267219,641.2697116732597,605.484474522293,35.785237150966736
0,dense_long,0.7836012244224548,5,580,18,2026-08-27T01:00:00+00:00,0.02572,5,0.02367,576,14,2026-08-27T00:00:00+00:00,0.065929565929566,2026-08-27T00:00:00+00:00,742,24,9edef24b297f665b0a8e8e82fb6077b323c85a87ffedd1608ff1c49441043837,1280,BICO-USDT-SWAP,0.6913043260574341,0.4921456277370453,0.4361478388309479,0.200653076171875,17,BICO_USDT_SWAP,585,2026-08-27T02:15:00+00:00,24,562,38,575.624203821656,580.3304140127389,568,756,1013,203,527,20260827_BICO_01,LONG,True,4.706210191082846,4.669585987261144,-0.3757961783439896,0.3304140127388564,643.3521715402603,577.9773089171974,65.37486262306288
0,dense_long,0.6559789776802063,5,587,13,2026-08-27T02:45:00+00:00,0.02739,4,0.02549,584,10,2026-08-27T02:00:00+00:00,0.065929565929566,2026-08-27T00:00:00+00:00,742,19,cb0495cf87e44de4cfc840497fb2ced95bc66477b265e25399e4356982d9eba6,1280,BICO-USDT-SWAP,0.635729968547821,0.5796781182289124,0.3707222640514374,0.2024650573730468,17,BICO_USDT_SWAP,592,2026-08-27T04:00:00+00:00,19,574,39,583.6305732484077,587.3423566878981,568,684,943,293,568,20260827_BICO_01,LONG,True,3.711783439490432,4.657643312101868,-0.3694267515923002,0.3423566878981319,637.2945665717125,585.4864649681529,51.808101603559635
