raw_x0_px,raw_y0_px,raw_x1_px,raw_y1_px,global_x0_bar,global_x1_bar,price_high,price_low,context_x0_px,context_y0_px,context_x1_px,context_y1_px,event_order,symbol,rank,class_id,class_name,confidence,daily_return,window_len,window_start_i,window_end_i,window_end_time,core_start_i,core_end_i,core_length_bars,confirmation_bars,context_start_i,context_end_i,context_start_time,context_end_time,context_bars,model_input_pixel_sha256,after_board_midnight,boxes_per_document,canvas_width,canvas_height,image_path,image_sha256,image_size_bytes
725,393,997,674,596.6504777070064,600.3320063694267,0.14748980183844013,0.14144364198700093,500,596,563,680,1,ENA_USDT_SWAP,1,0,dense_long,0.719118058681488,0.1541072640868976,18,587,604,2026-08-27T07:00:00+00:00,597,600,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,e96ec95ad11729e7f7f65ca6405a719402db924794e1056fb41648739994d125,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/01_ENA_USDT_SWAP_LONG_20260827T0700Z.png,a1e39b4ec8fe73c49b0ed29f89ff3bc632d08207c8a0065c6f1b76e64f34a34d,196909
755,223,1012,664,603.6480891719746,607.3312101910828,0.15301995853296196,0.14200352466109564,619,518,682,672,2,ENA_USDT_SWAP,1,0,dense_long,0.8293713927268982,0.1541072640868976,19,593,611,2026-08-27T08:45:00+00:00,604,607,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,1614ac281c64845bdd59e19b6647cf4460cabfcfdbe7d94e32c684e24820e666,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/02_ENA_USDT_SWAP_LONG_20260827T0845Z.png,b9cc77f6e0f594ecb9ba81a7f58844102fd9c5c2af1bf39b7953bc885c42f101,202723
725,342,998,689,633.6504777070064,637.3455414012739,0.1580611683983287,0.14411284451717737,1130,448,1193,643,3,ENA_USDT_SWAP,1,0,dense_long,0.958868682384491,0.1541072640868976,18,624,641,2026-08-27T16:15:00+00:00,634,637,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,a9916b50c7be8e6509bfba6e5f7b361f71d001011e5b308ed2d6001e63f01a0d,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/03_ENA_USDT_SWAP_LONG_20260827T1615Z.png,36a9423500ff3a95d4a81c5b3312fb1a8d5de82d8cb213f596c777d7aa0932a6,200988
724,488,997,581,603.6369426751593,607.3320063694267,0.00829416979610028,0.008221176557103065,619,663,682,695,4,MOVE_USDT_SWAP,3,0,dense_long,0.8977793455123901,0.1139945491171938,18,594,611,2026-08-27T08:45:00+00:00,604,607,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,b44b1f582d968499445159ad72739cad5ac5b6c4c1a2b2ca38e53af9dc4206a5,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/04_MOVE_USDT_SWAP_LONG_20260827T0845Z.png,91e88f41b22d921553260bf5c6a7f372107457feb638a789c73cf1e31fe0d148,205088
723,289,998,632,614.6234076433121,618.3455414012739,0.008669816713091923,0.00828993704735376,806,498,869,665,5,MOVE_USDT_SWAP,3,0,dense_long,0.9701217412948608,0.1139945491171938,18,605,622,2026-08-27T11:30:00+00:00,615,618,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,10be838c4004944f7c359f21eb7f5b60a628092f3713c25e6d8612b93f682a1e,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/05_MOVE_USDT_SWAP_LONG_20260827T1130Z.png,5e385647f9b6e5de2aa9ed935026f99699e012caeeed98184228ef5421e08285,211121
757,222,1013,429,638.6425159235669,643.3304140127389,0.009112868818941503,0.008780855426183842,1215,303,1295,449,6,MOVE_USDT_SWAP,3,0,dense_long,0.7751464247703552,0.1139945491171938,24,625,648,2026-08-27T18:00:00+00:00,639,643,5,5,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,825e80bce46112593170c9d3d989fb87dc3917af12706281f92a3c478851d5da,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/06_MOVE_USDT_SWAP_LONG_20260827T1800Z.png,e239acf0948f263c900517ea0b80161a1a263301e9031ca879934a08a5d58fad,215409
742,198,1038,442,605.624203821656,610.3375796178344,0.024993983509749303,0.024074422952646238,653,356,733,496,7,HUMA_USDT_SWAP,4,0,dense_long,0.9151792526245116,0.105350476980506,21,594,614,2026-08-27T09:30:00+00:00,606,610,5,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,15b560dc94fb3da67ea1b2ccdde768f3546d4f82b5c750f7f49c1ff833a96fa5,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/07_HUMA_USDT_SWAP_LONG_20260827T0930Z.png,dacb7d19414ceb4fce846782162f522b07eb56a2d2424a65fff3cec65420131f,210222
757,44,1013,186,618.6425159235669,623.3304140127389,0.026178020547818013,0.025562497353760445,874,176,954,269,8,HUMA_USDT_SWAP,4,1,dense_short,0.3238845467567444,0.105350476980506,24,605,628,2026-08-27T13:00:00+00:00,619,623,5,5,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,e417cd0c3c503ed4792edfd37a320d6a6527a11623a649eb5a2d39702c1acc04,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/08_HUMA_USDT_SWAP_SHORT_20260827T1300Z.png,05b90b0c80631274d82af39aa6e91fcac547f8487d49e0f9b20ca2d93bc65fdc,214293
725,387,997,517,659.6504777070064,663.3320063694267,0.02550745841082019,0.025050655759370065,1573,278,1635,347,9,HUMA_USDT_SWAP,4,0,dense_long,0.979958474636078,0.105350476980506,18,650,667,2026-08-27T22:45:00+00:00,660,663,4,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,7f12b422762f7718bc28664d2e58dd51f09b421cbd7776663fec88912ece7063,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/09_HUMA_USDT_SWAP_LONG_20260827T2245Z.png,52e75951fcee480446e5119718dc7b8b417520c0668c8610580cc596505580f2,204247
685,252,1013,499,611.6449044585987,616.3455414012739,0.020890102908077992,0.02041249435097493,755,594,835,663,10,MERL_USDT_SWAP,5,0,dense_long,0.845185399055481,0.1040076335877864,19,602,620,2026-08-27T11:00:00+00:00,612,616,5,4,568,677,2026-08-26T22:00:00+00:00,2026-08-28T01:15:00+00:00,110,14221a930d35c322163c8f976dc8a90254050ddf4bcbe3c32730e6a45453529e,False,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-yolo-20260827-fullcontext-v3/results/charts/10_MERL_USDT_SWAP_LONG_20260827T1100Z.png,55960558f6c49d5b2f5f6b5f76e4b9c185079dbcf37f193ff097d77f75d16c94,202599
