方向,入场北京时间,退出根北京时间,入场价,初始止损,末次退出价,末次退出原因,整单毛R,整单净R,全仓完整初始SL,是否分批,分批成交明细,边界未自然平仓,末次是否开盘退出
多,2026-01-11 17:00:00+08:00,2026-01-12 04:15:00+08:00,3101.91,3090.78,3102.04,trailing_stop,1.0058400718778535,0.4484438454627421,False,True,"[{""fraction"": 0.5, ""price"": 3124.17, ""fill_r"": 2.0000000000000817, ""gross_r_contribution"": 1.0000000000000409, ""allocated_cost_r"": 0.27869811320755583, ""reason"": ""partial_take_profit"", ""exit_i"": 141021, ""exit_time"": ""2026-01-11 14:45:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 3102.04, ""fill_r"": 0.011680143755625622, ""gross_r_contribution"": 0.005840071877812811, ""allocated_cost_r"": 0.27869811320755583, ""reason"": ""trailing_stop"", ""exit_i"": 141043, ""exit_time"": ""2026-01-11 20:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-01-25 16:45:00+08:00,2026-01-25 18:15:00+08:00,2930.32,2944.78,2944.78,initial_stop,-1.0,-1.4053001383125854,True,False,"[{""fraction"": 1.0, ""price"": 2944.78, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.4053001383125855, ""reason"": ""initial_stop"", ""exit_i"": 142347, ""exit_time"": ""2026-01-25 10:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-02-03 23:15:00+08:00,2026-02-04 04:15:00+08:00,2257.51,2319.71,2229.08,trailing_stop,1.228536977491968,1.1559482315112604,False,True,"[{""fraction"": 0.5, ""price"": 2133.11, ""fill_r"": 2.000000000000007, ""gross_r_contribution"": 1.0000000000000036, ""allocated_cost_r"": 0.03629437299035381, ""reason"": ""partial_take_profit"", ""exit_i"": 143243, ""exit_time"": ""2026-02-03 18:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 2229.08, ""fill_r"": 0.45707395498392883, ""gross_r_contribution"": 0.22853697749196442, ""allocated_cost_r"": 0.03629437299035381, ""reason"": ""trailing_stop"", ""exit_i"": 143251, ""exit_time"": ""2026-02-03 20:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-02-04 21:00:00+08:00,2026-02-06 09:30:00+08:00,2243.0,2273.74,1929.63,trailing_stop,6.09726740403378,5.951333767078674,False,True,"[{""fraction"": 0.5, ""price"": 2181.51, ""fill_r"": 2.000325309043569, ""gross_r_contribution"": 1.0001626545217845, ""allocated_cost_r"": 0.07296681847755312, ""reason"": ""partial_take_profit"", ""exit_i"": 143324, ""exit_time"": ""2026-02-04 14:30:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 1929.63, ""fill_r"": 10.19420949902399, ""gross_r_contribution"": 5.097104749511995, ""allocated_cost_r"": 0.07296681847755312, ""reason"": ""trailing_stop"", ""exit_i"": 143464, ""exit_time"": ""2026-02-06 01:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2026-02-13 18:15:00+08:00,2026-02-14 21:00:00+08:00,1958.0,1940.16,2065.91,trailing_stop,4.024383408071765,3.804876681614365,False,True,"[{""fraction"": 0.5, ""price"": 1993.68, ""fill_r"": 2.000000000000013, ""gross_r_contribution"": 1.0000000000000064, ""allocated_cost_r"": 0.10975336322870005, ""reason"": ""partial_take_profit"", ""exit_i"": 144189, ""exit_time"": ""2026-02-13 14:45:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 2065.91, ""fill_r"": 6.048766816143518, ""gross_r_contribution"": 3.024383408071759, ""allocated_cost_r"": 0.10975336322870005, ""reason"": ""trailing_stop"", ""exit_i"": 144278, ""exit_time"": ""2026-02-14 13:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-02-17 23:15:00+08:00,2026-02-18 00:30:00+08:00,1951.57,2004.56,2004.56,initial_stop,-1.0,-1.0736580486884315,True,False,"[{""fraction"": 1.0, ""price"": 2004.56, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.07365804868843176, ""reason"": ""initial_stop"", ""exit_i"": 144580, ""exit_time"": ""2026-02-17 16:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2026-02-18 16:00:00+08:00,2026-02-18 19:00:00+08:00,2017.0,1993.72,1993.72,initial_stop,-1.0,-1.173281786941581,True,False,"[{""fraction"": 1.0, ""price"": 1993.72, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.17328178694158095, ""reason"": ""initial_stop"", ""exit_i"": 144654, ""exit_time"": ""2026-02-18 11:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-02-18 19:30:00+08:00,2026-02-20 11:45:00+08:00,1982.01,2017.71,1953.85,opposite_v6_next_open,1.394397759103639,1.2833607843137231,False,True,"[{""fraction"": 0.5, ""price"": 1910.6100000000001, ""fill_r"": 1.9999999999999936, ""gross_r_contribution"": 0.9999999999999968, ""allocated_cost_r"": 0.05551848739495792, ""reason"": ""partial_take_profit"", ""exit_i"": 144761, ""exit_time"": ""2026-02-19 13:45:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 1953.85, ""fill_r"": 0.7887955182072842, ""gross_r_contribution"": 0.3943977591036421, ""allocated_cost_r"": 0.05551848739495792, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 144817, ""exit_time"": ""2026-02-20 03:45:00+00:00"", ""exit_at_open"": true}]",False,True
多,2026-02-21 17:45:00+08:00,2026-02-22 20:30:00+08:00,1971.88,1961.95,1961.95,initial_stop,0.500503524672697,0.1033474320241596,False,True,"[{""fraction"": 0.5, ""price"": 1991.75, ""fill_r"": 2.001007049345394, ""gross_r_contribution"": 1.000503524672697, ""allocated_cost_r"": 0.19857804632426865, ""reason"": ""partial_take_profit"", ""exit_i"": 144955, ""exit_time"": ""2026-02-21 14:15:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 1961.95, ""fill_r"": -1.0, ""gross_r_contribution"": -0.5, ""allocated_cost_r"": 0.19857804632426865, ""reason"": ""initial_stop"", ""exit_i"": 145044, ""exit_time"": ""2026-02-22 12:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2026-02-22 21:30:00+08:00,2026-02-23 06:30:00+08:00,1964.14,1975.7,1958.39,trailing_stop,1.2487024221453398,0.9088858131487983,False,True,"[{""fraction"": 0.5, ""price"": 1941.02, ""fill_r"": 2.0000000000000195, ""gross_r_contribution"": 1.0000000000000098, ""allocated_cost_r"": 0.1699083044982707, ""reason"": ""partial_take_profit"", ""exit_i"": 145064, ""exit_time"": ""2026-02-22 17:30:00+00:00"", ""exit_at_open"": false}, {""fraction"": 0.5, ""price"": 1958.39, ""fill_r"": 0.4974048442906598, ""gross_r_contribution"": 0.2487024221453299, ""allocated_cost_r"": 0.1699083044982707, ""reason"": ""trailing_stop"", ""exit_i"": 145084, ""exit_time"": ""2026-02-22 22:30:00+00:00"", ""exit_at_open"": false}]",False,False
