arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1372,closed,,HYPEUSDT,HYPE,4h,2026-01-14 00:00:00+00:00
v9_long,1910,closed,,HYPEUSDT,HYPE,4h,2026-04-13 16:00:00+00:00
