trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:HYPEUSDT:4h:v9_long:1372,v9_long,True,matched,1324,2026-01-06 00:00:00+00:00,-1.0348639365918089,-0.05936586844498326,2026-01-10 00:00:00+00:00,2026-01,3,later
binance_um:HYPEUSDT:4h:v9_long:1910,v9_long,True,matched,1949,2026-04-20 04:00:00+00:00,-1.0413397371081907,-0.05037960132077768,2026-04-21 16:00:00+00:00,2026-04,3,later
