variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,stage,raw_guarded_candidates,gate_pass_candidates,gate_rejected_candidates,stop_within_24h_trades,stop_within_24h_rate,positive_multi_day_trades,gross_ge_10pct_trades,gross_ge_20pct_trades,best_gross_return_percent,longest_holding_days,primary_score_auc_positive_trade,primary_score_top_decile_trades,primary_score_top_decile_gross_bp_per_trade,primary_score_top_decile_net_bp_per_trade,primary_score_top_decile_win_rate,primary_score_top_decile_permutation_p,compression_only_auc_positive_trade,compression_only_top_decile_trades,compression_only_top_decile_gross_bp_per_trade,compression_only_top_decile_net_bp_per_trade,compression_only_top_decile_win_rate,compression_only_top_decile_permutation_p,matched_control_status,matched_control_net_bp_per_trade,candidate_minus_control_bp_per_trade,week_block_signflip_p_one_sided,matched_control_week_blocks,profile_id,profile_order,min_pre_pairwise_crosses,max_pre_bandwidth_atr_mean,min_current_alignment,min_pre_cross_imbalance,min_slope_coherence,min_atr_release_ratio,qualified_min_10_each_half,worst_half_return_percent,worst_half_net_bp_per_trade,worst_half_win_rate,max_half_drawdown_percent,selected
v13d_dense_l0,2023H1,1.0,13,311.3601193680612,291.36011936806113,291.0322490198651,0.3076923076923077,2.498854871491219,5.001376240110817,12.731872886126538,7.414408488247137,4.643666634806387,97.0,0.7944408509893477,1.600163116648321,8,5,0,profile_selection_2023_only,77,29,48,6,0.46153846153846156,4,2,1,23.725673145004933,25.541666666666668,0.4166666666666667,2,290.8503681405128,270.8503681405128,0.5,0.4246575342465753,0.3611111111111111,2,326.8042726730108,306.8042726730108,0.5,0.38096190380961903,complete_exact_3_per_trade,-15.273214120991897,306.63333348905314,0.1159942002899855,10,dense_l0,0,1,3.5,6,-1,0.6666666666666666,1.0,True,12.731872886126538,51.75973433303279,0.15384615384615385,15.734785886117153,False
v13d_dense_l0,2023H2,1.0,26,71.7597343330328,51.75973433303279,51.63956762331125,0.15384615384615385,2.1069756720262114,1.855134254334505,19.61423377366902,15.734785886117153,15.034078797894246,68.0,1.0977276569832006,1.9875606841603366,8,18,0,profile_selection_2023_only,90,43,47,14,0.5384615384615384,4,1,1,20.1379215998408,27.864583333333332,0.5568181818181818,3,-50.1553890580686,-70.1553890580686,0.0,0.6761323867613239,0.4318181818181818,3,-50.1553890580686,-70.1553890580686,0.0,0.6957304269573042,complete_exact_3_per_trade,69.3258179150564,-17.566083582023623,0.6899155042247888,18,dense_l0,0,1,3.5,6,-1,0.6666666666666666,1.0,True,12.731872886126538,51.75973433303279,0.15384615384615385,15.734785886117153,False
v13d_dense_l1,2023H1,1.0,12,342.42585891233387,322.4258589123338,322.06554697219116,0.3333333333333333,3.0040292015070773,5.2400146769935,17.696742403047992,7.414408488247137,4.613412531873795,55.5,0.8501633338042892,1.6001631166483206,7,5,0,profile_selection_2023_only,77,25,52,7,0.5833333333333334,4,2,1,23.725673145004933,25.541666666666668,0.75,2,293.7752569883545,273.7752569883545,0.5,0.44895510448955106,0.53125,2,326.8042726730108,306.8042726730108,0.5,0.38976102389761025,complete_exact_3_per_trade,146.06858901563356,176.35726989670027,0.15269236538173092,9,dense_l1,1,2,3.0,6,-1,0.6666666666666666,1.0,True,17.696742403047992,97.25363190787873,0.11764705882352941,13.224833566209215,True
v13d_dense_l1,2023H2,1.0,17,117.25363190787874,97.25363190787873,97.08496725183647,0.11764705882352941,3.2139326060210265,2.692414375000134,23.51511240532187,13.224833566209215,11.54585305619602,84.0,1.1136206410857408,1.9875606841603364,5,12,0,profile_selection_2023_only,90,32,58,9,0.5294117647058824,2,1,1,24.643692169933338,37.90625,0.3,2,-80.23308358710347,-100.23308358710347,0.0,0.8241175882411759,0.13333333333333333,2,-80.23308358710347,-100.23308358710347,0.0,0.8196180381961804,complete_exact_3_per_trade,52.504212220055386,44.74941968782334,0.4921253937303135,14,dense_l1,1,2,3.0,6,-1,0.6666666666666666,1.0,True,17.696742403047992,97.25363190787873,0.11764705882352941,13.224833566209215,True
v13d_dense_l2,2023H1,1.0,12,83.09090484880858,63.09090484880856,62.92095065418561,0.16666666666666666,1.3853014548564129,1.5346481660619724,3.9882949159251835,14.786677101543265,12.280911791636717,38.0,0.7675129616326032,1.6001631166483208,7,5,0,profile_selection_2023_only,77,16,61,7,0.5833333333333334,2,1,0,14.710838192060116,24.0,0.85,2,290.8503681405128,270.8503681405128,0.5,0.30826917308269175,0.55,2,326.8042726730108,306.8042726730108,0.5,0.21237876212378762,complete_exact_3_per_trade,-56.26053693309308,119.35144178190167,0.24858757062146894,10,dense_l2,2,2,2.5,8,0,0.8333333333333334,1.05,True,0.23660961770024524,-10.522251540043166,0.08333333333333333,14.786677101543265,False
v13d_dense_l2,2023H2,1.0,12,9.477748459956839,-10.522251540043166,-10.581955910026638,0.08333333333333333,1.0244362646658274,0.8739498263405827,0.23660961770024524,13.880560212696091,10.065083540213383,51.5,1.1071593131862318,1.9875606841603366,7,5,1,profile_selection_2023_only,90,16,74,8,0.6666666666666666,1,0,0,8.954532871311716,29.916666666666668,0.09090909090909091,2,-80.23308358710347,-100.23308358710347,0.0,0.6513348665133487,0.0,2,-30.52305160513913,-50.52305160513913,0.0,0.30526947305269475,complete_exact_3_per_trade,56.70271968455896,-67.22497122460213,0.9964501774911254,12,dense_l2,2,2,2.5,8,0,0.8333333333333334,1.05,True,0.23660961770024524,-10.522251540043166,0.08333333333333333,14.786677101543265,False
v13d_dense_l3,2023H1,1.0,9,182.1602235502331,162.1602235502331,161.89143233287533,0.2222222222222222,2.5197110325501626,2.4271607191146027,10.071632796901152,12.650456450861736,10.08187387930276,227.0,0.6813419327427773,1.131001183434671,5,4,1,profile_selection_2023_only,77,12,65,4,0.4444444444444444,2,2,0,14.710838192060116,24.0,0.7857142857142857,1,-160.36064692687813,-180.36064692687813,0.0,0.8883111688831117,0.42857142857142855,1,-88.45283786188207,-108.45283786188207,0.0,0.45145485451454853,complete_exact_3_per_trade,-53.21921007061533,215.3794336208484,0.25193740312984353,7,dense_l3,3,3,2.0,9,0,0.8333333333333334,1.05,False,-6.508476415912234,-62.74166141019442,0.0,12.650456450861736,False
v13d_dense_l3,2023H2,1.0,8,-42.74166141019442,-62.74166141019442,-62.7491200456468,0.0,0.0,0.0,-6.508476415912234,9.582539496110897,8.021429003340664,21.5,1.2317929870847903,1.9875606841603364,4,4,0,profile_selection_2023_only,90,10,80,6,0.75,0,0,0,0.10000000000000009,7.541666666666667,,1,-89.42006396392976,-109.42006396392976,0.0,1.0,,1,9.999999999998899,-10.000000000001101,0.0,0.3735626437356264,complete_exact_3_per_trade,12.361598547741742,-75.10325995793616,1.0,8,dense_l3,3,3,2.0,9,0,0.8333333333333334,1.05,False,-6.508476415912234,-62.74166141019442,0.0,12.650456450861736,False
