signal_i,signal_time,side,pre_pairwise_cross_count,pre_pairwise_cross_breadth,pre_bandwidth_atr_mean,pre_bandwidth_atr_max,atr_release_ratio,oscillator_score,pre_cross_imbalance,current_alignment,directional_order_entropy,breakout_distance_atr,slope_coherence,signed_mean_slope_atr,dense_start_score,pre_directional_cross_count,pre_opposite_cross_count,training_eligible,passes_dense_l0,passes_dense_l1,passes_dense_l2,passes_dense_l3,selected_profile,selected_gate_pass,outcome_label_included
6878,2022-03-16 07:00:00+00:00,long,2.0,2.0,2.8132826804851785,3.273687648030449,0.8958456573625968,0.5168740890693201,0.0,12.0,0.0,0.20465413251518513,0.8333333333333334,0.031055225032170744,0.47313856541102217,0.0,0.0,False,True,True,False,False,dense_l1,True,False
7437,2022-03-22 02:45:00+00:00,long,6.0,4.0,1.7551885163646592,1.95525251513192,1.2136073932682985,1.5670503645630296,1.0,11.0,0.41381685030363385,2.6482874414696433,1.0,0.1249495378572335,0.8298840510605421,3.0,2.0,False,True,True,True,True,dense_l1,True,False
7605,2022-03-23 20:45:00+00:00,long,3.0,2.0,1.6394077559140712,1.894932512692912,0.9485356790573869,0.14249804660318563,0.0,9.0,0.8112781244591328,-0.15075680604717842,0.6666666666666666,-0.006988644731879609,0.5561623817747539,1.0,1.0,False,False,False,False,False,dense_l1,False,False
7679,2022-03-24 15:15:00+00:00,long,5.0,3.0,2.558109806292641,3.6548431499243725,1.1959073066583388,0.6449818254432264,0.0,12.0,0.0,2.6415396175394625,1.0,0.1118571053395309,0.7769786537720753,2.0,2.0,False,True,True,False,False,dense_l1,True,False
7833,2022-03-26 05:45:00+00:00,long,1.0,1.0,2.018171786928559,2.090250142893766,0.9547117100256353,0.16896731546787672,0.0,2.0,0.6500224216483541,-0.046305309338044665,0.8333333333333334,0.023605514654103276,0.2982080813339518,0.0,0.0,False,False,False,False,False,dense_l1,False,False
8265,2022-03-30 17:45:00+00:00,long,6.0,5.0,1.2512071441019568,1.402743110214604,1.0817687845293409,0.8425305792065337,0.0,5.0,0.9798687566511528,2.0896530864167806,0.8333333333333334,0.052736819606668865,0.7279531049971719,2.0,2.0,False,False,False,False,False,dense_l1,False,False
8295,2022-03-31 01:15:00+00:00,long,20.0,10.0,0.2117136107623209,0.5643668228343964,0.9253057616704554,0.41941964929223247,0.0,12.0,0.0,1.2373977702521093,0.8333333333333334,0.030130459851229852,0.8272617953287156,8.0,8.0,False,True,True,True,True,dense_l1,True,False
8324,2022-03-31 08:30:00+00:00,long,5.0,5.0,0.7952520742979613,1.0338694991831683,0.971281471574673,0.1076114010041942,-3.0,10.0,0.6500224216483541,0.390584340551784,0.6666666666666666,0.01677915591830789,0.6958797810721957,0.0,3.0,False,False,False,False,False,dense_l1,False,False
8819,2022-04-05 12:15:00+00:00,long,0.0,0.0,3.1322670920827,3.51730727031282,1.2029238884967444,0.12351827371646294,0.0,12.0,0.0,2.44597284297428,1.0,0.05608774006252196,0.4017881442839075,0.0,0.0,False,False,False,False,False,dense_l1,False,False
9023,2022-04-07 15:15:00+00:00,short,2.0,2.0,2.487616184797851,3.098517217450113,1.1022649419482067,1.9254500583425394,1.0,9.0,0.8112781244591328,1.9950957316663656,1.0,0.08461428552465851,0.6633868140824531,1.0,0.0,False,True,True,True,False,dense_l1,True,False
9314,2022-04-10 16:00:00+00:00,long,2.0,1.0,1.436951609606093,1.6484778041118733,0.9975704327381828,0.6790401497690661,0.0,11.0,0.41381685030363385,0.7165431971585179,1.0,0.0495178661483742,0.6490929041910274,1.0,1.0,False,True,True,True,False,dense_l1,True,False
9518,2022-04-12 19:00:00+00:00,short,3.0,2.0,1.6926923751433447,1.7641849726510062,0.9700682210946234,0.9551671801016406,-1.0,6.0,1.0,1.3248096576699564,0.8333333333333334,0.07354262856370782,0.6229940289518932,1.0,2.0,False,True,True,False,False,dense_l1,True,False
9586,2022-04-13 12:00:00+00:00,short,0.0,0.0,2.0091425367007214,2.5943854083578843,1.1613708745633857,0.6738765712830173,0.0,1.0,0.41381685030363374,0.5021745169059322,0.6666666666666666,0.04728142446101009,0.3250270142281985,0.0,0.0,False,False,False,False,False,dense_l1,False,False
9667,2022-04-14 08:15:00+00:00,long,1.0,1.0,4.391437703340144,5.167216443460351,1.020695371693534,0.15150144035102586,0.0,12.0,0.0,-0.15328690423991082,0.8333333333333334,0.035855431779321274,0.29647663002252383,0.0,0.0,False,False,False,False,False,dense_l1,False,False
9812,2022-04-15 20:30:00+00:00,short,13.0,10.0,0.9243799279934475,1.0502763704356146,0.8865168297470716,0.24108459974300342,-5.0,7.0,0.9798687566511528,-0.22323500670009788,1.0,0.025343563602673563,0.6410918121576362,3.0,8.0,False,False,False,False,False,dense_l1,False,False
9887,2022-04-16 15:15:00+00:00,short,5.0,3.0,1.218776902202646,1.3930424923138216,1.581814284997692,0.17853941525884906,0.0,3.0,0.8112781244591328,1.1146064840161207,0.8333333333333334,0.030817767949624816,0.7139208819141836,2.0,2.0,False,False,False,False,False,dense_l1,False,False
10010,2022-04-17 22:00:00+00:00,long,8.0,8.0,0.705531537936075,1.2332475415645456,1.1394923128113668,0.6156220484101244,-6.0,8.0,0.9182958340544896,1.8906678986560204,0.8333333333333334,0.03230786188423374,0.7270590331000841,0.0,6.0,False,False,False,False,False,dense_l1,False,False
10162,2022-04-19 12:00:00+00:00,long,4.0,3.0,6.099365281018508,6.205742806987113,1.1785349044689737,0.21469976366504048,-2.0,10.0,0.6500224216483541,0.7628426817686083,1.0,0.05103871502985357,0.5702119423836023,0.0,2.0,False,False,False,False,False,dense_l1,False,False
10338,2022-04-21 08:00:00+00:00,long,4.0,3.0,1.0043611532157737,1.0370108969493064,1.066940608010917,0.18150525331252831,-2.0,5.0,0.9798687566511528,0.5917669827240049,1.0,0.03518925770510753,0.7092635173247455,1.0,3.0,False,False,False,False,False,dense_l1,False,False
10443,2022-04-22 10:15:00+00:00,short,6.0,3.0,3.7354766252871268,4.96793202276643,0.9947220446451337,0.4729584005574858,-1.0,11.0,0.41381685030363385,0.5656321402243211,1.0,0.07433324422119093,0.624666308033601,1.0,2.0,False,False,False,False,False,dense_l1,False,False
11046,2022-04-28 17:00:00+00:00,long,10.0,6.0,1.0111461746531984,1.8799190443074756,1.0070227496907804,1.2547134210317603,-2.0,10.0,0.6500224216483541,1.050724763502508,1.0,0.045394387894072595,0.7735638278238216,3.0,5.0,False,False,False,False,False,dense_l1,False,False
11779,2022-05-06 08:15:00+00:00,short,4.0,3.0,9.504733437551986,10.584260416177397,1.3926889302972738,0.3165253620138708,-1.0,11.0,0.41381685030363385,0.6670064623883092,1.0,0.07629622646133845,0.6414351415383366,1.0,2.0,False,False,False,False,False,dense_l1,False,False
11850,2022-05-07 02:00:00+00:00,short,3.0,3.0,2.845316970580244,3.072977325251191,0.9135969986575605,0.39620121205359565,-2.0,10.0,0.6500224216483541,0.07354547753569458,1.0,0.03690364588250459,0.5296486657222106,0.0,2.0,False,False,False,False,False,dense_l1,False,False
12256,2022-05-11 07:30:00+00:00,short,14.0,9.0,0.5216618925591275,0.5721811742811231,1.1885768745797458,0.7657300127438657,6.0,10.0,0.6500224216483541,1.8989220351582146,1.0,0.06918614561502803,0.8942692760441991,9.0,3.0,False,True,True,True,True,dense_l1,True,False
13031,2022-05-19 09:15:00+00:00,short,6.0,3.0,2.9537849654556774,3.865208725157611,1.0068913074050556,0.6429604435626175,-1.0,11.0,0.41381685030363385,1.7692944475377919,1.0,0.08388112992315426,0.6897242459763648,2.0,3.0,False,True,True,False,False,dense_l1,True,False
13745,2022-05-26 19:45:00+00:00,short,3.0,3.0,3.2615559728159673,3.6547072096666384,0.9391689886917226,1.1372013399757872,-1.0,11.0,0.41381685030363385,1.6170140612810278,1.0,0.08461840262121388,0.5478677411536756,0.0,1.0,False,True,False,False,False,dense_l1,False,False
13829,2022-05-27 16:45:00+00:00,short,4.0,3.0,2.2291294911046826,2.324673318651705,1.0146474697808872,1.5297722633077944,-1.0,9.0,0.8112781244591328,1.2870433353410233,0.8333333333333334,0.061100685951991286,0.6824060026792155,1.0,2.0,False,True,True,False,False,dense_l1,True,False
14043,2022-05-29 22:15:00+00:00,long,3.0,3.0,1.2722458226984625,1.5539126013280051,1.1023193217892207,0.6624977878547824,-1.0,11.0,0.41381685030363385,1.9765430533947377,1.0,0.04914667866374554,0.6755220376090861,0.0,1.0,False,True,True,False,False,dense_l1,True,False
14414,2022-06-02 19:00:00+00:00,short,2.0,2.0,1.753460690660951,1.8988898557632563,0.9281117714484166,0.502349412552608,0.0,12.0,0.0,0.6171318563717659,1.0,0.03454875603228292,0.5570191436426825,0.0,0.0,False,True,True,True,False,dense_l1,True,False
14541,2022-06-04 02:45:00+00:00,short,2.0,2.0,3.52636844622199,3.8104602008718373,0.9676659432770971,0.8770127820394068,-1.0,9.0,0.8112781244591328,1.0543288153035653,1.0,0.09550052321671522,0.459237602758619,0.0,1.0,False,False,False,False,False,dense_l1,False,False
14581,2022-06-04 12:45:00+00:00,short,4.0,4.0,1.6886653587233964,1.9835274204700841,1.0916316233748429,0.5994455031549993,1.0,9.0,0.8112781244591328,1.4614099949611252,1.0,0.0664825378543365,0.7836607757244006,2.0,1.0,False,True,True,True,True,dense_l1,True,False
14931,2022-06-08 04:15:00+00:00,short,4.0,3.0,1.6736821484729456,1.9243048555937379,1.0245350863876874,0.6685420182377438,-1.0,3.0,0.8112781244591328,-0.12329902713423863,0.8333333333333334,0.047380899765380846,0.5434248686552134,0.0,1.0,False,False,False,False,False,dense_l1,False,False
14987,2022-06-08 18:15:00+00:00,short,9.0,8.0,0.4567684638655874,0.7017769972689571,0.9370586245933661,0.1717560343004668,5.0,7.0,0.9798687566511528,1.1213723372984559,0.8333333333333334,0.01720870691666707,0.7982656800668883,6.0,1.0,False,True,True,False,False,dense_l1,True,False
15142,2022-06-10 09:00:00+00:00,short,6.0,4.0,0.8677448955395093,1.0584780627802395,1.0142019688893191,0.31082569921778574,-3.0,11.0,0.41381685030363385,1.280224364198998,1.0,0.045813847438102,0.7724519896498839,1.0,4.0,False,False,False,False,False,dense_l1,False,False
15486,2022-06-13 23:00:00+00:00,short,5.0,3.0,4.746998437856446,5.128799211461431,0.9780619720135639,0.8931679091853756,-1.0,11.0,0.41381685030363385,2.209049406280797,1.0,0.11131306798721098,0.6215721831271194,1.0,2.0,False,False,False,False,False,dense_l1,False,False
15536,2022-06-14 11:30:00+00:00,short,3.0,3.0,2.1184084588650105,2.2932212247012935,0.9420754317109005,0.8468529262603047,0.0,9.0,0.8112781244591328,1.7046979073096993,1.0,0.08911509139751612,0.6642456896492126,1.0,1.0,False,True,True,True,False,dense_l1,True,False
15599,2022-06-15 03:15:00+00:00,short,5.0,4.0,1.5223010205795624,1.8078948338679106,0.9627038931234408,0.14607555806980874,-3.0,8.0,0.9182958340544896,0.5359437263298066,0.6666666666666666,-0.0010175418025388492,0.642778669514315,1.0,4.0,False,False,False,False,False,dense_l1,False,False
15884,2022-06-18 02:30:00+00:00,short,6.0,4.0,1.2098587837246353,1.3052306555899778,0.9401699048525349,0.22657499089178557,-1.0,11.0,0.41381685030363385,1.0037409741944727,1.0,0.05662306910823325,0.771258125176398,2.0,3.0,False,True,True,False,False,dense_l1,True,False
16103,2022-06-20 09:15:00+00:00,long,1.0,1.0,3.2460249303246242,3.544975675580163,1.0579328049678285,0.7741324295818593,1.0,10.0,0.6500224216483541,1.8587353552758836,1.0,0.11889621953472707,0.566592109297601,1.0,0.0,False,True,False,False,False,dense_l1,False,False
16167,2022-06-21 01:15:00+00:00,long,3.0,2.0,1.8212736683304236,2.06821613868046,1.093450173835898,0.4128770137037871,1.0,10.0,0.6500224216483541,0.31797147537492226,1.0,0.046250842965519845,0.7109287622446574,2.0,1.0,False,True,True,True,True,dense_l1,True,False
16325,2022-06-22 16:45:00+00:00,short,4.0,3.0,2.3019103210875804,2.733870795725418,1.0663393296049795,1.4083194607035991,-1.0,11.0,0.41381685030363385,0.6829760423191832,1.0,0.07271497817413339,0.7244429865416375,1.0,2.0,False,True,True,False,False,dense_l1,True,False
16433,2022-06-23 19:45:00+00:00,long,6.0,5.0,1.5003773402384644,1.9723560658294839,1.0650771175477953,1.1156922247434788,-2.0,10.0,0.6500224216483541,2.311873218153832,1.0,0.08609517410921669,0.7618708663368661,1.0,3.0,False,False,False,False,False,dense_l1,False,False
16768,2022-06-27 07:30:00+00:00,long,2.0,2.0,1.7507865062167127,2.075147058553,1.0505052381261126,0.1679868525018627,1.0,2.0,0.6500224216483541,-0.0929931439059453,0.8333333333333334,0.04229662126500675,0.5290693417759564,1.0,0.0,False,False,False,False,False,dense_l1,False,False
16899,2022-06-28 16:15:00+00:00,short,3.0,3.0,2.170519025474942,2.9346524168887473,1.0209769935620507,1.519426531201957,1.0,3.0,0.8112781244591328,1.303379895234756,0.8333333333333334,0.09535869012098834,0.6251360641441709,2.0,1.0,False,False,False,False,False,dense_l1,False,False
17167,2022-07-01 11:15:00+00:00,short,4.0,4.0,1.4035642988809336,1.598838066723903,1.016630941020736,0.6403414315694914,0.0,4.0,0.9182958340544896,0.00563557184448882,0.8333333333333334,0.04904234328297654,0.695527280406292,1.0,1.0,False,False,False,False,False,dense_l1,False,False
17586,2022-07-05 20:00:00+00:00,long,2.0,2.0,3.0297021332206597,3.5142412411649357,1.1705969681582222,1.255890258292651,0.0,4.0,0.9182958340544896,3.5395141512669226,1.0,0.1460744992840684,0.5352160596150977,1.0,1.0,False,False,False,False,False,dense_l1,False,False
17872,2022-07-08 19:30:00+00:00,long,5.0,4.0,1.0217042997452217,1.1592062605494589,1.0244852124399482,0.3858653278175494,0.0,8.0,0.9182958340544896,1.245363611181919,0.8333333333333334,0.04178635715007689,0.7577524355951303,2.0,2.0,False,True,True,True,False,dense_l1,True,False
18164,2022-07-11 20:30:00+00:00,short,3.0,3.0,1.9540912443370015,2.2180646511842945,0.9805613433741722,1.7602243418603185,-2.0,11.0,0.41381685030363385,0.7279956201332617,0.8333333333333334,0.03112336792264433,0.5922007787494712,0.0,2.0,False,False,False,False,False,dense_l1,False,False
18254,2022-07-12 19:00:00+00:00,short,4.0,3.0,4.014114573031572,4.346344537677422,1.0254558563062188,2.041368960601771,-1.0,11.0,0.41381685030363385,2.6114287206059665,1.0,0.10182104699636751,0.6289774775478467,1.0,2.0,False,False,False,False,False,dense_l1,False,False
18433,2022-07-14 15:45:00+00:00,long,7.0,5.0,1.6547181261749018,1.892624971728844,1.2889526160760436,1.3479136573016497,3.0,10.0,0.6500224216483541,3.6501062355709113,1.0,0.12182452202870643,0.8400324980664496,5.0,2.0,False,True,True,True,True,dense_l1,True,False
18843,2022-07-18 22:15:00+00:00,long,4.0,3.0,3.7423798799718377,4.116394762455809,1.0085761222585288,0.41690653519880067,-1.0,11.0,0.41381685030363385,0.42609306899004984,1.0,0.051220672801860656,0.6119541971058182,1.0,2.0,False,False,False,False,False,dense_l1,False,False
18989,2022-07-20 10:45:00+00:00,long,5.0,3.0,1.3271508817927098,1.6614848826149695,1.2293224790576094,0.5946634759423608,0.0,12.0,0.0,1.9066108911995918,1.0,0.08138059937800998,0.8429159444992119,2.0,2.0,False,True,True,True,True,dense_l1,True,False
19278,2022-07-23 11:00:00+00:00,short,5.0,4.0,1.7994178459859895,2.0109133800428394,1.0612449422066579,0.6637225477401911,3.0,9.0,0.8112781244591328,2.15435481053558,0.8333333333333334,0.08551537239611372,0.7901363479265704,4.0,1.0,False,True,True,True,True,dense_l1,True,False
20295,2022-08-03 01:15:00+00:00,short,2.0,1.0,2.2408622177724316,2.491736354216025,1.005035513142733,0.9545405847294587,0.0,4.0,0.9182958340544896,0.7256775679067116,0.8333333333333334,0.08053978550721187,0.5360702762597824,1.0,1.0,False,False,False,False,False,dense_l1,False,False
20566,2022-08-05 21:00:00+00:00,long,4.0,3.0,2.7175691517618703,2.8226488137601784,1.0517153889122877,0.2369997679999228,-1.0,11.0,0.41381685030363385,2.2933406375198264,1.0,0.059868790393212995,0.6881504515281862,1.0,2.0,False,True,True,False,False,dense_l1,True,False
20786,2022-08-08 04:00:00+00:00,long,6.0,5.0,1.3218376185491325,1.5490500682426855,0.912667043376347,0.18859898294728675,-2.0,11.0,0.41381685030363385,0.349042628969079,0.8333333333333334,0.028206049037119554,0.7130348216830997,1.0,3.0,False,False,False,False,False,dense_l1,False,False
20965,2022-08-10 00:45:00+00:00,short,3.0,3.0,5.24761164854669,6.305962644576175,1.2425542793695956,0.5723522299742981,-1.0,11.0,0.41381685030363385,2.13519281733698,1.0,0.0987866827712474,0.5513250100653629,0.0,1.0,False,False,False,False,False,dense_l1,False,False
21219,2022-08-12 16:15:00+00:00,long,4.0,3.0,1.1042164722067493,1.2856171511116845,0.9826460391088225,0.18736552883360505,1.0,5.0,0.9798687566511528,0.6396009149563736,1.0,0.05605379749676004,0.7549752041999733,2.0,1.0,False,False,False,False,False,dense_l1,False,False
21452,2022-08-15 02:30:00+00:00,long,1.0,1.0,2.9199726769290666,3.5402933407280637,1.0807500897997475,1.2048339772164485,0.0,2.0,0.6500224216483541,1.9864079613581047,0.8333333333333334,0.08944256893570102,0.3651871814746237,0.0,0.0,False,False,False,False,False,dense_l1,False,False
21470,2022-08-15 07:00:00+00:00,short,7.0,6.0,1.552497143370173,1.977483672152818,1.152319925964365,1.4065850193402174,0.0,8.0,0.9182958340544896,2.668525148531156,1.0,0.12434609347071601,0.7913522503046295,3.0,3.0,False,True,True,True,False,dense_l1,True,False
21825,2022-08-18 23:45:00+00:00,short,3.0,3.0,2.0240849807898376,2.206536702628613,1.0936405963596063,0.5010855968854119,-1.0,1.0,0.41381685030363374,0.8413438907445923,0.6666666666666666,0.06115781168897399,0.5096829975207657,0.0,1.0,False,False,False,False,False,dense_l1,False,False
22188,2022-08-22 18:30:00+00:00,short,2.0,2.0,2.089886603459655,2.304535868655457,0.9472258999902234,0.5826543917802254,0.0,12.0,0.0,1.7335894474975375,1.0,0.04674159528102279,0.5465996312078831,0.0,0.0,False,True,True,True,False,dense_l1,True,False
22409,2022-08-25 01:45:00+00:00,long,4.0,3.0,2.330613479001608,2.8345844810582723,1.0267324954970019,0.38059150237868594,0.0,12.0,0.0,0.6179830804858507,0.8333333333333334,0.044619848033454416,0.6572343483380484,0.0,0.0,False,True,True,True,False,dense_l1,True,False
22559,2022-08-26 15:15:00+00:00,short,3.0,2.0,2.3568487828519356,4.598163537400624,1.2347551876370035,0.7501860134789519,0.0,12.0,0.0,2.4197818529814206,1.0,0.08870827768746263,0.6581396246264182,0.0,0.0,False,True,True,True,False,dense_l1,True,False
22777,2022-08-28 21:45:00+00:00,short,10.0,7.0,1.308774239433301,1.4129293627868644,1.0398008978695903,0.4443244497716318,-4.0,6.0,1.0,0.990025788530267,0.8333333333333334,0.027608952882892942,0.6812594292126836,2.0,6.0,False,False,False,False,False,dense_l1,False,False
22983,2022-08-31 01:15:00+00:00,long,11.0,8.0,0.8665960939889804,1.206020178922555,0.9430800043241893,0.5114246015983649,4.0,8.0,0.9182958340544896,0.8768840081353158,0.8333333333333334,0.041569922387097176,0.7795918629599456,7.0,3.0,False,True,True,True,False,dense_l1,True,False
23120,2022-09-01 11:30:00+00:00,long,1.0,1.0,1.980577051948904,2.1051035053742853,1.0941665204485256,0.4467955168580116,0.0,1.0,0.41381685030363374,1.4079688178348768,0.6666666666666666,0.044604244045467784,0.3771384389350263,0.0,0.0,False,False,False,False,False,dense_l1,False,False
23134,2022-09-01 15:00:00+00:00,short,8.0,7.0,0.7302813402667065,1.0571781141299952,1.2086688662164076,0.7785483340541273,-1.0,9.0,0.8112781244591328,1.3024869611714351,1.0,0.06104602724862024,0.8273326118351471,3.0,4.0,False,True,True,False,False,dense_l1,True,False
23806,2022-09-08 15:00:00+00:00,long,3.0,3.0,3.1647320943828205,4.997728089957011,1.0740699616075318,0.12916282796226655,2.0,12.0,0.0,0.6798522422310271,1.0,0.049052478156870326,0.6881854744502944,2.0,0.0,False,True,False,False,False,dense_l1,False,False
23923,2022-09-09 20:15:00+00:00,long,0.0,0.0,3.9574355997257147,4.369221949751261,0.9372792959155428,0.1079327497949933,0.0,12.0,0.0,0.8729005010858054,0.8333333333333334,0.051458003012175124,0.29585475021988916,0.0,0.0,False,False,False,False,False,dense_l1,False,False
24192,2022-09-12 15:30:00+00:00,short,6.0,4.0,1.0552532043663185,1.1215840600407725,1.0384621915956849,0.43537006658461846,2.0,11.0,0.41381685030363385,1.9353521716059603,1.0,0.0653832186179851,0.8455042371335049,3.0,1.0,False,True,True,True,True,dense_l1,True,False
24385,2022-09-14 15:45:00+00:00,short,1.0,1.0,2.176472115367186,2.623065495073017,0.9220974824869569,0.14532317467071412,0.0,12.0,0.0,0.34007074597355585,0.6666666666666666,0.02291379272746145,0.4390360115494679,0.0,0.0,False,True,False,False,False,dense_l1,False,False
24459,2022-09-15 10:15:00+00:00,short,10.0,9.0,0.4363840592085249,0.5528710559221904,0.8714134385628974,1.3279829089816777,-4.0,5.0,0.9798687566511528,0.35077330537048584,0.6666666666666666,0.015147998058270181,0.6808518448613388,2.0,6.0,False,False,False,False,False,dense_l1,False,False
24637,2022-09-17 06:45:00+00:00,short,1.0,1.0,3.7560481187302783,3.8927199546909623,0.9695131474165128,0.48960848697537984,0.0,10.0,0.6500224216483541,0.6076278839693445,1.0,0.07869426281821,0.3825840027912356,0.0,0.0,False,False,False,False,False,dense_l1,False,False
24971,2022-09-20 18:15:00+00:00,short,13.0,9.0,0.3956446688171975,0.67635460672175,1.0087002864489383,0.6455248905845968,4.0,12.0,0.0,0.9630539909963102,0.8333333333333334,0.039604606533238045,0.8555511737065121,8.0,4.0,False,True,True,True,True,dense_l1,True,False
25076,2022-09-21 20:30:00+00:00,short,7.0,5.0,0.5134481240290598,1.0296727424856966,0.8993768789243177,1.697723047052653,1.0,6.0,1.0,1.3074862313514883,1.0,0.050313890581628,0.777383311193626,3.0,2.0,False,True,True,False,False,dense_l1,True,False
25497,2022-09-26 05:45:00+00:00,short,4.0,3.0,1.5550604638328587,1.7548522900316372,0.9331945541635813,1.2243796702847096,-1.0,11.0,0.41381685030363385,0.9483097202920887,1.0,0.0598877029426107,0.7423001844376376,1.0,2.0,False,True,True,False,False,dense_l1,True,False
25887,2022-09-30 07:15:00+00:00,long,14.0,11.0,0.3458307926370179,0.4315658068007756,1.0115601977337605,0.20697811276583633,2.0,9.0,0.8112781244591328,1.6212387429709265,1.0,0.05301661402483565,0.8362439067882754,7.0,5.0,False,True,True,True,True,dense_l1,True,False
25918,2022-09-30 15:00:00+00:00,long,7.0,4.0,0.7861361798309763,1.5359538467977296,1.171569189094124,0.6706132646293522,0.0,12.0,0.0,2.7925421306820772,1.0,0.07888776705623225,0.870729028966666,2.0,2.0,False,True,True,True,True,dense_l1,True,False
26002,2022-10-01 12:00:00+00:00,short,4.0,4.0,2.150722468653335,2.3757285017932546,1.173972766712575,0.3679011387220288,-2.0,11.0,0.41381685030363385,1.0246787573487173,1.0,0.042958311500539324,0.6904453685291768,0.0,2.0,False,False,False,False,False,dense_l1,False,False
26141,2022-10-02 22:45:00+00:00,short,5.0,5.0,1.4296890900716326,1.8413693296076168,1.1244313207177477,1.3188350936873545,-2.0,11.0,0.41381685030363385,1.4381717514691015,1.0,0.04174317427418956,0.7270096429873728,0.0,2.0,False,False,False,False,False,dense_l1,False,False
26567,2022-10-07 09:15:00+00:00,long,3.0,3.0,1.7545793451843152,1.988125289911332,0.9458716620803264,0.3119384008587544,-1.0,0.0,0.0,-0.714074573860999,0.5,-0.002666329904140698,0.38188123812603125,0.0,1.0,False,False,False,False,False,dense_l1,False,False
26646,2022-10-08 05:00:00+00:00,short,2.0,2.0,4.159290250029501,4.631662504057354,0.9704152586814545,0.4509373708403979,-2.0,10.0,0.6500224216483541,1.3580679916543585,1.0,0.0833077797108719,0.43286141315493887,0.0,2.0,False,False,False,False,False,dense_l1,False,False
26841,2022-10-10 05:45:00+00:00,short,1.0,1.0,1.9457104612077265,2.2500675528524416,1.0153076039111992,0.14683919455735991,0.0,0.0,0.0,0.6150926855988796,0.8333333333333334,0.040846234621846875,0.3646471392576296,0.0,0.0,False,False,False,False,False,dense_l1,False,False
27469,2022-10-16 18:45:00+00:00,short,5.0,5.0,0.8200534358677128,0.918321478059871,0.9443402019469413,0.6266920481685436,-2.0,6.0,1.0,0.13541242878044069,0.8333333333333334,0.018856054890691174,0.6914181844524928,1.0,3.0,False,False,False,False,False,dense_l1,False,False
27908,2022-10-21 08:30:00+00:00,short,3.0,2.0,1.100775941216231,1.2101139918324564,1.1685504319962576,0.7110649627835134,-1.0,10.0,0.6500224216483541,1.8994347708303472,0.8333333333333334,0.05788157150412737,0.7228801575301471,1.0,2.0,False,True,True,False,False,dense_l1,True,False
28242,2022-10-24 20:00:00+00:00,long,6.0,4.0,1.0821578200092754,1.210005945584057,0.9708378454765444,0.3467588991820792,-1.0,8.0,0.9182958340544896,1.031346133469749,0.8333333333333334,0.05726305003312954,0.742764622542503,2.0,3.0,False,True,True,False,False,dense_l1,True,False
28273,2022-10-25 03:45:00+00:00,long,8.0,6.0,1.4980129260856827,1.6447833414641708,0.9447716620890386,0.14793384609421842,-2.0,7.0,0.9798687566511528,0.47583740796419904,0.8333333333333334,0.045129352601062565,0.6863672763633879,2.0,4.0,False,False,False,False,False,dense_l1,False,False
28475,2022-10-27 06:15:00+00:00,long,3.0,3.0,3.6004485075292045,3.7546456698338515,0.9304719030689004,0.17351570756721932,-2.0,11.0,0.41381685030363385,0.5026572319314383,0.8333333333333334,0.03650520074849891,0.4848406202684189,0.0,2.0,False,False,False,False,False,dense_l1,False,False
28527,2022-10-27 19:15:00+00:00,long,4.0,4.0,1.335907089865999,1.594267086589513,0.8471915447141825,0.13890102662702317,-1.0,6.0,1.0,0.8341898952180279,1.0,0.037589820503529624,0.6765397902263388,1.0,2.0,False,True,True,False,False,dense_l1,True,False
28866,2022-10-31 08:00:00+00:00,short,1.0,1.0,2.382324947264252,2.7204589902018386,1.0497697675408937,0.10632337425692036,0.0,11.0,0.41381685030363385,0.3722715828174581,0.5,-0.013970766304888601,0.4109645503075822,0.0,0.0,False,False,False,False,False,dense_l1,False,False
29057,2022-11-02 07:45:00+00:00,short,7.0,6.0,1.1939004685362236,1.4033364911116615,1.1715315585747683,0.72388606596455,4.0,8.0,0.9182958340544896,2.3075712156434243,1.0,0.1042486151284438,0.8584330267437935,5.0,1.0,False,True,True,True,False,dense_l1,True,False
29106,2022-11-02 20:00:00+00:00,short,7.0,5.0,0.9117820961534496,2.0842131721868355,1.1274314535891155,1.6092306511508878,-1.0,12.0,0.0,2.040641739380044,1.0,0.0618539797014657,0.8328335209271247,2.0,3.0,False,True,True,False,False,dense_l1,True,False
29172,2022-11-03 12:30:00+00:00,short,3.0,3.0,2.1939001529773883,2.551824374271254,1.143521123327354,1.066406564449274,2.0,10.0,0.6500224216483541,1.4586448765323714,0.8333333333333334,0.05932901184489887,0.7348870483618741,2.0,0.0,False,True,True,True,False,dense_l1,True,False
29192,2022-11-03 17:30:00+00:00,short,3.0,3.0,1.0336345808945084,1.1205365206663191,0.8843761792028253,0.35097482768529975,-1.0,11.0,0.41381685030363385,-0.049252109207152554,0.5,-0.0118347865871233,0.5319149500278679,0.0,1.0,False,False,False,False,False,dense_l1,False,False
29597,2022-11-07 22:45:00+00:00,short,9.0,6.0,1.5145550824430398,1.950054575512421,1.2328322340036222,2.9424904862060934,0.0,9.0,0.8112781244591328,2.227605128105611,1.0,0.11712975404497596,0.8115903073473101,4.0,4.0,False,True,True,True,True,dense_l1,True,False
