fraction_per_stage,maximum_bank_fraction,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.075,0.3,182,-1.9650471239150027,-21.965047123915006,-64.24717923219134,0.22527472527472528,0.6300593830812037,-0.34042292296223253,-0.4596293248980793,20.5,126.97447509275732,772.593321515134,0.32155797025669197,90,49,0.5444444444444444,77,36,0.4675324675324675,90,0.5444444444444444,3.19994455713688,250.72657039678188,9.571221077121555,0,41,True,-23.248768534602952,-32.68324740515975,0.07692307692307684,0.4659835478334955,-1.076887905594063,0.8786018013501693
0.1,0.4,182,-1.8097192746371769,-21.80971927463718,-63.03421279845938,0.24725274725274726,0.626344733612983,-0.343553369413488,-0.45595841558900785,20.5,125.69147269696539,735.994626960619,0.3155034367079079,90,45,0.5,77,32,0.4155844155844156,90,0.5,3.2116714492561718,239.9733059225204,12.761628102828746,0,41,True,-22.99873602342999,-32.32428476996172,0.17948717948717935,0.6213113971113202,-1.4358505407920887,0.8409199652267403
0.125,0.5,182,-1.6543914253593504,-21.654391425359357,-60.34457449855568,0.2692307692307692,0.6234962733022565,-0.34682675211747316,-0.4523275508747725,20.5,124.83967705717197,699.3959324061042,0.3020259078318604,90,41,0.45555555555555555,77,28,0.36363636363636365,90,0.45555555555555555,3.1856643836374374,229.22004144825894,15.952035128535929,0,41,True,-22.75936723701874,-31.965322134763703,0.28205128205128194,0.7766392463891449,-1.7948131759901074,0.8032381291033114
0.15,0.6,182,-1.499063576081527,-21.499063576081532,-57.65493619865198,0.2857142857142857,0.6211927114121948,-0.3502430485847512,-0.4487382633094137,20.5,123.56931083400094,662.7972378515892,0.2998172941764916,90,38,0.4222222222222222,77,25,0.3246753246753247,90,0.4222222222222222,3.1856643836374374,218.46677697399747,19.14244215424311,0,41,True,-22.531391620160154,-31.60635949956568,0.3589743589743589,0.9319670956669697,-2.1537758111881296,0.7655562929798824
