fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,55,-11.185884053881141,-34.05593907906844,-615.2236229634627,0.7162025418720727,False,0.2727272727272727,40,0
2023H2,66,-24.747216971235133,-28.076805987123347,-1633.3163201015188,0.23252733899272118,False,0.18181818181818182,54,0
2024H1,55,-10.483220948261716,-38.21853650152416,-576.5771521543944,0.7478257014224047,False,0.2909090909090909,39,0
2024H2,75,-10.211300038573516,-37.35990126072284,-765.8475028930137,0.7435249580586942,False,0.25333333333333335,56,0
