period,rule,candidates,invalid,censored,closed,gt5,precision,confirmed_gt5_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,retained_gt5,lost_gt5,gained_gt5,gt5_count_ratio,matched_pairs,unmatched_closed,random_gt5,paired_gt5,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
oof,original_all,24681,0,113,24568,662,0.026945620319114294,0.0268222519346866,1.0,1.0,1.0,0.26595571475089547,-0.08069627372155425,-17.222837211414973,-37.22283721141499,779,452,662,0,0,1.0,24515,53,794,660,0.03238833367326127,-10.877676446863193,-0.01802629715190748,-26.61264339273518,0.9990234375,0.697265625,0.0,0.0,0.0,,,
oof,logistic_top1,277,0,0,277,2,0.007220216606498195,0.007220216606498195,0.011223208135812974,0.011274829045913383,0.0030211480362537764,0.26353790613718414,-0.32785078877757434,-18.85371410384421,-38.85371410384423,189,2,2,660,0,0.0030211480362537764,277,0,8,2,0.02888086642599278,-34.70621631106027,0.016811438799245987,-4.14749779278395,0.96875,0.45654296875,-0.0197254037126161,-0.027048794529741727,-0.011176653810581015,1.0,1.0,False
oof,logistic_top5,1273,0,0,1273,37,0.029065200314218383,0.029065200314218383,0.05157813702848345,0.05181536958645393,0.04833836858006042,0.2945797329143755,-0.013893995265396286,13.063979789518092,-6.936020210481917,488,33,32,630,5,0.055891238670694864,1272,1,41,37,0.03223270440251572,-25.048103517687665,0.15756634524144503,18.153849102481505,0.6875,0.097412109375,0.0021195799951040893,-0.0019340554420881867,0.004567870940642552,1.0,0.487060546875,False
oof,logistic_top10,2517,0,0,2517,84,0.033373063170441,0.033373063170441,0.10198128114744136,0.10245034190817323,0.10876132930513595,0.28843861740166865,0.030957519823104334,15.767612654969493,-4.232387345030515,592,69,72,590,12,0.1268882175226586,2515,2,79,84,0.03141153081510934,-24.364010551038174,0.15659557264517227,20.299808394820385,0.38671875,0.062255859375,0.006427442851326709,0.001319325728269485,0.010367239373513134,1.0,0.435791015625,False
oof,logistic_top20,5195,0,2,5193,166,0.031966108222607356,0.03195380173243503,0.2104857987925935,0.21137251709540866,0.22658610271903323,0.27999229732331987,-0.025435660796342116,0.7361770961528218,-19.26382290384719,684,131,150,512,16,0.25075528700906347,5187,6,158,166,0.030460767302872567,-23.51019965102948,0.09928981364510078,4.248668137431992,0.35400390625,0.067626953125,0.005020487903493062,0.0007447631856462867,0.008532090101489009,1.0,0.435791015625,False
oof,lightgbm_top1,290,0,0,290,6,0.020689655172413793,0.020689655172413793,0.011749929095255459,0.011803972647346141,0.00906344410876133,0.2517241379310345,-0.23909808551976422,-38.07984441621406,-58.07984441621406,189,5,6,656,0,0.00906344410876133,290,0,13,6,0.04482758620689655,-18.655557973768477,-0.1409081692519159,-39.42428644244559,0.984375,0.7861328125,-0.006255965146700501,-0.018825011303498337,0.006564288224322905,1.0,1.0,False
oof,lightgbm_top5,1344,0,1,1343,35,0.026061057334326135,0.026041666666666668,0.05445484380697703,0.054664604363399545,0.04984894259818731,0.2755026061057334,-0.0686940562011528,-13.204280928907135,-33.204280928907146,451,28,33,629,2,0.052870090634441085,1341,2,46,35,0.0343027591349739,-29.72639328076532,0.08394665125477627,-3.750880000894921,0.83251953125,0.393310546875,-0.0008845629847881592,-0.007643307050300153,0.006670098403403056,1.0,1.0,False
oof,lightgbm_top10,2761,0,1,2760,88,0.03188405797101449,0.03187250996015936,0.11186742838620801,0.11234125691957017,0.11782477341389729,0.2713768115942029,-0.03133296428694961,-1.8195705375934657,-21.819570537593478,579,72,78,584,10,0.13293051359516617,2757,3,79,88,0.028654334421472614,-27.676118813783603,0.10975459004479031,5.664846628788483,0.2978515625,0.1923828125,0.004938437651900197,-0.001350394049103644,0.009561050937730617,1.0,0.76953125,False
oof,lightgbm_top20,5536,0,6,5530,182,0.03291139240506329,0.0328757225433526,0.22430209472873872,0.225089547378704,0.24471299093655588,0.2725135623869801,0.0074212864918006384,1.6209294684504918,-18.37907053154952,664,143,162,500,20,0.27492447129909364,5521,9,166,182,0.0300670168447745,-26.244092207428842,0.13231980198782753,7.7201250992322334,0.14501953125,0.02880859375,0.005965772085948999,0.0013482237139079082,0.009981796215288418,1.0,0.23046875,False
oof,risk_top1,520,0,3,517,11,0.02127659574468085,0.021153846153846155,0.021068838377699444,0.021043633995441225,0.012084592145015106,0.2611218568665377,-0.41260343271009975,-2.4840323336765455,-22.484032333676538,166,11,8,654,3,0.01661631419939577,516,1,12,11,0.023255813953488372,-26.521335606708558,-0.07496923544725181,4.1101290084342725,0.6875,0.791748046875,-0.0056690245744334435,-0.014210354091779332,0.006435270922273842,,,
