trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:JUPUSDT:4h:v9_long:2777,v9_long,True,matched,2828,2025-05-17 00:00:00+00:00,0.9373224299065404,0.08165560757174828,2025-05-25 00:00:00+00:00,2025-05,3,earlier
binance_um:JUPUSDT:4h:v9_long:2884,v9_long,True,matched,2843,2025-05-19 12:00:00+00:00,1.1426430260047296,0.10004926516249224,2025-05-25 00:00:00+00:00,2025-05,3,earlier
binance_um:JUPUSDT:4h:v9_long:3162,v9_long,True,matched,3103,2025-07-01 20:00:00+00:00,4.363482269503547,0.28959802306425053,2025-07-24 04:00:00+00:00,2025-07,3,earlier
binance_um:JUPUSDT:4h:v9_long:3576,v9_long,True,matched,3558,2025-09-15 16:00:00+00:00,-1.0341689189189192,-0.06053272691318967,2025-09-22 04:00:00+00:00,2025-09,3,later
binance_um:JUPUSDT:4h:v9_long:4280,v9_long,True,matched,4214,2026-01-03 00:00:00+00:00,0.31613953488371976,0.019337126600284416,2026-01-16 04:00:00+00:00,2026-01,3,later
binance_um:JUPUSDT:4h:v9_long:4819,v9_long,True,matched,4854,2026-04-19 16:00:00+00:00,0.35887058823529366,0.0174508009153318,2026-04-29 16:00:00+00:00,2026-04,3,later
binance_um:JUPUSDT:4h:joint:4820,v10_4,True,matched,4795,2026-04-09 20:00:00+00:00,1.0983797468354455,0.053762081784386684,2026-04-19 20:00:00+00:00,2026-04,3,later
binance_um:JUPUSDT:4h:box_htf:4286,box_htf,True,matched,4325,2026-01-21 12:00:00+00:00,-1.0318239999999996,-0.06484565108094509,2026-01-25 16:00:00+00:00,2026-01,3,later
binance_um:JUPUSDT:4h:box_chart:4820,box_chart,True,matched,4761,2026-04-04 04:00:00+00:00,0.9968461538461528,0.04790757855822547,2026-04-19 20:00:00+00:00,2026-04,3,later
binance_um:JUPUSDT:4h:box_any:4286,box_any,True,matched,4261,2026-01-10 20:00:00+00:00,0.6269714285714283,0.03158925143953928,2026-01-16 04:00:00+00:00,2026-01,3,later
binance_um:JUPUSDT:4h:box_any:4820,box_any,True,matched,4797,2026-04-10 04:00:00+00:00,1.3215405405405403,0.061006862133499595,2026-04-19 20:00:00+00:00,2026-04,3,later
