signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
2777,2025-05-08 12:00:00+00:00,2778,2025-05-08 16:00:00+00:00,0.4603,0.41350000000000003,0.04679999999999995,0.10167282207256127,2817,2025-05-15 04:00:00+00:00,0.4948,trailing_stop,0.07495111883554206,0.07295111883554206,0.7371794871794881,0.7175085470085479,False,3.1047008547008588,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:2777,JUPUSDT,JUP,4h,,2777,0
2884,2025-05-26 08:00:00+00:00,2885,2025-05-26 12:00:00+00:00,0.6143,0.5031,0.11119999999999997,0.18101904606869604,2912,2025-05-31 00:00:00+00:00,0.5031,initial_stop,-0.181019046068696,-0.183019046068696,-0.9999999999999999,-1.011048561151079,False,0.3615107913669067,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:2884,JUPUSDT,JUP,4h,,2884,0
3162,2025-07-11 16:00:00+00:00,3163,2025-07-11 20:00:00+00:00,0.51,0.4718,0.03820000000000001,0.07490196078431374,3167,2025-07-12 12:00:00+00:00,0.4718,initial_stop,-0.07490196078431377,-0.07690196078431377,-1.0000000000000004,-1.0267015706806286,False,0.0,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:3162,JUPUSDT,JUP,4h,,3162,0
3576,2025-09-18 16:00:00+00:00,3577,2025-09-18 20:00:00+00:00,0.5638,0.5315,0.032299999999999995,0.05728981908478183,3580,2025-09-19 08:00:00+00:00,0.5315,initial_stop,-0.05728981908478181,-0.059289819084781814,-0.9999999999999997,-1.034910216718266,False,0.06501547987616071,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:3576,JUPUSDT,JUP,4h,,3576,0
4280,2026-01-14 00:00:00+00:00,4281,2026-01-14 04:00:00+00:00,0.228,0.20900000000000002,0.01899999999999999,0.08333333333333329,4309,2026-01-18 20:00:00+00:00,0.20900000000000002,initial_stop,-0.08333333333333326,-0.08533333333333326,-0.9999999999999997,-1.0239999999999998,False,0.8578947368421047,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:4280,JUPUSDT,JUP,4h,,4280,0
4819,2026-04-13 20:00:00+00:00,4820,2026-04-14 00:00:00+00:00,0.1711,0.1597,0.011399999999999993,0.0666277030976037,4914,2026-04-29 16:00:00+00:00,0.1782,trailing_stop,0.041496201052016346,0.039496201052016344,0.6228070175438597,0.5927894736842105,False,2.4649122807017547,closed,v9_long,binance_um:JUPUSDT:4h:v9_long:4819,JUPUSDT,JUP,4h,,4819,0
4820,2026-04-14 00:00:00+00:00,4821,2026-04-14 04:00:00+00:00,0.1696,0.161,0.008599999999999997,0.0507075471698113,4855,2026-04-19 20:00:00+00:00,0.1704,trailing_stop,0.004716981132075526,0.002716981132075526,0.0930232558139546,0.0535813953488383,False,2.383720930232558,closed,v10_4,binance_um:JUPUSDT:4h:joint:4820,JUPUSDT,JUP,4h,chart,4819,1
4286,2026-01-15 00:00:00+00:00,4287,2026-01-15 04:00:00+00:00,0.2245,0.2106,0.013899999999999996,0.061915367483296194,4309,2026-01-18 20:00:00+00:00,0.2106,initial_stop,-0.06191536748329618,-0.06391536748329618,-0.9999999999999998,-1.0323021582733811,False,0.5035971223021589,closed,box_htf,binance_um:JUPUSDT:4h:box_htf:4286,JUPUSDT,JUP,4h,htf,4280,6
4820,2026-04-14 00:00:00+00:00,4821,2026-04-14 04:00:00+00:00,0.1696,0.161,0.008599999999999997,0.0507075471698113,4855,2026-04-19 20:00:00+00:00,0.1704,trailing_stop,0.004716981132075526,0.002716981132075526,0.0930232558139546,0.0535813953488383,False,2.383720930232558,closed,box_chart,binance_um:JUPUSDT:4h:box_chart:4820,JUPUSDT,JUP,4h,chart,4819,1
4286,2026-01-15 00:00:00+00:00,4287,2026-01-15 04:00:00+00:00,0.2245,0.2106,0.013899999999999996,0.061915367483296194,4309,2026-01-18 20:00:00+00:00,0.2106,initial_stop,-0.06191536748329618,-0.06391536748329618,-0.9999999999999998,-1.0323021582733811,False,0.5035971223021589,closed,box_any,binance_um:JUPUSDT:4h:box_any:4286,JUPUSDT,JUP,4h,htf,4280,6
4820,2026-04-14 00:00:00+00:00,4821,2026-04-14 04:00:00+00:00,0.1696,0.161,0.008599999999999997,0.0507075471698113,4855,2026-04-19 20:00:00+00:00,0.1704,trailing_stop,0.004716981132075526,0.002716981132075526,0.0930232558139546,0.0535813953488383,False,2.383720930232558,closed,box_any,binance_um:JUPUSDT:4h:box_any:4820,JUPUSDT,JUP,4h,chart,4819,1
