epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.1746,3.61436,44.0994,2.69566,0,0,0,0,3.08713,53.3338,2.61679,0.00036,0.00036,0.00036
2,55.4214,2.45105,9.61728,2.1075,6e-05,0.02726,0,0,3.33807,3103.35,3.26147,0.000732674,0.000732674,0.000732674
3,74.8787,2.45081,5.00864,2.0655,0.00037,0.17791,8e-05,2e-05,2.96629,inf,4.53116,0.00109782,0.00109782,0.00109782
4,93.0881,2.27067,3.23243,1.91143,0.00011,0.066,1e-05,0,2.83353,1373.54,3.16424,0.00145545,0.00145545,0.00145545
5,109.451,2.25295,2.76746,1.92815,0.00013,0.07747,1e-05,0,3.51105,14374.4,9.45726,0.00180555,0.00180555,0.00180555
6,125.868,2.31016,2.42025,1.94123,0.00031,0.19082,6e-05,1e-05,3.4016,22604.2,11.2856,0.001901,0.001901,0.001901
7,141.474,2.11171,2.28752,1.82957,0.02862,0.08178,0.00798,0.00224,2.60962,4.48975,2.52491,0.0018812,0.0018812,0.0018812
8,158.08,2.19274,1.86974,1.87944,0.11948,0.17217,0.07518,0.01892,2.61646,3.46564,2.65064,0.0018614,0.0018614,0.0018614
9,174.486,2.1257,1.82749,1.8403,0.03486,0.52654,0.08878,0.02388,2.52961,3.98506,2.39077,0.0018416,0.0018416,0.0018416
10,190.829,1.96543,1.6179,1.72416,0.23908,0.19512,0.10024,0.02644,2.60641,4.01239,2.80138,0.0018218,0.0018218,0.0018218
11,206.88,1.94038,1.55896,1.71548,0.25361,0.18364,0.11116,0.03039,2.61785,4.38566,2.84222,0.001802,0.001802,0.001802
12,222.983,1.98352,1.47698,1.71039,0.28034,0.24368,0.15195,0.04468,2.51954,3.74175,2.42046,0.0017822,0.0017822,0.0017822
13,239.365,1.86779,1.41152,1.66898,0.22973,0.2439,0.16313,0.04602,2.5307,2.87016,2.41318,0.0017624,0.0017624,0.0017624
14,255.685,1.87361,1.42619,1.66533,0.17062,0.17934,0.09685,0.02849,2.58413,3.71384,2.4486,0.0017426,0.0017426,0.0017426
15,271.137,1.85829,1.44408,1.66059,0.17769,0.21521,0.1236,0.03587,2.40612,5.22312,2.31496,0.0017228,0.0017228,0.0017228
16,286.581,1.70951,1.30223,1.56419,0.23095,0.26112,0.16243,0.04701,2.5293,2.98573,2.4635,0.001703,0.001703,0.001703
17,303.005,1.72216,1.44949,1.56965,0.26586,0.2726,0.17408,0.05247,2.52684,2.66746,2.48788,0.0016832,0.0016832,0.0016832
18,319.595,1.69668,1.32816,1.55825,0.20266,0.26255,0.13377,0.03997,2.44278,3.47747,2.33282,0.0016634,0.0016634,0.0016634
19,334.998,1.70391,1.29863,1.5411,0.26969,0.30129,0.19454,0.05626,2.36423,2.9704,2.23135,0.0016436,0.0016436,0.0016436
20,351.593,1.70225,1.19976,1.51968,0.25002,0.35151,0.20479,0.05893,2.52968,2.72057,2.42856,0.0016238,0.0016238,0.0016238
21,368.174,1.75339,1.18612,1.56688,0.27763,0.34433,0.20202,0.06068,2.51148,2.52316,2.42548,0.001604,0.001604,0.001604
22,384.559,1.6326,1.17091,1.49497,0.28241,0.35438,0.21052,0.06595,2.48291,2.49654,2.37968,0.0015842,0.0015842,0.0015842
23,400.707,1.55372,1.0837,1.45301,0.35381,0.29986,0.21031,0.06504,2.53646,2.82819,2.38182,0.0015644,0.0015644,0.0015644
24,415.6,1.49487,1.05362,1.42922,0.33396,0.26973,0.17534,0.0558,2.51949,3.28537,2.41563,0.0015446,0.0015446,0.0015446
25,430.974,1.47608,1.07044,1.42025,0.28208,0.35725,0.19678,0.05952,2.47632,2.61358,2.35773,0.0015248,0.0015248,0.0015248
26,446.002,1.42684,1.00217,1.3611,0.31058,0.30378,0.19781,0.06083,2.52106,3.07435,2.44266,0.001505,0.001505,0.001505
27,461.279,1.43084,0.99515,1.34621,0.19071,0.34146,0.15057,0.04296,2.59596,2.99073,2.4395,0.0014852,0.0014852,0.0014852
