arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1100,closed,,MUBARAKUSDT,MUBARAK,4h,2025-09-16 20:00:00+00:00
v9_long,1682,closed,,MUBARAKUSDT,MUBARAK,4h,2025-12-22 20:00:00+00:00
v10_4,1101,closed,,MUBARAKUSDT,MUBARAK,4h,2025-09-17 00:00:00+00:00
box_chart,1101,closed,,MUBARAKUSDT,MUBARAK,4h,2025-09-17 00:00:00+00:00
box_any,1101,closed,,MUBARAKUSDT,MUBARAK,4h,2025-09-17 00:00:00+00:00
