signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1682,2024-10-10 08:00:00+00:00,1683,2024-10-10 12:00:00+00:00,31.14,28.5,2.6400000000000006,0.08477842003853567,1775,2024-10-25 20:00:00+00:00,34.44,trailing_stop,0.10597302504816941,0.10397302504816941,1.249999999999998,1.2264090909090888,False,3.655303030303029,closed,v9_long,binance_um:ZECUSDT:4h:v9_long:1682,ZECUSDT,ZEC,4h,chart,1682,0
2938,2025-05-07 16:00:00+00:00,2939,2025-05-07 20:00:00+00:00,39.78,36.93,2.8500000000000014,0.07164404223227756,3077,2025-05-30 20:00:00+00:00,47.46,trailing_stop,0.19306184012066363,0.19106184012066363,2.6947368421052613,2.6668210526315774,False,5.971929824561399,closed,v9_long,binance_um:ZECUSDT:4h:v9_long:2938,ZECUSDT,ZEC,4h,,2938,0
3367,2025-07-18 04:00:00+00:00,3368,2025-07-18 08:00:00+00:00,45.96,43.46,2.5,0.054395126196692775,3372,2025-07-19 00:00:00+00:00,43.46,initial_stop,-0.054395126196692734,-0.056395126196692735,-0.9999999999999992,-1.0367679999999992,False,0.35999999999999943,closed,v9_long,binance_um:ZECUSDT:4h:v9_long:3367,ZECUSDT,ZEC,4h,,3367,0
4903,2026-03-31 04:00:00+00:00,4904,2026-03-31 08:00:00+00:00,230.0,216.23000000000002,13.769999999999982,0.05986956521739122,5014,2026-04-18 16:00:00+00:00,318.86,trailing_stop,0.3863478260869566,0.3843478260869566,6.453159041394346,6.419753086419763,False,11.909949164851142,closed,v9_long,binance_um:ZECUSDT:4h:v9_long:4903,ZECUSDT,ZEC,4h,,4903,0
1682,2024-10-10 08:00:00+00:00,1683,2024-10-10 12:00:00+00:00,31.14,28.5,2.6400000000000006,0.08477842003853567,1775,2024-10-25 20:00:00+00:00,34.44,trailing_stop,0.10597302504816941,0.10397302504816941,1.249999999999998,1.2264090909090888,False,3.655303030303029,closed,v10_4,binance_um:ZECUSDT:4h:joint:1682,ZECUSDT,ZEC,4h,chart,1682,0
3367,2025-07-18 04:00:00+00:00,3368,2025-07-18 08:00:00+00:00,45.96,43.46,2.5,0.054395126196692775,3372,2025-07-19 00:00:00+00:00,43.46,initial_stop,-0.054395126196692734,-0.056395126196692735,-0.9999999999999992,-1.0367679999999992,False,0.35999999999999943,closed,v10_4,binance_um:ZECUSDT:4h:joint:3367,ZECUSDT,ZEC,4h,,3367,0
1682,2024-10-10 08:00:00+00:00,1683,2024-10-10 12:00:00+00:00,31.14,28.5,2.6400000000000006,0.08477842003853567,1775,2024-10-25 20:00:00+00:00,34.44,trailing_stop,0.10597302504816941,0.10397302504816941,1.249999999999998,1.2264090909090888,False,3.655303030303029,closed,box_chart,binance_um:ZECUSDT:4h:box_chart:1682,ZECUSDT,ZEC,4h,chart,1682,0
4945,2026-04-07 04:00:00+00:00,4946,2026-04-07 08:00:00+00:00,263.18,246.59,16.590000000000003,0.063036704916787,5014,2026-04-18 16:00:00+00:00,318.86,trailing_stop,0.2115662284368114,0.20956622843681139,3.3562386980108503,3.3245111512959618,False,7.885473176612415,closed,box_chart,binance_um:ZECUSDT:4h:box_chart:4945,ZECUSDT,ZEC,4h,chart,4903,42
1682,2024-10-10 08:00:00+00:00,1683,2024-10-10 12:00:00+00:00,31.14,28.5,2.6400000000000006,0.08477842003853567,1775,2024-10-25 20:00:00+00:00,34.44,trailing_stop,0.10597302504816941,0.10397302504816941,1.249999999999998,1.2264090909090888,False,3.655303030303029,closed,box_any,binance_um:ZECUSDT:4h:box_any:1682,ZECUSDT,ZEC,4h,chart,1682,0
4945,2026-04-07 04:00:00+00:00,4946,2026-04-07 08:00:00+00:00,263.18,246.59,16.590000000000003,0.063036704916787,5014,2026-04-18 16:00:00+00:00,318.86,trailing_stop,0.2115662284368114,0.20956622843681139,3.3562386980108503,3.3245111512959618,False,7.885473176612415,closed,box_any,binance_um:ZECUSDT:4h:box_any:4945,ZECUSDT,ZEC,4h,chart,4903,42
