event_id,mother_decision_time,fold,event_net_return,assigned_controls,control_mean_return,excess
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,2023H1,0.00264176990083498,3,-0.0018031445979799627,0.004444914498814943
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,2023H1,-0.0037910624796133204,0,,
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,2023H1,-0.003397842486154377,0,,
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,2023H1,0.012602325293608054,0,,
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,2023H1,-6.496396173668304e-05,0,,
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,2023H1,-0.0030387524495790437,0,,
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,2023H1,-0.007567063135359536,3,-0.005895210007234819,-0.0016718531281247166
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,2023H1,0.0044804279305790135,3,-0.0015597926348235296,0.006040220565402543
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,2023H1,-0.0008026902728310108,0,,
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,2023H1,-0.0031843698020534977,0,,
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,2023H1,-0.001422246942004803,0,,
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,2023H1,0.014954740262798473,3,0.003780291816905298,0.011174448445893175
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,2023H1,-0.0038726998596561356,0,,
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,2023H1,-0.0022611588120481267,0,,
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,2023H1,-0.004289004029936672,0,,
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,2023H1,0.0027875303248614553,0,,
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,2023H1,-0.003465687697902407,3,-0.002515928728748747,-0.0009497589691536603
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,2023H1,-0.016966594323162686,0,,
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,2023H1,-0.008067149137750557,0,,
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,2023H1,-0.004699651696723057,0,,
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,2023H1,-0.006292720312761161,3,-0.003784065098435808,-0.0025086552143253524
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,2023H1,-0.015878374968458238,3,-0.01175436002921053,-0.004124014939247708
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,2023H1,-0.000989829517611394,3,-0.0020889945437137626,0.0010991650261023686
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,2023H1,-0.0034055939079069104,3,-0.00425280802906062,0.0008472141211537092
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,2023H1,-0.012500485908649174,0,,
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,2023H1,-0.015457296251901245,3,-0.004646051646791432,-0.010811244605109814
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,2023H1,0.023521591815527376,3,-0.005732459292298713,0.029254051107826088
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,2023H1,-0.0054238007762520395,3,-0.002861558118976078,-0.0025622426572759617
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,2023H1,-0.0037720564662446143,3,-0.0029326726323038893,-0.000839383833940725
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,2023H1,-0.003320015529594466,3,-0.0034108717544151963,9.085622482073044e-05
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,2023H1,-0.005547061975352742,3,-0.003201314020250893,-0.002345747955101849
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,2023H1,-0.0030255674687130205,3,-0.001849425111683652,-0.0011761423570293686
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,2023H1,0.0070310083050315626,3,0.002692207604109494,0.004338800700922069
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,2023H1,-0.003200686673700993,0,,
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,2023H1,-0.008923341692481655,3,-0.003087477293251057,-0.005835864399230598
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,2023H1,-0.006489182854217733,3,-0.003925586262896462,-0.00256359659132127
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,2023H1,0.00644100663102465,3,-0.0036773973295061925,0.010118403960530842
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,2023H1,-0.006401767563361113,0,,
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,2023H1,0.03623294132125798,3,0.016143228672327425,0.020089712648930558
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,2023H1,-0.004126718388457874,3,-0.005580632519175579,0.0014539141307177046
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,2023H1,-0.005570664431201574,3,-0.002932268801616882,-0.002638395629584692
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,2023H1,0.0157233343502029,3,-0.0032231420386391973,0.018946476388842098
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,2023H1,0.007822068204331957,3,-0.003989482607952128,0.011811550812284084
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,2023H1,0.0033490183972423333,3,-0.0027518215084067882,0.006100839905649122
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,2023H1,-0.006680961374662075,0,,
