primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,37,-11.190448410108486,-11.669424174345338,-414.04659117401405,0.0,False,0.0,37,0
early_reversal,25,-47.07715712775482,-38.59678549174405,-1176.9289281938704,0.0,False,0.0,25,0
giveback,15,-37.568050530905225,-29.746730059089554,-563.5207579635784,0.0,False,0.0,15,0
hard_stop,21,-80.07119366722353,-66.72397464689615,-1681.4950670116941,0.0,False,0.0,21,0
other_loss,102,-60.487289603435144,-50.333364145190146,-6169.703539550385,0.0,False,0.0,102,0
