outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
fast_failed_launch,152,-47.86281618724006,-40.99824957424373,-7275.148060460489,0.0,False,0.0,152,0
hard_stop,21,-80.07119366722353,-66.72397464689615,-1681.4950670116941,0.0,False,0.0,21,0
transition_colour_exit,78,59.872092359371614,30.682743610518944,4670.023204030987,5.451661393677929,False,0.6538461538461539,27,0
