system,asset,closed,net_r
v1_common,API3,25,2.4905467475126906
v1_common,CGPT,4,2.516530787250904
v1_common,XAI,4,2.5486945080247123
v1_common,EDGE,1,2.5681726618704968
v1_common,ORCL,3,2.6151024087756767
v1_common,CRV,24,2.6532272394368084
v1_common,MITO,6,2.6848990091478635
v1_common,BR,5,2.7165408549088648
v1_common,BZ,4,2.7236873679150473
v1_common,VELVET,13,2.729696800127533
v1_common,VFY,3,2.849444945355207
v1_common,UMA,17,2.8785195109469575
v1_common,TURTLE,6,2.888073130864356
v1_common,A,2,3.0053787908899405
v1_common,DOT,10,3.0482137902832616
v1_common,BONK,10,3.069083371280516
v1_common,1000PEPE,12,3.0985783706232786
v1_common,XAU,8,3.136210438692965
v1_common,CYS,4,3.1414922851960343
v1_common,AWE,3,3.1697503384987575
v1_common,RECALL,15,3.176224425684258
v1_common,NIGHT,9,3.1927372158595446
v1_common,XPL,1,3.1962772277227747
v1_common,SHAZ,1,3.306989648033129
v1_common,CRCL,2,3.3347519720153427
v1_common,ICP,12,3.336689886674503
v1_common,BADGER,1,3.396302114803627
v1_common,KDA,4,3.424771778788706
v1_common,HOLO,2,3.5106876766244914
v1_common,DIA,10,3.583642114768243
v1_common,ZIL,11,3.61783290429447
v1_common,GEV,4,3.6188571009430976
v1_common,IWM,2,3.632228625235408
v1_common,EPIC,7,3.713437184356639
v1_common,1000FLOKI,10,3.7751005678043184
v1_common,MET,8,3.8114115635728996
v1_common,MEMEFI,2,3.814423529411763
v1_common,NTRN,5,3.8324947959866096
v1_common,AKT,12,3.860777770797081
v1_common,FIGHT,3,3.8808248832573797
v1_common,SPORTFUN,5,3.8902145956955003
v1_common,MAGMA,6,3.894100493316376
v1_common,MELANIA,18,3.956876584642954
v1_common,ETHW,16,3.9754855665890103
v1_common,CVX,19,3.9923158848487
v1_common,AAPL,7,4.133597457479036
v1_common,SOON,12,4.1606301310410565
v1_common,STO,7,4.166583595105779
v1_common,STRK,15,4.193272586397287
v1_common,THE,8,4.331855652392613
v1_common,FRAX,4,4.414367591431581
v1_common,ICNT,8,4.441198487833744
v1_common,RPL,8,4.464210782795785
v1_common,ALPINE,5,4.684954999517773
v1_common,PROVE,4,4.866541942876264
v1_common,PLTR,2,4.91402864867816
v1_common,ETHFI,13,5.035601290825012
v1_common,BX,2,5.053585358535877
v1_common,OBOL,3,5.058910436177656
v1_common,YB,17,5.082386095889117
v1_common,LSK,6,5.175982391544341
v1_common,HOME,9,5.309977873563506
v1_common,CKB,5,5.337152534424048
v1_common,AXS,9,5.356469188807544
v1_common,TWT,6,5.37011469556098
v1_common,HIMS,6,5.371293833113529
v1_common,SYN,11,5.454620582049852
v1_common,RAY,12,5.456024228721228
v1_common,CATI,12,5.488211427610725
v1_common,QTUM,18,5.521448910821954
v1_common,XMR,8,5.6127312585107525
v1_common,EGLD,12,5.9190357311662325
v1_common,AXL,5,5.9313028548030715
v1_common,TON,4,5.989767760001116
v1_common,LDO,14,5.998804689466193
v1_common,MEW,18,6.191450952805576
v1_common,M,6,6.200106067128236
v1_common,PROM,5,6.235109600428787
v1_common,UAI,14,6.349982210615578
v1_common,VIRTUAL,9,6.616344059646073
v1_common,DEGEN,10,6.699270762964629
v1_common,BANK,10,6.736836330205406
v1_common,ACE,8,6.76967425605898
v1_common,T,15,6.8397614166738085
v1_common,DOOD,14,7.039423669491368
v1_common,BANANAS31,10,7.153848734287999
v1_common,FLOKI,12,7.259020925108847
v1_common,POL,13,7.398684280390155
v1_common,GRAM,9,7.599409749212624
v1_common,FLM,3,7.608483660130723
v1_common,SKY,13,7.707963375246599
v1_common,NEIROETH,6,7.766581488591505
v1_common,RAYSOL,10,7.774962142893559
v1_common,TAO,16,7.931656541947367
v1_common,PAXG,6,8.143635663153269
v1_common,LISTA,5,8.322365702288318
v1_common,ENA,8,8.669605837718969
v1_common,PEPE,18,8.748405123670281
v1_common,TRUTH,28,8.945000602212769
v1_common,LAYER,16,9.168098772773806
v1_common,APR,21,9.199398988933286
v1_common,DAM,7,9.51512666037707
v1_common,BIGTIME,15,9.695554504651321
v1_common,BICO,17,9.895702110476208
v1_common,DYDX,14,10.106010867517764
v1_common,1000RATS,12,10.146520973268096
v1_common,SPX,13,10.159781450858508
v1_common,B,10,10.516016633259358
v1_common,LAB,18,10.629739687984147
v1_common,IOTX,7,10.958859663811156
v1_common,ASTR,3,11.052686417880533
v1_common,NEAR,10,11.281747675463976
v1_common,BERA,8,11.810009835367623
v1_common,XVG,11,12.077256252328425
v1_common,IOTA,20,12.155714830795155
v1_common,PENGU,15,12.372974964755546
v1_common,PI,5,12.551216283637096
v1_common,INJ,8,13.016355855756027
v1_common,EVAA,10,13.154518169808258
v1_common,XLM,6,14.533399580832349
v1_common,DOGS,10,14.644670069866418
v1_common,XTZ,10,15.116488131357954
v1_common,VINE,4,15.183694021173753
v1_common,BULLA,11,15.465545726471074
v1_common,HIFI,5,15.678167703024183
v1_common,TRUMP,11,15.76090290921751
v1_common,AKE,5,15.768937141725953
v1_common,SKYAI,9,15.869120361432914
v1_common,FOLKS,7,16.33928520094672
v1_common,KAIA,7,16.37056562941472
v1_common,VANA,15,16.49809450373803
v1_common,ETC,22,16.558575067231477
v1_common,INX,12,16.701550344244627
v1_common,FF,7,16.7781137792322
v1_common,PEOPLE,19,17.345198262540325
v1_common,BEL,9,17.427835515885448
v1_common,JUP,16,17.744677175545213
v1_common,VET,4,17.83814393926669
v1_common,LINK,19,18.156806518577348
v1_common,IP,10,18.50552081770745
v1_common,BNB,28,19.443350331868235
v1_common,HYPER,9,22.719762823965212
v1_common,TRADOOR,7,24.239048568454727
v1_common,CHILLGUY,14,24.41505793837248
v1_common,XRP,21,25.238916040612665
v1_common,H,21,25.904731196966253
v1_common,MAGIC,20,26.255668354873123
v1_common,DASH,25,30.999093482215713
v1_common,LTC,24,31.260813588165156
v1_common,TRB,30,31.48209633882048
v1_common,BTR,7,33.08295156937417
v1_common,DOGE,20,36.509193960673514
v1_common,RENDER,10,38.46183111255943
v1_common,JELLYJELLY,30,45.13082374894173
v1_common,CFX,20,54.58392734300304
v1_common,WIF,24,65.42858323290685
v1_common,USELESS,12,68.04432346992002
v1_common,ETH,33,68.51596538733263
v1_common,ZEC,24,73.97380467962397
v1_common,RAVE,7,1193.6685472719682
v9,ETC,317,-89.72627504184629
v9,BTC,291,-85.89686807648974
v9,TRUTH,141,-81.12516876596564
v9,APE,271,-73.6983071758903
v9,CVX,208,-72.27302534196114
v9,AVAX,263,-64.18134071893097
v9,ARKM,213,-63.19662487637317
v9,UMA,269,-62.61792659013109
v9,SOON,184,-57.14501400006849
v9,IOST,233,-56.95486862101386
v9,WLFI,148,-56.43132545349358
v9,SENT,127,-55.607345064771714
v9,GLM,246,-54.86883777914717
v9,GMX,270,-53.389543109181204
v9,ZORA,106,-51.17993611845094
v9,AIXBT,227,-47.99389029847431
v9,MEW,282,-47.430362935650486
v9,SNX,237,-47.395096152224745
v9,UB,88,-46.793950171138206
v9,ENS,276,-46.6067614966294
v9,HOME,151,-45.683927800411965
v9,GMT,268,-45.450215310392714
v9,ZRX,239,-42.708119200704296
v9,ZEREBRO,114,-42.35132205011688
v9,INIT,193,-41.93232918913885
v9,PARTI,180,-41.51548300418353
v9,ANIME,219,-41.31542343443101
v9,RVN,257,-40.46160826710023
v9,LPT,246,-40.057787102711195
v9,COMP,253,-39.91751735270131
v9,HANA,73,-39.75783118433953
v9,COAI,152,-39.072532509886926
v9,AGT,74,-38.34502759241819
v9,BARD,86,-38.3084963360079
v9,LTC,262,-37.76830669335207
v9,AERO,168,-37.481434046123525
v9,ALL,65,-37.15461995793975
v9,BAN,126,-37.01840469480216
v9,ENSO,85,-36.74782993931988
v9,NAORIS,79,-36.60792819214982
v9,CVC,79,-35.800192678744544
v9,RARE,127,-34.657028838823095
v9,AUCTION,244,-34.63770977978463
v9,ASR,76,-34.279543096782035
v9,GIGGLE,146,-34.227008326630724
v9,MLN,68,-33.82291570997559
v9,USTC,128,-33.00213429746871
v9,LAYER,164,-32.97952916242241
v9,EDU,140,-32.9056153096978
v9,TIA,141,-32.623332826547404
v9,G,138,-32.591961097375
v9,UAI,57,-32.496542019049706
v9,KERNEL,83,-32.397053224761954
v9,AWE,81,-32.261305230410514
v9,SXT,71,-32.11212333300973
v9,HOT,111,-31.97950526002046
v9,ZRO,245,-31.91042556767644
v9,TON,111,-31.71445255109753
v9,GOAT,118,-30.475726706431416
v9,BNB,312,-30.014356120238446
v9,SANTOS,98,-30.002904528073977
v9,SPK,139,-29.883552909285804
v9,HIVE,112,-29.727945421334837
v9,1INCH,265,-29.62418554746232
v9,ETHFI,241,-29.516908378336264
v9,YFI,256,-29.505183845104316
v9,GPS,154,-28.433340604572138
v9,OBOL,43,-28.13920229156123
v9,1000XEC,139,-27.96286115634654
v9,ZKP,93,-27.66872852459226
v9,MMT,90,-26.99500469695613
v9,IWM,29,-26.65851456601421
v9,DEXE,83,-26.451369414708825
v9,XMR,110,-26.223783271800595
v9,RESOLV,155,-26.037157231475305
v9,MEME,259,-25.93025086938412
v9,ALICE,112,-25.92390823862688
v9,FORM,78,-25.86085433488181
v9,ON,56,-25.74777126265576
v9,SPY,31,-25.570199810536767
v9,BEL,134,-25.509034036302932
v9,MEGA,78,-25.431261252011403
v9,SAHARA,134,-25.336908959176004
v9,MANTRA,41,-24.704642530320704
v9,D,76,-24.637394223737132
v9,STEEM,134,-24.479496851460222
v9,FF,61,-24.330294378593283
v9,NOM,63,-24.01521234512396
v9,PUNDIX,75,-23.789525925005577
v9,FUN,55,-23.69810644220277
v9,SKY,166,-23.64609914110913
v9,TUT,98,-23.571685227013315
v9,GRIFFAIN,96,-23.438316396859914
v9,BR,73,-23.389661328146033
v9,TLM,123,-23.30746559367312
v9,SPELL,126,-23.03865103420865
v9,FIL,256,-22.85383303974634
v9,BREV,90,-22.65101956562257
v9,CAP,39,-22.624618531296452
v9,MANTA,125,-22.40307057030637
v9,ARC,115,-22.32102522932085
v9,1000LUNC,122,-22.168667660068614
v9,VIDT,37,-22.050830895347463
v9,TRUST,107,-22.03465107369188
v9,STO,89,-21.764163385524185
v9,HEI,83,-21.544396479398955
v9,ACH,267,-21.493459335505193
v9,USELESS,145,-21.491206814023773
v9,F,108,-21.437016428660616
v9,IN,69,-21.322828927309153
v9,LISTA,144,-21.304918550554383
v9,VIRTUAL,218,-21.082650620179237
v9,FHE,74,-20.891399878990267
v9,ZBT,119,-20.704456375237648
v9,TAKE,56,-20.668129367655887
v9,SLX,40,-20.589705410253163
v9,STABLE,93,-20.575651962790015
v9,LIGHT,98,-20.569748123311946
v9,MANA,235,-20.477481176406172
v9,MASK,280,-20.475326909294687
v9,ACE,100,-20.47060335703258
v9,CYS,52,-20.459780808553493
v9,IOTX,130,-20.313068942992945
v9,DATA,20,-20.276653326654927
v9,1000FLOKI,127,-20.126110763553825
v9,JCT,55,-20.068343051589384
v9,FIO,85,-19.801833099313424
v9,RLS,56,-19.725128868257393
v9,CHR,121,-19.57279078628077
v9,CSCO,19,-19.535410599847943
v9,GENIUS,32,-19.43153358798807
v9,WET,100,-19.175058701519582
v9,SHLD,21,-19.166804710033087
v9,ZEN,164,-19.09154464014081
v9,ONDO,232,-19.043021048538417
v9,PTB,47,-18.907696448580218
v9,QUICK,54,-18.828143848766153
v9,EGLD,236,-18.75393180232985
v9,IRYS,77,-18.73725051140633
v9,MON,126,-18.735796315959977
v9,BIGTIME,281,-18.72764996162117
v9,C,77,-18.558433982553975
v9,PNUT,208,-18.390012231342766
v9,XPIN,54,-18.37341125667967
v9,AZTEC,74,-18.363936082341397
v9,METIS,273,-18.21366790687008
v9,FARTCOIN,197,-18.153291483004317
v9,IDOL,76,-18.08308192532812
v9,LA,144,-18.038789363961005
v9,NG,33,-17.778081031196855
v9,CHIP,57,-17.73443081774683
v9,PIEVERSE,105,-17.72014243018232
v9,EWJ,35,-17.594078416050035
v9,XPD,37,-17.43799130809089
v9,APT,247,-17.38378762818531
v9,CHESS,83,-17.32238731008451
v9,ALLO,101,-17.269837552920908
v9,QNT,135,-17.25307689665069
v9,HOOD,28,-16.8389893504238
v9,CTK,82,-16.477997403226308
v9,SKATE,36,-16.476896002820304
v9,FLOW,227,-16.472499446842754
v9,OPN,76,-16.462946234111453
v9,ICX,256,-16.26595475300987
v9,HIPPO,63,-16.209792735044886
v9,PORT3,25,-15.96214032404355
v9,AIA,37,-15.956535138821405
v9,FOLKS,48,-15.844043524467018
v9,COS,91,-15.841468788923695
v9,EPT,39,-15.670054354474262
v9,SQD,69,-15.630054650458145
v9,BLEND,27,-15.559969440249251
v9,ORDER,111,-15.486591927644529
v9,GOOGL,31,-15.349021226313395
v9,TOSHI,51,-15.206494877707053
v9,REI,59,-15.103343917715101
v9,A2Z,37,-15.021733681757981
v9,LIT,93,-14.973633248762837
v9,CC,110,-14.850541804510092
v9,SAFE,108,-14.646716677421935
v9,TA,58,-14.502603741670786
v9,POWR,115,-14.2164356744935
v9,STRC,15,-14.179560797019105
v9,CATI,108,-14.073609680122724
v9,W,270,-13.981020589515948
v9,KAVA,125,-13.953283610826325
v9,42,15,-13.938129809472047
v9,ELSA,28,-13.92363688288727
v9,BASED,69,-13.910247692189195
v9,NEWT,66,-13.874275413659685
v9,ALCH,95,-13.474869883538437
v9,AR,258,-13.375813065811807
v9,AGLD,221,-13.278909854170392
v9,PUFFER,45,-13.271288507064241
v9,BSB,65,-13.162548298168195
v9,NULS,25,-13.114993881657792
v9,CTR,33,-13.078693721658942
v9,INTC,35,-13.077727468783326
v9,ROK,13,-12.871504431843176
v9,SOMI,60,-12.830433970619591
v9,STAR,16,-12.694925693054333
v9,PLTR,21,-12.634140789014563
v9,DEGO,69,-12.611839381905195
v9,CRV,284,-12.592347600556376
v9,QQQ,26,-12.536290874087493
v9,SCRT,118,-12.319373229937494
v9,SCR,107,-12.268791453212376
v9,COST,17,-12.24767922922539
v9,B,73,-12.223196725286774
v9,TURTLE,49,-11.935220972454786
v9,HIFI,63,-11.834185437894215
v9,META,23,-11.81367410130196
v9,AMD,23,-11.752076870876607
v9,ARX,22,-11.701199085640523
v9,NES,21,-11.541635260232916
v9,AT,117,-11.257705652440263
v9,TANSSI,27,-10.96948344772704
v9,AMAT,19,-10.926978689093614
v9,COLLECT,59,-10.892051405354726
v9,1000CHEEMS,106,-10.857502748344611
v9,VOXEL,77,-10.819223896056346
v9,VIC,73,-10.48732572892002
v9,MU,27,-10.454039835654207
v9,UXLINK,56,-10.40926347571116
v9,HIMS,14,-10.37446919163624
v9,FIS,35,-10.318395737684723
v9,USD1,3,-10.289607142856767
v9,ASTR,133,-10.285700066344283
v9,BEAMX,126,-10.25197891525342
v9,DATAIP,9,-10.194387668877003
v9,MBOX,103,-10.101545369795112
v9,TOWNS,88,-10.079327732841895
v9,DF,67,-9.846188533156138
v9,IR,12,-9.785474251146022
v9,GRAM,30,-9.719349471872496
v9,XAUT,27,-9.590436752341812
v9,EPIC,89,-9.537467537472983
v9,NMR,245,-9.317519808073612
v9,SEI,181,-8.970540881675582
v9,LINEA,168,-8.946546750448174
v9,CGNX,13,-8.865166531464187
v9,XPT,34,-8.804069672328646
v9,CETUS,114,-8.695066715539374
v9,INFQ,11,-8.565309160186784
v9,SONY,9,-8.512520459361264
v9,HUMA,186,-8.476767086982765
v9,DMC,28,-8.460377664379427
v9,JST,83,-8.321279829512035
v9,BLUAI,56,-8.284177454002219
v9,RVV,14,-8.19436072138584
v9,NXPC,79,-8.06533171243997
v9,XAN,57,-7.9982770776067245
v9,COIN,22,-7.956792514728723
v9,4,63,-7.919078622530659
v9,STBL,77,-7.899484072987651
v9,BRKB,4,-7.880691063903593
v9,COMBO,26,-7.85166885646728
v9,ALT,133,-7.819980267154946
v9,PROS,34,-7.693073787404298
v9,JOE,119,-7.6245427282246725
v9,FLY,7,-7.427515872405136
v9,XCU,29,-7.315970364816949
v9,ASML,12,-7.311234291205933
v9,DELL,8,-7.301198940920655
v9,LYN,57,-7.239660421692114
v9,RPL,95,-7.228276150444321
v9,BCH,300,-7.2065312483385435
v9,MAGMA,30,-7.1300626157953975
v9,ORBS,14,-6.994874895692696
v9,ICNT,77,-6.877456451855504
v9,TTWO,8,-6.823444490401915
v9,PAXG,79,-6.7949899923930195
v9,Q,79,-6.7836075299084335
v9,BOND,6,-6.68059224584556
v9,KLAY,12,-6.671928208715577
v9,HFT,89,-6.513183419371594
v9,CRCL,32,-6.4784295136871926
v9,TST,87,-6.374553670272734
v9,RDNT,90,-6.355697498428555
v9,SOFTBANK,6,-6.321732430204132
v9,CLANKER,68,-6.309061426674203
v9,TSEM,9,-6.294137534507837
v9,1000X,64,-6.0849652329955255
v9,AVGO,15,-6.056129494886007
v9,VELODROME,108,-6.008755837616142
v9,BNT,129,-5.998623935785754
v9,GME,12,-5.974292470423443
v9,CELR,114,-5.9592568427816675
v9,GT,17,-5.935008320643517
v9,FTM,18,-5.757192654525177
v9,BTW,31,-5.732958108935115
v9,HOLO,47,-5.545149352743055
v9,TREE,56,-5.447473771290576
v9,ZKC,56,-5.4441936948575815
v9,LLY,14,-5.355704512549135
v9,TOKEN,74,-5.345006172459197
v9,MOVE,197,-5.318419358175474
v9,TRU,104,-5.273398666647303
v9,USAR,16,-5.154078381381447
v9,BOT,12,-5.118757515504731
v9,XLE,19,-5.026045181235756
v9,EVAA,51,-4.9149827850552406
v9,FLR,8,-4.826091341787647
v9,ISRG,10,-4.77888008231438
v9,RON,15,-4.7671060824628135
v9,WDC,15,-4.734527695113373
v9,MINIMAX,7,-4.722390980237399
v9,BANANAS31,88,-4.68946317054614
v9,TURBO,268,-4.654119586926738
v9,WEN,4,-4.64182457920969
v9,NFLX,21,-4.444957068413866
v9,CUDIS,30,-4.364001543634913
v9,1000000BOB,68,-4.359059574627828
v9,BSV,133,-4.349940083786494
v9,TSLA,26,-4.325002191483043
v9,FLOKI,145,-4.3137674070440415
v9,1000WHY,72,-4.303457386608334
v9,FXS,72,-4.272365091630272
v9,RE,34,-4.270899980254274
v9,JNJ,9,-4.244033819439533
v9,AAOI,9,-4.2344367477880605
v9,MKR,55,-4.175631678900159
v9,RDDT,5,-4.167932151487123
v9,OM,85,-4.143611780911414
v9,HPE,13,-4.004237216931575
v9,LITE,12,-3.941549059585507
v9,B2,76,-3.9176769722539992
v9,API3,203,-3.836415873325815
v9,XVS,135,-3.7915107810830806
v9,KOMA,95,-3.777692376609208
v9,ONG,128,-3.757456690875479
v9,SOXS,5,-3.7544361849077457
v9,GUA,39,-3.7400764040446592
v9,STX,247,-3.6689270906160463
v9,FLNC,8,-3.6098625563798743
v9,MUU,12,-3.5793696964662276
v9,GLW,10,-3.527832123527124
v9,CRWD,6,-3.518775443520456
v9,OKTA,3,-3.4917554725366706
v9,UNH,7,-3.4826202316098342
v9,LOOM,19,-3.387657097634383
v9,OUST,3,-3.3741966641201944
v9,SPCX,14,-3.3602981441299153
v9,BMNR,18,-3.34889780373999
v9,ZHIPU,7,-3.2709195592471536
v9,LRCX,7,-3.243350997196689
v9,YALA,22,-3.177467199266924
v9,CL,30,-3.144933867412947
v9,BSP,10,-3.1118302456468916
v9,BADGER,24,-2.9179012200529644
v9,MVLL,6,-2.897124399300293
v9,LINA,20,-2.871937879863342
v9,O,36,-2.851866982793238
v9,CBRS,11,-2.813392017484963
v9,SAMSUNG,12,-2.805235814508609
v9,GEV,12,-2.7760616697276816
v9,ONDS,12,-2.709212521605795
v9,TQQQ,7,-2.6787914528637176
v9,URNM,13,-2.666874469462483
v9,PHAROS,12,-2.649096335244002
v9,JELLYJELLY,188,-2.524919954766966
v9,ERA,71,-2.5000381795502724
v9,SQQQ,7,-2.494285478240771
v9,PORTAL,110,-2.4880288137890796
v9,AEHR,3,-2.479595268574055
v9,PONKE,57,-2.4744048150636777
v9,RUNE,155,-2.4383087517347075
v9,MILK,45,-2.437130133671268
v9,BX,11,-2.4321166805613172
v9,LUNA2,118,-2.413134524651653
v9,TAG,69,-2.3632875333541317
v9,SKUU,2,-2.126466666666669
v9,US,37,-2.113635250187736
v9,ZEST,13,-2.0402431524479545
v9,MUBARAK,158,-2.0228280972693806
v9,ID,133,-1.9741861434597212
v9,GRT,287,-1.9422292255420253
v9,POLYX,119,-1.9231841146018045
v9,DAM,27,-1.9041816807624308
v9,AVNT,134,-1.8825988716971354
v9,XBI,3,-1.8538683031629906
v9,ARM,13,-1.850699738603923
v9,XPL,132,-1.778724724192415
v9,POPCAT,244,-1.7192497635858508
v9,COMMON,10,-1.7049147985190238
v9,MRNA,1,-1.5716862745098044
v9,ESP,42,-1.5522196116612148
v9,TRIA,65,-1.540825742304314
v9,KLAC,8,-1.5302403811558234
v9,BIRB,36,-1.4835438647917298
v9,SKDD,2,-1.4711774774774786
v9,REN,12,-1.458920630004659
v9,XIAOMI,1,-1.3985555555555529
v9,DODOX,114,-1.3560850042065076
v9,ROBO,71,-1.343079827960441
v9,EWY,27,-1.3047602070349473
v9,POPMART,1,-1.2638666666666614
v9,MELANIA,108,-1.2233983055234403
v9,ZRC,19,-1.218263835267428
v9,INX,36,-1.1823499015145906
v9,SHOP,1,-1.1668777777777817
v9,CRM,4,-1.1558484780168903
v9,LUNA,130,-1.1057932580858711
v9,CXMT,1,-1.0863316582914555
v9,1000SATS,111,-1.086199279034684
v9,RIOT,1,-1.0591780821917811
v9,LUMIA,88,-1.0436261377282579
v9,PURR,1,-1.0315500000000009
v9,COOKIE,103,-0.9152796525098337
v9,AIGENSYN,51,-0.8823152109716117
v9,SOXL,8,-0.8801301581892167
v9,SKHY,12,-0.7407685033606197
v9,WAXP,119,-0.7342852629562304
v9,NVDA,24,-0.7308828870208679
v9,BABY,189,-0.7014111718801854
v9,FWDI,3,-0.6460009305788224
v9,WCT,169,-0.6293331257881927
v9,DEEP,102,-0.5897521754707911
v9,SNOW,3,-0.532070086215455
v9,UVXY,13,-0.4671058697758329
v9,A,141,-0.4351772010049898
v9,VINE,72,-0.4254884600144757
v9,ALPACA,31,-0.3452833827838824
v9,VRT,10,-0.32660568500965226
v9,PENG,5,-0.28513604488449706
v9,COHR,8,-0.2754998155961751
v9,KR200,7,-0.20527054784503385
v9,BONK,147,-0.1998804041979172
v9,INTW,5,-0.06969963679399749
v9,SWELL,71,-0.049357853309337285
v9,OL,113,-0.022375567247957362
v9,ORCA,105,0.015750424058672774
v9,RIVN,11,0.031453292753345075
v9,SMH,5,0.03790242804322275
v9,FRAX,59,0.0439496930380614
v9,TMF,3,0.12408333333331711
v9,BAND,252,0.16858672582337342
v9,我踏马来了,41,0.21394762707087311
v9,MSFT,22,0.2222418260709611
v9,KEY,8,0.23292256753453844
v9,BRETT,253,0.25205149770549595
v9,NOW,12,0.3199366790229996
v9,RENDER,252,0.4504824799368272
v9,QCOM,23,0.4565342700203465
v9,GRASS,240,0.6984678647058047
v9,NET,3,0.8116661976573489
v9,BAKE,59,0.8785016000014862
v9,OSCR,5,0.89215810531088
v9,BMT,76,1.0343475491549712
v9,CHZ,254,1.0488483160756767
v9,SKL,127,1.079636991207985
v9,NBIS,10,1.1168286544224395
v9,OXT,88,1.12307208471586
v9,KORU,6,1.191314752884836
v9,MEMEFI,10,1.2124795446083987
v9,BTR,59,1.218096701265914
v9,MSTR,28,1.2662420462762647
v9,APLD,6,1.2904027292407538
v9,FLOCK,58,1.3043177016083571
v9,LYTE,1,1.4066538461538434
v9,UNFI,7,1.426197638444652
v9,牛来,1,1.4739724655819804
v9,BID,41,1.4829707015636615
v9,APP,6,1.4992611541322274
v9,AVA,105,1.642507450693155
v9,PROMPT,73,1.6506951425178258
v9,CIEN,5,1.6539618604190498
v9,XNY,60,1.6739999353933277
v9,SPORTFUN,38,1.6985604099267486
v9,CRWV,11,1.7020834780071754
v9,AKT,112,1.7297221372559028
v9,ALPHA,55,1.7447890786558362
v9,NIL,97,1.781068990039926
v9,SKHYNIX,16,1.9400085857835663
v9,DOLO,68,1.9678983137063006
v9,WOO,241,2.009421595695451
v9,YB,139,2.0327651854593913
v9,ATH,210,2.0761661968814007
v9,RDW,12,2.1035967886003677
v9,DEGEN,87,2.1278636863962808
v9,GHST,72,2.1740046533112922
v9,TROY,19,2.2967988930812346
v9,RECALL,103,2.3828839864868328
v9,SYN,119,2.3984687368547273
v9,PIPPIN,119,2.4051439010036333
v9,MOCA,105,2.4508476873466516
v9,RAM,10,2.4741948923369543
v9,TWT,134,2.5219991827683765
v9,TWLO,8,2.6461788445810406
v9,LOKA,41,2.6960070115277217
v9,PERP,70,2.731909245897395
v9,ARPA,120,2.894206238457742
v9,REEF,28,2.9269175408287516
v9,VTHO,102,2.948701048306182
v9,USO,15,2.9800554022819803
v9,ALAB,10,3.010623272610464
v9,BAS,60,3.023382364316446
v9,ASTER,126,3.071569412704548
v9,FET,138,3.1189240523739135
v9,PYTH,249,3.1194500280266686
v9,DAR,9,3.2440943333224386
v9,EWZ,4,3.249786785714404
v9,LSK,112,3.2865290289982605
v9,STMX,25,3.3271209195709317
v9,B3,73,3.4145682445925316
v9,EWT,12,3.423165982819061
v9,SAPIEN,89,3.5305210779968474
v9,AI16Z,41,3.5320577585240045
v9,RKLB,16,3.558223553494738
v9,SYRUP,145,3.6367402237554516
v9,GRVT,10,3.648493210897383
v9,AVAAI,89,3.760114787470876
v9,ADBE,11,3.834091914174941
v9,1000BONK,142,3.8653197641389276
v9,AAPL,22,3.950893026737104
v9,SWARMS,87,4.0630359268619225
v9,AXL,110,4.098155078863186
v9,HEMI,56,4.148972472343177
v9,COW,125,4.219222538477111
v9,SUI,282,4.328407795005464
v9,BLZ,10,4.45647866188545
v9,THETA,273,4.526280878250756
v9,AMB,21,4.547981224261611
v9,VELO,11,4.5747340333557585
v9,POET,7,4.732442650812058
v9,ESPORTS,63,4.777102703163045
v9,SMCI,10,4.810182473681344
v9,HIGH,91,4.953893342367703
v9,TTMI,9,5.054528050338432
v9,DKNG,12,5.134128150753494
v9,OFC,27,5.14823307086269
v9,ACX,93,5.21204526223267
v9,TAC,63,5.443642663913465
v9,SNXX,7,5.460069642481736
v9,XEM,7,5.460757142857154
v9,CRO,150,5.488022899767273
v9,KNC,121,5.536465821019021
v9,CLO,42,5.583317059801064
v9,AXTI,6,5.66434750976758
v9,MINA,256,5.667515969059486
v9,IREN,6,5.700126511298638
v9,MRVL,13,5.705256482053877
v9,PENDLE,145,5.705442862120805
v9,GTC,108,5.725553764017255
v9,ZM,9,5.7354008867608135
v9,BAL,26,5.776479726257461
v9,VANRY,109,5.834742694854066
v9,FLM,59,5.94329065296702
v9,TSM,29,6.0074090284433375
v9,HAEDAL,76,6.017638752757227
v9,POL,219,6.083419615242166
v9,RIF,124,6.102732548898925
v9,USUAL,115,6.14958355542118
v9,NOK,11,6.191382279113008
v9,BSW,46,6.3612315315309536
v9,KIOXIA,8,6.387100602399243
v9,CYBER,121,6.445200464419697
v9,DIA,104,6.492036704017176
v9,LUNC,15,6.537361239387143
v9,AMZN,20,6.567806593934747
v9,DOS,4,6.6353705707468364
v9,SIMO,7,6.709632240198287
v9,AIO,72,7.019952708172449
v9,1000RATS,129,7.105388777403025
v9,ACU,90,7.143269348498809
v9,BNX,29,7.239940456215611
v9,CHILLGUY,101,7.2866540970313824
v9,ORCL,18,7.329977504524449
v9,POWER,45,7.344204662574182
v9,CTSI,106,7.3714028114811585
v9,DRAM,19,7.9143266903295135
v9,M,81,8.198221889727181
v9,IBM,10,8.261116194005236
v9,DENT,88,8.438785492948522
v9,PHA,97,8.548692727579109
v9,GAS,214,8.550035281873065
v9,DOGS,128,8.561188529922129
v9,BE,8,8.773710297495612
v9,CARV,46,8.776802057517562
v9,CELO,209,8.794916303822589
v9,UP,33,8.806362144034058
v9,BOB,14,8.939111039720034
