trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:BTCUSDT:4h:v9_long:1705,v9_long,True,matched,1734,2024-10-19 00:00:00+00:00,-1.0840695374408742,-0.02578982995364487,2024-10-22 00:00:00+00:00,2024-10,2,earlier
binance_um:BTCUSDT:4h:v9_long:2728,v9_long,True,matched,2872,2025-04-26 16:00:00+00:00,5.399463000645216,0.11541759582436018,2025-05-29 20:00:00+00:00,2025-04,2,earlier
binance_um:BTCUSDT:4h:v9_long:2783,v9_long,True,matched,2777,2025-04-10 20:00:00+00:00,6.462960100946372,0.321887667593008,2025-05-29 20:00:00+00:00,2025-04,3,earlier
binance_um:BTCUSDT:4h:v9_long:3274,v9_long,True,matched,3288,2025-07-05 00:00:00+00:00,5.268430660672658,0.08565012479947898,2025-07-15 00:00:00+00:00,2025-07,1,earlier
binance_um:BTCUSDT:4h:v9_long:3526,v9_long,True,matched,3606,2025-08-27 00:00:00+00:00,-1.0815835622459087,-0.026514742246381173,2025-08-29 12:00:00+00:00,2025-08,2,earlier
binance_um:BTCUSDT:4h:v9_long:4378,v9_long,True,matched,4480,2026-01-19 16:00:00+00:00,-1.1206693030794188,-0.018574223509716603,2026-01-20 04:00:00+00:00,2026-01,1,later
binance_um:BTCUSDT:4h:joint:1705,v10_4,True,matched,1773,2024-10-25 12:00:00+00:00,-1.083500678760951,-0.025951901106404662,2024-10-25 16:00:00+00:00,2024-10,2,earlier
binance_um:BTCUSDT:4h:joint:2728,v10_4,True,matched,2847,2025-04-22 12:00:00+00:00,3.3613811644400413,0.15697474832500924,2025-05-29 20:00:00+00:00,2025-04,2,earlier
binance_um:BTCUSDT:4h:joint:2839,v10_4,True,matched,2880,2025-04-28 00:00:00+00:00,6.068760702054834,0.12090938166311305,2025-05-29 20:00:00+00:00,2025-04,1,earlier
binance_um:BTCUSDT:4h:box_chart:1705,box_chart,True,matched,1631,2024-10-01 20:00:00+00:00,-0.1677989539628698,-0.004803706025499841,2024-10-10 00:00:00+00:00,2024-10,2,earlier
binance_um:BTCUSDT:4h:box_chart:2728,box_chart,True,matched,2801,2025-04-14 20:00:00+00:00,7.336974256720711,0.24370126274482917,2025-05-29 20:00:00+00:00,2025-04,2,earlier
binance_um:BTCUSDT:4h:box_chart:2827,box_chart,True,matched,2835,2025-04-20 12:00:00+00:00,15.20315701997373,0.24738496831726864,2025-05-29 20:00:00+00:00,2025-04,1,earlier
binance_um:BTCUSDT:4h:box_any:1705,box_any,True,matched,1809,2024-10-31 12:00:00+00:00,-1.0804310845431264,-0.026866008103218375,2024-11-01 00:00:00+00:00,2024-10,2,earlier
binance_um:BTCUSDT:4h:box_any:2728,box_any,True,matched,2751,2025-04-06 12:00:00+00:00,-1.074987410807618,-0.028671143575433766,2025-04-06 16:00:00+00:00,2025-04,2,earlier
binance_um:BTCUSDT:4h:box_any:2827,box_any,True,matched,2836,2025-04-20 16:00:00+00:00,15.456364470517556,0.2428914948663794,2025-05-29 20:00:00+00:00,2025-04,1,earlier
