timeframe_min,arm,period,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,matched,target_net_bp,control_net_bp,weeks,mean_excess_bp,ci_low_bp,ci_high_bp,p_one_sided,minimum_p_resolution,p_holm
15,joint,earlier,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,-1.0387390033073793,-4.154956013229517,-1.617765968414207,-25.374262462382504,-5.374262462382502,0.21961307761841156,1.1692695652173934,-1.7747418594823035,1.1692695652173934,-2.0886936416184967,4.154956013229517,6.25,6.375,46.64513933317001,4,3,0,0,0,1,1,0,4,3,3,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-25.374262462382504,29.754419492791246,3,-55.12868195517375,-114.05710320435901,-28.410822218945995,1.0,0.125,1.0
15,joint,later,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,0.13044189056796082,0.39132567170388244,-0.313972151311212,9.511424322587667,29.51142432258767,1.2582753078568265,1.9064750483559143,-0.7575746883260159,1.9064750483559143,-1.20117722534082,1.20117722534082,19.583333333333332,22.25,105.99431690045499,2,1,0,0,0,1,2,0,3,1,2,0,3,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9.511424322587667,-106.92239448869533,3,116.433818811283,-40.96735042671799,324.987127284243,0.25,0.125,1.0
15,v9_both,earlier,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,-0.7427407380496783,-5.199185166347748,-1.265248266296816,-17.665060986232,2.3349390137680013,0.3616642977407339,1.4728611022037685,-1.6289814741510569,1.7764526391901434,-2.0886936416184967,5.655747220400494,10.5,9.5,72.75769006171,7,5,0,0,0,2,2,0,7,5,5,0,4,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,-17.665060986232,-42.831021757929285,4,25.16596077169728,-25.626613099973504,52.69029526439719,0.375,0.0625,1.0
15,v9_both,later,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.3937831127298125,-1.9689155636490623,-1.161810631229231,-47.505120272647,-27.505120272646998,0.4919439713896551,1.9064750483559143,-0.9688476530012442,1.9064750483559143,-1.2180156385751584,2.399607829464534,13.0,6.0,110.13689466516799,4,3,0,0,0,2,3,0,5,3,4,0,3,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,-47.505120272647,-6.4848650199611955,3,-41.0202552526858,-126.65468755280453,136.99360034626702,0.75,0.125,1.0
60,joint,cross_split,1,1,0,0,1.0,0.2065493117918027,1.0,1.0,17.45046124763703,17.45046124763703,17.45046124763703,2406.928793053999,2426.928793053999,,17.45046124763703,,17.45046124763703,17.45046124763703,0.0,107.0,107.0,137.929236304852,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2406.928793053999,2443.911378899141,1,-36.98258584514197,,,,,
60,joint,earlier,1,0,1,0,0.0,0.0,0.7934506882081973,0.0,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,-252.524152761322,-232.524152761322,0.0,,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,0.7552585076490792,119.0,119.0,334.354595418412,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-252.524152761322,-67.72107518504,1,-184.80307757628202,,,,,
60,v9_both,cross_split,1,1,0,0,1.0,0.2065493117918027,1.0,1.0,18.017780202649984,18.017780202649984,18.017780202649984,2411.92062100914,2431.92062100914,,18.017780202649984,,18.017780202649984,18.017780202649984,0.0,108.0,108.0,133.863361295438,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2411.92062100914,2668.486358699127,1,-256.56573768998686,,,,,
60,v9_both,earlier,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-0.9841938525724065,-1.968387705144813,-0.9841938525724065,-183.1819734079105,-163.1819734079105,0.0,,-0.9841938525724065,-0.7552585076490792,-1.213129197495734,1.968387705144813,87.5,87.5,214.09719473645546,1,1,0,0,0,1,2,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-183.1819734079105,45.44744829191551,2,-228.629421699826,-436.099978466584,-21.158864933068006,1.0,0.25,1.0
