scope,timeframe,symbol,length,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r
actual,15m,1000PEPEUSDT,20,full,both,105,105,0,0.38095238095238093,43.53482611046991,53.93611049094816,0.41461739152828486,4778.9917916941395,45.51420753994419,1.6507698214245794,1.2861135047753476,11.243750136586586,0
actual,15m,1000PEPEUSDT,20,full,long,49,49,0,0.40816326530612246,30.57451614657871,35.58255151571872,0.6239697172771165,3840.579521097207,78.37917389994301,1.9932373367989376,1.488170486825688,6.268204061752169,0
actual,15m,1000PEPEUSDT,20,full,short,56,56,0,0.35714285714285715,12.960309963891195,18.353558975229447,0.23143410649805704,938.412270596933,16.757361974945233,1.358864856893336,1.1062052006445877,8.159011136319583,0
actual,15m,1000PEPEUSDT,30,earlier,both,65,65,0,0.38461538461538464,31.109432947606894,37.16741916864211,0.47860666073241376,2983.1939719186144,45.89529187567099,1.7654473446371848,1.2648108553783746,11.243750136586586,0
actual,15m,1000PEPEUSDT,30,earlier,long,33,33,0,0.42424242424242425,24.44203477811529,27.70134070843851,0.7406677205489481,3178.020846598101,96.30366201812427,2.2263734249734606,1.5850599394968705,6.159644270614006,0
actual,15m,1000PEPEUSDT,30,earlier,short,32,32,0,0.34375,6.667398169491602,9.466078460203601,0.20835619279661255,-194.82687467948705,-6.08833983373397,1.3219126657044016,0.9666015961712049,7.845398907758158,0
actual,15m,1000PEPEUSDT,30,later,both,41,41,0,0.36585365853658536,12.955439359337507,17.51907475396829,0.3159863258375002,1886.1214458517093,46.00296209394413,1.47219958372743,1.3387312457185352,8.972223847986907,0
actual,15m,1000PEPEUSDT,30,later,long,17,17,0,0.35294117647058826,6.66252756493791,8.63159423894244,0.39191338617281823,752.8823005752889,44.28719415148758,1.5536673148098803,1.2934330309660207,7.449300552980242,0
actual,15m,1000PEPEUSDT,30,later,short,24,24,0,0.375,6.2929117943996,8.887480515025846,0.26220465809998333,1133.2391452764198,47.21829771985083,1.4085533276796456,1.3774416223343793,6.39467702798626,0
actual,15m,1000PEPEUSDT,30,full,both,106,106,0,0.37735849056603776,44.064872306944395,54.686493922610396,0.4157063425183433,4869.315417770324,45.936937903493614,1.6472654011356238,1.2892621800769237,11.243750136586586,0
actual,15m,1000PEPEUSDT,30,full,long,50,50,0,0.4,31.104562343053203,36.332934947380956,0.6220912468610641,3930.9031471733897,78.61806294346779,1.973118851927019,1.4915023656797828,7.449300552980244,0
actual,15m,1000PEPEUSDT,30,full,short,56,56,0,0.35714285714285715,12.960309963891195,18.353558975229447,0.23143410649805704,938.412270596933,16.757361974945233,1.358864856893336,1.1062052006445877,8.159011136319583,0
actual,15m,1000PEPEUSDT,50,earlier,both,61,61,0,0.39344262295081966,31.57404438776,37.19915455212167,0.5176072850452459,3336.800332225874,54.701644790588105,1.8314187785090106,1.31313651169219,10.165260596837633,0
actual,15m,1000PEPEUSDT,50,earlier,long,30,30,0,0.43333333333333335,23.82815667851944,26.733076091918083,0.7942718892839814,3256.816182863569,108.56053942878563,2.299049083707193,1.638911027302387,5.625896004019646,0
actual,15m,1000PEPEUSDT,50,earlier,short,31,31,0,0.3548387096774194,7.745887709240552,10.466078460203596,0.24986734545937264,79.98414936230482,2.5801338503969298,1.3945273840205348,1.0143892416038651,6.807166544509913,0
actual,15m,1000PEPEUSDT,50,later,both,41,41,0,0.36585365853658536,12.955439359337507,17.51907475396829,0.3159863258375002,1886.1214458517093,46.00296209394413,1.47219958372743,1.3387312457185352,8.972223847986907,0
actual,15m,1000PEPEUSDT,50,later,long,17,17,0,0.35294117647058826,6.66252756493791,8.63159423894244,0.39191338617281823,752.8823005752889,44.28719415148758,1.5536673148098803,1.2934330309660207,7.449300552980242,0
actual,15m,1000PEPEUSDT,50,later,short,24,24,0,0.375,6.2929117943996,8.887480515025846,0.26220465809998333,1133.2391452764198,47.21829771985083,1.4085533276796456,1.3774416223343793,6.39467702798626,0
actual,15m,1000PEPEUSDT,50,full,both,102,102,0,0.38235294117647056,44.52948374709751,54.718229306089974,0.4365635661480148,5222.921778077582,51.20511547134884,1.680749203660924,1.3219206742007936,10.165260596837633,0
actual,15m,1000PEPEUSDT,50,full,long,47,47,0,0.40425531914893614,30.490684243457345,35.364670330860534,0.648737962626752,4009.6984834388572,85.31273369018845,2.003768289641172,1.52323932206149,7.449300552980244,0
actual,15m,1000PEPEUSDT,50,full,short,55,55,0,0.36363636363636365,14.038799503640151,19.353558975229443,0.25525090006618456,1213.2232946387253,22.058605357067734,1.4006935810239691,1.1417146409100771,7.120778773071339,0
actual,15m,1000PEPEUSDT,60,earlier,both,63,63,0,0.38095238095238093,29.380687043132987,35.199154552121676,0.4663601117957617,2867.8761176235657,45.521843136882,1.731418532341706,1.2577870663080537,11.243750136586586,0
actual,15m,1000PEPEUSDT,60,earlier,long,31,31,0,0.41935483870967744,22.713288873641396,25.733076091918075,0.7326867378593999,3062.7029923030514,98.79687071945327,2.1673200412679408,1.5787899788509505,5.686944335213493,0
actual,15m,1000PEPEUSDT,60,earlier,short,32,32,0,0.34375,6.667398169491602,9.466078460203601,0.20835619279661255,-194.82687467948705,-6.08833983373397,1.3219126657044016,0.9666015961712049,7.845398907758158,0
actual,15m,1000PEPEUSDT,60,later,both,41,41,0,0.36585365853658536,12.955439359337507,17.51907475396829,0.3159863258375002,1886.1214458517093,46.00296209394413,1.47219958372743,1.3387312457185352,8.972223847986907,0
actual,15m,1000PEPEUSDT,60,later,long,17,17,0,0.35294117647058826,6.66252756493791,8.63159423894244,0.39191338617281823,752.8823005752889,44.28719415148758,1.5536673148098803,1.2934330309660207,7.449300552980242,0
actual,15m,1000PEPEUSDT,60,later,short,24,24,0,0.375,6.2929117943996,8.887480515025846,0.26220465809998333,1133.2391452764198,47.21829771985083,1.4085533276796456,1.3774416223343793,6.39467702798626,0
actual,15m,1000PEPEUSDT,60,full,both,104,104,0,0.375,42.3361264024705,52.71822930608997,0.40707813848529323,4753.997563475275,45.711515033416106,1.6262201193404022,1.2847868988213231,11.243750136586586,0
actual,15m,1000PEPEUSDT,60,full,long,48,48,0,0.3958333333333333,29.375816438579303,34.36467033086052,0.6119961758037354,3815.585292878341,79.49136026829878,1.9328295872227468,1.485608130210823,7.449300552980244,0
actual,15m,1000PEPEUSDT,60,full,short,56,56,0,0.35714285714285715,12.960309963891195,18.353558975229447,0.23143410649805704,938.412270596933,16.757361974945233,1.358864856893336,1.1062052006445877,8.159011136319583,0
actual,15m,1000PEPEUSDT,90,earlier,both,58,58,0,0.3620689655172414,23.711147037300176,29.023581503820466,0.4088128799534513,2441.849925012016,42.10086077606923,1.6335787057299889,1.2385759579458817,12.050954589276751,0
actual,15m,1000PEPEUSDT,90,earlier,long,28,28,0,0.35714285714285715,14.940611305130412,17.557503043616865,0.5335932608975147,1800.518316972669,64.30422560616675,1.7940600212064264,1.3437517688424743,6.905800392110328,0
actual,15m,1000PEPEUSDT,90,earlier,short,30,30,0,0.36666666666666664,8.770535732169765,11.466078460203596,0.2923511910723255,641.3316080393471,21.377720267978237,1.4713140935364881,1.1283366435628217,7.8453989077581605,0
actual,15m,1000PEPEUSDT,90,later,both,31,31,0,0.3870967741935484,17.10539939613592,20.598240964430346,0.5517870772947071,2440.1897617880554,78.71579876735663,1.8630866761919427,1.6072947122658134,7.063908468476562,0
actual,15m,1000PEPEUSDT,90,later,long,10,10,0,0.5,11.669838550523943,12.764893816037883,1.1669838550523943,1442.557192743149,144.2557192743149,3.1325317567101316,2.037294957898331,3.2701658357998813,0
actual,15m,1000PEPEUSDT,90,later,short,21,21,0,0.3333333333333333,5.43556084561198,7.83334714839247,0.25883623074342765,997.6325690449058,47.506312811662184,1.37887520189975,1.3796976120906632,6.394677027986259,0
actual,15m,1000PEPEUSDT,90,full,both,89,89,0,0.3707865168539326,40.816546433436095,49.62182246825082,0.45861288127456284,4882.039686800071,54.85437850337158,1.7130397081703441,1.342521497316405,12.050954589276751,0
actual,15m,1000PEPEUSDT,90,full,long,38,38,0,0.39473684210526316,26.610449855654352,30.322396859654752,0.7002749962014303,3243.075509715818,85.34409236094258,2.095632049028435,1.489259701380479,6.905800392110328,0
actual,15m,1000PEPEUSDT,90,full,short,51,51,0,0.35294117647058826,14.206096577781745,19.29942560859607,0.2785509132898381,1638.9641770842532,32.1365524918481,1.4310722207041353,1.214954580917707,8.159011136319585,0
actual,15m,1000PEPEUSDT,120,earlier,both,53,53,0,0.41509433962264153,30.104621679796853,34.939020371078136,0.5680117298074878,3821.0493188750315,72.09527016745342,1.9437641249268176,1.4218409299646324,9.842204385338057,0
actual,15m,1000PEPEUSDT,120,earlier,long,26,26,0,0.4230769230769231,21.131444661494413,23.634572501276228,0.812747871595939,2975.6219569901023,114.44699834577317,2.3591875473891255,1.6700590608708512,6.9058003921103275,0
actual,15m,1000PEPEUSDT,120,earlier,short,27,27,0,0.4074074074074074,8.973177018302437,11.304447869801917,0.3323398895667569,845.4273618849298,31.31212451425666,1.5487730296589894,1.1831039763851279,6.865359274223104,0
actual,15m,1000PEPEUSDT,120,later,both,27,27,0,0.4444444444444444,21.614489601060058,24.598240964430342,0.8005366518911132,3339.809936002297,123.69666429638137,2.4118096528535014,2.0709630430529713,4.0554279086223275,0
actual,15m,1000PEPEUSDT,120,later,long,9,9,0,0.5555555555555556,12.700078565133683,13.764893816037887,1.4111198405704093,1895.626314390139,210.6251460433488,3.859056089447594,3.021737673991789,2.239925821190141,0
actual,15m,1000PEPEUSDT,120,later,short,18,18,0,0.3888888888888889,8.914411035926372,10.833347148392466,0.49524505755146514,1444.1836216121578,80.23242342289765,1.8202648307832745,1.6621996232691334,4.055427908622329,0
actual,15m,1000PEPEUSDT,120,full,both,80,80,0,0.425,51.71911128085691,59.5372613355085,0.6464888910107114,7160.8592548773295,89.51074068596662,2.0955527299041106,1.5880863200497628,9.842204385338057,0
actual,15m,1000PEPEUSDT,120,full,long,35,35,0,0.45714285714285713,33.8315232266281,37.399466317314115,0.9666149493322315,4871.248271380242,139.17852203943548,2.6924928465008837,1.9056961314996967,6.9058003921103275,0
actual,15m,1000PEPEUSDT,120,full,short,45,45,0,0.4,17.887588054228814,22.137795018194385,0.3975019567606403,2289.6109834970875,50.88024407771305,1.657171220513948,1.3368022537911333,6.865359274223104,0
actual,15m,1000PEPEUSDT,150,earlier,both,49,49,0,0.3877551020408163,25.514059353970477,30.03419206545788,0.5206950888565404,2544.7767218531485,51.934218813329565,1.8285595045603347,1.2907488458475085,9.842204385338057,0
actual,15m,1000PEPEUSDT,150,earlier,long,23,23,0,0.391304347826087,17.037717720800664,19.327627793539563,0.7407703356869854,1832.6127094241824,79.67881345322532,2.178836090081581,1.4453573385652736,6.905800392110329,0
actual,15m,1000PEPEUSDT,150,earlier,short,26,26,0,0.38461538461538464,8.476341633169806,10.706564271918317,0.32601313973730023,712.1640124289661,27.39092355496023,1.5187392705900298,1.1535642202294702,6.865359274223104,0
actual,15m,1000PEPEUSDT,150,later,both,27,27,0,0.4444444444444444,21.614489601060058,24.598240964430342,0.8005366518911132,3339.809936002297,123.69666429638137,2.4118096528535014,2.0709630430529713,4.0554279086223275,0
actual,15m,1000PEPEUSDT,150,later,long,9,9,0,0.5555555555555556,12.700078565133683,13.764893816037887,1.4111198405704093,1895.626314390139,210.6251460433488,3.859056089447594,3.021737673991789,2.239925821190141,0
actual,15m,1000PEPEUSDT,150,later,short,18,18,0,0.3888888888888889,8.914411035926372,10.833347148392466,0.49524505755146514,1444.1836216121578,80.23242342289765,1.8202648307832745,1.6621996232691334,4.055427908622329,0
actual,15m,1000PEPEUSDT,150,full,both,76,76,0,0.40789473684210525,47.12854895503053,54.63243302988824,0.6201124862504017,5884.586657855446,77.42877181388745,2.022243637280493,1.4957110267670262,9.842204385338057,0
actual,15m,1000PEPEUSDT,150,full,long,32,32,0,0.4375,29.737796285934348,33.092521609577446,0.9293061339354484,3728.2390238143207,116.50746949419752,2.5738403451324414,1.7378927318893722,6.905800392110329,0
actual,15m,1000PEPEUSDT,150,full,short,44,44,0,0.38636363636363635,17.390752669096184,21.53991142031078,0.3952443788430951,2156.3476340411235,49.0079007736619,1.639177990247873,1.3162517248332526,6.865359274223104,0
actual,15m,1000PEPEUSDT,200,earlier,both,44,44,0,0.4090909090909091,23.562950709572096,27.677880019226006,0.5355216070357295,2679.846705971636,60.905606953900815,1.8844119876042262,1.355599722407261,8.913910976408225,0
actual,15m,1000PEPEUSDT,200,earlier,long,23,23,0,0.391304347826087,17.037717720800664,19.327627793539563,0.7407703356869854,1832.6127094241824,79.67881345322532,2.178836090081581,1.4453573385652736,6.905800392110329,0
actual,15m,1000PEPEUSDT,200,earlier,short,21,21,0,0.42857142857142855,6.525232988771436,8.35025222568644,0.31072538041768744,847.2339965474538,40.34447602606923,1.5353156599299593,1.247641895106811,4.224790188955541,0
actual,15m,1000PEPEUSDT,200,later,both,26,26,0,0.4230769230769231,20.60281783325003,23.519085291607123,0.7924160705096165,3039.983846325877,116.92245562791834,2.3457295374459406,1.974819050568511,4.563959373461536,0
actual,15m,1000PEPEUSDT,200,later,long,9,9,0,0.5555555555555556,12.700078565133683,13.764893816037887,1.4111198405704093,1895.626314390139,210.6251460433488,3.859056089447594,3.021737673991789,2.239925821190141,0
actual,15m,1000PEPEUSDT,200,later,short,17,17,0,0.35294117647058826,7.9027392681163455,9.754191475569243,0.46486701577154976,1144.3575319357383,67.31514893739637,1.7271752516639653,1.5247207593222172,4.055427908622329,0
actual,15m,1000PEPEUSDT,200,full,both,70,70,0,0.4142857142857143,44.165768542822136,51.19696531083314,0.6309395506117448,5719.830552297513,81.71186503282163,2.0527620323421845,1.5368392173223935,8.913910976408225,0
actual,15m,1000PEPEUSDT,200,full,long,32,32,0,0.4375,29.737796285934348,33.092521609577446,0.9293061339354484,3728.2390238143207,116.50746949419752,2.5738403451324414,1.7378927318893722,6.905800392110329,0
actual,15m,1000PEPEUSDT,200,full,short,38,38,0,0.39473684210526316,14.42797225688778,18.10444370125569,0.3796834804444153,1991.5915284831922,52.410303381136636,1.6257461702045475,1.355508355206268,4.224790188955541,0
actual,15m,AAVEUSDT,0,earlier,both,76,76,0,0.34210526315789475,32.094779588600574,39.835867498133005,0.42229973142895494,4535.426043182151,59.676658462923044,1.6465507712515088,1.3995755563309131,14.643796209080932,3
actual,15m,AAVEUSDT,0,earlier,long,43,43,0,0.2558139534883721,4.885258539453131,9.515693207537092,0.11361066370821236,-313.2894465925648,-7.2858010835480185,1.1541843273062737,0.9556834831020421,14.436899683539014,1
actual,15m,AAVEUSDT,0,earlier,short,33,33,0,0.45454545454545453,27.209521049147433,30.320174290595922,0.8245309408832555,4848.715489774718,146.93077241741568,2.5153893789981896,2.132547064474829,4.372276983035197,2
actual,15m,AAVEUSDT,0,later,both,41,40,1,0.225,-2.1934377467079056,3.3098267981095475,-0.05483594366769764,-1509.5390807833091,-37.73847701958273,0.9332442257008314,0.7430551390177962,11.638624220786426,0
actual,15m,AAVEUSDT,0,later,long,17,17,0,0.23529411764705882,-9.213073406569578,-7.021097169400989,-0.5419454945040928,-1876.991215017727,-110.41124794221923,0.3723926453892234,0.318387891363197,11.990712341001812,0
actual,15m,AAVEUSDT,0,later,short,24,23,1,0.21739130434782608,7.019635659861676,10.330923967510536,0.3052015504287685,367.45213423441805,15.976179749322526,1.386161672442083,1.1177278158596196,9.058321569785877,0
actual,15m,AAVEUSDT,0,full,both,117,116,1,0.3017241379310345,29.90134184189267,43.14569429624255,0.2577701882921782,3025.886962398844,26.08523243447279,1.3624508442064762,1.17566258995815,18.42134508740166,3
actual,15m,AAVEUSDT,0,full,long,60,60,0,0.25,-4.327814867116446,2.494596038136099,-0.0721302477852741,-2190.280661610291,-36.50467769350485,0.9066561305975089,0.7770278582807127,24.402881255310042,1
actual,15m,AAVEUSDT,0,full,short,57,56,1,0.35714285714285715,34.229156709009104,40.65109825810646,0.6112349412323054,5216.167624009135,93.14585042873455,1.9472986933054561,1.7046542951364345,9.058321569785882,2
actual,15m,AAVEUSDT,20,earlier,both,75,75,0,0.3333333333333333,27.561586311289638,35.23082548132627,0.36748781748386183,3273.5546981529133,43.64739597537218,1.555229389791748,1.2884034327183915,19.17698948639187,3
actual,15m,AAVEUSDT,20,earlier,long,43,43,0,0.2558139534883721,4.885258539453131,9.515693207537092,0.11361066370821236,-313.2894465925648,-7.2858010835480185,1.1541843273062737,0.9556834831020421,14.436899683539014,1
actual,15m,AAVEUSDT,20,earlier,short,32,32,0,0.4375,22.6763277718365,25.71513227378919,0.7086352428698907,3586.8441447454784,112.0888795232962,2.2629206592079814,1.8378032935582622,6.10176885188703,2
actual,15m,AAVEUSDT,20,later,both,41,40,1,0.225,-2.1934377467079056,3.3098267981095475,-0.05483594366769764,-1509.5390807833091,-37.73847701958273,0.9332442257008314,0.7430551390177962,11.638624220786426,0
actual,15m,AAVEUSDT,20,later,long,17,17,0,0.23529411764705882,-9.213073406569578,-7.021097169400989,-0.5419454945040928,-1876.991215017727,-110.41124794221923,0.3723926453892234,0.318387891363197,11.990712341001812,0
actual,15m,AAVEUSDT,20,later,short,24,23,1,0.21739130434782608,7.019635659861676,10.330923967510536,0.3052015504287685,367.45213423441805,15.976179749322526,1.386161672442083,1.1177278158596196,9.058321569785877,0
actual,15m,AAVEUSDT,20,full,both,116,115,1,0.2956521739130435,25.368148564581734,38.540652279435825,0.2205925962137542,1764.0156173696037,15.339266237996553,1.3075014797598785,1.1024068499333868,22.954538364712597,3
actual,15m,AAVEUSDT,20,full,long,60,60,0,0.25,-4.327814867116446,2.494596038136099,-0.0721302477852741,-2190.280661610291,-36.50467769350485,0.9066561305975089,0.7770278582807127,24.402881255310042,1
actual,15m,AAVEUSDT,20,full,short,56,55,1,0.34545454545454546,29.695963431698175,36.04605624129973,0.5399266078490578,3954.296278979896,71.89629598145267,1.8218416712524566,1.5341875603076525,9.058321569785878,2
actual,15m,AAVEUSDT,30,earlier,both,75,75,0,0.3333333333333333,27.561586311289638,35.23082548132627,0.36748781748386183,3273.5546981529133,43.64739597537218,1.555229389791748,1.2884034327183915,19.17698948639187,3
actual,15m,AAVEUSDT,30,earlier,long,43,43,0,0.2558139534883721,4.885258539453131,9.515693207537092,0.11361066370821236,-313.2894465925648,-7.2858010835480185,1.1541843273062737,0.9556834831020421,14.436899683539014,1
actual,15m,AAVEUSDT,30,earlier,short,32,32,0,0.4375,22.6763277718365,25.71513227378919,0.7086352428698907,3586.8441447454784,112.0888795232962,2.2629206592079814,1.8378032935582622,6.10176885188703,2
actual,15m,AAVEUSDT,30,later,both,41,40,1,0.225,-2.1934377467079056,3.3098267981095475,-0.05483594366769764,-1509.5390807833091,-37.73847701958273,0.9332442257008314,0.7430551390177962,11.638624220786426,0
actual,15m,AAVEUSDT,30,later,long,17,17,0,0.23529411764705882,-9.213073406569578,-7.021097169400989,-0.5419454945040928,-1876.991215017727,-110.41124794221923,0.3723926453892234,0.318387891363197,11.990712341001812,0
actual,15m,AAVEUSDT,30,later,short,24,23,1,0.21739130434782608,7.019635659861676,10.330923967510536,0.3052015504287685,367.45213423441805,15.976179749322526,1.386161672442083,1.1177278158596196,9.058321569785877,0
actual,15m,AAVEUSDT,30,full,both,116,115,1,0.2956521739130435,25.368148564581734,38.540652279435825,0.2205925962137542,1764.0156173696037,15.339266237996553,1.3075014797598785,1.1024068499333868,22.954538364712597,3
actual,15m,AAVEUSDT,30,full,long,60,60,0,0.25,-4.327814867116446,2.494596038136099,-0.0721302477852741,-2190.280661610291,-36.50467769350485,0.9066561305975089,0.7770278582807127,24.402881255310042,1
actual,15m,AAVEUSDT,30,full,short,56,55,1,0.34545454545454546,29.695963431698175,36.04605624129973,0.5399266078490578,3954.296278979896,71.89629598145267,1.8218416712524566,1.5341875603076525,9.058321569785878,2
actual,15m,AAVEUSDT,50,earlier,both,73,73,0,0.3424657534246575,20.669585538990333,27.93138392939345,0.28314500738342924,2944.586431366472,40.3368004296777,1.4312858987035035,1.264086911529428,14.11154548021797,2
actual,15m,AAVEUSDT,50,earlier,long,42,42,0,0.2619047619047619,5.417509268316101,9.897617405787818,0.12898831591228813,-242.47683265206678,-5.773257920287304,1.173904084180426,0.9653532665920663,13.904648954676045,1
actual,15m,AAVEUSDT,50,earlier,short,31,31,0,0.45161290322580644,15.25207627067423,18.033766523605642,0.49200246034433,3187.06326401854,102.80849238769483,1.9093121925766463,1.7676863194914665,4.372276983035197,1
actual,15m,AAVEUSDT,50,later,both,39,38,1,0.23684210526315788,0.1810603040212737,5.3098267981095555,0.004764744842665098,-1171.1861217141532,-30.820687413530344,1.0059396848154492,0.7884647560566449,10.538912203095013,0
actual,15m,AAVEUSDT,50,later,long,17,17,0,0.23529411764705882,-9.213073406569578,-7.021097169400989,-0.5419454945040928,-1876.991215017727,-110.41124794221923,0.3723926453892234,0.318387891363197,11.990712341001812,0
actual,15m,AAVEUSDT,50,later,short,22,21,1,0.23809523809523808,9.394133710590856,12.330923967510547,0.4473397005043265,705.8050933035739,33.60976634778923,1.5944347660990679,1.2536269225515388,7.7712835951023225,0
actual,15m,AAVEUSDT,50,full,both,112,111,1,0.3063063063063063,20.85064584301161,33.24121072750301,0.18784365624334784,1773.4003096523195,15.976579366237113,1.2659228286391349,1.1062764898216628,16.60205638385515,2
actual,15m,AAVEUSDT,50,full,long,59,59,0,0.2542372881355932,-3.795564138253476,2.876520236386832,-0.06433159556361824,-2119.468047669793,-35.923187248640566,0.9171852107915491,0.7826699497457262,23.870630526447073,1
actual,15m,AAVEUSDT,50,full,short,53,52,1,0.36538461538461536,24.646209981265084,30.364690491116185,0.4739655765627901,3892.8683573221147,74.86285302542528,1.7565600462363162,1.5613878417710008,7.771283595102325,1
actual,15m,AAVEUSDT,60,earlier,both,73,73,0,0.3561643835616438,34.96243050873845,42.217791696383735,0.4789374042292938,4886.572286358394,66.93934638847115,1.74750214606687,1.444255527903882,12.958409248333908,3
actual,15m,AAVEUSDT,60,earlier,long,41,41,0,0.2682926829268293,6.570645500200156,10.897617405787818,0.16025964634634526,-91.87416760058166,-2.240833356111748,1.219027745086587,0.9865836888526163,12.751512722791988,1
actual,15m,AAVEUSDT,60,earlier,short,32,32,0,0.46875,28.39178500853829,31.320174290595915,0.8872432815168215,4978.446453958975,155.57645168621798,2.692687331161467,2.199187125707108,4.372276983035197,2
actual,15m,AAVEUSDT,60,later,both,36,35,1,0.22857142857142856,-2.2916550558514683,2.2784811640071068,-0.06547585873861338,-1196.9376954301429,-34.19821986943265,0.918656518478317,0.7710063934456014,12.28110618717742,0
actual,15m,AAVEUSDT,60,later,long,15,15,0,0.2,-8.462680631012757,-6.535803051753935,-0.5641787087341839,-1745.799267729419,-116.38661784862792,0.375781471218096,0.32080725389462816,11.240319565444992,0
actual,15m,AAVEUSDT,60,later,short,21,20,1,0.25,6.1710255751612895,8.814284215761042,0.3085512787580645,548.8615722992757,27.44307861496378,1.422229608148951,1.206607308464859,6.58314192843566,0
actual,15m,AAVEUSDT,60,full,both,109,108,1,0.3148148148148148,32.67077545288699,44.49627286039083,0.302507180119324,3689.634590928249,34.16328324933564,1.435930489139279,1.2273845119908044,16.002972469386822,3
actual,15m,AAVEUSDT,60,full,long,56,56,0,0.25,-1.892035130812598,4.361814354033882,-0.03378634162165354,-1837.6734353300003,-32.815597059464295,0.9565612473885055,0.8048836928905688,21.9671015190062,1
actual,15m,AAVEUSDT,60,full,short,53,52,1,0.38461538461538464,34.56281058369957,40.13445850635695,0.6646694343019148,5527.308026258252,106.294385120351,2.101128597730279,1.8118768158932743,6.583141928435655,2
actual,15m,AAVEUSDT,90,earlier,both,63,63,0,0.3492063492063492,19.424848284470404,25.566568457019596,0.30833092515032384,1407.603364415376,22.34291054627581,1.4776816552977599,1.1392915274342157,10.461338495246679,2
actual,15m,AAVEUSDT,90,earlier,long,36,36,0,0.2777777777777778,-8.180522155036023,-4.43387245511385,-0.2272367265287784,-3132.867614766617,-87.0241004101838,0.6891116470321964,0.4992915968325152,12.751512722791986,0
actual,15m,AAVEUSDT,90,earlier,short,27,27,0,0.4444444444444444,27.605370439506427,30.00044091213345,1.0224211273891268,4540.470979181994,168.16559182155535,2.923522911143952,2.179778833646804,4.372276983035197,2
