i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
297,TRB_USDT_SWAP_016859,TRB_USDT_SWAP,16859,2025-11-26 08:15:00+00:00,0.5174,1,0.004922,0.9992,,,images/train/TRB_USDT_SWAP_016859.png
298,DYDX_USDT_SWAP_029799,DYDX_USDT_SWAP,29799,2026-04-10 00:45:00+00:00,0.7628,1,0.004926,0.9966,,,images/train/DYDX_USDT_SWAP_029799.png
299,INIT_USDT_SWAP_013199,INIT_USDT_SWAP,13199,2025-10-19 03:45:00+00:00,0.362,1,0.004927,0.9981,,,images/train/INIT_USDT_SWAP_013199.png
300,LAYER_USDT_SWAP_022919,LAYER_USDT_SWAP,22919,2026-01-28 09:45:00+00:00,0.5926,1,0.004936,0.997,,,images/train/LAYER_USDT_SWAP_022919.png
301,ARB_USDT_SWAP_026199,ARB_USDT_SWAP,26199,2026-03-02 12:30:00+00:00,0.4127,1,0.004939,0.9978,,,images/train/ARB_USDT_SWAP_026199.png
302,PENGU_USDT_SWAP_003099,PENGU_USDT_SWAP,3099,2025-07-04 22:15:00+00:00,0.4093,1,0.004939,0.9965,,,images/train/PENGU_USDT_SWAP_003099.png
303,PENGU_USDT_SWAP_024979,PENGU_USDT_SWAP,24979,2026-02-17 20:15:00+00:00,0.4761,1,0.004946,0.9974,drop,,images/train/PENGU_USDT_SWAP_024979.png
304,BREV_USDT_SWAP_010199,BREV_USDT_SWAP,10199,2026-04-15 18:45:00+00:00,0.5169,1,0.004964,0.9966,,,images/train/BREV_USDT_SWAP_010199.png
305,ADA_USDT_SWAP_014139,ADA_USDT_SWAP,14139,2025-10-27 21:30:00+00:00,0.8636,1,0.00497,0.9966,keep,,images/train/ADA_USDT_SWAP_014139.png
306,MUBARAK_USDT_SWAP_026899,MUBARAK_USDT_SWAP,26899,2026-03-10 21:15:00+00:00,0.4606,1,0.004974,0.9979,drop,,images/train/MUBARAK_USDT_SWAP_026899.png
307,CRO_USDT_SWAP_016899,CRO_USDT_SWAP,16899,2025-11-26 15:45:00+00:00,0.6599,2,0.004976,0.9972,drop,,images/train/CRO_USDT_SWAP_016899.png
308,XLM_USDT_SWAP_006559,XLM_USDT_SWAP,6559,2025-08-09 23:45:00+00:00,0.6526,1,0.004977,0.9967,drop,,images/train/XLM_USDT_SWAP_006559.png
309,TURBO_USDT_SWAP_023599,TURBO_USDT_SWAP,23599,2026-02-04 13:30:00+00:00,0.5422,1,0.004981,0.9982,,,images/train/TURBO_USDT_SWAP_023599.png
310,EGLD_USDT_SWAP_029239,EGLD_USDT_SWAP,29239,2026-04-04 05:00:00+00:00,0.4775,1,0.004992,0.9968,,,images/train/EGLD_USDT_SWAP_029239.png
311,SOL_USDT_SWAP_015999,SOL_USDT_SWAP,15999,2025-11-16 07:30:00+00:00,0.5313,1,0.004997,0.9981,,,images/train/SOL_USDT_SWAP_015999.png
312,FLOKI_USDT_SWAP_018719,FLOKI_USDT_SWAP,18719,2025-12-15 15:15:00+00:00,0.7322,1,0.004998,0.9976,,,images/train/FLOKI_USDT_SWAP_018719.png
313,ZETA_USDT_SWAP_010499,ZETA_USDT_SWAP,10499,2025-09-21 02:45:00+00:00,0.4562,1,0.004999,0.9997,drop,,images/train/ZETA_USDT_SWAP_010499.png
314,AGLD_USDT_SWAP_027899,AGLD_USDT_SWAP,27899,2026-03-21 04:15:00+00:00,0.4035,2,0.005003,0.9969,,,images/train/AGLD_USDT_SWAP_027899.png
315,AERO_USDT_SWAP_028879,AERO_USDT_SWAP,28879,2026-04-30 02:00:00+00:00,0.3538,1,0.005019,0.9973,,,images/train/AERO_USDT_SWAP_028879.png
316,METIS_USDT_SWAP_016639,METIS_USDT_SWAP,16639,2025-11-24 00:15:00+00:00,0.7838,1,0.005027,0.9968,,,images/train/METIS_USDT_SWAP_016639.png
317,CRWV_USDT_SWAP_000859,CRWV_USDT_SWAP,859,2026-04-19 10:45:00+00:00,0.5727,1,0.00503,0.997,,,images/train/CRWV_USDT_SWAP_000859.png
318,RVN_USDT_SWAP_008779,RVN_USDT_SWAP,8779,2025-09-03 04:00:00+00:00,0.5767,1,0.005032,0.9983,,,images/train/RVN_USDT_SWAP_008779.png
319,DOGE_USDT_SWAP_008299,DOGE_USDT_SWAP,8299,2025-08-28 01:45:00+00:00,0.3265,1,0.005041,0.9975,,,images/train/DOGE_USDT_SWAP_008299.png
320,XTZ_USDT_SWAP_004199,XTZ_USDT_SWAP,4199,2025-07-17 11:45:00+00:00,0.4207,2,0.005042,0.9978,drop,,images/train/XTZ_USDT_SWAP_004199.png
321,DASH_USDT_SWAP_016859,DASH_USDT_SWAP,16859,2026-04-30 17:45:00+00:00,0.3927,1,0.005044,0.9976,drop,,images/train/DASH_USDT_SWAP_016859.png
322,2Z_USDT_SWAP_011959,2Z_USDT_SWAP,11959,2026-02-04 02:45:00+00:00,0.8634,1,0.005056,0.9962,drop,,images/train/2Z_USDT_SWAP_011959.png
323,COAI_USDT_SWAP_007319,COAI_USDT_SWAP,7319,2025-12-30 20:15:00+00:00,0.4993,1,0.005058,0.9974,drop,,images/train/COAI_USDT_SWAP_007319.png
324,ZEC_USDT_SWAP_014319,ZEC_USDT_SWAP,14319,2026-04-04 07:00:00+00:00,0.6061,1,0.005063,0.997,drop,,images/train/ZEC_USDT_SWAP_014319.png
325,TRUST_USDT_SWAP_013999,TRUST_USDT_SWAP,13999,2026-03-31 07:15:00+00:00,0.6787,1,0.005064,0.9971,,,images/train/TRUST_USDT_SWAP_013999.png
326,ONT_USDT_SWAP_024139,ONT_USDT_SWAP,24139,2026-02-10 03:30:00+00:00,0.8202,1,0.00507,0.9965,,,images/train/ONT_USDT_SWAP_024139.png
327,UMA_USDT_SWAP_009759,UMA_USDT_SWAP,9759,2025-09-13 09:30:00+00:00,0.3813,1,0.005074,0.9973,,,images/train/UMA_USDT_SWAP_009759.png
328,BICO_USDT_SWAP_003939,BICO_USDT_SWAP,3939,2025-07-14 15:00:00+00:00,0.5599,2,0.005075,0.997,,,images/train/BICO_USDT_SWAP_003939.png
329,0G_USDT_SWAP_021019,0G_USDT_SWAP,21019,2026-04-29 09:15:00+00:00,0.3579,1,0.005077,0.9973,,,images/train/0G_USDT_SWAP_021019.png
330,BARD_USDT_SWAP_006019,BARD_USDT_SWAP,6019,2025-11-20 04:45:00+00:00,0.5899,1,0.005082,0.997,,,images/train/BARD_USDT_SWAP_006019.png
331,GMX_USDT_SWAP_008579,GMX_USDT_SWAP,8579,2025-09-01 00:30:00+00:00,0.7581,1,0.005083,0.9968,skip,,images/train/GMX_USDT_SWAP_008579.png
332,ZORA_USDT_SWAP_016779,ZORA_USDT_SWAP,16779,2026-04-03 06:15:00+00:00,0.5139,1,0.00509,0.9969,,,images/train/ZORA_USDT_SWAP_016779.png
333,XPT_USDT_SWAP_002559,XPT_USDT_SWAP,2559,2026-02-28 22:15:00+00:00,0.5674,1,0.005098,0.9966,drop,,images/train/XPT_USDT_SWAP_002559.png
334,SUSHI_USDT_SWAP_024139,SUSHI_USDT_SWAP,24139,2026-02-10 04:15:00+00:00,0.7959,1,0.005098,0.996,,,images/train/SUSHI_USDT_SWAP_024139.png
335,HMSTR_USDT_SWAP_029939,HMSTR_USDT_SWAP,29939,2026-04-11 12:30:00+00:00,0.5344,1,0.0051,0.9975,drop,,images/train/HMSTR_USDT_SWAP_029939.png
336,FIL_USDT_SWAP_022859,FIL_USDT_SWAP,22859,2026-01-26 18:00:00+00:00,0.3747,1,0.005101,0.9977,drop,,images/train/FIL_USDT_SWAP_022859.png
337,W_USDT_SWAP_019739,W_USDT_SWAP,19739,2025-12-26 08:30:00+00:00,0.7216,1,0.005103,0.9973,drop,,images/train/W_USDT_SWAP_019739.png
338,SPX_USDT_SWAP_027039,SPX_USDT_SWAP,27039,2026-04-24 20:45:00+00:00,0.6201,1,0.005109,0.9977,,,images/train/SPX_USDT_SWAP_027039.png
339,ONE_USDT_SWAP_012819,ONE_USDT_SWAP,12819,2025-10-15 05:30:00+00:00,0.5798,1,0.00511,0.9978,,,images/train/ONE_USDT_SWAP_012819.png
340,STABLE_USDT_SWAP_000599,STABLE_USDT_SWAP,599,2025-12-14 19:15:00+00:00,0.6915,1,0.005111,0.9975,keep,,images/train/STABLE_USDT_SWAP_000599.png
341,BAT_USDT_SWAP_019219,BAT_USDT_SWAP,19219,2025-12-20 19:00:00+00:00,0.4085,1,0.00512,0.9969,skip,,images/train/BAT_USDT_SWAP_019219.png
342,RAY_USDT_SWAP_027339,RAY_USDT_SWAP,27339,2026-03-15 11:45:00+00:00,0.3261,1,0.005122,0.9979,drop,,images/train/RAY_USDT_SWAP_027339.png
343,BZ_USDT_SWAP_003439,BZ_USDT_SWAP,3439,2026-04-29 05:45:00+00:00,0.6067,1,0.005124,0.9969,drop,,images/train/BZ_USDT_SWAP_003439.png
344,1INCH_USDT_SWAP_028299,1INCH_USDT_SWAP,28299,2026-03-25 08:00:00+00:00,0.4828,1,0.005149,0.9969,,,images/train/1INCH_USDT_SWAP_028299.png
345,PEPE_USDT_SWAP_021419,PEPE_USDT_SWAP,21419,2026-01-11 18:30:00+00:00,0.8491,1,0.00515,0.9975,,,images/train/PEPE_USDT_SWAP_021419.png
346,STRK_USDT_SWAP_024819,STRK_USDT_SWAP,24819,2026-02-17 06:15:00+00:00,0.5239,1,0.005153,0.9966,drop,,images/train/STRK_USDT_SWAP_024819.png
347,BARD_USDT_SWAP_020939,BARD_USDT_SWAP,20939,2026-04-24 14:45:00+00:00,0.3064,1,0.005153,0.9971,drop,,images/train/BARD_USDT_SWAP_020939.png
348,ETC_USDT_SWAP_012919,ETC_USDT_SWAP,12919,2025-10-15 05:00:00+00:00,0.7278,1,0.005168,0.9962,,,images/train/ETC_USDT_SWAP_012919.png
349,COMP_USDT_SWAP_026799,COMP_USDT_SWAP,26799,2026-03-09 18:30:00+00:00,0.7947,1,0.005168,0.9972,,,images/train/COMP_USDT_SWAP_026799.png
350,AT_USDT_SWAP_007319,AT_USDT_SWAP,7319,2026-01-14 15:45:00+00:00,0.6019,1,0.005171,0.9979,drop,,images/train/AT_USDT_SWAP_007319.png
351,ONE_USDT_SWAP_024239,ONE_USDT_SWAP,24239,2026-02-11 04:30:00+00:00,0.4632,1,0.005177,0.9973,,,images/train/ONE_USDT_SWAP_024239.png
352,HBAR_USDT_SWAP_019919,HBAR_USDT_SWAP,19919,2025-12-27 03:00:00+00:00,0.703,1,0.005185,0.9969,,,images/train/HBAR_USDT_SWAP_019919.png
353,CELO_USDT_SWAP_029819,CELO_USDT_SWAP,29819,2026-04-10 05:30:00+00:00,0.5013,1,0.005186,0.9985,,,images/train/CELO_USDT_SWAP_029819.png
354,HBAR_USDT_SWAP_022939,HBAR_USDT_SWAP,22939,2026-01-27 14:00:00+00:00,0.6342,1,0.005188,0.9972,,,images/train/HBAR_USDT_SWAP_022939.png
355,NEO_USDT_SWAP_018519,NEO_USDT_SWAP,18519,2025-12-13 14:15:00+00:00,0.6758,1,0.00519,0.9971,,,images/train/NEO_USDT_SWAP_018519.png
356,RECALL_USDT_SWAP_006539,RECALL_USDT_SWAP,6539,2026-01-06 13:00:00+00:00,0.4318,1,0.005191,0.9989,,,images/train/RECALL_USDT_SWAP_006539.png
357,COAI_USDT_SWAP_008299,COAI_USDT_SWAP,8299,2026-01-10 01:15:00+00:00,0.6095,1,0.005197,0.9975,,,images/train/COAI_USDT_SWAP_008299.png
358,THETA_USDT_SWAP_002339,THETA_USDT_SWAP,2339,2025-06-28 02:15:00+00:00,0.4883,1,0.005204,0.9968,,,images/train/THETA_USDT_SWAP_002339.png
359,ACH_USDT_SWAP_019279,ACH_USDT_SWAP,19279,2025-12-21 09:00:00+00:00,0.663,1,0.005204,0.9975,keep,,images/train/ACH_USDT_SWAP_019279.png
360,XPT_USDT_SWAP_005159,XPT_USDT_SWAP,5159,2026-03-28 00:15:00+00:00,0.3543,1,0.005208,0.997,drop,,images/train/XPT_USDT_SWAP_005159.png
361,LQTY_USDT_SWAP_024899,LQTY_USDT_SWAP,24899,2026-02-18 01:00:00+00:00,0.5304,1,0.005211,0.9971,,,images/train/LQTY_USDT_SWAP_024899.png
362,BIO_USDT_SWAP_028859,BIO_USDT_SWAP,28859,2026-03-31 05:15:00+00:00,0.6181,2,0.005219,0.9971,drop,,images/train/BIO_USDT_SWAP_028859.png
363,IWM_USDT_SWAP_000899,IWM_USDT_SWAP,899,2026-04-19 20:45:00+00:00,0.6714,1,0.00522,0.9975,,,images/train/IWM_USDT_SWAP_000899.png
364,METIS_USDT_SWAP_018579,METIS_USDT_SWAP,18579,2025-12-14 05:15:00+00:00,0.7622,1,0.005223,0.997,,,images/train/METIS_USDT_SWAP_018579.png
365,CRV_USDT_SWAP_015959,CRV_USDT_SWAP,15959,2025-11-15 20:45:00+00:00,0.7902,1,0.005224,0.9976,keep,,images/train/CRV_USDT_SWAP_015959.png
366,TIA_USDT_SWAP_022919,TIA_USDT_SWAP,22919,2026-01-27 09:30:00+00:00,0.3959,1,0.005226,0.9962,,,images/train/TIA_USDT_SWAP_022919.png
367,USAR_USDT_SWAP_000579,USAR_USDT_SWAP,579,2026-05-03 14:45:00+00:00,0.5109,1,0.005233,0.9978,drop,,images/train/USAR_USDT_SWAP_000579.png
368,BLEND_USDT_SWAP_000419,BLEND_USDT_SWAP,419,2026-05-03 18:45:00+00:00,0.4347,1,0.005234,0.9976,,,images/train/BLEND_USDT_SWAP_000419.png
369,SSV_USDT_SWAP_002359,SSV_USDT_SWAP,2359,2025-06-28 07:15:00+00:00,0.6474,1,0.005245,0.9978,drop,,images/train/SSV_USDT_SWAP_002359.png
370,WCT_USDT_SWAP_028659,WCT_USDT_SWAP,28659,2026-03-29 06:30:00+00:00,0.6699,1,0.005246,0.997,,,images/train/WCT_USDT_SWAP_028659.png
371,CELO_USDT_SWAP_022839,CELO_USDT_SWAP,22839,2026-01-27 12:30:00+00:00,0.5187,1,0.005251,0.9975,,,images/train/CELO_USDT_SWAP_022839.png
372,WET_USDT_SWAP_013219,WET_USDT_SWAP,13219,2026-04-26 08:45:00+00:00,0.6676,1,0.005253,0.9972,,,images/train/WET_USDT_SWAP_013219.png
373,MUBARAK_USDT_SWAP_029219,MUBARAK_USDT_SWAP,29219,2026-04-04 01:15:00+00:00,0.5405,2,0.005264,0.9971,drop,,images/train/MUBARAK_USDT_SWAP_029219.png
374,TRB_USDT_SWAP_003079,TRB_USDT_SWAP,3079,2025-07-05 19:15:00+00:00,0.7457,1,0.005266,0.9966,drop,,images/train/TRB_USDT_SWAP_003079.png
375,0G_USDT_SWAP_003259,0G_USDT_SWAP,3259,2025-10-26 09:15:00+00:00,0.3093,1,0.005267,0.9999,drop,,images/train/0G_USDT_SWAP_003259.png
376,BARD_USDT_SWAP_002979,BARD_USDT_SWAP,2979,2025-10-19 12:45:00+00:00,0.5054,1,0.005269,0.9993,,,images/train/BARD_USDT_SWAP_002979.png
377,MORPHO_USDT_SWAP_030959,MORPHO_USDT_SWAP,30959,2026-04-22 04:15:00+00:00,0.5243,1,0.005269,0.9965,drop,,images/train/MORPHO_USDT_SWAP_030959.png
378,ATOM_USDT_SWAP_011819,ATOM_USDT_SWAP,11819,2025-10-03 17:30:00+00:00,0.418,1,0.005271,0.9973,,,images/train/ATOM_USDT_SWAP_011819.png
379,STRK_USDT_SWAP_026259,STRK_USDT_SWAP,26259,2026-03-04 06:15:00+00:00,0.7946,1,0.005271,0.997,drop,,images/train/STRK_USDT_SWAP_026259.png
380,XPT_USDT_SWAP_004199,XPT_USDT_SWAP,4199,2026-03-18 00:15:00+00:00,0.5944,1,0.005273,0.9986,,,images/train/XPT_USDT_SWAP_004199.png
381,BAT_USDT_SWAP_005899,BAT_USDT_SWAP,5899,2025-08-04 01:00:00+00:00,0.365,1,0.005275,0.9979,,,images/train/BAT_USDT_SWAP_005899.png
382,MEME_USDT_SWAP_019219,MEME_USDT_SWAP,19219,2025-12-20 21:15:00+00:00,0.5886,1,0.005277,0.9964,,,images/train/MEME_USDT_SWAP_019219.png
383,KMNO_USDT_SWAP_024779,KMNO_USDT_SWAP,24779,2026-02-16 18:45:00+00:00,0.7813,1,0.005278,0.9973,drop,,images/train/KMNO_USDT_SWAP_024779.png
384,GPS_USDT_SWAP_018519,GPS_USDT_SWAP,18519,2025-12-13 13:30:00+00:00,0.4338,1,0.005278,0.9985,drop,,images/train/GPS_USDT_SWAP_018519.png
385,MEW_USDT_SWAP_008219,MEW_USDT_SWAP,8219,2025-08-28 07:15:00+00:00,0.6853,1,0.005288,0.9986,,,images/train/MEW_USDT_SWAP_008219.png
386,ETC_USDT_SWAP_016019,ETC_USDT_SWAP,16019,2025-11-16 12:00:00+00:00,0.7112,1,0.005289,0.9968,keep,,images/train/ETC_USDT_SWAP_016019.png
387,SIGN_USDT_SWAP_007399,SIGN_USDT_SWAP,7399,2025-08-19 19:00:00+00:00,0.6625,1,0.005292,0.9975,drop,,images/train/SIGN_USDT_SWAP_007399.png
388,AVAX_USDT_SWAP_027659,AVAX_USDT_SWAP,27659,2026-03-17 17:30:00+00:00,0.6765,1,0.005299,0.9967,drop,,images/train/AVAX_USDT_SWAP_027659.png
389,ONT_USDT_SWAP_025859,ONT_USDT_SWAP,25859,2026-02-28 01:30:00+00:00,0.6806,2,0.005302,0.9983,,,images/train/ONT_USDT_SWAP_025859.png
390,LA_USDT_SWAP_012759,LA_USDT_SWAP,12759,2025-10-24 07:45:00+00:00,0.3358,1,0.005305,0.9969,drop,,images/train/LA_USDT_SWAP_012759.png
391,PNUT_USDT_SWAP_022619,PNUT_USDT_SWAP,22619,2026-01-25 07:45:00+00:00,0.692,1,0.005307,0.9981,,,images/train/PNUT_USDT_SWAP_022619.png
392,ENA_USDT_SWAP_006999,ENA_USDT_SWAP,6999,2025-11-29 05:15:00+00:00,0.7921,1,0.005307,0.9979,,,images/train/ENA_USDT_SWAP_006999.png
393,GAS_USDT_SWAP_021799,GAS_USDT_SWAP,21799,2026-01-16 17:15:00+00:00,0.6257,1,0.005309,0.9967,,,images/train/GAS_USDT_SWAP_021799.png
394,BOME_USDT_SWAP_023999,BOME_USDT_SWAP,23999,2026-02-08 14:15:00+00:00,0.6453,2,0.005315,0.9971,drop,,images/train/BOME_USDT_SWAP_023999.png
395,XRP_USDT_SWAP_012919,XRP_USDT_SWAP,12919,2025-10-15 05:45:00+00:00,0.5964,1,0.005317,0.9973,drop,,images/train/XRP_USDT_SWAP_012919.png
396,SYRUP_USDT_SWAP_018699,SYRUP_USDT_SWAP,18699,2026-01-14 01:15:00+00:00,0.5802,1,0.005319,0.9966,,,images/train/SYRUP_USDT_SWAP_018699.png
397,SAPIEN_USDT_SWAP_012199,SAPIEN_USDT_SWAP,12199,2026-03-13 13:30:00+00:00,0.5763,1,0.005324,0.9971,drop,,images/train/SAPIEN_USDT_SWAP_012199.png
398,ENSO_USDT_SWAP_015719,ENSO_USDT_SWAP,15719,2026-04-11 03:45:00+00:00,0.6616,1,0.005332,0.9967,,,images/train/ENSO_USDT_SWAP_015719.png
399,SOON_USDT_SWAP_026759,SOON_USDT_SWAP,26759,2026-03-09 11:00:00+00:00,0.4391,1,0.005333,0.9997,drop,,images/train/SOON_USDT_SWAP_026759.png
400,ANIME_USDT_SWAP_016719,ANIME_USDT_SWAP,16719,2025-11-25 18:30:00+00:00,0.3511,1,0.005341,0.9973,,,images/train/ANIME_USDT_SWAP_016719.png
401,WCT_USDT_SWAP_006599,WCT_USDT_SWAP,6599,2025-08-11 11:30:00+00:00,0.7425,1,0.005343,0.997,,,images/train/WCT_USDT_SWAP_006599.png
402,NEO_USDT_SWAP_015859,NEO_USDT_SWAP,15859,2025-11-15 21:15:00+00:00,0.5797,2,0.005344,0.9989,,,images/train/NEO_USDT_SWAP_015859.png
403,ZKP_USDT_SWAP_005659,ZKP_USDT_SWAP,5659,2026-03-07 12:30:00+00:00,0.7125,2,0.005344,0.9979,drop,,images/train/ZKP_USDT_SWAP_005659.png
404,F_USDT_SWAP_006839,F_USDT_SWAP,6839,2026-01-04 13:45:00+00:00,0.391,1,0.005347,0.9999,drop,,images/train/F_USDT_SWAP_006839.png
405,MOVE_USDT_SWAP_003919,MOVE_USDT_SWAP,3919,2025-07-14 12:15:00+00:00,0.5903,1,0.005358,0.9987,drop,,images/train/MOVE_USDT_SWAP_003919.png
406,KAT_USDT_SWAP_003779,KAT_USDT_SWAP,3779,2026-04-10 20:15:00+00:00,0.7897,1,0.00536,0.997,skip,,images/train/KAT_USDT_SWAP_003779.png
407,MAGIC_USDT_SWAP_005159,MAGIC_USDT_SWAP,5159,2025-07-27 10:00:00+00:00,0.3268,1,0.005366,0.9998,skip,,images/train/MAGIC_USDT_SWAP_005159.png
408,SEI_USDT_SWAP_016119,SEI_USDT_SWAP,16119,2026-05-01 05:15:00+00:00,0.6769,1,0.005371,0.9967,drop,,images/train/SEI_USDT_SWAP_016119.png
409,AEVO_USDT_SWAP_031439,AEVO_USDT_SWAP,31439,2026-04-27 01:15:00+00:00,0.456,1,0.005377,0.9988,,,images/train/AEVO_USDT_SWAP_031439.png
410,GAS_USDT_SWAP_031179,GAS_USDT_SWAP,31179,2026-04-24 10:15:00+00:00,0.6388,1,0.005384,0.9978,keep,,images/train/GAS_USDT_SWAP_031179.png
411,RSR_USDT_SWAP_016599,RSR_USDT_SWAP,16599,2025-11-23 15:00:00+00:00,0.4257,1,0.005392,0.9973,,,images/train/RSR_USDT_SWAP_016599.png
412,RECALL_USDT_SWAP_015599,RECALL_USDT_SWAP,15599,2026-04-10 22:00:00+00:00,0.3723,1,0.005393,0.9963,,,images/train/RECALL_USDT_SWAP_015599.png
413,GRT_USDT_SWAP_008679,GRT_USDT_SWAP,8679,2025-09-01 01:00:00+00:00,0.725,1,0.005401,0.9972,,,images/train/GRT_USDT_SWAP_008679.png
414,MMT_USDT_SWAP_011339,MMT_USDT_SWAP,11339,2026-03-02 15:15:00+00:00,0.3971,1,0.005407,0.9984,,,images/train/MMT_USDT_SWAP_011339.png
415,BREV_USDT_SWAP_006959,BREV_USDT_SWAP,6959,2026-03-13 00:45:00+00:00,0.5339,1,0.005411,0.9977,,,images/train/BREV_USDT_SWAP_006959.png
416,BONK_USDT_SWAP_008839,BONK_USDT_SWAP,8839,2025-09-03 16:15:00+00:00,0.5199,1,0.005413,0.9972,drop,,images/train/BONK_USDT_SWAP_008839.png
417,WIF_USDT_SWAP_013819,WIF_USDT_SWAP,13819,2025-10-25 16:30:00+00:00,0.3408,1,0.005415,0.9964,,,images/train/WIF_USDT_SWAP_013819.png
418,EGLD_USDT_SWAP_026299,EGLD_USDT_SWAP,26299,2026-03-04 14:00:00+00:00,0.4703,1,0.005422,0.9967,,,images/train/EGLD_USDT_SWAP_026299.png
419,GRT_USDT_SWAP_001679,GRT_USDT_SWAP,1679,2025-06-20 03:00:00+00:00,0.4766,2,0.005423,0.997,,,images/train/GRT_USDT_SWAP_001679.png
420,PIPPIN_USDT_SWAP_004139,PIPPIN_USDT_SWAP,4139,2026-01-14 17:45:00+00:00,0.5879,1,0.00543,0.997,drop,,images/train/PIPPIN_USDT_SWAP_004139.png
421,API3_USDT_SWAP_002519,API3_USDT_SWAP,2519,2025-06-29 19:30:00+00:00,0.446,1,0.005433,0.997,keep,,images/train/API3_USDT_SWAP_002519.png
422,DOOD_USDT_SWAP_027919,DOOD_USDT_SWAP,27919,2026-03-21 10:45:00+00:00,0.8106,1,0.005438,0.9982,,,images/train/DOOD_USDT_SWAP_027919.png
423,HOME_USDT_SWAP_013179,HOME_USDT_SWAP,13179,2025-10-28 17:00:00+00:00,0.6413,1,0.00544,0.9986,drop,,images/train/HOME_USDT_SWAP_013179.png
424,MEME_USDT_SWAP_016039,MEME_USDT_SWAP,16039,2025-11-17 18:15:00+00:00,0.5974,1,0.005453,0.9962,,,images/train/MEME_USDT_SWAP_016039.png
425,PEPE_USDT_SWAP_005279,PEPE_USDT_SWAP,5279,2025-07-27 15:30:00+00:00,0.6305,1,0.005453,0.9984,drop,,images/train/PEPE_USDT_SWAP_005279.png
426,SHELL_USDT_SWAP_020339,SHELL_USDT_SWAP,20339,2026-01-01 14:00:00+00:00,0.382,1,0.005454,0.9965,,,images/train/SHELL_USDT_SWAP_020339.png
427,SEI_USDT_SWAP_012119,SEI_USDT_SWAP,12119,2026-03-20 13:15:00+00:00,0.4911,2,0.005461,0.9973,,,images/train/SEI_USDT_SWAP_012119.png
428,ATOM_USDT_SWAP_014559,ATOM_USDT_SWAP,14559,2025-11-01 06:30:00+00:00,0.5215,2,0.005463,0.9971,drop,,images/train/ATOM_USDT_SWAP_014559.png
429,AVAX_USDT_SWAP_018039,AVAX_USDT_SWAP,18039,2025-12-07 12:30:00+00:00,0.4944,1,0.005465,0.9971,drop,,images/train/AVAX_USDT_SWAP_018039.png
430,S_USDT_SWAP_005159,S_USDT_SWAP,5159,2025-07-27 11:00:00+00:00,0.7806,1,0.005467,0.9982,drop,,images/train/S_USDT_SWAP_005159.png
431,ME_USDT_SWAP_005179,ME_USDT_SWAP,5179,2025-07-27 15:00:00+00:00,0.6651,1,0.005471,0.9978,,,images/train/ME_USDT_SWAP_005179.png
432,ACH_USDT_SWAP_024339,ACH_USDT_SWAP,24339,2026-02-12 02:00:00+00:00,0.3503,1,0.005472,0.9976,,,images/train/ACH_USDT_SWAP_024339.png
433,LRC_USDT_SWAP_020919,LRC_USDT_SWAP,20919,2026-01-07 14:00:00+00:00,0.762,1,0.005473,0.9967,,,images/train/LRC_USDT_SWAP_020919.png
434,GPS_USDT_SWAP_031859,GPS_USDT_SWAP,31859,2026-05-01 12:30:00+00:00,0.3225,1,0.005474,0.9971,drop,,images/train/GPS_USDT_SWAP_031859.png
435,TAO_USDT_SWAP_003119,TAO_USDT_SWAP,3119,2025-07-06 05:15:00+00:00,0.6304,2,0.005477,0.9973,,,images/train/TAO_USDT_SWAP_003119.png
436,SUSHI_USDT_SWAP_030279,SUSHI_USDT_SWAP,30279,2026-04-15 03:15:00+00:00,0.608,1,0.005477,0.9978,drop,,images/train/SUSHI_USDT_SWAP_030279.png
437,HOME_USDT_SWAP_023119,HOME_USDT_SWAP,23119,2026-02-09 06:00:00+00:00,0.6698,1,0.005479,0.9982,,,images/train/HOME_USDT_SWAP_023119.png
438,JUP_USDT_SWAP_018579,JUP_USDT_SWAP,18579,2025-12-14 04:45:00+00:00,0.5989,1,0.005482,0.9975,keep,,images/train/JUP_USDT_SWAP_018579.png
439,SUSHI_USDT_SWAP_023999,SUSHI_USDT_SWAP,23999,2026-02-08 17:15:00+00:00,0.7707,1,0.005486,0.9967,,,images/train/SUSHI_USDT_SWAP_023999.png
440,XTZ_USDT_SWAP_021219,XTZ_USDT_SWAP,21219,2026-01-10 18:45:00+00:00,0.6522,1,0.005487,0.9971,,,images/train/XTZ_USDT_SWAP_021219.png
441,0G_USDT_SWAP_010119,0G_USDT_SWAP,10119,2026-01-05 20:15:00+00:00,0.6187,1,0.005492,0.9973,,,images/train/0G_USDT_SWAP_010119.png
442,WLD_USDT_SWAP_013979,WLD_USDT_SWAP,13979,2025-10-26 06:45:00+00:00,0.6398,1,0.005505,0.9968,,,images/train/WLD_USDT_SWAP_013979.png
443,RECALL_USDT_SWAP_004979,RECALL_USDT_SWAP,4979,2025-12-21 07:00:00+00:00,0.6966,1,0.005523,0.9975,skip,,images/train/RECALL_USDT_SWAP_004979.png
444,ARKM_USDT_SWAP_015879,ARKM_USDT_SWAP,15879,2025-11-15 23:30:00+00:00,0.616,1,0.005523,0.9975,,,images/train/ARKM_USDT_SWAP_015879.png
