arm,timeframe_min,scope,period,entries,closed,censored,win_rate,mean_net_r,mean_net_bp,sum_net_r,pf_r,gt5r,gt10r,median_risk_frac,trades_per_symbol_day,median_cost_r,matched,control_mean_r,excess_r,excess_ci_low,excess_ci_high,excess_p_one_sided,months
v1_common,1,BTC_USDT_SWAP,later,60,60,0,0.23333333333333334,-0.9215606912761566,-17.2149745681709,-55.2936414765694,0.2786740833730985,0,0,0.00249396947228345,0.158905318914147,0.8019344351351754,60.0,-8.111102171329277,7.18954148005312,1.0358899848260434,20.80212300945101,0.0003,11.0
v1_common,1,BTC_USDT_SWAP,recent,7,7,0,0.2857142857142857,-1.549725119613662,-11.56069795777543,-10.848075837295635,0.11211678384829978,0,0,0.0013943408885837,0.11290322580645161,1.4343694690266864,7.0,-50.56162957549441,49.011904455880746,-1.0650034297450153,69.04266761013105,0.5038,2.0
v1_common,3,all,full,163,163,0,0.22699386503067484,-0.5489641965716351,-33.07198552425403,-89.48116404117653,0.41885721695359446,2,0,0.0057764322768828,0.08449244060475161,0.34623447556097414,163.0,-0.815972056833124,0.2670078602614888,-0.11770792980947638,0.6204113651691392,0.093,32.0
v1_common,3,all,earlier,100,100,0,0.2,-0.6269516996917732,-40.33371561131754,-62.69516996917732,0.35218003269698145,1,0,0.0061729563605981,0.08517887563884156,0.3239938666610336,100.0,-1.114915462772671,0.4879637630808979,0.22773898836856582,0.7586195379639247,0.0013,20.0
v1_common,3,all,later,63,63,0,0.2698412698412698,-0.4251745090793526,-21.545429830502425,-26.785994071999216,0.5316789813164183,1,0,0.0049858457468687,0.08342529242992718,0.40113555483662444,63.0,-0.3414587140719381,-0.08371579500741448,-0.9301255622020758,0.7205808128393331,0.5798,13.0
v1_common,3,all,recent,14,14,0,0.2857142857142857,-0.6620118688693803,-10.122952792047146,-9.268166164171324,0.415764582559943,0,0,0.0045302481823142,0.11290322580645161,0.44147691682938534,14.0,-1.4888612918302406,0.8268494229608603,0.1264625666932881,1.8324577164663816,0.1262,3.0
v1_common,3,ETH_USDT_SWAP,full,81,81,0,0.2222222222222222,-0.6208908655967645,-46.60805691519759,-50.29216011333793,0.3098404822940665,0,0,0.0068708696108255,0.08397408207343413,0.2910839694656511,81.0,-0.6739508659796458,0.05306000038288124,-0.5546328380636104,0.5490757745164109,0.4247,31.0
v1_common,3,ETH_USDT_SWAP,earlier,54,54,0,0.2037037037037037,-0.6273484442003513,-51.736381659852974,-33.87681598681897,0.3007859820121447,0,0,0.0072118600792615,0.0919931856899489,0.2773209654678716,54.0,-0.9578937622834545,0.3305453180831032,-0.015334523997832892,0.7151411149361233,0.0495,20.0
v1_common,3,ETH_USDT_SWAP,later,27,27,0,0.25925925925925924,-0.607975708389591,-36.35140742588682,-16.415344126518956,0.3278044629321735,0,0,0.0050491447408092,0.07150739351136615,0.39610668789809156,27.0,-0.10606507337202843,-0.5019106350175627,-1.9489284614406326,0.8218760591883308,0.6968,12.0
v1_common,3,ETH_USDT_SWAP,recent,5,5,0,0.4,-0.5113769091215143,-22.5375373105278,-2.5568845456075717,0.41024544037611355,0,0,0.0043764684203253,0.08064516129032258,0.45698947368420434,5.0,-1.6307829546361599,1.1194060455146457,0.020017022882343083,3.6401473813691023,0.1214,3.0
v1_common,3,BTC_USDT_SWAP,full,82,82,0,0.23170731707317074,-0.47791468204681226,-19.700988174663443,-39.189003927838606,0.5168064202084199,2,0,0.0050833399195587495,0.08501079913606911,0.393442113187191,82.0,-0.9562612819444867,0.4783465998976743,-0.02186232109351748,0.9273779487691662,0.0296,27.0
v1_common,3,BTC_USDT_SWAP,earlier,46,46,0,0.1956521739130435,-0.6264859561382251,-26.947977206515063,-28.818353982358353,0.40370276991168585,1,0,0.0052237804913991,0.07836456558773425,0.3828644797178938,46.0,-1.2992452850860994,0.6727593289478745,0.24391135695386296,1.1574596492691174,0.0043,15.0
v1_common,3,BTC_USDT_SWAP,later,36,36,0,0.2777777777777778,-0.2880736095966737,-10.440946633964135,-10.370649945480254,0.6835834454513467,1,0,0.0049365787271712005,0.09534319134848819,0.4051388847486398,36.0,-0.5180039445968703,0.22993033500019638,-0.8260791086245728,1.0652698856785316,0.333,12.0
v1_common,3,BTC_USDT_SWAP,recent,9,9,0,0.2222222222222222,-0.7456979576181948,-3.225961392891229,-6.711281618563753,0.4178402039619378,0,0,0.0047254477617728,0.14516129032258066,0.4232403151674413,9.0,-1.4100159236047298,0.6643179659865349,-0.3684664052899791,1.3805353002407017,0.2484,3.0
v1_common,5,all,full,109,109,0,0.27522935779816515,-0.28253777482530007,-3.6091389049304508,-30.79661745595771,0.648089009137563,2,0,0.0087754954735918,0.05650107991360691,0.22790735930736025,109.0,-0.7277428309293532,0.4452050561040532,-0.10352976712100882,0.9071732158620199,0.0599,30.0
v1_common,5,all,earlier,65,65,0,0.3076923076923077,-0.015156866026453273,21.25927407329643,-0.9851962917194628,0.9798233015868991,2,0,0.0092255654281098,0.05536626916524702,0.2167888803764925,65.0,-0.4308849641340852,0.41572809810763184,-0.3994594355333931,1.0605544805274918,0.1651,19.0
v1_common,5,all,later,44,44,0,0.22727272727272727,-0.6775322991872327,-40.34656716822016,-29.811421164238237,0.22936242396296816,0,0,0.0067524549210899,0.0582652836018539,0.29618857487717726,44.0,-1.1662828614223635,0.4887505622351304,-0.11878192750145326,1.0136831674419449,0.08,11.0
v1_common,5,all,recent,8,8,0,0.375,-0.6064357583436797,-14.889297481800002,-4.8514860667494375,0.33926758199102175,0,0,0.0061780528687638,0.06451612903225806,0.3237265919351368,8.0,-2.3697284860552896,1.76329272771161,0.9266509704979101,2.0421733134495095,0.2481,2.0
v1_common,5,ETH_USDT_SWAP,full,56,56,0,0.2857142857142857,-0.04360114689913603,14.55472526422398,-2.4416642263516177,0.937646216277301,2,0,0.0104549533887645,0.058056155507559395,0.19129688346093598,56.0,-0.529757213966405,0.486156067067269,-0.11272708430900442,1.069161840415172,0.0722,27.0
v1_common,5,ETH_USDT_SWAP,earlier,34,34,0,0.35294117647058826,0.35808760562285147,58.87742327947397,12.17497859117695,1.5531313672792268,2,0,0.00970714764937275,0.05792163543441227,0.20603374670305286,34.0,-0.3972794454588702,0.7553670510817216,-0.22757394368529416,1.5260666539411099,0.0697,17.0
v1_common,5,ETH_USDT_SWAP,later,22,22,0,0.18181818181818182,-0.6643928553422077,-53.943989850253274,-14.61664281752857,0.14757991145187363,0,0,0.0123226106788816,0.0582652836018539,0.16230326934109712,22.0,-0.7344955834780499,0.07010272813584209,-0.6667558819209424,0.6572570137178826,0.4262,10.0
v1_common,5,ETH_USDT_SWAP,recent,1,1,0,0.0,-0.4092089511997807,-79.100053158777,-0.4092089511997807,0.0,0,0,0.0193299909317378,0.016129032258064516,0.10346616338635792,1.0,-1.2456739409499398,0.836464989750159,,,,1.0
v1_common,5,BTC_USDT_SWAP,full,53,53,0,0.2641509433962264,-0.5349991175397376,-22.80114632894268,-28.354953229606096,0.41359996224898943,0,0,0.006161684204006,0.05494600431965443,0.32458657954260395,53.0,-0.9369351809279403,0.4019360633882027,-0.48836693177265145,1.0997635218098134,0.1929,21.0
v1_common,5,BTC_USDT_SWAP,earlier,31,31,0,0.25806451612903225,-0.4245217704160134,-19.99934118509184,-13.160174882896415,0.5092675284620402,0,0,0.0073404255319148,0.05281090289608177,0.2724637681159455,31.0,-0.46774262977786923,0.04322085936185578,-1.4669657909401803,0.977965826667251,0.4706,15.0
v1_common,5,BTC_USDT_SWAP,later,22,22,0,0.2727272727272727,-0.6906717430322579,-26.749144486187046,-15.194778346709672,0.2944760387579575,0,0,0.004751750866551449,0.0582652836018539,0.42089748729850524,22.0,-1.598070139366677,0.9073983963344188,-0.006195851798302288,1.6483848880985275,0.0779,6.0
v1_common,5,BTC_USDT_SWAP,recent,7,7,0,0.42857142857142855,-0.6346110165070938,-5.716332385089004,-4.442277115549657,0.35929119905996343,0,0,0.0045148847941883,0.11290322580645161,0.4429791879904582,7.0,-2.530307706784625,1.8956966902775314,1.0168369512456612,2.0421733134495095,0.2469,2.0
v1_native,1,all,full,280,280,0,0.2571428571428571,-0.8326627025881749,-25.895504763694234,-233.14555672468896,0.3282489056168378,1,0,0.00341184416597525,0.14514038876889848,0.5861932440951081,,,,,,,
v1_native,1,all,earlier,145,145,0,0.2689655172413793,-0.742234797757733,-27.898729490184344,-107.6240456748713,0.3694057668055573,1,0,0.0036518812055288,0.12350936967632027,0.54766294067071,,,,,,,
v1_native,1,all,later,135,135,0,0.24444444444444444,-0.92978897073939,-23.74389302042708,-125.52151104981766,0.2884288620950369,0,0,0.0028012788645287,0.17876848377841537,0.7139596222729112,,,,,,,
v1_native,1,all,recent,18,18,0,0.3333333333333333,-0.6767956063493734,2.8548498279768872,-12.182320914288722,0.5298590481631829,0,0,0.00166209119641375,0.14516129032258066,1.2033034073673856,,,,,,,
v1_native,1,ETH_USDT_SWAP,full,156,156,0,0.2692307692307692,-0.6737546583245819,-25.465785830392427,-105.10572669863478,0.4067152999405385,1,0,0.004273080951334151,0.1617278617710583,0.4680463634501368,,,,,,,
v1_native,1,ETH_USDT_SWAP,earlier,81,81,0,0.30864197530864196,-0.4670289048580648,-22.39204924194884,-37.82934129350325,0.5479956238940554,1,0,0.0044891027886504,0.13798977853492334,0.44552332485157425,,,,,,,
v1_native,1,ETH_USDT_SWAP,later,75,75,0,0.22666666666666666,-0.8970184720684201,-28.785421345911494,-67.2763854051315,0.28020920131803617,0,0,0.0035149226084521,0.19863164864268373,0.569002570694084,,,,,,,
v1_native,1,ETH_USDT_SWAP,recent,11,11,0,0.36363636363636365,-0.12129500699937158,12.028380237092,-1.3342450769930874,0.9025682609232951,0,0,0.002359986193278,0.1774193548387097,0.8474625850340326,,,,,,,
v1_native,1,BTC_USDT_SWAP,full,124,124,0,0.24193548387096775,-1.0325792744036628,-26.436118905590057,-128.03983002605418,0.24643596539535956,0,0,0.0027892162056036,0.12855291576673866,0.7170473181612648,,,,,,,
v1_native,1,BTC_USDT_SWAP,earlier,64,64,0,0.21875,-1.090542255958876,-34.86812167935739,-69.79470438136806,0.19756292631537245,0,0,0.0029257717149425,0.10902896081771721,0.6835803319122955,,,,,,,
v1_native,1,BTC_USDT_SWAP,later,60,60,0,0.26666666666666666,-0.9707520940781024,-17.441982613571565,-58.24512564468614,0.2976924242670367,0,0,0.00249396947228345,0.158905318914147,0.8019344351351754,,,,,,,
v1_native,1,BTC_USDT_SWAP,recent,7,7,0,0.2857142857142857,-1.549725119613662,-11.56069795777543,-10.848075837295635,0.11211678384829978,0,0,0.0013943408885837,0.11290322580645161,1.4343694690266864,,,,,,,
v1_native,3,all,full,163,163,0,0.2392638036809816,-0.6174762689706565,-40.62267456663437,-100.64863184221701,0.43248743838637527,2,0,0.0057764322768828,0.08449244060475161,0.34623447556097414,,,,,,,
v1_native,3,all,earlier,100,100,0,0.21,-0.7488881620629043,-52.48691254824616,-74.88881620629043,0.3295913566770752,1,0,0.0061729563605981,0.08517887563884156,0.3239938666610336,,,,,,,
v1_native,3,all,later,63,63,0,0.2857142857142857,-0.4088859624750251,-21.790550786298194,-25.759815635926582,0.6075847070232205,1,0,0.0049858457468687,0.08342529242992718,0.40113555483662444,,,,,,,
v1_native,3,all,recent,14,14,0,0.35714285714285715,-0.3307170958488701,28.803967660404567,-4.630039341884181,0.711829878311478,0,0,0.0045302481823142,0.11290322580645161,0.44147691682938534,,,,,,,
v1_native,3,ETH_USDT_SWAP,full,81,81,0,0.19753086419753085,-0.7640128318526889,-61.35606892969793,-61.885039380067795,0.27805402340949786,0,0,0.0068708696108255,0.08397408207343413,0.2910839694656511,,,,,,,
v1_native,3,ETH_USDT_SWAP,earlier,54,54,0,0.18518518518518517,-0.7728061403308132,-66.86724027439392,-41.73153157786391,0.2751585554064822,0,0,0.0072118600792615,0.0919931856899489,0.2773209654678716,,,,,,,
v1_native,3,ETH_USDT_SWAP,later,27,27,0,0.2222222222222222,-0.74642621489644,-50.33372624030592,-20.15350780220388,0.2839766805940412,0,0,0.0050491447408092,0.07150739351136615,0.39610668789809156,,,,,,,
v1_native,3,ETH_USDT_SWAP,recent,5,5,0,0.4,-0.5113769091215142,-22.5375373105278,-2.5568845456075713,0.4102454403761136,0,0,0.0043764684203253,0.08064516129032258,0.45698947368420434,,,,,,,
v1_native,3,BTC_USDT_SWAP,full,82,82,0,0.2804878048780488,-0.4727267373432832,-20.14212647629109,-38.76359246214922,0.5769585834571044,2,0,0.0050833399195587495,0.08501079913606911,0.393442113187191,,,,,,,
v1_native,3,BTC_USDT_SWAP,earlier,46,46,0,0.2391304347826087,-0.7208105354005766,-35.605658261029205,-33.157284628426524,0.3874836458938141,1,0,0.0052237804913991,0.07836456558773425,0.3828644797178938,,,,,,,
v1_native,3,BTC_USDT_SWAP,later,36,36,0,0.3333333333333333,-0.155730773158964,-0.3831691957923861,-5.606307833722704,0.8504898058085579,1,0,0.0049365787271712005,0.09534319134848819,0.4051388847486398,,,,,,,
v1_native,3,BTC_USDT_SWAP,recent,9,9,0,0.3333333333333333,-0.23035053291962335,57.327025977589216,-2.07315479627661,0.8232834880167506,0,0,0.0047254477617728,0.14516129032258066,0.4232403151674413,,,,,,,
v1_native,5,all,full,109,109,0,0.3211009174311927,-0.2765643500371206,-5.5231608056342765,-30.145514154046147,0.6943283913673671,2,0,0.0087754954735918,0.05650107991360691,0.22790735930736025,,,,,,,
v1_native,5,all,earlier,65,65,0,0.35384615384615387,0.07324725117413763,29.735333109993412,4.761071326318946,1.0895334451696164,2,0,0.0092255654281098,0.05536626916524702,0.2167888803764925,,,,,,,
v1_native,5,all,later,44,44,0,0.2727272727272727,-0.7933314881901158,-57.609572271902465,-34.906585480365095,0.231879163260987,0,0,0.0067524549210899,0.0582652836018539,0.29618857487717726,,,,,,,
