arm,timeframe_min,scope,period,entries,closed,censored,win_rate,mean_net_r,mean_net_bp,sum_net_r,pf_r,gt5r,gt10r,median_risk_frac,trades_per_symbol_day,median_cost_r,matched,control_mean_r,excess_r,excess_ci_low,excess_ci_high,excess_p_one_sided,months
v126,1,all,full,2732,2731,1,0.1882094470889784,-1.2528313334729557,-19.287088650136013,-3421.482371714642,0.25253364224379243,49,14,0.001887670372654,1.4161555075593952,1.0595070140281264,2731.0,-1.6548997870946585,0.40206845362170285,0.24779898726067282,0.5685776254749162,0.0,32.0
v126,1,all,earlier,1651,1651,0,0.20775287704421563,-1.0789260348564496,-17.693563830276304,-1781.306883547998,0.3044235433906748,30,8,0.0019984851431437,1.4063032367972743,1.0007580025608382,1651.0,-1.3705564712014138,0.29163043634496416,0.09703373783128633,0.47679216839719285,0.0043,20.0
v126,1,all,later,1081,1080,1,0.15833333333333333,-1.5186810075617074,-21.723115944199325,-1640.175488166644,0.18663575752967754,19,6,0.0017221968594435498,1.4314720812182742,1.161307424893464,1080.0,-2.089576467224054,0.5708954596623468,0.32897852594744936,0.8692548979252459,0.0,13.0
v126,1,all,recent,152,151,1,0.1456953642384106,-1.755877142641953,-16.553756017205036,-265.1374485389349,0.2533764124162232,6,2,0.0014935340197085,1.2258064516129032,1.339105754276926,151.0,-2.9344865857983575,1.178609443156405,0.12127505881981038,2.0959333840789554,0.1251,3.0
v126,1,ETH_USDT_SWAP,full,1494,1494,0,0.19544846050870146,-1.0403840800543904,-20.470049668504892,-1554.3338156012592,0.29345596191945356,26,7,0.0022276606731083002,1.5488552915766738,0.897802804593825,1494.0,-1.2308308381943738,0.19044675813998335,-0.016986355960014746,0.40241816709021105,0.0471,32.0
v126,1,ETH_USDT_SWAP,earlier,900,900,0,0.21222222222222223,-0.8849915122874729,-19.229482660543603,-796.4923610587256,0.35082241456299684,14,4,0.00238295509747375,1.5332197614991483,0.8392940354269649,900.0,-0.9775886588832043,0.09259714659573137,-0.17873319729506082,0.37871017032883975,0.2576,20.0
v126,1,ETH_USDT_SWAP,later,594,594,0,0.17003367003367004,-1.2758273645497198,-22.349696650264416,-757.8414545425336,0.22111742435897172,12,3,0.00199510742139065,1.5731626572500552,1.002452288311343,594.0,-1.6145311098779638,0.3387037453282439,0.04096561235105571,0.6407878236654792,0.0237,13.0
v126,1,ETH_USDT_SWAP,recent,79,79,0,0.17721518987341772,-1.239243581728893,-15.267034916828322,-97.90024295658255,0.3191121373906187,3,1,0.0017877094972067,1.2741935483870968,1.1187500000000024,79.0,-2.254191075044592,1.0149474933156992,0.1939374215676366,1.8000536792120665,0.122,3.0
v126,1,BTC_USDT_SWAP,full,1238,1237,1,0.17946645109135004,-1.5094167793964293,-17.85835480903407,-1867.148556113383,0.21466851329923878,23,7,0.0015441699048391,1.2834557235421167,1.295194261805275,1237.0,-2.1670736025005,0.6576568231040706,0.4640754275614991,0.8722330613240694,0.0,32.0
v126,1,BTC_USDT_SWAP,earlier,751,751,0,0.20239680426098536,-1.3113375798791913,-15.852915431820152,-984.8145224892727,0.261748350241286,16,4,0.0015968841285296,1.2793867120954003,1.252439024390321,751.0,-1.841489934698602,0.5301523548194109,0.30177651696129415,0.7581311139300857,0.0004,20.0
v126,1,BTC_USDT_SWAP,later,487,486,1,0.1440329218106996,-1.815502126798581,-20.957295081230885,-882.3340336241104,0.15448563903496612,7,3,0.00145146954955375,1.2897815051864931,1.377913853318448,486.0,-2.670187459535942,0.8546853327373615,0.4777499429879568,1.383915763017807,0.0,13.0
v126,1,BTC_USDT_SWAP,recent,73,72,1,0.1111111111111111,-2.3227389664215603,-17.965575002340596,-167.23720558235235,0.20865204395495787,3,1,0.0011531461817544499,1.1774193548387097,1.7343854852444707,72.0,-3.680921937875406,1.3581829714538456,-1.020621888540489,2.401357595554453,0.2526,3.0
v126,3,all,full,1044,1043,1,0.23298178331735378,-0.7448684425660084,-20.48608883474777,-776.8977855963467,0.39131635626437644,26,7,0.0033130414927211,0.5411663066954644,0.6036749024707626,1043.0,-0.971367532921456,0.22649909035544777,0.04242866525884288,0.4148865337460075,0.0131,32.0
v126,3,all,earlier,635,635,0,0.23307086614173228,-0.7269285324679307,-21.58270353207184,-461.59961811713595,0.3901766768148971,14,4,0.0034473958226994,0.540885860306644,0.5801480604086676,635.0,-0.7736429601307021,0.04671442766277143,-0.10032498200820862,0.19072799087017292,0.2708,20.0
v126,3,all,later,409,408,1,0.23284313725490197,-0.7727896261745362,-18.779347822981137,-315.29816747921075,0.3929771958507371,12,3,0.0030890568480685,0.541602295299051,0.6474468092908499,408.0,-1.279100630279615,0.5063110041050788,0.11926691828673427,0.8796926875800055,0.0157,13.0
v126,3,all,recent,74,73,1,0.2465753424657534,-0.9570105152168491,-19.986153560043167,-69.86176761082999,0.337613629106528,3,0,0.0026683406776968,0.5967741935483871,0.7495294797687964,73.0,-1.9111165489769302,0.9541060337600812,0.30748983256536433,1.5816792326267195,0.1232,3.0
v126,3,ETH_USDT_SWAP,full,515,514,1,0.24708171206225682,-0.5851829292301777,-23.00402437716113,-300.7840256243113,0.4657985192314258,15,4,0.00411542778222395,0.5339092872570195,0.4859762109394162,514.0,-0.8038822654996669,0.21869933626948926,0.02044875067130516,0.4215459517913866,0.0254,32.0
v126,3,ETH_USDT_SWAP,earlier,299,299,0,0.26755852842809363,-0.49257293036926963,-24.353345162965923,-147.27930618041162,0.5132985535966191,7,3,0.0042859919957787,0.5093696763202725,0.46663642908568476,299.0,-0.5610679933397758,0.06849506297050621,-0.14742765325340246,0.2797931812559046,0.261,20.0
v126,3,ETH_USDT_SWAP,later,216,215,1,0.2186046511627907,-0.7139754392739521,-21.127527098297715,-153.50471944389972,0.4106092561144486,8,1,0.0038294960874706,0.5720591480909292,0.5222619254119696,215.0,-1.1415635091080738,0.42758806983412145,0.09745702611530808,0.7699760063194716,0.0165,13.0
v126,3,ETH_USDT_SWAP,recent,37,36,1,0.2222222222222222,-0.890790082537368,-20.445593299417332,-32.06844297134525,0.32282813487073153,1,0,0.00342379844673285,0.5967741935483871,0.584146535234425,36.0,-1.5410478664166714,0.6502577838793034,0.25714909045190026,1.7793319499453852,0.131,3.0
v126,3,BTC_USDT_SWAP,full,529,529,0,0.21928166351606806,-0.9000260112892918,-18.039550330399056,-476.1137599720354,0.33252310696392784,11,3,0.0027398055434625,0.5484233261339093,0.7299788135593187,529.0,-1.1341036906810018,0.2340776793917099,-0.0449494300939012,0.5258700097467578,0.0624,32.0
v126,3,BTC_USDT_SWAP,earlier,336,336,0,0.20238095238095238,-0.9354771188592986,-19.117162318865493,-314.32031193672435,0.30817170300011987,7,1,0.00295057092414145,0.5724020442930153,0.6778349178581278,336.0,-0.9628093740309609,0.027332255171662188,-0.22260215930185406,0.2529647637652916,0.4165,20.0
v126,3,BTC_USDT_SWAP,later,193,193,0,0.24870466321243523,-0.8383080209083474,-16.16350044374246,-161.79344803531106,0.3752446733460827,4,2,0.002456552900876,0.5111454425071729,0.8141489643014834,193.0,-1.4323155580095701,0.594007537101223,-0.024004717821213436,1.1910711980405464,0.043,13.0
v126,3,BTC_USDT_SWAP,recent,37,37,0,0.2702702702702703,-1.0214412064725602,-19.539131110922355,-37.79332463948473,0.34966228652262143,2,0,0.002073572418039,0.5967741935483871,0.964519002375341,37.0,-2.2711833752517765,1.2497421687792163,-0.5756154378626481,2.3001041232970456,0.2474,3.0
v126,5,all,full,491,491,0,0.26476578411405294,-0.45223650465051457,-16.42157633417865,-222.04812378340264,0.558779392579635,15,2,0.0046732642896019,0.25451403887688984,0.42796637982791547,491.0,-0.4480048467108427,-0.004231657939671829,-0.42092248909294916,0.31564596328406375,0.5129,32.0
v126,5,all,earlier,313,313,0,0.268370607028754,-0.4302623821632264,-19.787564290674652,-134.67212561708985,0.5661251554043901,11,1,0.0050384893657239,0.2666098807495741,0.3969443725743881,313.0,-0.22134006616625274,-0.20892231599697367,-0.7943083267821203,0.2740258538173475,0.7353,20.0
v126,5,all,later,178,178,0,0.25842696629213485,-0.4908763941927685,-10.502732343261512,-87.3759981663128,0.5469572223912768,4,1,0.00402538851810845,0.23570955638931804,0.4968464512190267,178.0,-0.8465783091291387,0.3557019149363702,0.08865841669703231,0.6880044859942225,0.0232,13.0
v126,5,all,recent,27,27,0,0.1111111111111111,-0.20934738921674306,17.415400956277736,-5.6523795088520625,0.847312963998382,1,1,0.0039307840205085,0.21774193548387097,0.508804347826079,27.0,-0.9270235945155759,0.7176762052988329,-0.3588420464120771,1.3464531378097386,0.5006,3.0
v126,5,ETH_USDT_SWAP,full,241,241,0,0.2821576763485477,-0.26197385443549037,-15.822298891607302,-63.13569891895318,0.7147253841259337,7,2,0.0056142003725671,0.24984881209503237,0.3562395118230341,241.0,-0.291934008958783,0.02996015452329255,-0.7763954539618587,0.5805263636175487,0.4839,32.0
v126,5,ETH_USDT_SWAP,earlier,152,152,0,0.28289473684210525,-0.32299006867727004,-24.832007398440755,-49.094490438945044,0.6517649631820776,5,1,0.006128229417357051,0.25894378194207834,0.3263585391133332,152.0,-0.030672414328348458,-0.2923176543489216,-1.4068369207696478,0.4251387548548018,0.5782,20.0
v126,5,ETH_USDT_SWAP,later,89,89,0,0.2808988764044944,-0.15776638741582164,-0.43493155409398576,-14.041208480008127,0.825215954390351,2,1,0.0051245109752383,0.23570955638931804,0.39028114285714766,89.0,-0.7381335863051429,0.5803671988893214,0.024720641443268153,1.1882175753151356,0.0351,13.0
v126,5,ETH_USDT_SWAP,recent,14,14,0,0.14285714285714285,1.1495023961635151,76.01877372987327,16.093033546289213,2.1048364307666905,1,1,0.0042715197112323,0.22580645161290322,0.46821743435734153,14.0,-0.3598506435872585,1.5093530397507737,-0.5360510242517077,2.200533789780923,0.3731,3.0
v126,5,BTC_USDT_SWAP,full,250,250,0,0.248,-0.6356496994577978,-16.99927978881742,-158.91242486444946,0.4363672697440699,8,0,0.003818951902153,0.25917926565874727,0.5237038986724252,250.0,-0.5984571343038283,-0.037192565153969556,-0.3901330630183031,0.2877728763062959,0.5778,32.0
v126,5,BTC_USDT_SWAP,earlier,161,161,0,0.2546583850931677,-0.5315381066965517,-15.02510868582715,-85.57763517814482,0.49485804778597003,6,0,0.0040475546973451,0.27427597955706984,0.4941255028157751,161.0,-0.40134927783930513,-0.13018882885724647,-0.6484102090866659,0.3295754188192603,0.6794,20.0
v126,5,BTC_USDT_SWAP,later,89,89,0,0.23595505617977527,-0.8239864009697154,-20.570533132429034,-73.33478968630467,0.3483099926184224,2,0,0.0033663924679112,0.23570955638931804,0.5941077931537116,89.0,-0.9550230319531344,0.13103663098341894,-0.19714485664603648,0.4787677450405652,0.2524,13.0
v126,5,BTC_USDT_SWAP,recent,13,13,0,0.07692307692307693,-1.6727240811647137,-45.695923569132844,-21.745413055141277,0.031531100446040614,0,0,0.0024878685617163,0.20967741935483872,0.8039009900990367,13.0,-1.5378252339768406,-0.1348988471878729,-1.2742328464412498,0.126337920708047,0.8718,3.0
v1_common,1,all,full,280,280,0,0.2392857142857143,-0.8241365235445646,-25.42228295150571,-230.75822659247808,0.30035251619798276,1,0,0.00341184416597525,0.14514038876889848,0.5861932440951081,280.0,-2.825566694501583,2.001430170957019,0.5113503798161775,4.711951646027746,0.0,32.0
v1_common,1,all,earlier,145,145,0,0.25517241379310346,-0.7435561639435198,-24.99291532775308,-107.81564377181036,0.34376054448632154,1,0,0.0036518812055288,0.12350936967632027,0.54766294067071,145.0,-1.4470837532287735,0.7035275892852537,0.3008988017491837,1.0865258165864247,0.0018,19.0
v1_common,1,all,later,135,135,0,0.2222222222222222,-0.910685798671613,-25.8834555844252,-122.94258282066775,0.2572682017869575,0,0,0.0028012788645287,0.17876848377841537,0.7139596222729112,135.0,-4.306159483276082,3.39547368460447,0.4454732635036026,9.111836937287023,0.0052,13.0
v1_common,1,all,recent,18,18,0,0.3333333333333333,-0.6448310677952926,4.761542020997332,-11.606959220315268,0.5418914205968596,0,0,0.00166209119641375,0.14516129032258066,1.2033034073673856,18.0,-19.752151924530544,19.107320856735253,-3.507124711994642,30.007523427391927,0.5052,3.0
v1_common,1,ETH_USDT_SWAP,full,156,156,0,0.2564102564102564,-0.6672886500077863,-25.843246053812514,-104.09702940121466,0.37572306119153087,1,0,0.004273080951334151,0.1617278617710583,0.4680463634501368,156.0,-1.1570230677206048,0.4897344177128183,-0.003491072944379145,0.9667274467020768,0.025,32.0
v1_common,1,ETH_USDT_SWAP,earlier,81,81,0,0.2962962962962963,-0.44997639576686826,-19.384917957871657,-36.44808805711633,0.531973714566597,1,0,0.0044891027886504,0.13798977853492334,0.44552332485157425,81.0,-1.0596320815049358,0.6096556857380676,-0.04348883882190401,1.271708646371165,0.0485,19.0
v1_common,1,ETH_USDT_SWAP,later,75,75,0,0.21333333333333335,-0.9019858845879781,-32.81824039742864,-67.64894134409836,0.2388047960605858,0,0,0.0035149226084521,0.19863164864268373,0.569002570694084,75.0,-1.262205332833527,0.3602194482455492,-0.3023517270840659,0.9276329357633804,0.1476,13.0
v1_common,1,ETH_USDT_SWAP,recent,11,11,0,0.36363636363636365,-0.06898939845633029,15.148422007489092,-0.7588833830196331,0.9421529465713432,0,0,0.002359986193278,0.1774193548387097,0.8474625850340326,11.0,-0.14612069209899847,0.0771312936426681,-3.507124711994642,2.1252775825782737,0.4983,2.0
v1_common,1,BTC_USDT_SWAP,full,124,124,0,0.21774193548387097,-1.0214612676714792,-24.89268420989393,-126.66119719126343,0.22328314005097633,0,0,0.0027892162056036,0.12855291576673866,0.7170473181612648,124.0,-4.924702224967977,3.903240957296496,0.7896040638200182,10.6600034340295,0.0,29.0
v1_common,1,BTC_USDT_SWAP,earlier,64,64,0,0.203125,-1.115118058042094,-32.09053699900927,-71.36755571469402,0.17414900792295887,0,0,0.0029257717149425,0.10902896081771721,0.6835803319122955,64.0,-1.9374522752542553,0.822334217212161,0.2992188059975455,1.3903698779643276,0.0085,18.0
