open_time,open,high,low,close,volume
2026-02-11 03:15:00+00:00,0.07673,0.07691,0.0755,0.07565,60861
2026-02-11 03:30:00+00:00,0.07562,0.07682,0.07555,0.07679,28639
2026-02-11 03:45:00+00:00,0.07678,0.07683,0.07614,0.07637,18895
2026-02-11 04:00:00+00:00,0.07638,0.0773,0.07632,0.07668,32560
2026-02-11 04:15:00+00:00,0.07669,0.077,0.07622,0.07637,44990
2026-02-11 04:30:00+00:00,0.07637,0.07637,0.07523,0.07557,31307
2026-02-11 04:45:00+00:00,0.07545,0.07578,0.07459,0.07512,54000
2026-02-11 05:00:00+00:00,0.07511,0.07575,0.07503,0.07518,18082
2026-02-11 05:15:00+00:00,0.07517,0.07536,0.07479,0.07484,5152
2026-02-11 05:30:00+00:00,0.07486,0.07488,0.07396,0.07401,11276
2026-02-11 05:45:00+00:00,0.07404,0.07438,0.07386,0.07416,10910
2026-02-11 06:00:00+00:00,0.07414,0.07459,0.07361,0.07375,39116
2026-02-11 06:15:00+00:00,0.0737,0.07447,0.07338,0.0743,35046
2026-02-11 06:30:00+00:00,0.07425,0.07428,0.07372,0.07373,6154
2026-02-11 06:45:00+00:00,0.07375,0.07376,0.0733,0.07368,18404
2026-02-11 07:00:00+00:00,0.07368,0.07437,0.07335,0.07346,16848
2026-02-11 07:15:00+00:00,0.07354,0.07409,0.07346,0.07386,15572
2026-02-11 07:30:00+00:00,0.07385,0.07481,0.07382,0.07453,13013
2026-02-11 07:45:00+00:00,0.07452,0.07464,0.07435,0.07446,9261
2026-02-11 08:00:00+00:00,0.0744,0.07473,0.07421,0.07465,12799
2026-02-11 08:15:00+00:00,0.07462,0.07475,0.07384,0.07445,26699
2026-02-11 08:30:00+00:00,0.07446,0.0749,0.07432,0.07453,14500
2026-02-11 08:45:00+00:00,0.07458,0.07628,0.07456,0.07614,12271
2026-02-11 09:00:00+00:00,0.07611,0.07641,0.07576,0.07615,17370
2026-02-11 09:15:00+00:00,0.07615,0.07627,0.0748,0.07517,23481
2026-02-11 09:30:00+00:00,0.07519,0.07541,0.07447,0.07457,37484
2026-02-11 09:45:00+00:00,0.07457,0.07488,0.0743,0.07465,13828
2026-02-11 10:00:00+00:00,0.07466,0.07474,0.07415,0.07434,9098
2026-02-11 10:15:00+00:00,0.07432,0.07466,0.07371,0.07452,15740
2026-02-11 10:30:00+00:00,0.07451,0.0746,0.07392,0.07433,6680
