signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1690,2024-10-11 16:00:00+00:00,1691,2024-10-11 20:00:00+00:00,8.242,7.863,0.37900000000000045,0.045983984469788936,1724,2024-10-17 08:00:00+00:00,7.863,initial_stop,-0.04598398446978891,-0.04798398446978891,-0.9999999999999994,-1.0434934036939307,False,0.9445910290237424,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:1690,ZENUSDT,ZEN,4h,,1690,0
2849,2025-04-22 20:00:00+00:00,2850,2025-04-23 00:00:00+00:00,9.341,8.436,0.9049999999999994,0.09688470185205005,2914,2025-05-03 16:00:00+00:00,8.436,initial_stop,-0.09688470185205,-0.09888470185205,-0.9999999999999996,-1.0206430939226516,False,0.8154696132596705,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:2849,ZENUSDT,ZEN,4h,,2849,0
2944,2025-05-08 16:00:00+00:00,2945,2025-05-08 20:00:00+00:00,9.184,8.239,0.9449999999999985,0.10289634146341448,2970,2025-05-13 00:00:00+00:00,9.652000000000001,trailing_stop,0.050958188153310324,0.04895818815331032,0.49523809523809814,0.47580105820106106,False,2.3322751322751367,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:2944,ZENUSDT,ZEN,4h,,2944,0
3021,2025-05-21 12:00:00+00:00,3022,2025-05-21 16:00:00+00:00,9.86,8.972,0.8879999999999999,0.09006085192697769,3045,2025-05-25 12:00:00+00:00,8.972,initial_stop,-0.09006085192697766,-0.09206085192697766,-0.9999999999999997,-1.0222072072072068,False,1.1554054054054053,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:3021,ZENUSDT,ZEN,4h,,3021,0
3363,2025-07-17 12:00:00+00:00,3364,2025-07-17 16:00:00+00:00,9.091,8.347,0.7439999999999998,0.0818391816081839,3403,2025-07-24 04:00:00+00:00,8.347,initial_stop,-0.08183918160818393,-0.08383918160818393,-1.0000000000000004,-1.0244381720430111,False,1.6155913978494627,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:3363,ZENUSDT,ZEN,4h,,3363,0
4416,2026-01-09 00:00:00+00:00,4417,2026-01-09 04:00:00+00:00,9.862,8.623,1.2390000000000008,0.12563374569052937,4425,2026-01-10 12:00:00+00:00,8.623,initial_stop,-0.12563374569052943,-0.12763374569052943,-1.0000000000000004,-1.0159192897497986,False,0.12025827280064491,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:4416,ZENUSDT,ZEN,4h,,4416,0
4445,2026-01-13 20:00:00+00:00,4446,2026-01-14 00:00:00+00:00,10.221,9.022,1.1989999999999998,0.11730750415810584,4476,2026-01-19 00:00:00+00:00,10.663,trailing_stop,0.043244300949026426,0.041244300949026425,0.36864053377814776,0.35159132610508687,False,3.3411175979983327,closed,v9_long,binance_um:ZENUSDT:4h:v9_long:4445,ZENUSDT,ZEN,4h,,4445,0
1690,2024-10-11 16:00:00+00:00,1691,2024-10-11 20:00:00+00:00,8.242,7.863,0.37900000000000045,0.045983984469788936,1724,2024-10-17 08:00:00+00:00,7.863,initial_stop,-0.04598398446978891,-0.04798398446978891,-0.9999999999999994,-1.0434934036939307,False,0.9445910290237424,closed,v10_4,binance_um:ZENUSDT:4h:joint:1690,ZENUSDT,ZEN,4h,,1690,0
2944,2025-05-08 16:00:00+00:00,2945,2025-05-08 20:00:00+00:00,9.184,8.239,0.9449999999999985,0.10289634146341448,2970,2025-05-13 00:00:00+00:00,9.652000000000001,trailing_stop,0.050958188153310324,0.04895818815331032,0.49523809523809814,0.47580105820106106,False,2.3322751322751367,closed,v10_4,binance_um:ZENUSDT:4h:joint:2944,ZENUSDT,ZEN,4h,,2944,0
