arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1690,closed,,ZENUSDT,ZEN,4h,2024-10-11 16:00:00+00:00
v9_long,2849,closed,,ZENUSDT,ZEN,4h,2025-04-22 20:00:00+00:00
v9_long,2944,closed,,ZENUSDT,ZEN,4h,2025-05-08 16:00:00+00:00
v9_long,3021,closed,,ZENUSDT,ZEN,4h,2025-05-21 12:00:00+00:00
v9_long,3363,closed,,ZENUSDT,ZEN,4h,2025-07-17 12:00:00+00:00
v9_long,4416,closed,,ZENUSDT,ZEN,4h,2026-01-09 00:00:00+00:00
v9_long,4445,closed,,ZENUSDT,ZEN,4h,2026-01-13 20:00:00+00:00
v10_4,1690,closed,,ZENUSDT,ZEN,4h,2024-10-11 16:00:00+00:00
v10_4,2944,closed,,ZENUSDT,ZEN,4h,2025-05-08 16:00:00+00:00
