signal_i,entry_i,entry_time,exit_i,exit_time,side,entry_price,initial_stop,initial_risk,exit_price,exit_reason,exit_at_open,gross_r,net_r,cost_r,mfe_r,winner,peak_known_gross_r,peak_known_net_r,peak_possible_upper_r,peak_exit_bar_uncertain,peak_bar_open,peak_is_intrabar,minutes_to_peak_lower,holding_minutes_lower,peak_to_exit_minutes_lower,max_closed_bar_r,giveback_r,gross_capture,net_capture,arm_bar_open,pre_peak_pullback_known_r,pre_peak_pullback_possible_r,peak_bar_close_r,peak_bar_4atr_r,peak_bar_protection_next_r,hit1_minutes_lower,hit2_minutes_lower,hit3_minutes_lower,hit4_minutes_lower,hit5_minutes_lower,hit6_minutes_lower,hit8_minutes_lower,hit10_minutes_lower,hit15_minutes_lower,hit20_minutes_lower
75041,75042,2024-02-24 08:00:00+00:00,75239,2024-02-26 09:15:00+00:00,1,2963.99,2943.66,20.329999999999927,3077.1,trailing_stop,False,5.563698967043804,5.272111165764898,0.2915878012788992,8.553861288735893,True,8.553861288735893,8.262273487456994,8.553861288735893,False,2024-02-26 00:30:00+00:00,True,2430.0,2955.0,525.0,7.747663551401907,2.9901623216920896,0.6504312823461763,0.6380944874033183,2024-02-25 01:45:00+00:00,2.4972946384653305,2.4972946384653305,7.74618789965571,2.5706559756613583,5.283325135268111,570.0,570.0,1080.0,1095.0,1830.0,2115.0,2160.0,,,
79671,79672,2024-04-12 13:30:00+00:00,79733,2024-04-13 04:45:00+00:00,-1,3478.1,3529.26,51.16000000000031,3255.26,trailing_stop,False,4.355746677091445,4.219777169663767,0.135969507427677,8.269937451133643,True,8.269937451133643,8.133967943705965,8.269937451133643,False,2024-04-12 18:30:00+00:00,True,300.0,915.0,615.0,6.217552775605898,3.914190774042198,0.5266964475643475,0.5187845832277979,2024-04-12 17:15:00+00:00,1.6110242376856836,1.6110242376856836,4.970484753713809,3.643835569565555,1.3266223612196928,165.0,225.0,225.0,225.0,300.0,300.0,300.0,,,
83871,83872,2024-05-26 07:30:00+00:00,84017,2024-05-27 19:45:00+00:00,1,3775.28,3750.22,25.059999999999945,3885.89,trailing_stop,False,4.4138068635275305,4.11250758180367,0.3012992817238634,8.114525139664819,True,8.114525139664819,7.813225857940956,8.114525139664819,False,2024-05-27 15:45:00+00:00,True,1935.0,2175.0,240.0,7.6843575418994465,3.7007182761372883,0.5439390213916878,0.5263520671969225,2024-05-26 14:45:00+00:00,2.987230646448517,2.987230646448517,7.559457302474063,3.2940391587695848,4.3898643256185155,30.0,210.0,435.0,450.0,1110.0,1140.0,1920.0,,,
89936,89937,2024-07-28 11:45:00+00:00,90041,2024-07-29 13:45:00+00:00,1,3264.73,3245.39,19.340000000000146,3351.53,trailing_stop,False,4.4881075491209685,4.150493278179919,0.3376142709410523,6.890899689762098,True,6.890899689762098,6.553285418821046,6.890899689762098,False,2024-07-29 09:45:00+00:00,True,1320.0,1560.0,240.0,6.777145811788996,2.4027921406411297,0.6513093719516785,0.6333454157604208,2024-07-29 02:15:00+00:00,1.472078593588396,1.4813857290589385,6.777145811788996,2.3178627588151226,4.459152016545997,405.0,750.0,900.0,915.0,975.0,1110.0,,,,
95963,95964,2024-09-29 06:30:00+00:00,96134,2024-10-01 01:00:00+00:00,-1,2661.61,2676.11,14.5,2628.9,trailing_stop,False,2.2558620689655196,1.8887434482758616,0.3671186206896552,6.060000000000024,True,6.060000000000024,5.692881379310369,6.060000000000024,False,2024-09-30 18:30:00+00:00,True,2160.0,2550.0,390.0,5.476551724137952,3.804137931034504,0.3722544668259919,0.3317728444404479,2024-09-30 01:45:00+00:00,3.32413793103447,3.32413793103447,5.36620689655172,3.25651199796603,2.2558620689655196,45.0,1080.0,1155.0,1170.0,2145.0,2160.0,,,,
85980,85981,2024-06-17 06:45:00+00:00,86133,2024-06-18 20:45:00+00:00,-1,3561.71,3598.36,36.65000000000009,3449.71,trailing_stop,False,3.055934515688942,2.8615710777626147,0.1943634379263296,5.885675306957695,True,5.885675306957695,5.691311869031365,5.885675306957695,False,2024-06-18 01:30:00+00:00,True,1125.0,2280.0,1155.0,5.097135061391527,2.829740791268753,0.519215613555236,0.5027963927497161,2024-06-18 00:30:00+00:00,0.8578444747612548,1.08103683492496,5.097135061391527,2.8733893302150544,2.2237380627557926,180.0,420.0,1080.0,1125.0,1125.0,,,,,
69888,69889,2024-01-01 15:45:00+00:00,69968,2024-01-02 11:30:00+00:00,1,2318.67,2298.82,19.84999999999991,2389.13,trailing_stop,False,3.5496221662468694,3.316003022670038,0.2336191435768272,5.747607052896759,True,5.747607052896759,5.513987909319932,5.747607052896759,False,2024-01-02 08:30:00+00:00,True,1005.0,1185.0,180.0,5.528463476070543,2.19798488664989,0.6175826102200013,0.6013801765987219,2024-01-02 00:00:00+00:00,1.4458438287153856,1.487153652392953,5.528463476070543,1.978710459497461,3.5496221662468694,240.0,495.0,510.0,555.0,990.0,,,,,
100404,100405,2024-11-14 12:45:00+00:00,100487,2024-11-15 09:15:00+00:00,-1,3185.08,3223.24,38.16000000000031,3106.31,trailing_stop,False,2.0642033542976765,1.89727044025156,0.1669329140461202,4.4585953878406315,True,4.4585953878406315,4.291662473794512,4.4585953878406315,False,2024-11-15 04:45:00+00:00,True,960.0,1230.0,270.0,4.171121593291373,2.394392033542955,0.46297167038909154,0.44208286458605667,2024-11-14 15:15:00+00:00,3.375262054507315,3.375262054507315,4.171121593291373,2.299072938003076,1.8718553459119303,105.0,120.0,165.0,645.0,,,,,,
91287,91288,2024-08-11 13:30:00+00:00,91363,2024-08-12 08:15:00+00:00,-1,2626.58,2656.6,30.019999999999985,2597.31,trailing_stop,False,0.975016655562958,0.8000279813457675,0.1749886742171886,4.049966688874084,True,4.0499666888740835,3.874978014656895,4.0499666888740835,False,2024-08-12 00:30:00+00:00,True,660.0,1125.0,465.0,2.977348434377087,3.0749500333111257,0.24074683336075015,0.2064600052747925,2024-08-11 20:15:00+00:00,1.8830779480346358,1.8830779480346358,2.934377081945376,2.763738708524009,0.17055296469020298,90.0,390.0,660.0,660.0,,,,,,
96635,96636,2024-10-06 06:30:00+00:00,96697,2024-10-06 21:45:00+00:00,1,2420.01,2410.41,9.600000000000364,2427.4700000000003,trailing_stop,False,0.7770833333333077,0.2729145833333153,0.504168749999981,3.957291666666494,True,3.957291666666494,3.453122916666513,3.957291666666494,False,2024-10-06 14:45:00+00:00,True,495.0,915.0,420.0,3.445833333333195,3.1802083333331863,0.19636746512240272,0.07903413516388075,2024-10-06 14:30:00+00:00,0.0,0.0,3.445833333333195,2.6680692568339692,0.7770833333333077,300.0,465.0,480.0,,,,,,,
