window,segment,n,wins,losses,net_r,winner_peak_mean,winner_peak_min,winner_peak_max,winner_peak_p10,winner_peak_p25,winner_peak_p50,winner_peak_p75,winner_peak_p90,winner_gross_mean,winner_net_mean,winner_net_median,winner_giveback_mean,winner_giveback_median,winner_giveback_max,winner_gross_capture_weighted,winner_net_capture_weighted,winner_net_total,winner_top1_net,winner_top3_net,winner_hold_median_minutes,winner_peak_time_median_minutes,uncertain_peak_n,uncertain_winner_peak_n
development,short,32,6,26,-18.24883820495164,5.418223977374981,3.7851690294438125,8.269937451133643,3.917567859158948,4.152123863615721,5.172135347399163,6.016418826739441,7.164968725566833,2.2063071465036685,1.9664548777832944,1.893006944263711,3.2119168308713135,3.1645197276697346,3.914190774042198,0.4072011706634135,0.3797438632102751,11.798729266699766,4.219777169663767,8.978618687677942,1177.5,810.0,0,0
development,long,34,8,26,-16.26061255824147,5.005512419533679,2.190913370998143,8.553861288735893,2.2137167287725017,2.330006062463878,4.852449359781627,7.196806052237778,8.246325984386141,2.7053435458295243,2.4449435790935157,2.361308104466134,2.3001688737041546,2.30038851364551,3.7007182761372883,0.5404728465505552,0.5152551395598646,19.559548632748125,5.272111165764898,13.535112025748486,1507.5,1320.0,1,0
validation,short,21,6,15,14.489710283888316,9.015942145733003,2.6344537815126143,35.59011893870061,2.710990566905094,2.796748710218556,3.439201106312422,5.6673602991076155,20.897634763981493,5.295325391333196,5.132429983767417,1.429702270037736,3.7206167543998077,1.7643263266297886,11.26440988106124,0.5873291227627639,0.5797360090329696,30.794579902604504,23.996340347666816,28.10186425110363,1350.0,1020.0,0,0
validation,long,19,3,16,-12.558931579884204,3.612361271532245,2.9111866969009776,4.269591611479016,3.060210458764131,3.28374610155886,3.6563055062167424,3.962948558847879,4.146934390426561,2.1506837199238342,2.034041041033916,1.6605253108348357,1.461677551608411,1.5978835978835948,1.8314831261101494,0.5953678378939061,0.5818663565525837,6.102123123101748,3.235315121412799,6.102123123101748,990.0,450.0,0,0
common,short,10,6,4,13.121424201265494,5.597197238164784,2.1378151260504157,16.36304489264789,2.2809654408387177,2.5023428720835925,3.7096044860932027,5.099795199541004,10.80102178756243,3.1050020309587203,2.9481628812497913,1.8844760459022205,2.492195207206064,1.8777237988722735,6.1688353936238975,0.5547422931225472,0.5419060351019234,17.688977287498748,10.048275862068882,16.46914529978404,2302.5,1702.5,0,0
common,long,7,3,4,9.618488828436274,7.937461784659653,5.846959122632118,9.582578697714501,6.354136804832161,7.114903328132227,8.382847533632336,8.98271311567342,9.342632464898069,4.61258778177137,4.404497898345516,5.322189736955579,3.3248740028882824,3.5508474576271065,4.089693833548921,0.5811162191276177,0.5698390444432428,13.213493695036549,5.8292600896861275,13.213493695036549,1410.0,735.0,0,0
available,short,63,18,45,9.362296280202177,6.677121120424256,2.1378151260504157,35.59011893870061,2.571352373746936,2.796748710218556,4.256292408241986,6.016418826739441,10.697869683587923,3.535544856265195,3.3490159142668343,1.866423884766483,3.1415762641590614,2.3170057053528024,11.26440988106124,0.5295013812839973,0.5159800249657713,60.28228645680302,23.996340347666816,38.264393379399465,1350.0,1042.5,0,0
available,long,60,14,46,-19.201055309689394,5.335254894631794,2.190913370998143,9.582578697714501,2.266096182819602,3.0974663992299187,5.008599332187888,7.808618777189139,8.502557162204827,2.995183062265844,2.776797532206173,2.648679494903821,2.3400718323659513,2.266032802069354,4.089693833548921,0.5613945577894555,0.5426750879027709,38.87516545088642,5.8292600896861275,16.423560992406603,1432.5,1162.5,1,0
