cycle_id,trades,net_pnl,finish_reason,recovered,balance_after
0,3,-2.4530147148494734,reset_net_win,False,997.5469852851505
1,1,1.8938324420676054,reset_net_win,True,999.4408177272181
2,6,-40.987166978598225,loss_cap,False,958.4536507486199
3,2,1.9656847099392962,reset_net_win,True,960.4193354585592
4,2,1.992002262708752,reset_net_win,True,962.411337721268
5,2,2.1749171075065306,reset_net_win,True,964.5862548287745
6,3,-2.03303143700316,reset_net_win,False,962.5532233917713
7,1,0.9536047400611096,reset_net_win,True,963.5068281318324
8,6,-37.108917315778854,loss_cap,False,926.3979108160536
9,4,-5.4521044669139656,reset_net_win,False,920.9458063491396
10,2,1.0552758387512995,reset_net_win,True,922.0010821878909
11,1,2.531298529411856,reset_net_win,True,924.5323807173028
12,2,2.4776745401030666,reset_net_win,True,927.0100552574058
13,6,-30.024847474185094,loss_cap,False,896.9852077832207
14,5,-2.176320615341183,reset_net_win,False,894.8088871678796
15,2,1.7627704632518544,reset_net_win,True,896.5716576311314
16,3,2.7547018214997934,reset_net_win,True,899.3263594526312
17,6,6.905853165558824,reset_net_win,True,906.23221261819
18,1,2.744935520361878,reset_net_win,True,908.9771481385519
19,1,2.760771712158771,reset_net_win,True,911.7379198507107
20,2,2.8038955237625487,reset_net_win,True,914.5418153744732
21,3,2.883023291290101,reset_net_win,True,917.4248386657633
22,4,1.768163743147511,reset_net_win,True,919.1930024089108
23,6,-23.3218655621298,loss_cap,False,895.871136846781
24,2,2.4721024835062053,reset_net_win,True,898.3432393302872
25,3,-0.6476768784350497,reset_net_win,False,897.6955624518522
26,4,-3.3295584362970203,reset_net_win,False,894.3660040155552
27,5,7.271223253303106,reset_net_win,True,901.6372272688583
28,2,0.11242559717447875,reset_net_win,True,901.7496528660328
29,4,3.1431520820201513,reset_net_win,True,904.8928049480529
30,4,2.8894079049534866,reset_net_win,True,907.7822128530064
31,3,1.487761091288803,reset_net_win,True,909.2699739442952
32,3,-2.811211564738187,reset_net_win,False,906.458762379557
33,2,-0.7990048163757137,reset_net_win,False,905.6597575631813
34,1,1.0138095238095275,reset_net_win,True,906.6735670869908
35,1,2.4112693935120433,reset_net_win,True,909.0848364805029
36,1,1.7876093294462407,reset_net_win,True,910.8724458099491
37,6,-0.12074769913851924,reset_net_win,False,910.7516981108106
38,2,-1.130373833560384,reset_net_win,False,909.6213242772502
39,4,-4.261799126762867,reset_net_win,False,905.3595251504873
40,1,0.5588640674393446,reset_net_win,True,905.9183892179267
41,4,1.5565852612220397,reset_net_win,True,907.4749744791487
42,6,-8.212851697313454,reset_net_win,False,899.2621227818353
43,4,2.569511828127702,reset_net_win,True,901.831634609963
44,6,-33.86413873489221,loss_cap,False,867.9674958750708
45,4,-2.2564624569239413,reset_net_win,False,865.7110334181468
46,1,0.8849848156182816,reset_net_win,True,866.5960182337651
47,3,-1.9563009355083523,reset_net_win,False,864.6397172982568
48,6,-27.210903471509596,loss_cap,False,837.4288138267472
49,2,-1.0099374948277955,reset_net_win,False,836.4188763319194
50,6,-32.211627832389354,loss_cap,False,804.20724849953
51,1,2.0592625250500305,reset_net_win,True,806.26651102458
52,2,1.9994764498878794,reset_net_win,True,808.2659874744679
53,2,2.6618422001087083,reset_net_win,True,810.9278296745766
54,6,-30.945699831829415,loss_cap,False,779.9821298427472
55,6,-49.198785018490184,loss_cap,False,730.783344824257
56,2,-0.8657890438799996,reset_net_win,False,729.917555780377
57,2,1.7154421158908235,reset_net_win,True,731.6329978962679
58,1,2.3061422087747587,reset_net_win,True,733.9391401050426
59,3,-8.542199443972436,unfinished,False,725.3969406610702
