cycle_id,trades,net_pnl,finish_reason,recovered,balance_after
0,5,-31.97635709365659,capacity,False,968.0236429063434
1,7,-37.0359689340504,loss_cap,False,930.987673972293
2,4,-20.72676884786415,capacity,False,910.2609051244289
3,6,-45.150337033335745,loss_cap,False,865.1105680910931
4,7,-33.82952766329379,loss_cap,False,831.2810404277993
5,6,-45.91068821939814,loss_cap,False,785.3703522084012
6,6,-37.72195979310982,loss_cap,False,747.6483924152914
7,6,-34.61849885848437,loss_cap,False,713.029893556807
8,6,-32.590162363232025,loss_cap,False,680.439731193575
9,2,0.17069245461595983,reset_recovery,True,680.6104236481909
10,6,-39.69478581690021,loss_cap,False,640.9156378312907
11,4,1.3772385686121424,reset_recovery,True,642.2928763999029
12,6,-43.07642933158854,loss_cap,False,599.2164470683143
13,1,0.7050434782610182,reset_recovery,True,599.9214905465753
14,6,-42.65671623753451,loss_cap,False,557.2647743090408
15,4,-17.849098799868216,capacity,False,539.4156755091726
16,6,-38.70198205980665,loss_cap,False,500.71369344936596
17,2,0.3615389622641487,reset_recovery,True,501.0752324116301
18,2,0.08404696969705583,reset_recovery,True,501.15927938132717
19,1,0.9607312500000944,reset_recovery,True,502.12001063132726
20,7,-40.63892653169256,loss_cap,False,461.4810840996347
21,6,-17.09889113483655,loss_cap,False,444.38219296479815
22,1,1.0454049079754668,reset_recovery,True,445.4275978727736
23,5,1.0542968406247724,reset_recovery,True,446.4818947133984
24,1,1.1577801608578966,reset_recovery,True,447.6396748742563
25,2,0.9189685507204786,reset_recovery,True,448.55864342497676
26,1,0.1823692579505405,reset_recovery,True,448.7410126829273
27,7,-18.991748399724145,loss_cap,False,429.74926428320316
28,2,0.02688515009845105,reset_recovery,True,429.7761494333016
29,1,1.2428983050847364,reset_recovery,True,431.01904773838635
30,1,0.8024444444445749,reset_recovery,True,431.8214921828309
31,1,0.11930370370367882,reset_recovery,True,431.9407958865346
32,1,0.12551515151517378,reset_recovery,True,432.0663110380498
33,11,-7.9431658114621655,loss_cap,False,424.1231452265876
34,4,2.563548330284334,reset_recovery,True,426.68669355687194
35,8,2.639129883825433,reset_recovery,True,429.3258234406974
36,1,1.4011543209876436,reset_recovery,True,430.726977761685
37,2,0.4917729244666589,reset_recovery,True,431.2187506861517
38,8,-17.631202874472706,loss_cap,False,413.587547811679
39,7,-25.029399316281513,loss_cap,False,388.55814849539746
40,5,3.049063934010917,reset_recovery,True,391.6072124294084
41,7,-15.613146796916283,loss_cap,False,375.9940656324921
42,1,0.22807932692307986,reset_recovery,True,376.2221449594152
43,2,0.32558831748042394,reset_recovery,True,376.5477332768956
44,1,0.0892648083623726,reset_recovery,True,376.63699808525797
45,6,-27.23085619707922,loss_cap,False,349.40614188817875
46,1,1.3493749999999523,reset_recovery,True,350.7555168881787
47,2,1.9534615887159248,reset_recovery,True,352.70897847689463
48,1,1.3615430183356239,reset_recovery,True,354.07052149523025
49,1,0.16610075187969642,reset_recovery,True,354.23662224710995
50,5,-15.268301386843802,capacity,False,338.96832086026615
51,2,0.849616007395241,reset_recovery,True,339.8179368676614
52,6,0.03314224108896724,reset_recovery,True,339.85107910875035
53,8,-8.395519302677599,capacity,False,331.45555980607276
54,3,1.21053296102491,reset_recovery,True,332.66609276709767
55,2,2.3518491637415764,reset_recovery,True,335.01794193083924
56,1,1.6857754532775289,reset_recovery,True,336.70371738411677
57,6,-27.660455158756065,loss_cap,False,309.0432622253607
58,6,-28.553233249774337,loss_cap,False,280.49002897558637
59,3,3.555475099647083,reset_recovery,True,284.04550407523345
