cycle_id,trades,net_pnl,finish_reason,recovered,balance_after
0,6,-31.14244520556099,loss_cap,False,968.857554794439
1,6,-15.345394135821039,loss_cap,False,953.512160658618
2,2,0.49114217096564516,reset_recovery,True,954.0033028295836
3,1,0.10225143586467311,reset_recovery,True,954.1055542654483
4,1,1.381777114427905,reset_recovery,True,955.4873313798762
5,9,-31.93522009346259,loss_cap,False,923.5521112864136
6,6,-36.53940343205079,loss_cap,False,887.0127078543628
7,1,0.9529771986971127,reset_recovery,True,887.9656850530599
8,1,0.03129852941174249,reset_recovery,True,887.9969835824717
9,2,0.9776745401030666,reset_recovery,True,888.9746581225747
10,6,-23.73664755304992,loss_cap,False,865.2380105695248
11,9,-10.224345558798518,loss_cap,False,855.0136650107263
12,13,11.940968549731565,reset_recovery,True,866.9546335604579
13,4,0.8780267159474988,reset_recovery,True,867.8326602764054
14,7,-26.269197304362365,loss_cap,False,841.563462972043
15,5,0.960552559488292,reset_recovery,True,842.5240155315313
16,9,-19.004029965588757,loss_cap,False,823.5199855659425
17,3,1.4308138939504715,reset_recovery,True,824.950799459893
18,10,-23.672999103893062,loss_cap,False,801.277800356
19,1,0.23633076923078988,reset_recovery,True,801.5141311252307
20,9,5.347200141388612,reset_recovery,True,806.8613312666193
21,1,1.4112693935120433,reset_recovery,True,808.2726006601314
22,1,0.787609329446127,reset_recovery,True,809.0602099895775
23,6,0.8606297573154507,reset_recovery,True,809.920839746893
24,11,0.06601571817952845,reset_recovery,True,809.9868554650725
25,7,-19.962291324276634,loss_cap,False,790.0245641407959
26,3,2.491598624864764,reset_recovery,True,792.5161627656606
27,7,-27.411541141287785,loss_cap,False,765.1046216243728
28,9,-25.31751457331268,loss_cap,False,739.7871070510602
29,1,0.19181117533719316,reset_recovery,True,739.9789182263974
30,9,-25.033022322151055,loss_cap,False,714.9458959042463
31,7,0.188484566222769,reset_recovery,True,715.1343804704691
32,1,0.10265809768645795,reset_recovery,True,715.2370385681555
33,1,0.0218445595854746,reset_recovery,True,715.258883127741
34,6,-34.63078315008772,loss_cap,False,680.6280999776533
35,6,-40.63790789348138,loss_cap,False,639.9901920841719
36,2,1.5169103162211286,reset_recovery,True,641.507102400393
37,2,0.21544211589070983,reset_recovery,True,641.7225445162837
38,1,1.306142208774645,reset_recovery,True,643.0286867250584
39,3,-8.542199443972208,unfinished,False,634.4864872810862
