profit_floor,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,p95_net_bp,p99_net_bp,max_net_bp,median_hold_bars,armed_events,armed_rate,armed_net_loss_rate,mean_exit_giveback_atr
none,525,3.817453945487762,-16.182546054512247,-60.51490907390543,0.24571428571428572,0.7024598904333891,306.9289548857827,444.0608452126972,599.8134838308599,21.0,233,0.4438095238095238,0.45064377682403434,3.67746491497422
break_even,525,1.2543380465953506,-18.745661953404657,-50.34498454363322,0.21142857142857144,0.6300680343802453,285.2622452634204,427.5144254614799,599.8134838308599,18.0,233,0.4438095238095238,0.5278969957081545,3.488797003469499
fee_cover,525,1.0398294975480902,-18.96017050245192,-50.34498454363322,0.4057142857142857,0.5905036298188442,227.49501437194849,421.17441450899474,599.8134838308599,15.0,233,0.4438095238095238,0.09012875536480687,3.2326822162035103
plus_0.5atr,525,1.861543204342005,-18.138456795658005,-50.34498454363322,0.24571428571428572,0.6191061302337052,260.92204058457213,426.01142485784544,599.8134838308599,16.0,233,0.4438095238095238,0.45064377682403434,3.344757712935494
plus_1atr,525,3.148756175359961,-16.851243824640047,-50.34498454363322,0.4038095238095238,0.6380059107140205,222.34701768468253,421.17441450899474,599.8134838308599,14.0,233,0.4438095238095238,0.0944206008583691,3.168066205421503
