time_block,role,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,p95_net_bp,p99_net_bp,max_net_bp,median_hold_bars,armed_events,armed_rate,armed_net_loss_rate,mean_exit_giveback_atr
2024H1,development,1711,0.51680255219882,-19.48319744780114,-61.913485510018,0.19696084161309177,0.672799789452854,304.4573104113575,593.7914049377439,1042.8121016501161,22.0,701,0.4097019286966686,0.5292439372325249,3.8227189051004844
2024H2,development,1726,-1.6706867364608309,-21.670686736460787,-61.59909086188,0.2253765932792584,0.6257979946566554,237.82450319841328,550.4930505816595,1218.165301415947,23.0,746,0.4322132097334878,0.49195710455764075,3.785186943624609
2025H1,development,1593,1.5417082453083197,-18.45829175469163,-53.267454283024,0.23540489642184556,0.6415493098420401,229.42315128570633,500.85168286071155,961.605118074281,22.0,710,0.44569993722536094,0.4802816901408451,3.705068165407645
2025H2,development,1602,-0.0295649401783432,-20.029564940178293,-48.834511043571,0.2103620474406991,0.574520806133533,183.30276323187792,396.61315173261556,796.806062061887,20.0,663,0.41385767790262173,0.502262443438914,3.7316633794130376
2026P1,development,523,24.552979314737218,4.552979314737277,-50.54189748047,0.25239005736137665,1.0839128285715807,406.8912186844621,816.7359069266308,1382.5592570004899,22.0,221,0.4225621414913958,0.416289592760181,3.83284924134262
2026-03,fresh_preholdout_validation_posthoc,267,7.309229984588369,-12.69077001541164,-65.92130969420572,0.26217228464419473,0.7868715925901948,336.4491961707274,434.5638647393831,599.8134838308599,20.0,126,0.47191011235955055,0.4444444444444444,3.7650405420770467
2026-04,fresh_preholdout_validation_posthoc,258,0.20387176548829652,-19.796128234511713,-50.72678624212455,0.22868217054263565,0.596413059872619,198.0723929124682,439.9620360896637,518.8213936601027,21.0,107,0.41472868217054265,0.45794392523364486,3.5868343241352485
