figure,symbol,timeframe,period,bars_after_v9,source,joint_reason,v9_net_r,joint_net_r,v9_mfe,joint_mfe,entry_premium_pct,joint_stop_above_v9_stop,matched,control_net_r,v9_max_close_r_before_exit,v9_held_bars,v9_mfe_rebuilt,v9_best_raw_trail_candidate_r,v9_h12_complete,v9_h12_close_r,v9_h12_close_return,v9_h12_max_r,v9_h12_min_r,v9_h12_first_touch,v9_h24_complete,v9_h24_close_r,v9_h24_close_return,v9_h24_max_r,v9_h24_min_r,v9_h24_first_touch,v9_h48_complete,v9_h48_close_r,v9_h48_close_return,v9_h48_max_r,v9_h48_min_r,v9_h48_first_touch,v9_post_exit48_complete,v9_post_exit48_max_r,v9_post_exit48_min_r,joint_max_close_r_before_exit,joint_held_bars,joint_mfe_rebuilt,joint_best_raw_trail_candidate_r,joint_h12_complete,joint_h12_close_r,joint_h12_close_return,joint_h12_max_r,joint_h12_min_r,joint_h12_first_touch,joint_h24_complete,joint_h24_close_r,joint_h24_close_return,joint_h24_max_r,joint_h24_min_r,joint_h24_first_touch,joint_h48_complete,joint_h48_close_r,joint_h48_close_return,joint_h48_max_r,joint_h48_min_r,joint_h48_first_touch,joint_post_exit48_complete,joint_post_exit48_max_r,joint_post_exit48_min_r
30,BSWUSDT,1h,earlier,4,本周期,opposite_v6_next_open,0.1137555555555584,-0.6190599999999997,1.6666666666666718,0.7800000000000017,5.92917924787264,True,True,-0.1841590909090923,1.1666666666666692,230,1.6666666666666718,,True,0.5925925925925954,0.04391984628053813,1.6666666666666718,-0.2,up_first,True,0.529629629629631,0.03925336261323098,1.6666666666666718,-0.2,up_first,True,0.740740740740743,0.05489980785067261,1.6666666666666718,-0.2,up_first,True,0.44074074074074304,-1.4370370370370382,0.32999999999999896,226,0.7799999999999999,,True,0.08000000000000129,0.006219227779217462,0.7799999999999999,-0.32000000000000056,neither,True,-0.1033333333333325,-0.008033169214822444,0.7799999999999999,-0.4266666666666651,neither,True,-0.17666666666666742,-0.013734128012438562,0.7799999999999999,-0.7333333333333328,neither,True,-0.3233333333333326,-2.0133333333333305
31,PHAUSDT,1h,earlier,53,上级 4h,initial_stop,-0.2205165975103734,-1.061650118203309,1.4242738589211617,0.3971631205673743,6.10301896004557,True,True,-1.0511467710371811,0.9968879668049805,106,1.4242738589211617,,True,-0.015560165975103468,-0.0012206037920090562,1.2790456431535284,-0.20020746887966825,up_first,True,0.48443983402489726,0.03800146472455057,1.4242738589211617,-0.20020746887966825,up_first,True,0.8962655601659764,0.0703067784197251,1.4242738589211617,-0.20020746887966825,up_first,True,0.27074688796680524,-1.1172199170124488,0.21040189125295497,15,0.39716312056737174,,True,0.21040189125295497,0.006825676815706672,0.39716312056737174,-0.5366430260047254,neither,True,-1.170212765957446,-0.03796303397499812,0.39716312056737174,-1.2907801418439697,down_first,True,-0.7068557919621713,-0.022931206380857327,0.39716312056737174,-1.2907801418439697,down_first,True,-0.12765957446808776,-2.950354609929071
32,JUPUSDT,1h,earlier,0,本周期,trailing_stop,3.241492753623197,3.241492753623197,7.0869565217391415,7.0869565217391415,0.0,False,True,-1.0511413612565443,5.782608695652185,120,7.0869565217391415,3.3042815241153294,True,0.4420289855072466,0.015897836851707092,0.7681159420289866,-0.26086956521739113,neither,True,1.1666666666666687,0.041959864477456366,1.3840579710144953,-0.26086956521739113,up_first,True,0.8188405797101486,0.02945009121709674,1.724637681159422,-0.26086956521739113,up_first,True,9.115942028985518,2.9275362318840616,5.782608695652185,120,7.0869565217391415,3.3042815241153294,True,0.4420289855072466,0.015897836851707092,0.7681159420289866,-0.26086956521739113,neither,True,1.1666666666666687,0.041959864477456366,1.3840579710144953,-0.26086956521739113,up_first,True,0.8188405797101486,0.02945009121709674,1.724637681159422,-0.26086956521739113,up_first,True,9.115942028985518,2.9275362318840616
33,LISTAUSDT,1h,earlier,1,本周期,initial_stop,-1.0338515901060077,-1.0337882764654411,0.5918727915194373,0.4549431321084886,0.7828810020876764,True,True,-1.0303333333333335,0.5212014134275634,13,0.5918727915194358,,True,-0.30918727915194383,-0.018267223382045894,0.5918727915194358,-0.6537102473498226,neither,True,-1.3074204946996453,-0.0772442588726513,0.5918727915194358,-1.8639575971731437,down_first,True,-1.581272084805654,-0.0934237995824635,0.5918727915194358,-1.8639575971731437,down_first,True,-0.37985865724381623,-1.8639575971731437,0.3849518810148746,12,0.4549431321084875,,True,-0.6211723534558178,-0.03676851372345935,0.4549431321084875,-0.8748906386701649,neither,True,-1.4698162729658781,-0.08700155359917128,0.4549431321084875,-1.9772528433945749,down_first,True,-1.4698162729658781,-0.08700155359917128,0.4549431321084875,-1.9772528433945749,down_first,True,-0.5074365704286966,-1.9772528433945749
34,QNTUSDT,1h,earlier,11,本周期,initial_stop,-0.8581149897330602,-1.1149054726368155,0.7351129363449682,1.2985074626865636,0.8470875906034347,True,True,-1.1286748466257703,0.7022587268993836,44,0.7351129363449682,,True,0.30184804928131365,0.012837306785433489,0.3347022587268981,-0.2484599589322396,neither,True,0.3305954825462008,0.014059907431665408,0.7351129363449682,-0.2484599589322396,neither,True,-1.2587268993839844,-0.05353244258143397,0.7351129363449682,-1.4353182751540046,down_first,True,-0.4332648870636545,-1.5770020533880902,1.2189054726368143,30,1.2985074626865636,,True,0.10447761194029513,0.0018184967093868298,1.2985074626865636,-0.626865671641792,up_first,True,0.3930348258706418,0.006841011430550603,1.2985074626865636,-0.8208955223880604,up_first,True,-1.860696517412935,-0.03238656044336685,1.2985074626865636,-3.9601990049751183,up_first,True,-0.39303482587064886,-4.303482587064669
35,SPELLUSDT,1h,earlier,30,本周期,initial_stop,1.2782450331125823,-1.016573913043478,3.834437086092711,0.6159420289855069,14.704112337011033,True,True,-1.0454767932489455,3.271523178807944,37,3.8344370860927115,1.3129369360856833,True,0.1225165562913882,0.007422266800401145,0.6390728476821179,0.0,neither,True,0.2549668874172191,0.01544633901705117,0.6390728476821179,0.0,neither,True,1.9105960264900623,0.11574724172517548,3.8344370860927115,0.0,up_first,True,2.748344370860923,-0.30794701986755146,0.36956521739130443,46,0.6159420289855069,,True,-0.5362318840579711,-0.06470793983910461,0.6159420289855069,-0.7144927536231888,neither,True,-0.513043478260869,-0.06190975865687298,0.6159420289855069,-0.9753623188405799,neither,True,-1.117391304347825,-0.13483735571878275,0.6159420289855069,-1.1971014492753622,down_first,True,-0.3550724637681157,-1.1971014492753622
36,ICPUSDT,1h,later,117,本周期,initial_stop,1.1063908045977011,-1.1243209876543228,3.3333333333333437,1.5679012345678909,3.3456486042692912,True,True,1.8992439024390224,3.2068965517241463,135,3.3333333333333437,1.2204464667390145,True,0.1724137931034451,0.0030788177339899914,0.839080459770122,-0.5402298850574695,neither,True,1.4942528735632215,0.026683087027914665,2.068965517241382,-0.5402298850574695,up_first,True,0.21839080459770327,0.0038998357963875296,2.068965517241382,-0.5402298850574695,up_first,True,1.931034482758628,-2.988505747126443,1.4320987654320874,18,1.5679012345678907,,True,0.08641975308641528,0.0013902681231379166,1.5679012345678907,-0.6666666666666666,up_first,True,-0.6172839506172787,-0.009930486593843102,1.5679012345678907,-1.4197530864197485,up_first,True,-2.7283950617283823,-0.04389275074478649,1.5679012345678907,-3.2716049382715955,up_first,True,0.06172839506172677,-5.222222222222197
37,SUSHIUSDT,1h,later,56,本周期,initial_stop,-0.3621404494382055,-1.065746606334843,1.320224719101123,0.1447963800904968,4.367188622324369,True,True,-1.0397443609022552,1.1966292134831464,195,1.320224719101123,,True,0.025280898876401735,0.0012929176842406687,0.12640449438202114,-0.3230337078651707,neither,True,0.5084269662921324,0.026002011205286335,0.6573033707865168,-0.3230337078651707,neither,True,0.5955056179775285,0.03045539433989375,0.9634831460674166,-0.3230337078651707,neither,True,0.6544943820224722,-15.238764044943839,0.09049773755656113,15,0.1447963800904968,,True,-0.7737556561085972,-0.02353750860289061,0.1447963800904968,-0.9276018099547542,neither,True,-1.7420814479638043,-0.05299380591878888,0.1447963800904968,-2.031674208144798,down_first,True,-0.8009049773755675,-0.024363386097728923,0.1447963800904968,-2.031674208144798,down_first,True,0.004524886877827554,-2.031674208144798
38,PNUTUSDT,1h,later,126,本周期,initial_stop,0.0835884543761607,-1.043411542100285,1.909683426443203,0.209082308420059,8.667645526452894,True,True,-1.052835877862595,1.7337057728119178,148,1.909683426443203,,True,0.4050279329608932,0.020603419694027236,0.5083798882681557,-0.12569832402234804,neither,True,1.0614525139664799,0.053995168853313125,1.2802607076350079,-0.12569832402234804,up_first,True,0.8165735567970205,0.041538388670487425,1.3919925512104276,-0.12569832402234804,up_first,True,0.5726256983240213,-1.2588454376163878,0.03027436140019062,15,0.2090823084200585,,True,-0.2393566698202465,-0.011027328596957653,0.2090823084200585,-0.5733207190160817,neither,True,-1.7105014191106898,-0.07880399250315995,0.2090823084200585,-2.120151371807,down_first,True,-1.665089877010408,-0.07671185110927081,0.2090823084200585,-2.2620624408703875,down_first,True,-0.32734153263954513,-2.6083254493850516
39,BICOUSDT,1h,later,128,上级 4h,initial_stop,0.998256410256409,-1.0685608108108124,2.5897435897435908,0.2297297297297305,9.03718031377605,True,True,-1.050209386281588,2.393162393162391,137,2.5897435897435908,1.052541295586228,True,0.712250712250713,0.026864388566516295,0.9544159544159523,-0.005698005698007444,neither,True,1.319088319088318,0.04975284762518806,1.6125356125356125,-0.005698005698007444,up_first,True,1.1196581196581208,0.04223081882656343,2.1538461538461537,-0.005698005698007444,up_first,True,1.1196581196581208,-0.7692307692307717,-0.003378378378381752,4,0.2297297297297294,,True,-2.280405405405404,-0.06652212476594077,0.2297297297297294,-2.584459459459457,down_first,True,-2.8378378378378355,-0.08278308859761507,0.2297297297297294,-3.631756756756755,down_first,True,-2.131756756756757,-0.062185867744160905,0.2297297297297294,-3.631756756756755,down_first,True,-0.9763513513513512,-3.631756756756755
40,TRUUSDT,1h,later,3,上级 4h,initial_stop,-1.0648058252427184,-1.0780180180180192,0.0970873786407767,1.021021021021021,-2.696629213483148,False,True,-1.0691494252873546,-0.16990291262136034,4,0.09708737864077674,,True,-0.46116504854369056,-0.014232209737827795,0.09708737864077674,-1.0194174757281536,down_first,True,-0.7038834951456303,-0.021722846441947552,0.09708737864077674,-1.6504854368932003,down_first,True,-1.6747572815533978,-0.051685393258427026,0.09708737864077674,-1.8446601941747538,down_first,True,-0.04854368932039047,-1.990291262135921,0.8108108108108091,28,1.021021021021021,,True,0.06006006006006283,0.0015396458814473934,1.021021021021021,-0.18018018018017806,up_first,True,-0.18018018018017806,-0.004618937644341736,1.021021021021021,-0.9609609609609584,up_first,True,-1.1711711711711705,-0.03002309468822173,1.021021021021021,-1.3513513513513484,up_first,True,3.4834834834834827,-1.6516516516516522
41,SCRUSDT,1h,later,2,本周期,initial_stop,-1.0435576923076917,-1.0245654993514917,1.514423076923078,0.2853437094682224,4.525386313465796,True,True,-1.0727722772277244,1.4663461538461535,35,1.514423076923078,,True,0.31249999999999917,0.014348785871964642,1.514423076923078,-0.26442307692307804,up_first,True,-0.09615384615384565,-0.004415011037527616,1.514423076923078,-0.26442307692307804,up_first,True,-1.0576923076923088,-0.04856512141280356,1.514423076923078,-1.778846153846156,up_first,True,1.634615384615386,-2.235576923076925,0.2594033722438373,32,0.28534370946822196,,True,-0.3112840466926084,-0.025343189017951517,0.28534370946822196,-0.402075226977951,neither,True,-0.5317769130998705,-0.043294614572333745,0.28534370946822196,-0.6355382619974055,neither,True,-1.2062256809338512,-0.09820485744456176,0.28534370946822196,-1.4915693904020748,down_first,True,0.35019455252918175,-1.7380025940337216
42,ONEUSDT,1h,later,2,本周期,trailing_stop,0.3985203452527693,0.1592736705577076,6.6584463625154,6.744487678339774,0.5420054200542035,True,True,0.6808842652795823,2.836004932182481,43,6.6584463625154,0.4898144248563274,True,1.2330456226880346,0.027100271002709952,1.7262638717632506,-0.12330456226880399,up_first,True,0.7398273736128186,0.016260162601625883,1.7262638717632506,-0.12330456226880399,up_first,True,0.36991368680641196,0.008130081300812941,6.6584463625154,-0.24660912453760797,up_first,True,3.822441430332913,-0.12330456226880399,2.723735408556765,41,6.744487678331049,0.25582295532843763,True,0.9079118028522531,0.018867924528301883,1.5564202334610093,-0.3891050583652538,up_first,True,-0.12970168612175126,-0.0026954177897574594,1.5564202334610093,-0.3891050583652538,up_first,True,-0.12970168612175126,-0.0026954177897574594,6.744487678331049,-0.518806744487005,up_first,True,3.761348897530775,-0.3891050583652538
43,ORDIUSDT,1h,later,48,上级 4h,initial_stop,2.977021978021977,-1.0997176470588226,4.824175824175827,1.1647058823529337,3.5932534832559426,True,True,-1.084460000000001,4.626373626373614,239,4.824175824175815,3.023897558571158,True,-0.14285714285714146,-0.0063554143241261185,0.4670329670329659,-0.2802197802197805,neither,True,0.35164835164835123,0.01564409679784906,0.7362637362637318,-0.2802197802197805,neither,True,0.8076923076923073,0.035932534832559426,1.1043956043956,-0.2802197802197805,up_first,True,4.741758241758229,2.4120879120879075,0.7529411764705788,28,1.1647058823529335,,True,0.6117647058823485,0.012269938650306678,0.952941176470583,-0.3058823529411847,neither,True,0.4823529411764647,0.009674374705049393,1.1647058823529335,-0.7176470588235395,up_first,True,-1.7058823529411826,-0.03421425200566319,1.1647058823529335,-2.0823529411764774,up_first,True,0.22352941176469704,-2.176470588235301
44,LINKUSDT,1h,later,14,上级 4h,trailing_stop,4.288663755458496,2.592955223880618,7.7860262008733265,6.582089552238849,3.695372750642667,True,True,-1.1000658436214017,7.1659388646287905,139,7.7860262008733265,4.399507081362767,True,2.113537117903921,0.038881748071979416,2.397379912663743,-0.05240174672489259,up_first,True,3.2838427947598063,0.06041131105398456,3.9432314410480203,-0.05240174672489259,up_first,True,3.301310043668109,0.060732647814909946,4.331877729257619,-0.05240174672489259,up_first,True,4.951965065502164,2.489082969432305,5.875621890547305,125,6.582089552238849,2.7238165255327482,True,1.6218905472636944,0.02525565540749919,2.2039800995025085,-0.43283582089552386,up_first,True,0.7363184079602021,0.01146575766966218,2.6467661691542457,-0.43283582089552386,up_first,True,2.1840796019900637,0.03400991633095751,2.7263681592039974,-0.43283582089552386,up_first,True,3.3532338308457987,0.5472636815920493
45,ARCUSDT,1h,later,50,上级 4h,trailing_stop,11.639009345794417,6.829164062500002,17.009345794392555,11.324218750000002,20.435741864313293,True,True,-1.0205989492119092,16.116822429906517,136,17.0093457943925,11.674528721194125,True,0.5046728971962599,0.029784886927743948,0.794392523364485,-0.350467289719626,neither,True,1.6355140186915846,0.09652509652509633,1.8411214953270998,-0.350467289719626,up_first,True,3.5887850467289666,0.21180364037506894,3.8364485981308367,-0.350467289719626,up_first,True,13.154205607476614,7.233644859813074,10.578124999999998,86,11.324218750000002,6.864645102873228,True,0.17968750000000083,0.010533547057476556,0.4726562500000011,-0.43750000000000117,neither,True,0.8984374999999987,0.052667735287382555,1.6914062500000004,-0.43750000000000117,up_first,True,2.46875,0.14472177696359045,3.4179687500000004,-0.43750000000000117,up_first,True,8.101562499999998,3.1523437500000004
46,DOGSUSDT,1h,later,0,本周期,initial_stop,-1.059393939393939,-1.059393939393939,2.828282828282828,2.828282828282828,0.0,False,True,-1.0621505376344071,1.9191919191919233,48,2.828282828282828,,True,0.0,0.0,0.2020202020202037,-0.2020202020202003,neither,True,1.212121212121212,0.04081632653061229,1.212121212121212,-0.30303030303030387,up_first,True,-0.5050505050505042,-0.017006802721088343,2.828282828282828,-0.9090909090909082,up_first,True,1.3131313131313156,-1.1111111111111118,1.9191919191919233,48,2.828282828282828,,True,0.0,0.0,0.2020202020202037,-0.2020202020202003,neither,True,1.212121212121212,0.04081632653061229,1.212121212121212,-0.30303030303030387,up_first,True,-0.5050505050505042,-0.017006802721088343,2.828282828282828,-0.9090909090909082,up_first,True,1.3131313131313156,-1.1111111111111118
47,CLOUSDT,1h,later,4,本周期,initial_stop,-1.0207182448036956,-1.0293911620294598,0.5842956120092382,0.8150572831423906,0.08917623453348344,True,True,4.446227544910187,0.44457274826789905,75,0.5842956120092372,,True,0.12240184757505834,0.0118158510756885,0.5842956120092372,-0.4584295612009239,neither,True,-0.7424942263279435,-0.071675398506298,0.5842956120092372,-0.8579676674364886,neither,True,-0.1362586605080832,-0.013153494593690751,0.5842956120092372,-0.8579676674364886,neither,True,0.5785219399538106,-1.1674364896073894,0.6170212765957472,18,0.8150572831423906,,True,-0.05891980360065463,-0.004009355162044814,0.8150572831423906,-0.6186579378068736,neither,True,-0.41734860883797065,-0.02839959906448375,0.8150572831423906,-1.2291325695581017,down_first,True,-0.4009819967266772,-0.027285889297249066,0.8150572831423906,-1.2291325695581017,down_first,True,0.5744680851063837,-1.2291325695581017
48,MMTUSDT,1h,later,0,本周期,initial_stop,-1.0577619047619036,-1.0577619047619036,0.9761904761904788,0.9761904761904788,0.0,False,True,-1.0725,0.7380952380952345,27,0.9761904761904756,,True,0.07142857142857001,0.002473206924979321,0.5952380952380911,-0.5714285714285701,neither,True,-0.21428571428571663,-0.007419620774938296,0.9761904761904756,-0.5714285714285701,neither,True,-1.9523809523809479,-0.06760098928277003,0.9761904761904756,-1.9761904761904723,down_first,True,0.21428571428571333,-2.2380952380952346,0.7380952380952345,27,0.9761904761904756,,True,0.07142857142857001,0.002473206924979321,0.5952380952380911,-0.5714285714285701,neither,True,-0.21428571428571663,-0.007419620774938296,0.9761904761904756,-0.5714285714285701,neither,True,-1.9523809523809479,-0.06760098928277003,0.9761904761904756,-1.9761904761904723,down_first,True,0.21428571428571333,-2.2380952380952346
49,ORDERUSDT,1h,later,1,本周期,initial_stop,-1.0897520661157023,-1.099412844036697,0.3305785123966933,0.4770642201834886,-0.22099447513812542,False,True,-1.1079200000000022,0.12396694214875786,20,0.33057851239669145,,True,0.12396694214875786,0.0027624309392264568,0.33057851239669145,-0.3801652892561992,neither,True,-1.2231404958677676,-0.027255985267034988,0.33057851239669145,-1.3636363636363595,down_first,True,-1.537190082644625,-0.034254143646408886,0.33057851239669145,-1.9338842975206583,down_first,True,-0.38842975206611335,-1.9338842975206583,0.24770642201834792,19,0.4770642201834856,,True,-0.13761467889908005,-0.0027685492801771128,0.4770642201834856,-0.311926605504587,neither,True,-1.0183486238532102,-0.02048726467331119,0.4770642201834856,-1.4036697247706382,down_first,True,-0.9816513761467898,-0.019748984865263997,0.4770642201834856,-2.0366972477064205,down_first,True,-0.3211009174311889,-2.0366972477064205
50,RENDERUSDT,1h,later,4,上级 4h,opposite_v6_next_open,-1.0534929577464789,-0.4562972972972978,0.9014084507042268,1.5540540540540526,-0.8425487098472906,False,True,-1.0659354838709678,0.7042253521126771,55,0.9014084507042268,,True,0.2112676056338016,0.00789889415481837,0.6056338028169008,-0.25352112676056376,neither,True,0.15492957746478742,0.005792522380200005,0.9014084507042268,-0.25352112676056376,neither,True,-0.056338028169014176,-0.002106371774618254,0.9014084507042268,-0.6338028169014078,neither,True,1.3943661971830992,-1.0704225352112693,1.4729729729729715,88,1.5540540540540526,,True,0.8918918918918919,0.03505045140732865,1.040540540540539,-0.02702702702702703,up_first,True,0.32432432432432434,0.012745618693574157,1.0810810810810811,-0.02702702702702703,up_first,True,-0.3783783783783784,-0.014869888475836479,1.0810810810810811,-0.5675675675675675,up_first,True,3.189189189189189,-0.5270270270270255
