method,metric,period,reps,seed,zero_trade_months_included,point_estimate,valid_reps,ci_low,ci_high,formula,estimate,weekly_values,p_raw,p_holm
month_bootstrap,baseline_win_rate,full,2000,923127,True,0.2867856765606845,2000.0,0.2591297125607969,0.31847379121833286,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,full,2000,923127,True,0.29102348379544957,2000.0,0.26281279518987993,0.3243381427924885,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,full,2000,923127,True,0.004237807234765079,2000.0,-0.0016946738420114988,0.010622748186487299,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,full,2000,923127,True,0.026556932357775148,2000.0,-0.0002044594975700631,0.059435510714149646,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,baseline_win_rate,earlier,2000,923128,True,0.3237926625356546,2000.0,0.2850461837575104,0.36255617772811194,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,earlier,2000,923128,True,0.33219131149787584,2000.0,0.2953963423847531,0.371052148763599,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,earlier,2000,923128,True,0.008398648962221256,2000.0,6.920075847916545e-05,0.017763837169769287,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,earlier,2000,923128,True,0.05401744968257558,2000.0,0.014278214149089086,0.10792089244101492,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,baseline_win_rate,later,2000,923129,True,0.2437521396781924,2000.0,0.2212078604461428,0.26642073248429565,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,treatment_win_rate,later,2000,923129,True,0.2438373371015858,2000.0,0.2209070760050019,0.2688195991091314,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_win_rate,later,2000,923129,True,8.519742339341274e-05,2000.0,-0.005915559813314264,0.008299099358353414,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
month_bootstrap,delta_mean_r,later,2000,923129,True,-0.0029893538827565624,2000.0,-0.026084298093425346,0.021515218500186756,sample complete period calendar months with replacement; recompute each ratio from sampled numerators/denominators,,,,
weekly_signflip_approximate,treatment_minus_baseline_netwin,later,10000,923128,,,,,,approximate clustered sign-flip: sum_week[(y-pooled_mean)/n_treatment for treatment minus (y-pooled_mean)/n_baseline for baseline]; not a random-entry score permutation,8.51974233933787e-05,"[0.00013507469691532547, 0.0003792356728563465, 0.000947121128903232, 0.0011476158455493793, 0.00017377272455221024, -1.0530594801059035e-05, -0.0012202807377728717, -0.00016983464263357147, 0.00015725959839618078, -0.0006136150448711406, -0.00016447428050111201, -0.0009138319584186248, 0.0007144253248020521, -0.0014560613394969846, 0.0002463593505310773, 0.00025928306728275236, 0.0007613758322305986, 0.000682626264329342, 0.00024184888742081881, -8.418190528214246e-05, -3.491725614547559e-05, 0.00019945831143288145, -0.0010426040469019564, 0.0014500956954350249, 0.0003301152299769642, -0.0010913772097405192, 0.0012309761275460403, -8.413524321209434e-05, -2.767347773910145e-05, -0.0012508112833352156, -0.0010036427600786104, 0.0001356225819410597, -0.0005772628235048318, 0.0006381656877274051]",0.9855014498550145,1.0
weekly_signflip_approximate,treatment_minus_baseline_mean_r,later,10000,923129,,,,,,approximate clustered sign-flip: sum_week[(y-pooled_mean)/n_treatment for treatment minus (y-pooled_mean)/n_baseline for baseline]; not a random-entry score permutation,-0.002989353882756542,"[-0.000694015407956504, 0.0006094715054677814, 0.0026492491398430237, 0.004448971853470482, -0.0038014440034235897, 0.0004946882788356124, -0.005656952086514185, 0.0005081490172656734, 0.0012388714491758856, -0.00241458124549955, -0.0001523961007316058, -0.003787441547765146, 0.0026125525592233696, -0.0051906306988674655, -0.000432501041859088, 0.0021687095826697844, 0.0037059378600601775, 0.0034495560363770575, -0.0010692796243970573, -0.00011241685001697495, 0.0013721379936998787, -0.00015898219137540077, -0.00623443862743493, 0.0022309903121289897, -0.0014831949120382784, -0.0014973676384604803, 0.0029403394973783223, 0.00015404587481637037, 0.0008378545835011885, -0.0016466312541563131, -0.00048171419815359136, 0.005706846502337453, -0.0041186294708412076, 0.0008148909704837775]",0.8544145585441456,1.0
weekly_signflip_approximate,treatment_paired_random_excess_r,later,10000,923130,,,,,,approximate clustered sign-flip: sum_week paired(target-control)/matched_n; not a random-entry score permutation,-0.024403771494811967,"[0.007869913093370833, 0.01190575935805584, -0.005586057385852096, -0.01166667141918074, 0.0033745433276149883, -0.00986392584243061, -0.02133194466177545, -0.0025953161282538176, 0.015034099887193694, -0.015423538767254935, -0.00216325622759352, 0.004643181642858405, -0.005046119278644661, -0.007944118298829794, -0.002888520321496205, 0.008860305604906313, 0.015998311520451624, -0.009809617897617204, 0.0035808637669186238, -0.00010620282015822432, -0.004258099307576467, -0.010607571332201738, 0.01853826445921261, -0.0091364293492108, -0.0007484603657327072, -0.002152298640176938, 0.025996127209793086, 0.0016305451230902888, -0.010578891526452621, -0.0013780445082811222, -0.005081561914232492, 0.03902214084579841, -0.030080661580392482, -0.01241051976073205]",0.7664233576642335,1.0
weekly_signflip_approximate,treatment_paired_random_excess_bp,later,10000,923131,,,,,,approximate clustered sign-flip: sum_week paired(target-control)/matched_n; not a random-entry score permutation,-12.119307370774827,"[1.6328302375358628, 3.833101372534504, -1.7267524020148393, -0.0815406425782674, 0.16352427938195355, -1.9358041725887918, -1.644189945560725, -1.2582339554134325, 4.152985725933582, -4.402880550014258, -1.0052037674500687, 0.06697994722889924, -1.995392755743067, -2.617426343389886, -0.39217701155713264, 0.3718622761354389, 1.601506519014552, -2.487877013322415, -0.25594657445661906, 0.8296798767251479, -1.2312849450451824, -5.570908269775299, 2.7471240809523123, -1.9993750856997523, -0.25379394230822316, -1.377406786232785, 5.846993973107454, 1.1748813768563975, -1.2776774713613346, -0.7215733118476968, 1.253093671529205, 6.147131167224763, -7.698229046649333, -2.007327881925786]",0.47085291470852914,1.0
