scanned_at,symbol,conf,age_min,fresh,png,entry,tp,sl,atr,rr,signal_time
2026-07-28T00:43:23.323854+00:00,ASTS_USDT_SWAP,0.349,28.4,True,/opt/fable-trading/analysis/output/live_signals_v9/ASTS_USDT_SWAP_20260728_0015.png,57.82,56.247796822632985,58.448881270946806,0.3144406354734032,2.5,2026-07-28 00:15:00+00:00
2026-07-28T00:43:23.323854+00:00,0G_USDT_SWAP,0.304,28.4,True,/opt/fable-trading/analysis/output/live_signals_v9/0G_USDT_SWAP_20260728_0015.png,0.1777,0.1672642492398721,0.18187430030405116,0.002087150152025578,2.499999999999997,2026-07-28 00:15:00+00:00
2026-07-28T00:43:23.323854+00:00,BAND_USDT_SWAP,0.319,58.4,False,/opt/fable-trading/analysis/output/live_signals_v9/BAND_USDT_SWAP_20260727_2345.png,0.1538,0.1470888468431701,0.15648446126273194,0.0013422306313659745,2.5000000000000053,2026-07-27 23:45:00+00:00
2026-07-28T00:44:27.604409+00:00,GLM_USDT_SWAP,0.409,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/GLM_USDT_SWAP_20260728_0015.png,0.10022,0.09699540391349534,0.10150983843460186,0.0006449192173009309,2.500000000000016,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,ASTS_USDT_SWAP,0.349,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/ASTS_USDT_SWAP_20260728_0015.png,57.82,56.247796822632985,58.448881270946806,0.3144406354734032,2.5,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,IRYS_USDT_SWAP,0.317,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/IRYS_USDT_SWAP_20260728_0015.png,0.01397,0.01232821128834713,0.014626715484661148,0.0003283577423305739,2.4999999999999987,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,BE_USDT_SWAP,0.309,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/BE_USDT_SWAP_20260728_0015.png,185.88,178.51752130929262,188.82499147628295,1.4724957381414758,2.5,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,IWM_USDT_SWAP,0.307,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/IWM_USDT_SWAP_20260728_0015.png,292.48,291.16469854120857,293.00612058351663,0.2630602917582938,2.499999999999838,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,0G_USDT_SWAP,0.304,29.5,True,/opt/fable-trading/analysis/output/live_signals_v9/0G_USDT_SWAP_20260728_0015.png,0.1777,0.1672642492398721,0.18187430030405116,0.002087150152025578,2.499999999999997,2026-07-28 00:15:00+00:00
2026-07-28T00:44:27.604409+00:00,WOO_USDT_SWAP,0.362,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/WOO_USDT_SWAP_20260728_0000.png,0.01274,0.01224078161264445,0.01293968735494222,9.984367747110992e-05,2.4999999999999956,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,VANA_USDT_SWAP,0.327,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/VANA_USDT_SWAP_20260728_0000.png,1.186,1.1334340432309304,1.2070263827076277,0.010513191353813919,2.5,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,IOST_USDT_SWAP,0.324,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/IOST_USDT_SWAP_20260728_0000.png,0.000641,0.0005960880383410038,0.0006589647846635984,8.982392331799221e-06,2.500000000000009,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,MORPHO_USDT_SWAP,0.321,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/MORPHO_USDT_SWAP_20260728_0000.png,1.9412,1.8909212906842925,1.961311483726283,0.01005574186314151,2.5,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,BAND_USDT_SWAP,0.319,59.5,False,/opt/fable-trading/analysis/output/live_signals_v9/BAND_USDT_SWAP_20260727_2345.png,0.1538,0.1470888468431701,0.15648446126273194,0.0013422306313659745,2.5000000000000053,2026-07-27 23:45:00+00:00
2026-07-28T00:44:27.604409+00:00,ETHFI_USDT_SWAP,0.311,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/ETHFI_USDT_SWAP_20260728_0000.png,0.4108,0.39179611922389107,0.41840155231044357,0.003800776155221783,2.5,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,ENSO_USDT_SWAP,0.302,59.5,False,/opt/fable-trading/analysis/output/live_signals_v9/ENSO_USDT_SWAP_20260727_2345.png,0.8224,0.7773053757574182,0.8404378496970327,0.009018924848516371,2.500000000000003,2026-07-27 23:45:00+00:00
2026-07-28T00:44:27.604409+00:00,GRASS_USDT_SWAP,0.302,44.5,False,/opt/fable-trading/analysis/output/live_signals_v9/GRASS_USDT_SWAP_20260728_0000.png,0.3283,0.3044113905560521,0.33785544377757915,0.004777721888789581,2.499999999999997,2026-07-28 00:00:00+00:00
2026-07-28T00:44:27.604409+00:00,H_USDT_SWAP,0.302,59.5,False,/opt/fable-trading/analysis/output/live_signals_v9/H_USDT_SWAP_20260727_2345.png,0.06298,0.059370465584325634,0.06442381376626974,0.0007219068831348718,2.5,2026-07-27 23:45:00+00:00
