n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_excess_bp,fold,minutes,cohort,arm,score
32,0.5181818181818182,4,-233.49987776579292,-253.49987776579292,25.0,-107.65716684622896,audit_pre,60,owner_illustration,deriv_oi24_available,tr_expansion
32,0.375,4,-298.96362798450593,-318.96362798450593,0.0,-175.41465905345063,audit_pre,60,owner_illustration,deriv_oi24_available,near_zero_bars
17,0.5192307692307693,2,-528.1587658506487,-548.1587658506487,0.0,-281.12915337859295,audit_pre,60,owner_illustration,deriv_oi24_down,relative_volume
17,0.5384615384615384,2,-528.1587658506487,-548.1587658506487,0.0,-281.12915337859295,audit_pre,60,owner_illustration,deriv_oi24_down,tr_expansion
17,0.4519230769230769,2,-280.8288309756712,-300.8288309756713,0.0,-302.8887739957331,audit_pre,60,owner_illustration,deriv_oi24_down,near_zero_bars
15,0.5185185185185185,2,-4.330082677530555,-24.33008267753054,50.0,352.1817734418022,audit_pre,60,owner_illustration,deriv_oi24_pos,relative_volume
15,0.5185185185185185,2,33.60631973779671,13.60631973779671,50.0,182.04665713595435,audit_pre,60,owner_illustration,deriv_oi24_pos,tr_expansion
15,0.37037037037037035,2,-317.09842499334064,-337.09842499334064,0.0,-47.940544111168165,audit_pre,60,owner_illustration,deriv_oi24_pos,near_zero_bars
32,0.5181818181818182,4,-151.92115868353343,-171.92115868353343,50.0,-12.42158961939191,audit_pre,60,owner_illustration,deriv_oi4_available,relative_volume
32,0.5181818181818182,4,-233.49987776579292,-253.49987776579292,25.0,-177.04428352027634,audit_pre,60,owner_illustration,deriv_oi4_available,tr_expansion
32,0.375,4,-298.96362798450593,-318.96362798450593,0.0,-177.19897137860718,audit_pre,60,owner_illustration,deriv_oi4_available,near_zero_bars
15,0.48,2,-219.4841136750514,-239.4841136750514,0.0,-124.06629890042932,audit_pre,60,owner_illustration,deriv_oi4_pos,relative_volume
15,0.58,2,-167.48752084204955,-187.48752084204955,0.0,15.674535016738261,audit_pre,60,owner_illustration,deriv_oi4_pos,tr_expansion
15,0.34,2,-370.6769853906467,-390.6769853906467,0.0,-335.4011389612024,audit_pre,60,owner_illustration,deriv_oi4_pos,near_zero_bars
7,0.9,1,382.3839662447259,362.3839662447259,100.0,658.7761344609107,audit_pre,60,owner_illustration,deriv_taker55,relative_volume
7,0.6,1,382.3839662447259,362.3839662447259,100.0,658.7761344609107,audit_pre,60,owner_illustration,deriv_taker55,tr_expansion
7,0.2,1,-230.50317437833368,-250.50317437833368,0.0,-29.87066872903287,audit_pre,60,owner_illustration,deriv_taker55,near_zero_bars
32,0.5181818181818182,4,-151.92115868353343,-171.92115868353343,50.0,-125.3991493341202,audit_pre,60,owner_illustration,deriv_taker_available,relative_volume
32,0.5181818181818182,4,-233.49987776579292,-253.49987776579292,25.0,-136.1611597105896,audit_pre,60,owner_illustration,deriv_taker_available,tr_expansion
32,0.375,4,-298.96362798450593,-318.96362798450593,0.0,-239.44921992754277,audit_pre,60,owner_illustration,deriv_taker_available,near_zero_bars
36,0.3873015873015873,4,-377.66180970758455,-397.66180970758455,0.0,-422.3156654696076,audit_pre,60,owner_illustration,exit_chandelier,relative_volume
36,0.38095238095238093,4,-365.9910019088647,-385.9910019088647,0.0,-449.1964518390672,audit_pre,60,owner_illustration,exit_chandelier,tr_expansion
36,0.3888888888888889,4,-194.73693609282194,-214.73693609282196,25.0,-235.16576597191073,audit_pre,60,owner_illustration,exit_chandelier,near_zero_bars
36,0.5423076923076923,4,-341.4726105290181,-361.4726105290181,25.0,-370.9717485262184,audit_pre,60,owner_illustration,exit_fixed3r,relative_volume
36,0.5192307692307693,4,-256.1372354176864,-276.1372354176864,25.0,-336.982346497865,audit_pre,60,owner_illustration,exit_fixed3r,tr_expansion
36,0.3384615384615385,4,-298.96362798450593,-318.96362798450593,0.0,-461.65025596214224,audit_pre,60,owner_illustration,exit_fixed3r,near_zero_bars
36,0.4448051948051948,4,-341.4726105290181,-361.4726105290181,25.0,-287.4569530432625,audit_pre,60,owner_illustration,exit_sma60,relative_volume
36,0.4577922077922078,4,-244.94506460070372,-264.94506460070374,25.0,-233.33771971399116,audit_pre,60,owner_illustration,exit_sma60,tr_expansion
36,0.36363636363636365,4,-245.59356285587256,-265.59356285587256,0.0,-243.3268055879127,audit_pre,60,owner_illustration,exit_sma60,near_zero_bars
9,0.7222222222222222,1,-377.6949054188972,-397.6949054188972,0.0,-498.5403386100092,audit_pre,60,owner_illustration,gate_box_break,relative_volume
9,0.6111111111111112,1,-377.6949054188972,-397.6949054188972,0.0,-498.5403386100092,audit_pre,60,owner_illustration,gate_box_break,tr_expansion
9,0.3888888888888889,1,-331.1544875730088,-351.15448757300885,0.0,-593.9178591451958,audit_pre,60,owner_illustration,gate_box_break,near_zero_bars
189,0.513857916533928,19,-34.46226422473015,-54.46226422473015,21.052631578947366,-164.1769741862937,audit_pre,240,all_core,base,relative_volume
189,0.537273016884358,19,407.03142466778274,387.03142466778274,36.84210526315789,122.71836969110359,audit_pre,240,all_core,base,tr_expansion
189,0.4671073590315387,19,-267.31417584739063,-287.31417584739063,10.526315789473683,-96.07234737095544,audit_pre,240,all_core,base,near_zero_bars
173,0.48499594484995945,18,-146.39622753630633,-166.39622753630636,16.666666666666664,-99.5669185235484,audit_pre,240,all_core,deriv_oi24_available,relative_volume
173,0.5139902676399026,18,232.63735930433026,212.63735930433026,33.33333333333333,118.15202328017247,audit_pre,240,all_core,deriv_oi24_available,tr_expansion
173,0.4349148418491484,18,-276.3440596461386,-296.3440596461386,11.11111111111111,-227.82033998707507,audit_pre,240,all_core,deriv_oi24_available,near_zero_bars
55,0.4911111111111111,6,-207.54314610103407,-227.54314610103407,16.666666666666664,95.10996351342571,audit_pre,240,all_core,deriv_oi24_down,relative_volume
55,0.5822222222222222,6,-199.4495113304471,-219.4495113304471,16.666666666666664,95.95431652925338,audit_pre,240,all_core,deriv_oi24_down,tr_expansion
55,0.48777777777777775,6,-169.85025108306888,-189.85025108306888,0.0,-49.798272642512984,audit_pre,240,all_core,deriv_oi24_down,near_zero_bars
118,0.47491638795986624,12,-160.0627330178902,-180.0627330178902,16.666666666666664,-204.7293559205622,audit_pre,240,all_core,deriv_oi24_pos,relative_volume
118,0.48578595317725753,12,384.17268399786207,364.17268399786207,33.33333333333333,93.44289637241127,audit_pre,240,all_core,deriv_oi24_pos,tr_expansion
118,0.4092809364548495,12,-329.5909639276735,-349.5909639276735,16.666666666666664,-316.8313736593562,audit_pre,240,all_core,deriv_oi24_pos,near_zero_bars
173,0.48499594484995945,18,-146.39622753630633,-166.39622753630636,16.666666666666664,-67.33343231250139,audit_pre,240,all_core,deriv_oi4_available,relative_volume
173,0.5139902676399026,18,232.63735930433026,212.63735930433026,33.33333333333333,198.12527940395339,audit_pre,240,all_core,deriv_oi4_available,tr_expansion
173,0.4349148418491484,18,-276.3440596461386,-296.3440596461386,11.11111111111111,-194.67338254344273,audit_pre,240,all_core,deriv_oi4_available,near_zero_bars
102,0.47804878048780486,11,-95.30339733115306,-115.30339733115308,9.090909090909092,97.80058026770097,audit_pre,240,all_core,deriv_oi4_pos,relative_volume
102,0.5152439024390244,11,97.36766712447717,77.36766712447715,27.27272727272727,234.63684896374355,audit_pre,240,all_core,deriv_oi4_pos,tr_expansion
102,0.4503048780487805,11,-265.6433941115653,-285.6433941115653,9.090909090909092,-75.43270901122644,audit_pre,240,all_core,deriv_oi4_pos,near_zero_bars
38,0.7011494252873564,4,715.313813740621,695.313813740621,50.0,449.95715881995585,audit_pre,240,all_core,deriv_taker55,relative_volume
38,0.7586206896551724,4,1816.6141546115996,1796.6141546115996,75.0,1198.510943619011,audit_pre,240,all_core,deriv_taker55,tr_expansion
38,0.4118773946360153,4,-242.8941605046736,-262.8941605046736,0.0,-141.79083971457726,audit_pre,240,all_core,deriv_taker55,near_zero_bars
173,0.48499594484995945,18,-146.39622753630633,-166.39622753630636,16.666666666666664,-64.96028852218768,audit_pre,240,all_core,deriv_taker_available,relative_volume
173,0.5139902676399026,18,232.63735930433026,212.63735930433026,33.33333333333333,169.35251690873298,audit_pre,240,all_core,deriv_taker_available,tr_expansion
173,0.4349148418491484,18,-276.3440596461386,-296.3440596461386,11.11111111111111,-177.89690473617617,audit_pre,240,all_core,deriv_taker_available,near_zero_bars
189,0.5046611237087427,19,6.56387653852763,-13.436123461472388,21.052631578947366,-217.56834748169496,audit_pre,240,all_core,exit_chandelier,relative_volume
189,0.5233056185437138,19,226.8014214933986,206.80142149339855,42.10526315789473,-70.09231240667842,audit_pre,240,all_core,exit_chandelier,tr_expansion
189,0.5159989921894684,19,-131.12510809212213,-151.12510809212216,31.57894736842105,-39.552403229935706,audit_pre,240,all_core,exit_chandelier,near_zero_bars
189,0.5643052599574339,19,66.91262200479197,46.91262200479197,31.57894736842105,-100.54492765835293,audit_pre,240,all_core,exit_fixed3r,relative_volume
189,0.5632411067193676,19,354.97059063477,334.97059063477,47.368421052631575,16.652080602450994,audit_pre,240,all_core,exit_fixed3r,tr_expansion
189,0.5202949224688355,19,-208.35702639941695,-228.357026399417,15.789473684210526,-69.41856063801445,audit_pre,240,all_core,exit_fixed3r,near_zero_bars
189,0.49681427206116596,19,-150.55538306780312,-170.55538306780312,15.789473684210526,-196.54338004728152,audit_pre,240,all_core,exit_sma60,relative_volume
189,0.4931506849315068,19,36.114557511990135,16.114557511990128,31.57894736842105,-42.43147322329274,audit_pre,240,all_core,exit_sma60,tr_expansion
189,0.48845173622172666,19,-283.19934900875825,-303.1993490087583,5.263157894736842,-154.87329896230167,audit_pre,240,all_core,exit_sma60,near_zero_bars
243,0.521343954248366,25,16.472764179450326,-3.5272358205496674,24.0,-98.53064440409479,audit_pre,240,all_core,signal5,relative_volume
243,0.5148080065359477,25,390.28611777989084,370.2861177798908,40.0,-6.891318403606164,audit_pre,240,all_core,signal5,tr_expansion
243,0.512765522875817,25,-230.22412624490633,-250.22412624490633,16.0,-68.64765618147906,audit_pre,240,all_core,signal5,near_zero_bars
36,0.36607142857142855,4,-779.6794318751934,-799.6794318751934,0.0,-893.9957856902191,audit_pre,240,high_vol,base,relative_volume
36,0.53125,4,473.690310668458,453.690310668458,25.0,-5.29411448871603,audit_pre,240,high_vol,base,tr_expansion
36,0.39285714285714285,4,-586.4337842961648,-606.4337842961648,0.0,-595.2642896044615,audit_pre,240,high_vol,base,near_zero_bars
31,0.38095238095238093,4,-726.1337181737772,-746.1337181737772,0.0,-852.0430919241417,audit_pre,240,high_vol,deriv_oi24_available,relative_volume
31,0.5357142857142857,4,473.690310668458,453.690310668458,25.0,-487.1200119188541,audit_pre,240,high_vol,deriv_oi24_available,tr_expansion
31,0.3482142857142857,4,-586.4337842961648,-606.4337842961648,0.0,-650.2947928073695,audit_pre,240,high_vol,deriv_oi24_available,near_zero_bars
6,0.5,1,-524.98470622512,-544.98470622512,0.0,-9.831722985299848,audit_pre,240,high_vol,deriv_oi24_down,relative_volume
6,0.5,1,-483.68652292404056,-503.6865229240406,0.0,-19.200256986330373,audit_pre,240,high_vol,deriv_oi24_down,tr_expansion
6,0.375,1,-524.98470622512,-544.98470622512,0.0,-9.831722985299848,audit_pre,240,high_vol,deriv_oi24_down,near_zero_bars
25,0.38,3,-826.2382265389957,-846.2382265389957,0.0,-1124.8572532740075,audit_pre,240,high_vol,deriv_oi24_pos,relative_volume
25,0.52,3,808.8377412788818,788.8377412788818,33.33333333333333,-607.5226361737895,audit_pre,240,high_vol,deriv_oi24_pos,tr_expansion
25,0.33,3,-606.9168103198464,-626.9168103198464,0.0,-863.7824827480595,audit_pre,240,high_vol,deriv_oi24_pos,near_zero_bars
31,0.38095238095238093,4,-726.1337181737772,-746.1337181737772,0.0,-884.7712608191737,audit_pre,240,high_vol,deriv_oi4_available,relative_volume
