fold,minutes,cohort,arm,n,symbols,selected_n,matched_n,matched_symbols,cost_bp,funding_included,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,profit_factor,censored_n,control_net_bp,mean_net_ex_top3_bp,top3_positive_profit_pct,median_mfe_r,median_net_r,portfolio_net_pct,mdd_pct,capital_sleeves,excess_bp,p,months,p_resolution,ci_low,ci_high,family,p_holm,p_holm_primary
audit_pre,60,majors,deriv_oi24_down,16,2,16,16,2,20,False,-123.53886151213287,-143.53886151213288,-168.95942568291187,12.5,0.14239905515613227,0,-126.71559763499104,-201.56138858046677,100.0,0.8391305472784354,-1.0941629101927233,-11.006881118849243,-13.665983976444974,2,-16.82326387714184,0.6875,4,0.0625,-75.07171277046413,77.43593743875108,derivative,1.0,
audit_pre,60,majors,deriv_oi24_pos,7,2,7,7,2,20,False,-23.415707803656296,-43.4157078036563,-113.00040253661936,28.57142857142857,0.6733657688464837,0,-90.76394159789511,-213.96969783454261,100.0,1.8879824839481905,-1.0706863748618018,-1.6061240192282833,-5.4641369347210205,2,47.34823379423881,0.25,4,0.0625,-51.51851198183436,121.49829312629369,derivative,1.0,
audit_pre,60,majors,deriv_oi4_available,23,2,23,23,2,20,False,-93.06659733998781,-113.06659733998782,-140.41347163374903,17.391304347826086,0.27930965423283144,0,-97.4366201901037,-176.13538039350274,91.4985796036993,0.939983548921114,-1.085450033010409,-12.433434390582132,-15.785573754292948,2,-15.629977149884148,0.6875,4,0.0625,-60.48708938589999,54.991856477671924,derivative_baseline,1.0,
audit_pre,60,majors,deriv_oi4_pos,18,2,18,18,2,20,False,-105.66056730014557,-125.66056730014559,-168.95942568291187,16.666666666666664,0.2286324774482921,0,-105.06170092850654,-195.4874639540796,100.0,0.9032030027286769,-1.0838450555915162,-10.888945826645369,-14.30020982172595,2,-20.598866371639044,0.5625,4,0.0625,-96.05468698604349,78.0691861348572,derivative,1.0,
audit_pre,60,majors,deriv_taker55,4,2,4,4,2,20,False,-66.1294191055073,-86.1294191055073,-86.92722082021263,0.0,0.0,0,-60.98229102968818,-113.00040253661936,,3.15351914138433,-1.2401451085668123,-1.7126616891674828,-4.0029856134096375,2,-25.147128075819115,0.75,3,0.125,-63.457405917690686,28.324647954373788,derivative,1.0,
audit_pre,60,majors,deriv_taker_available,23,2,23,23,2,20,False,-93.06659733998781,-113.06659733998782,-140.41347163374903,17.391304347826086,0.27930965423283144,0,-86.87232575590342,-176.13538039350274,91.4985796036993,0.939983548921114,-1.085450033010409,-12.433434390582132,-15.785573754292948,2,-26.194271584084394,0.8125,4,0.0625,-73.20890359299386,46.92124579173842,derivative_baseline,1.0,
audit_pre,60,majors,exit_chandelier,24,2,24,24,2,20,False,-31.09158838161458,-51.09158838161459,-71.83635153921729,33.33333333333333,0.4627596945396023,0,1.6340502255338596,-101.03916272571766,84.79656925448931,0.8391305472784354,-0.5301255243296409,-6.118875135084667,-10.396244227051632,2,-52.72563860714845,0.8125,4,0.0625,-146.87663384365237,44.3468742138146,exit,1.0,
audit_pre,60,majors,exit_fixed3r,24,2,24,24,2,20,False,-46.63466306228589,-66.6346630622859,-175.59606542065399,33.33333333333333,0.557037672952821,0,-0.1279245984423009,-123.57478935267909,49.51761967774389,1.1049782003262205,-1.0732732264299711,-7.807281326632154,-15.38963895553973,2,-66.5067384638436,0.8125,4,0.0625,-195.8186967966622,83.22444319351389,exit,1.0,
audit_pre,60,majors,exit_sma60,24,2,24,24,2,20,False,-37.98202998966628,-57.98202998966627,-87.43242784307492,25.0,0.5097222755248597,0,-27.29373001785669,-117.01935762246839,73.67073539421541,0.8391305472784354,-0.7910821921818683,-6.865033724750891,-12.4892507110409,2,-30.688299971809595,0.875,4,0.0625,-76.56078203434102,20.41922533477355,exit,1.0,
audit_pre,60,majors,gate_box_break,4,2,4,4,2,20,False,78.48635463228254,58.48635463228254,88.04112288751388,50.0,1.6669024263367969,0,-93.04995158274977,-237.79367061462108,100.0,3.981608775396126,0.4791331609339655,1.1182412018194032,-2.9431595044429715,2,151.5363062150323,0.5,2,0.25,-71.00699050161381,225.71740512058102,context,0.5,
audit_pre,60,owner_illustration,base,36,2,36,36,2,20,False,156.76064591183678,136.76064591183675,-191.77844453463206,33.33333333333333,1.6247320537458203,1,-113.81654845311391,-193.12785586540937,88.22592975059136,1.3716109327240473,-1.0304993161013107,26.768253512141982,-26.10607049842112,2,250.57719436495063,0.0625,5,0.03125,51.777652943398934,463.17407709997485,baseline,0.0625,
audit_pre,60,owner_illustration,deriv_oi24_available,32,2,32,32,2,20,False,-25.34149485359731,-45.341494853597325,-191.77844453463206,31.25,0.7926781436677451,1,-221.36884027780064,-203.02767749858748,79.9796626130543,1.3716109327240473,-1.0304993161013107,-7.409620177443221,-24.787496656845164,2,176.0273454242033,0.0625,5,0.03125,17.91795723718093,388.8076403745847,derivative_baseline,0.1875,
audit_pre,60,owner_illustration,deriv_oi24_down,17,2,17,17,2,20,False,-216.46392685037986,-236.46392685037983,-212.08516547093325,23.52941176470588,0.1345601912625736,1,-185.43617173739855,-331.26725291517124,98.85368596512853,1.945000823611188,-1.031527171591938,-18.646208168713365,-23.96493055583173,2,-51.02775511298131,0.8125,5,0.03125,-115.26893331530621,72.90698156302575,derivative,0.8125,
audit_pre,60,owner_illustration,deriv_oi24_pos,15,2,15,15,2,20,False,191.26392807608954,171.26392807608954,-140.018643672688,40.0,2.091536520552627,0,-262.0925312902563,-155.6596575835483,90.13486944433107,0.906922893654574,-0.7434030230790675,13.13276782375743,-12.316789625882707,2,433.3564593663458,0.25,3,0.125,-15.328388408605731,1170.1180930762453,derivative,0.625,
audit_pre,60,owner_illustration,deriv_oi4_available,32,2,32,32,2,20,False,-25.34149485359731,-45.341494853597325,-191.77844453463206,31.25,0.7926781436677451,1,-194.0898539991484,-203.02767749858748,79.9796626130543,1.3716109327240473,-1.0304993161013107,-7.409620177443221,-24.787496656845164,2,148.7483591455511,0.1875,5,0.03125,-42.69579477217967,395.0044319255212,derivative_baseline,0.1875,
audit_pre,60,owner_illustration,deriv_oi4_pos,15,2,15,15,2,20,False,109.04468912634017,89.04468912634019,-191.64913225573895,33.33333333333333,1.4814964767545,0,-192.8630702452534,-201.81560817432305,91.42970156331354,2.231782880864271,-0.7221099512950447,5.503815670791301,-18.08748861784002,2,281.9077593715936,0.1875,4,0.0625,-54.23410511158526,653.8325792494654,derivative,0.625,
audit_pre,60,owner_illustration,deriv_taker55,7,2,7,7,2,20,False,-22.607014735448306,-42.60701473544831,-127.6320795625485,28.57142857142857,0.6545746178354974,0,-168.28576293744518,-188.88728296332866,100.0,2.231782880864271,-1.086766700952995,-1.432378855335159,-5.121019517973102,2,125.67874820199684,0.15625,5,0.03125,-17.526923200234336,214.80590033776497,derivative,0.625,
audit_pre,60,owner_illustration,deriv_taker_available,32,2,32,32,2,20,False,-25.34149485359731,-45.341494853597325,-191.77844453463206,31.25,0.7926781436677451,1,-157.78594786581374,-203.02767749858748,79.9796626130543,1.3716109327240473,-1.0304993161013107,-7.409620177443221,-24.787496656845164,2,112.44445301221639,0.09375,5,0.03125,-8.762127220338952,240.92412129281178,derivative_baseline,0.1875,
audit_pre,60,owner_illustration,exit_chandelier,36,2,36,36,2,20,False,219.18518779416388,199.18518779416388,-95.01695046918277,41.66666666666667,2.292693170317164,0,24.18358950670873,-50.1708511448649,69.40150687804126,0.9066285092637671,-0.4191834886859722,42.780788429301175,-11.869245750073388,2,175.0015982874551,0.125,5,0.03125,-1.244033289941265,357.2059160231664,exit,0.375,
audit_pre,60,owner_illustration,exit_fixed3r,36,2,33,36,2,20,False,-33.49045008428781,-53.490450084287815,-264.93823874824125,27.77777777777778,0.802411063594531,1,-53.258354361641935,-172.38047944667707,48.11822465196289,1.3716109327240473,-1.0508547790462146,-13.699384841018137,-26.225794827143943,2,-0.2320957226458644,0.53125,5,0.03125,-90.86684909895831,145.11230558439343,exit,0.53125,
audit_pre,60,owner_illustration,exit_sma60,36,2,36,36,2,20,False,272.9738054110101,252.97380541101015,-152.19194522697433,38.88888888888889,2.3844987925327565,1,3.472372749387427,-126.06942102747102,84.58659384720868,1.0905935664675175,-0.6995487325113964,56.25939408003191,-17.269539201924676,2,249.50143266162272,0.15625,5,0.03125,-12.020823762919012,541.7910133714047,exit,0.375,
audit_pre,60,owner_illustration,gate_box_break,9,2,9,9,2,20,False,-111.85888829240346,-131.85888829240346,-191.64913225573895,33.33333333333333,0.2594636053142346,1,-61.64061870979645,-267.0879295845189,100.00000000000003,0.906922893654574,-1.0603947726832226,-5.416135193216776,-14.028623746033386,2,-70.21826958260702,0.6875,5,0.03125,-280.04756461858045,308.8081077123974,context,0.6875,
audit_pre,240,all_core,base,189,54,189,188,54,20,False,-46.46986231228595,-66.46986231228595,-366.3349024882301,22.75132275132275,0.7896858112331465,17,-132.17982943438736,-156.91376431247843,35.24042524362771,0.92919638697974,-1.0353934403432998,-2.421628105217566,-9.359248675791697,54,53.565438282696526,0.25,5,0.03125,-112.19877180223763,191.34230385551234,baseline,0.25,
audit_pre,240,all_core,deriv_oi24_available,173,54,173,173,54,20,False,-61.498835092201546,-81.49883509220155,-391.7708489331195,20.809248554913296,0.7520368344859655,17,-122.44660488445322,-180.72032150617542,38.874430547964586,0.8550450121192215,-1.0372781887968945,-2.690332814615537,-9.357967397391043,54,40.94776979225166,0.3125,5,0.03125,-96.89317291786075,176.00942691678847,derivative_baseline,0.9375,
audit_pre,240,all_core,deriv_oi24_down,55,35,55,55,35,20,False,-47.57066258924824,-67.57066258924824,-394.16038022184296,18.181818181818183,0.7942872527780783,3,-63.27589953375056,-282.16070433210683,76.35079893190962,0.7273360743483405,-1.039850519615084,-0.651708222548375,-3.248914936260028,54,-4.294763055497696,0.5625,4,0.0625,-109.91408924059533,90.3984259380381,derivative,1.0,
audit_pre,240,all_core,deriv_oi24_pos,118,50,118,118,50,20,False,-67.99077990290013,-87.9907799029001,-378.17215702175054,22.033898305084744,0.732361599531386,14,-150.0261709377468,-218.33565094965894,51.82976937771519,0.9308431287741832,-1.0341949930290664,-2.0235618465260896,-6.8533430071918815,54,62.035391034846704,0.28125,5,0.03125,-82.47313739119582,224.07369919248524,derivative,1.0,
audit_pre,240,all_core,deriv_oi4_available,173,54,173,173,54,20,False,-61.498835092201546,-81.49883509220155,-391.7708489331195,20.809248554913296,0.7520368344859655,17,-107.740781062519,-180.72032150617542,38.874430547964586,0.8550450121192215,-1.0372781887968945,-2.690332814615537,-9.357967397391043,54,26.24194597031747,0.40625,5,0.03125,-89.62569853392837,162.78973387122227,derivative_baseline,0.9375,
audit_pre,240,all_core,deriv_oi4_pos,102,46,102,102,46,20,False,-84.37473652238062,-104.37473652238057,-369.6477566979422,19.607843137254903,0.6809749030595853,9,-175.9341711628192,-236.31615063977281,56.101811115379185,0.9240075303857636,-1.0364430549465893,-1.94771445596984,-5.419251394696245,54,71.55943464043862,0.25,5,0.03125,-71.11448357209717,246.26154676824635,derivative,1.0,
audit_pre,240,all_core,deriv_taker55,38,26,38,38,26,20,False,-4.9607320697814785,-24.96073206978147,-388.0639408246939,23.684210526315788,0.9144211252007104,5,-52.897654237887046,-247.56918038173,76.13684880668039,0.8611368791090976,-1.036862992593234,-0.14498298961482803,-2.217715044327251,54,27.936922168105543,0.375,4,0.0625,-129.90510286712382,440.09145392145143,derivative,1.0,
audit_pre,240,all_core,deriv_taker_available,173,54,173,173,54,20,False,-61.498835092201546,-81.49883509220155,-391.7708489331195,20.809248554913296,0.7520368344859655,17,-105.7757189354046,-180.72032150617542,38.874430547964586,0.8550450121192215,-1.0372781887968945,-2.690332814615537,-9.357967397391043,54,24.276883843203073,0.375,5,0.03125,-100.277663006804,166.4326067060216,derivative_baseline,0.9375,
audit_pre,240,all_core,exit_chandelier,189,54,189,188,54,20,False,-66.98870751029807,-86.98870751029808,-199.82193946610496,33.33333333333333,0.6243708165879226,14,-94.22734177486355,-124.85688654246215,24.818916758013888,0.8550450121192215,-0.5084338378818986,-3.1034552303016993,-5.314085829137416,54,-12.347535774101996,0.71875,5,0.03125,-83.16753930857398,18.75148872919123,exit,1.0,
audit_pre,240,all_core,exit_fixed3r,189,54,186,188,54,20,False,-71.67405632097686,-91.67405632097687,-402.8982703284822,24.33862433862434,0.7303324811284092,20,-126.82332154341067,-126.92509700064541,13.386744828192452,0.9324898705686264,-1.0399611402807851,-3.1716910640027574,-7.0159326953910695,54,27.415225515411763,0.34375,5,0.03125,-106.8357868181056,114.13136692760678,exit,1.0,
audit_pre,240,all_core,exit_sma60,189,54,189,188,54,20,False,-67.66009042746056,-87.66009042746056,-291.73913043478274,22.75132275132275,0.6840534670931546,16,-113.37675373063456,-170.78106357782534,42.367473996093175,0.8983132036156299,-0.7212311444431233,-3.016898100132226,-6.888074339023076,54,11.084496050210525,0.46875,5,0.03125,-129.58226849068757,124.00524470832673,exit,1.0,
audit_pre,240,all_core,signal5,243,54,243,242,54,20,False,-55.98617050719945,-75.98617050719949,-403.78390076244887,20.98765432098765,0.7706566830629469,18,-52.04841012990793,-146.1991484097851,26.791547181201526,0.7778587107376878,-1.0372781887968945,-3.5898189570361283,-12.851914479216253,54,-33.41167661697347,0.78125,5,0.03125,-108.79357084629781,45.30038602041533,parameter,0.78125,
audit_pre,240,high_vol,base,36,21,36,35,21,20,False,-151.18129704078865,-171.18129704078865,-530.561230952461,22.22222222222222,0.6191720134545516,3,-147.89094887786715,-466.5015098475093,92.1415702462964,0.6666172717015068,-1.0324886557722184,-1.154166346794716,-2.42500638748101,54,-9.794371972933783,0.5625,5,0.03125,-176.91423212627666,222.44637462586027,baseline,0.5625,
audit_pre,240,high_vol,deriv_oi24_available,31,19,31,31,19,20,False,-114.25210786688635,-134.25210786688635,-516.1377556798019,22.58064516129032,0.6981929818536698,3,-75.82227727822045,-476.3362228120235,95.30275797103378,0.7778587107376878,-1.0329024083671308,-0.8100654071803381,-2.4455179247638403,54,-58.42983058866588,0.71875,5,0.03125,-183.8215517193354,167.34761601339974,derivative_baseline,1.0,
audit_pre,240,high_vol,deriv_oi24_down,6,5,6,6,5,20,False,483.29339917709245,463.29339917709245,-447.72868592858003,33.33333333333333,2.420724238845738,1,338.1004617867086,-521.6029949429875,100.0,0.663308258996002,-1.0392038663570848,0.535115274637854,-0.4989155195954553,54,125.19293739038385,0.1875,4,0.0625,-0.894240864313474,287.818170118951,derivative,0.75,
audit_pre,240,high_vol,deriv_oi24_pos,25,17,25,25,17,20,False,-257.66302955744123,-277.66302955744123,-556.5067522182266,20.0,0.41337528022269254,2,-175.1637346538034,-533.9782254669798,98.25091582048057,0.8139228205140522,-1.0320176786516364,-1.359889491820665,-2.148743565018074,54,-102.4992949036378,0.8125,5,0.03125,-224.96983112304596,191.38786228846595,derivative,1.0,
audit_pre,240,high_vol,deriv_oi4_available,31,19,31,31,19,20,False,-114.25210786688635,-134.25210786688635,-516.1377556798019,22.58064516129032,0.6981929818536698,3,-136.6691613160231,-476.3362228120235,95.30275797103378,0.7778587107376878,-1.0329024083671308,-0.8100654071803381,-2.4455179247638403,54,2.4170534491368016,0.5,5,0.03125,-169.03209084082545,366.0623607953209,derivative_baseline,1.0,
audit_pre,240,high_vol,deriv_oi4_pos,14,11,14,14,11,20,False,-438.31208745458423,-458.31208745458423,-556.5487189614444,14.285714285714285,0.05302796518334323,1,-390.94033264357137,-580.354393131921,100.0,1.1126009682992826,-1.035432678931497,-1.1678481952730912,-1.6582472898055256,54,-67.37175481101283,0.6875,4,0.0625,-167.45694056404358,108.4074454328226,derivative,1.0,
audit_pre,240,high_vol,deriv_taker55,3,3,3,3,3,20,False,1125.027911544861,1105.027911544861,-441.958655834811,33.33333333333333,4.207201753141279,0,705.3695610908347,,100.0,0.8139228205140522,-1.0349846826095166,0.6139043953027112,-0.26385164087699975,54,399.6583504540261,0.5,2,0.25,-241.36896942092355,1681.7129902039255,derivative,1.0,
audit_pre,240,high_vol,deriv_taker_available,31,19,31,31,19,20,False,-114.25210786688635,-134.25210786688635,-516.1377556798019,22.58064516129032,0.6981929818536698,3,-52.632048819215974,-476.3362228120235,95.30275797103378,0.7778587107376878,-1.0329024083671308,-0.8100654071803381,-2.4455179247638403,54,-81.62005904767041,0.8125,5,0.03125,-240.85724829427363,143.5775862235019,derivative_baseline,1.0,
audit_pre,240,high_vol,exit_chandelier,36,21,36,35,21,20,False,-116.45047148434848,-136.45047148434847,-284.26889706597683,33.33333333333333,0.5763031336937974,3,-104.09823745453946,-266.4305384238804,58.07074860034495,0.6666172717015068,-0.5149867825251213,-0.924980066553116,-1.3239471228615352,54,-27.91522749494211,0.65625,5,0.03125,-142.29908378065562,80.11397010823173,exit,1.0,1.0
audit_pre,240,high_vol,exit_fixed3r,36,21,36,35,21,20,False,-35.563817641470905,-55.56381764147092,-516.0425228390031,30.555555555555557,0.8686658428342812,3,-115.31735998027398,-232.56807284925037,42.88980416018139,0.6666172717015068,-1.0318514870265632,-0.41352588333575246,-1.8159370371721884,54,76.55287508305696,0.25,5,0.03125,-123.76314131733834,266.86493362460186,exit,0.75,1.0
audit_pre,240,high_vol,exit_sma60,36,21,36,35,21,20,False,-141.11251804925237,-161.11251804925237,-390.5423828812876,25.0,0.5716790419142873,3,-91.34479220546977,-376.46610125237316,85.55821342578488,0.6666172717015068,-0.759088566333759,-1.0283505364367507,-1.9459418854899213,54,-55.98407025403672,0.8125,5,0.03125,-160.15430589852008,56.631448621585726,exit,1.0,1.0
